year,muq_weighted,country
2021,0.416434919296623,Sweden
2022,0.09452798330143991,Sweden
2023,-0.08833629568845823,Sweden
2009,0.13712960940348293,Switzerland
2010,0.47137419394995106,Switzerland
2011,0.471556229059666,Switzerland
2012,0.133128266576152,Switzerland
2013,-0.012537939266862535,Switzerland
2014,0.12119437028724059,Switzerland
2015,0.4602995218448244,Switzerland
2016,-0.029714617247361325,Switzerland
2017,-0.03248926528505341,Switzerland
2018,0.007462035684941571,Switzerland
2019,0.17521192991630807,Switzerland
2020,0.029319075651097284,Switzerland
2021,0.2547880008257134,Switzerland
2022,0.5027889639211667,Switzerland
2011,0.162340361542581,United States
2012,0.19716085973094902,United States
2013,0.17188748039957116,United States
2014,0.20400788011425652,United States
2015,0.20845994655698566,United States
2016,0.14386969663182958,United States
2017,0.19748930045574112,United States
2018,0.23981117764911378,United States
2019,0.2031217118972361,United States
2020,-0.02563083283594517,United States
2021,0.46380946195343276,United States
2022,0.41722765399937717,United States
