u,E_L,E_H,w_L,w_H,E_agg
0.6469849246231156,4.22761063202183,4.461767079358634,0.32411498445171927,0.6758850155482807,4.385873466070796
0.6515075376884423,4.207566699564579,4.441723146901383,0.3191810992595119,0.6808189007404881,4.36698483464172
0.6560301507537689,4.187522767107328,4.421679214444133,0.31428739608252954,0.6857126039174705,4.348086794334713
0.6605527638190954,4.167478834650077,4.401635281986882,0.3094346217980989,0.6905653782019011,4.329179170263631
0.6650753768844221,4.147434902192826,4.38159134952963,0.30462349009370127,0.6953765099062987,4.31026179531395
0.6695979899497487,4.1273909697355755,4.36154741707238,0.2998546813545748,0.7001453186454252,4.291334510169083
0.6741206030150754,4.107347037278323,4.341503484615128,0.2951288426015627,0.7048711573984373,4.272397163324923
0.678643216080402,4.087303104821073,4.321459552157878,0.29044658747812113,0.7095534125218789,4.253449611092902
0.6831658291457287,4.067259172363822,4.301415619700626,0.2858084962852907,0.7141915037147093,4.234491717591789
0.6876884422110553,4.047215239906571,4.281371687243375,0.28121511606334426,0.7187848839366557,4.2155233547285755
0.6922110552763819,4.027171307449319,4.261327754786124,0.2766669607187423,0.7233330392812577,4.196544402168752
0.6967336683417086,4.007127374992068,4.241283822328873,0.27216451119494023,0.7278354888050598,4.177554747296307
0.7012562814070352,3.9870834425348174,4.221239889871622,0.2677082156855287,0.7322917843144713,4.158554285163824
0.7057788944723619,3.967039510077566,4.20119595741437,0.2632984898881169,0.7367015101118831,4.1395429184330235
0.7103015075376885,3.946995577620315,4.18115202495712,0.25893571729732157,0.7410642827026784,4.120520557306172
0.7148241206030151,3.9269516451630637,4.161108092499868,0.25462024953516615,0.7453797504648338,4.101487119448703
0.7193467336683417,3.9069077127058134,4.1410641600426175,0.2503524067171625,0.7496475932828375,4.082442529903508
0.7238693467336683,3.886863780248562,4.121020227585367,0.24613247785230585,0.7538675221476941,4.063386720997267
0.728391959798995,3.866819847791311,4.100976295128115,0.24196072127519475,0.7580392787248053,4.044319632239265
0.7329145728643216,3.84677591533406,4.080932362670865,0.23783736510846076,0.7621626348915392,4.025241210213121
0.7374371859296482,3.826731982876809,4.0608884302136135,0.23376260775368252,0.7662373922463175,4.006151408461824
0.7419597989949749,3.8066880504195577,4.040844497756362,0.22973661840895476,0.7702633815910452,3.9870501873665507
0.7464824120603015,3.786644117962307,4.020800565299112,0.22575953761127754,0.7742404623887225,3.9679375140196553
0.7510050251256282,3.7666001855050557,4.00075663284186,0.22183147780193924,0.7781685221980608,3.9488133620922845
0.7555276381909548,3.7465562530478045,3.980712700384609,0.21795252391307673,0.7820474760869233,3.929677711697033
0.7600502512562815,3.7265123205905533,3.960668767927358,0.21412273397361525,0.7858772660263847,3.9105305492460527
0.7645728643216081,3.7064683881333025,3.940624835470107,0.21034213973280647,0.7896578602671935,3.8913718673050512
0.7690954773869347,3.6864244556760513,3.9205809030128558,0.20661074729961437,0.7933892527003856,3.872201664443576
0.7736180904522614,3.6663805232188,3.9005369705556046,0.20292853779622755,0.7970714622037725,3.8530199450819875
0.7781407035175879,3.6463365907615497,3.880493038098354,0.1992954680240081,0.8007045319759919,3.8338267193355264
0.7826633165829145,3.6262926583042985,3.860449105641103,0.1957114711402309,0.8042885288597691,3.8146220028558466
0.7871859296482412,3.6062487258470473,3.8404051731838518,0.1921764573440029,0.8078235426559971,3.7954058166704074
0.7917085427135678,3.586204793389796,3.8203612407266005,0.18869031456979957,0.8113096854302004,3.776178187020072
0.7962311557788945,3.5661608609325453,3.8003173082693498,0.18525290918710313,0.8147470908128969,3.75693914519529
0.8007537688442211,3.546116928475294,3.7802733758120985,0.1818640867046749,0.8181359132953251,3.7376887273711796
0.8052763819095478,3.526072996018043,3.7602294433548473,0.17852367247804735,0.8214763275219527,3.7184269744418685
0.8097989949748744,3.506029063560792,3.7401855108975965,0.1752314724188735,0.8247685275811265,3.699153931854396
0.814321608040201,3.485985131103541,3.7201415784403453,0.17198727370482825,0.8280127262951718,3.6798696494424803
