## event_study_hp
year,coef,se,ci_lo,ci_hi,p
2017,-5.0586245562189717e-14,1.0164833315155833e-14,-7.050895276874803e-14,-3.066353835563141e-14,6.471295331900434e-07
2018,0.0363075206933533,0.020731636862183905,-0.004325740897090126,0.07694078228379672,0.07989254489030272
2019,0.0,0.0,0.0,0.0,
2020,0.017412617265117114,0.020032258219334683,-0.02184988737378534,0.05667512190401957,0.38472195706760215
2021,0.03954153679294836,0.023443538972967,-0.006406955264228083,0.0854900288501248,0.09166663568058016
2022,0.04248392489417524,0.02385311575867065,-0.0042673229118840444,0.08923517270023452,0.0749020019796714
2023,0.015597049450711387,0.02349805221304363,-0.030458286593695844,0.06165238549511862,0.5068444124662692

## event_study_q
year,coef,se,ci_lo,ci_hi,p
2017,-1.9294487975530922e-14,1.691700294997078e-14,-5.24512044838315e-14,1.3862228532769657e-14,0.2540621503174074
2018,0.1033426391423306,0.06149964060987105,-0.017194441515173575,0.2238797197998348,0.09288380615795727
2019,0.0,0.0,0.0,0.0,
2020,0.04455798853385258,0.05297130836331351,-0.059263868072207265,0.14837984513991243,0.40025150868555304
2021,0.059159365954984895,0.053032824096879455,-0.044783059273346755,0.16310179118331655,0.2646261182699763
2022,0.037379233197647986,0.0511046913668574,-0.06278412132242756,0.1375425877177235,0.46451978708415254
2023,-0.01491443967185517,0.04945817852747978,-0.11185068832666778,0.08202180898295744,0.7629901042509976

## dose_response_hp
quartile,coef,se,ci_lo,ci_hi,p
Q1,0.0,0.0,0.0,0.0,
Q2,-0.023459551445920712,0.02479297451160475,-0.07205288855828557,0.025133785666444135,0.34403755747045195
Q3,-0.0358852641987874,0.02662388880895959,-0.08806712739274719,0.016296598995172384,0.17770354324136572
Q4,-0.03560201863944101,0.030059193857663858,-0.09451695600476978,0.02331291872588776,0.23625595231798557

## dose_response_q
quartile,coef,se,ci_lo,ci_hi,p
Q1,0.0,0.0,0.0,0.0,
Q2,-0.045135817908606615,0.04030044837856746,-0.12412324529141446,0.033851609474201225,0.26272099770518575
Q3,-0.09523247888928178,0.039570493112198755,-0.17278922023968163,-0.01767573753888195,0.016099422074978362
Q4,-0.13624935556451828,0.048268089096365326,-0.23085307179596481,-0.04164563933307176,0.004761181604829854

## trends_by_group
year,high_dep,mean_ln_hp,mean_q,mean_hp
2017,0,8.646860333910487,0.8904234376021822,5972.927966101695
2017,1,9.050146316642753,1.5187154529855815,10308.381481481481
2018,0,8.737550691163229,0.9026397731472237,6554.79296875
2018,1,9.12370963701591,1.4913102552183093,10914.244604316547
2019,0,8.757415116938676,0.8716730985656294,6711.695804195804
2019,1,9.109856209329765,1.3694383482789412,10765.719594594595
2020,0,8.76893222260463,0.82785394641982,6817.23448275862
2020,1,9.114508725952657,1.2864779508204396,10843.912162162162
2021,0,8.78083659291564,0.7686765625142105,6939.188356164384
2021,1,9.110227281524988,1.1622220447625295,10782.744897959185
2022,0,8.767543358141264,0.6954073021602275,6832.291095890411
2022,1,9.091871451942172,1.047935683077473,10607.727891156463
2023,0,8.711221705607354,0.605188756161957,6399.815068493151
2023,1,9.022346839847085,0.9101120729886354,9920.195945945947

## fai_trends
year,high_dep,fai_gdp
2017,0,0.8478709560391446
2017,1,0.8707105923663941
2018,0,0.8478709560391446
2018,1,0.8707105923663941
2019,0,0.8476710874232336
2019,1,0.8707105923663941
2020,0,0.8476710874232336
2020,1,0.8707105923663941
2021,0,0.8476710874232336
2021,1,0.8707105923663941
2022,0,0.8476710874232336
2022,1,0.8707105923663941
2023,0,0.8476710874232336
2023,1,0.8707105923663941

