year,province,city,city_code,region,gdp_100m,gdp_per_capita,pop_10k,fai_100m,fai_imputed,K_100m,V_100m,urban_q,Kstar_m2,OCR_m2,UCI_m2,UCI_m2_norm,UCI_m2_class,Kstar_orig,OCR_orig,UCI_orig
2022,湖北省,荆州市,421000,中部,3009.0,58577.0,515.0,3396.16905806634,True,21579.46452159121,13704.72783,0.6350819232000782,10326.959787044523,2.0896241455944553,0.30392160453305367,0.43089191279081734,Orange,11432.464577829287,1.887560147217929,0.3364565225304868
2023,湖北省,荆州市,421000,中部,3151.0,61369.0,514.0,3556.440246582598,True,24056.931542094248,12040.519647,0.5005010562519906,10651.840744280107,2.258476456758189,0.2216100392608956,0.3252475252377987,Red,12195.888184000523,1.9725444493377633,0.25373372773425834
1990,湖北省,黄冈市,421100,中部,,,,,False,,,,,,,,,,,
1991,湖北省,黄冈市,421100,中部,,,,,False,,,,,,,,,,,
1992,湖北省,黄冈市,421100,中部,,,,,False,,,,,,,,,,,
1993,湖北省,黄冈市,421100,中部,,,,,False,,,,,,,,,,,
1994,湖北省,黄冈市,421100,中部,,,,,False,,,,,,,,,,,
1995,湖北省,黄冈市,421100,中部,210.9,,,3.8973,False,11.135142857142858,,,,,,,,,,
1996,湖北省,黄冈市,421100,中部,268.4944,,557.9296240601503,43.9517,False,54.53008571428572,,,,,,,,,,
1997,湖北省,黄冈市,421100,中部,315.9103,,565.0691729323308,50.0633,False,101.86688142857142,,,,,,,,,,
1998,湖北省,黄冈市,421100,中部,346.4035,,571.6784005468216,63.5785,False,160.35203735714285,,,,,,,,,,
1999,湖北省,黄冈市,421100,中部,304.1404,,577.8602050580997,30.1893,False,182.5237354892857,,,,,,,,,,
2000,湖北省,黄冈市,421100,中部,320.3296,,575.2006835269993,36.6555,False,210.05304871482144,,,,,,,,,,
2001,湖北省,黄冈市,421100,中部,343.0456,4787.0,572.0583321941217,92.3372,False,291.88759627908036,,,1952.8237405846796,0.14946950419175495,,,,1595.6284398353364,0.18292955238952885,
2002,湖北省,黄冈市,421100,中部,362.27,5008.0,573.0635680109365,95.3492,False,372.6424164651263,,,2019.774315488711,0.18449705672931116,,,,1611.9228057156238,0.23117882267301829,
2003,湖北省,黄冈市,421100,中部,387.235,5343.0,573.6176349965824,106.6633,False,460.6735956418699,,,2116.524863429637,0.2176556503547943,,,,1659.7978689090903,0.2775480100746543,
2004,湖北省,黄冈市,421100,中部,432.3957,5960.0,574.9157347915243,130.1237,False,567.7636158597765,,,2291.9031453480934,0.24772583301007894,,,,1663.8198321594864,0.3412410435827484,
2005,湖北省,黄冈市,421100,中部,348.56,4799.0,574.8840738209159,158.562,False,697.9374350667877,,,1966.0722171166808,0.35499074194250063,,,,996.4007706928704,0.7004585459939585,
2006,湖北省,黄冈市,421100,中部,391.19,5376.0,576.9736978810663,192.8906,False,855.9311633134482,,,2138.360813755114,0.40027443348551267,,,,1023.9237010285242,0.8359325626056623,
2007,湖北省,黄冈市,421100,中部,473.74,5891.0,578.5884073820916,258.4957,False,1071.6303051477755,,,2287.8045564588115,0.46840990071569016,,,,1010.2529740310671,1.0607544176502677,
2008,湖北省,黄冈市,421100,中部,600.75,6520.0,581.8811483253588,370.8521,False,1388.900889890387,,,2472.21490397977,0.5618042701929088,,,,1021.3654494308151,1.3598471444911235,
2009,湖北省,黄冈市,421100,中部,730.19,10928.0,585.4192617908408,553.29,False,1872.7458453958675,,,3584.5920555363423,0.5224432282338636,,,,1838.1270657261728,1.0188337249993205,
2010,湖北省,黄冈市,421100,中部,862.3,13421.0,587.6355297334245,736.0631,False,2515.171653126074,,,4161.42318184995,0.6044017979464326,,,,2076.712635654838,1.211131289877754,
2011,湖北省,黄冈市,421100,中部,1045.11,16908.0,590.7145591250854,787.76,False,3177.17307046977,,,4926.151841225595,0.6449604423235379,,,,2542.460985351325,1.249644768897305,
2012,湖北省,黄冈市,421100,中部,1192.88,19220.0,592.2184552289816,1060.3334,False,4078.6478169462816,,,5407.6221722067985,0.754240530691852,,,,2845.9939854145305,1.4331189165715015,
2013,湖北省,黄冈市,421100,中部,1332.55,17767.0,593.8015037593985,1365.5737,False,5240.289126098967,,,5128.931260226473,1.0217117095594643,,,,2839.8360418178513,1.8452787586795063,
2014,湖北省,黄冈市,421100,中部,1459.15,23128.0,586.8360902255639,1657.5874,False,6635.862069794019,,,6107.493772057331,1.0865114754850917,,,,3600.8659935678934,1.8428517144618648,
2015,湖北省,黄冈市,421100,中部,1589.24,25262.0,589.2264935064935,1958.4,False,8262.468966304317,7671.083153217661,0.928425048796138,6527.834478810384,1.2657289324851337,0.7335101734407438,0.7255891470337125,Yellow,4206.061519977375,1.9644194282609453,0.47262057961728215
2016,湖北省,黄冈市,421100,中部,1726.17,27373.0,591.2686261107314,2041.65,False,9890.9955179891,8039.957254277512,0.8128562225768842,6933.467150387372,1.4265583586757877,0.5698022920922936,0.6411165844434592,Yellow,4874.60653508983,2.0290859265848065,0.40060216865483766
2017,湖北省,黄冈市,421100,中部,1921.85,30356.0,585.727956254272,2274.8588219587323,True,11671.304564048378,10500.689011226244,0.8997013961551452,7389.10895129064,1.579528010885504,0.5696014188762382,0.6409986503910532,Yellow,5590.489827398122,2.0877069674376525,0.43095195359691396
2018,湖北省,黄冈市,421100,中部,2035.2,32124.0,586.5194805194806,2409.029151312752,True,13496.76848715871,12893.442725361036,0.9552985025732864,7701.582040478068,1.752467014727913,0.5451163956553017,0.6263026128725758,Yellow,6042.470325579338,2.233650768630737,0.4276848090979322
2019,湖北省,黄冈市,421100,中部,2323.0,36685.0,584.1449077238551,2749.6927665583344,True,15571.622829359108,14568.61512243445,0.9355874645875982,8425.378120604055,1.8481808895056102,0.50622072217069,0.6015425140203047,Yellow,7596.606268647508,2.049813071611445,0.45642574805715974
2020,湖北省,黄冈市,421100,中部,2170.0,35784.0,579.0,2568.589454770377,True,17361.63114266153,14774.602392,0.8509916073320667,8204.607909568724,2.116082978494721,0.4021541763628858,0.5245671538940212,Orange,6767.708649829231,2.565363262660489,0.33172362749496914
2021,湖北省,黄冈市,421100,中部,2541.0,43550.0,579.0,3007.735393811764,True,19501.284979340213,14846.0252265,0.761284461112587,9427.72851385101,2.0685030281355,0.3680364257425288,0.49491465470507817,Orange,8366.35678896181,2.330917204615194,0.3266029611027157
2022,湖北省,黄冈市,421100,中部,2748.0,47466.0,579.0,3252.757521524883,True,21778.978251898086,15979.180047,0.7336974151029045,10019.906277013572,2.1735710544379763,0.33755391322719736,0.4659969810862082,Orange,9126.310435632147,2.386394634009569,0.30745016127955416
2023,湖北省,黄冈市,421100,中部,2885.0,49812.0,579.0,3414.92192489057,True,24104.95126419375,13372.400457,0.5547574152063846,10367.802976981027,2.324981610637513,0.23860722711448426,0.34996514017661173,Red,9778.074344855293,2.4652043351333797,0.22503506394992992
1990,湖北省,咸宁市,421200,中部,,1178.0,40.17799671592775,0.6567,False,1.8762857142857143,,,49.17593054096177,0.03815455434489107,,,,,,
1991,湖北省,咸宁市,421200,中部,,1156.0,41.383776683087035,0.8155,False,2.5979714285714284,,,49.99941184239668,0.05196003978527793,,,,,,
1992,湖北省,咸宁市,421200,中部,,1562.0,42.17589490968802,1.6341,False,4.1021728571428575,,,63.06527809548729,0.06504645632310933,,,,,,
1993,湖北省,咸宁市,421200,中部,,1968.0,43.30246305418719,3.5878,False,7.484864214285715,,,76.27415895378572,0.09813106190814601,,,,,,
1994,湖北省,咸宁市,421200,中部,,2375.0,44.56105090311987,4.8325,False,11.943121003571427,,,89.68865863339532,0.1331619982453884,,,,,,
1995,湖北省,咸宁市,421200,中部,101.24,2781.0,39.07783251231527,1.524,False,12.869964953392856,,,87.79677174510842,0.14658813413728852,,,,138.6929653341476,0.09279464839752864,
1996,湖北省,咸宁市,421200,中部,103.38,3187.0,39.35947454844007,2.5708,False,14.797266705723212,,,97.38848087061558,0.15194062555901208,,,,151.11826954666796,0.097918449900947,
1997,湖北省,咸宁市,421200,中部,119.55,3593.0,107.288013136289,10.7732,False,24.83060337043705,,,292.6735987583608,0.08484059879599137,,,,311.81736096975993,0.07963188224418692,
1998,湖北省,咸宁市,421200,中部,121.0273,4000.0,175.20775041050902,18.9755,False,42.564573201915195,,,518.8744046460516,0.08203251657971156,,,,445.99695890938386,0.09543691352963535,
1999,湖北省,咸宁市,421200,中部,122.5046,4406.0,243.13628899835797,27.1779,False,67.61424454181943,,,774.229862494785,0.08733096954429972,,,,579.9669194186285,0.11658293305693611,
2000,湖北省,咸宁市,421200,中部,133.0699,4812.0,243.98121510673235,34.3561,False,98.58963231472843,,,826.9505776222336,0.11922070675397244,,,,649.3407576638671,0.1518303466263604,
2001,湖北省,咸宁市,421200,中部,144.77,5218.0,244.34206896551729,49.2199,False,142.88005069899202,,,877.0378191839208,0.16291207468332572,,,,715.7391854047344,0.1996258603868343,
2002,湖北省,咸宁市,421200,中部,156.59,5638.0,244.53569786535303,53.9361,False,189.67214816404243,,,927.1576069952033,0.20457379277590687,,,,759.5611183813121,0.2497128191188216,
2003,湖北省,咸宁市,421200,中部,173.68,6246.0,244.95816091954023,62.6753,False,242.8638407558403,,,998.5737480082826,0.24321072053040382,,,,832.8271013109171,0.2916137579739646,
2004,湖北省,咸宁市,421200,中部,205.0,7384.0,243.77878489326767,75.2832,False,306.0038487180483,,,1118.6274928634516,0.2735529482962578,,,,914.7069424291819,0.3345375819553699,
2005,湖北省,咸宁市,421200,中部,203.83,7362.0,243.5499507389163,83.0903,False,373.7939562821458,,,1115.2073309483603,0.3351788908742874,,,,780.0437594860384,0.4791961370583033,
2006,湖北省,咸宁市,421200,中部,234.15,8385.0,247.9858128078818,103.8318,False,458.93605846803854,,,1245.296707881599,0.3685355109054648,,,,833.6412462501024,0.5505198555522913,
2007,湖北省,咸宁市,421200,中部,286.74,10099.0,251.7879802955665,138.3826,False,574.3718555446366,,,1442.492123892849,0.39818023684911436,,,,932.3174899223709,0.6160689483498389,
2008,湖北省,咸宁市,421200,中部,359.19,14299.0,253.66266009852217,200.83,False,746.4832627674048,,,1858.7788532503766,0.40159874934129874,,,,1258.6412445829353,0.5930866050832143,
2009,湖北省,咸宁市,421200,中部,405.15,16101.0,255.79257799671592,301.5805,False,1010.7395996290344,,,2038.801154255679,0.49575192633144893,,,,1362.13617084909,0.7420253725433252,
2010,湖北省,咸宁市,421200,中部,520.33,21129.0,256.0830213464696,436.2906,False,1396.4932196475827,,,2473.87320648297,0.5644966831719458,,,,1730.174548963381,0.8071400775628559,
2011,湖北省,咸宁市,421200,中部,652.01,26448.0,259.90279146141216,549.6904,False,1876.3589586652035,,,2943.610465173486,0.6374345317985604,,,,2147.313453539789,0.873816980735661,
2012,湖北省,咸宁市,421200,中部,760.99,30791.0,262.1911330049261,739.3136,False,2521.8546107319435,,,3307.140505800199,0.7625483726225152,,,,2508.434281368245,1.0053500821063481,
2013,湖北省,咸宁市,421200,中部,872.11,28974.0,264.47947454844007,953.0031,False,3348.764980195346,,,3195.8449255792098,1.0478496479576278,,,,2596.8593665026947,1.289544217677554,
2014,湖北省,咸宁市,421200,中部,964.25,38770.0,260.95894909688013,1148.75,False,4330.076731185579,,,3874.1979275457475,1.1176704990724686,,,,3415.1882720089957,1.2678881473900112,
2015,湖北省,咸宁市,421200,中部,1030.07,41234.0,264.40026272578,1349.6167,False,5463.189594626299,2760.867543382595,0.5053581786907485,4100.872005469277,1.3322019285996047,0.3793405247671238,0.5050333423120607,Orange,3849.482288577506,1.4192011250024752,0.3560863712603576
2016,湖北省,咸宁市,421200,中部,1107.93,44027.0,267.559934318555,1438.2904,False,6628.320514894984,2879.5553580137935,0.4344321237246952,4347.493594205098,1.5246303119871336,0.28494259907405106,0.40932422669081714,Orange,4385.041618935727,1.5115752804425406,0.2874035645763587
2017,湖北省,咸宁市,421200,中部,1234.86,48798.0,267.559934318555,1564.0477009305862,True,7860.95219008082,3379.940810025615,0.4299658270776056,4675.7590494477945,1.6812141316411924,0.255747212080519,0.37316796847603495,Red,5056.053097389299,1.5547606084556025,0.2765479294620833
2018,湖北省,咸宁市,421200,中部,1362.42,53655.0,268.440065681445,1725.6125137277502,True,9193.517094304529,4712.600646830869,0.5126004116259674,5017.082899622332,1.832442731810667,0.27973611547437466,0.4031561436953263,Orange,5838.559417995382,1.5746207987485108,0.3255389564480387
2019,湖北省,咸宁市,421200,中部,1595.0,62650.0,268.440065681445,2020.193449447132,True,10754.034689036433,4800.6421163087025,0.4464038154166344,5598.526290701902,1.920868837732683,0.2323968230665617,0.3411441934569937,Red,7646.330014180032,1.4064308850249987,0.31740188598652663
2020,湖北省,咸宁市,421200,中部,1525.0,58319.0,268.0,1931.532921885189,True,12147.8658764698,4884.049152,0.402049973358721,5313.015623435941,2.2864351881227374,0.175841403879382,0.24787094880966462,Red,6540.803008056322,1.8572438065337307,0.2164766800913917
2021,湖北省,咸宁市,421200,中部,1752.0,66194.0,266.0,2219.046346978919,True,13759.518929625228,4948.698181,0.3596563372826283,5767.202153246205,2.385822200090621,0.1507473345117534,0.19636924743349188,Red,7341.218841605101,1.8742826261554157,0.1918901302629935
2022,湖北省,咸宁市,421200,中部,1876.0,71732.0,263.0,2376.102138660075,True,15447.645121804042,4939.230472,0.3197400272374444,6034.821862975364,2.5597516335283923,0.12491056673209772,0.13348539227887837,Red,7863.70526169463,1.9644232086179525,0.1627653480343443
2023,湖北省,咸宁市,421200,中部,1819.0,69634.0,261.0,2303.90713764535,True,16979.170003359188,4809.1754295,0.2832397242355512,5863.8966276029605,2.8955438817651737,0.09781917864179747,0.05171361074901304,Red,7361.531957736256,2.306472362116927,0.12280213233319998
1990,湖北省,随州市,421300,中部,,,,,False,,,,,,,,,,,
1991,湖北省,随州市,421300,中部,,,,,False,,,,,,,,,,,
