year,province,city,city_code,region,gdp_100m,gdp_per_capita,pop_10k,fai_100m,fai_imputed,K_100m,V_100m,urban_q,Kstar_m2,OCR_m2,UCI_m2,UCI_m2_norm,UCI_m2_class,Kstar_orig,OCR_orig,UCI_orig
2021,山西省,晋城市,140500,中部,1912.0,87265.0,218.0,2003.139990953454,True,11594.70340327773,8003.791411,0.690297210081061,5732.678950763895,2.0225628371762743,0.3412982763219331,0.46968677365088835,Orange,9470.103364145001,1.2243481361752324,0.5638079478256041
2022,山西省,晋城市,140500,中部,2305.0,105322.0,218.0,2414.8732631525686,True,13429.841496266412,7822.486588,0.582470507204028,6548.555554256593,2.0508097373529877,0.28401976867724055,0.4082392171830984,Orange,12280.517580289967,1.093589208147146,0.5326227644390349
2023,山西省,晋城市,140500,中部,2333.0,107003.0,217.0,2444.2079492125563,True,15202.557370665649,7406.9487765,0.4872172882433717,6591.568559033006,2.3063641429978374,0.2112490734486018,0.3092323589733256,Red,12408.409485594777,1.2251817920995165,0.3976693837479075
1990,山西省,朔州市,140600,中部,12.31,1940.0,62.38067484662577,4.9982,False,71.40285714285713,,,109.27612648379649,0.6534168023739821,,,,83.26356249821104,0.8575522713719012,
1991,山西省,朔州市,140600,中部,13.38,2077.0,63.26834355828221,6.9611,False,74.79381428571428,,,116.33388113186123,0.642923742920066,,,,93.08652982832787,0.8034869752224151,
1992,山西省,朔州市,140600,中部,15.5743,2481.0,64.16576687116564,7.2237,False,78.27782357142856,,,133.81750905571968,0.5849595028617279,,,,99.27085084154795,0.7885277793818086,
1993,山西省,朔州市,140600,中部,38.3919,2885.0,122.69337423312884,7.4728,False,81.83673239285713,,,287.052060015257,0.2850936948109951,,,,221.4076428031936,0.36962017822302884,
1994,山西省,朔州市,140600,中部,47.2135,3290.0,125.31736196319018,4.1778,False,81.92269577321427,,,321.8329071302508,0.25455040164696047,,,,256.7476748841672,0.3190786277234021,
1995,山西省,朔州市,140600,中部,53.0769,3694.0,127.34631901840493,4.1988,False,82.02536098455356,,,355.04396698588374,0.23102874182288194,,,,286.39390933085576,0.28640749091418,
1996,山西省,朔州市,140600,中部,64.6423,4098.0,128.51687116564418,4.8907,False,82.81479293532587,,,385.65321725508636,0.214739017412498,,,,326.58635934491775,0.2535770113039616,
1997,山西省,朔州市,140600,中部,75.0216,4502.0,129.33625766871165,7.4983,False,86.17235328855958,,,414.84120441368475,0.20772370818455982,,,,365.41774812534715,0.23581874096328886,
1998,山西省,朔州市,140600,中部,82.9593,4906.0,130.31171779141104,20.1878,False,102.0515356241316,,,444.21361023996513,0.2297352743627174,,,,400.46150499832595,0.25483482020215203,
1999,山西省,朔州市,140600,中部,76.9498,5311.0,131.57981595092025,15.9591,False,112.90805884292502,,,474.48618837941905,0.2379585783699124,,,,406.42101198080104,0.2778105843805603,
2000,山西省,朔州市,140600,中部,83.5279,5715.0,135.53042944785275,20.4861,False,127.74875590077876,,,514.9452206518396,0.24808222462783314,,,,453.7838668078007,0.2815189460115525,
2001,山西省,朔州市,140600,中部,85.3543,6119.0,136.60343558282207,25.3132,False,146.6745181057398,,,544.7744976163189,0.26923895804139075,,,,480.1126315018061,0.3055002274090096,
2002,山西省,朔州市,140600,中部,100.3957,7143.0,137.5886503067485,31.4016,False,170.7423922004528,,,612.2397643271257,0.27888157899724964,,,,583.4763400164126,0.29262950438684454,
2003,山西省,朔州市,140600,中部,118.5962,8013.0,138.47631901840492,50.299,False,212.50427259043016,,,668.4430415789008,0.31790931967588876,,,,670.8302387023729,0.31677801674756034,
2004,山西省,朔州市,140600,中部,145.2132,9738.0,140.2419018404908,66.0576,False,267.93665896090863,,,777.219819266612,0.3447372960892001,,,,782.7134775030094,0.34231767647041506,
2005,山西省,朔州市,140600,中部,181.6505,12094.0,142.10503067484663,73.3783,False,327.9181260128632,,,918.1723413071345,0.357142239272891,,,,974.8094873848798,0.3363920132666832,
2006,山西省,朔州市,140600,中部,234.1263,15481.0,145.19723926380368,95.0962,False,406.61841971222,,,1117.522803141563,0.3638569330031929,,,,1267.001800269663,0.32092963058590535,
2007,山西省,朔州市,140600,中部,332.1931,21828.0,149.1478527607362,152.9396,False,539.227098726609,,,1464.3087957471569,0.3682468481325149,,,,1845.6933953255432,0.2921542115782997,
2008,山西省,朔州市,140600,中部,420.4038,27458.0,151.3621472392638,221.8804,False,734.1461437902785,,,1748.316717608853,0.41991598913174005,,,,2183.4615069351617,0.33623040363132867,
2009,山西省,朔州市,140600,中部,561.3074,36452.0,153.50815950920247,301.5248,False,998.9636366007646,,,2167.0631205193563,0.4609757912180029,,,,3124.6715044523,0.3197019703278747,
2010,山西省,朔州市,140600,中部,670.1476,41107.0,155.1664417177914,373.9508,False,1322.9662547707264,,,2385.1995193830057,0.5546564318916793,,,,3218.1062774417364,0.4111008589257751,
2011,山西省,朔州市,140600,中部,855.2006,49692.0,168.3644171779141,474.5733,False,1731.39124203219,,,2962.8163734348786,0.5843734554581721,,,,4018.3457985767773,0.4308716394306872,
2012,山西省,朔州市,140600,中部,1007.1198,58205.0,169.24233128834356,573.1427,False,2217.9643799305804,,,3331.032228842082,0.6658489703960562,,,,4738.462260430427,0.4680768270441195,
2013,山西省,朔州市,140600,中部,1026.4012,58989.0,170.12024539877302,774.7111,False,2881.7772609340514,,,3380.379597678558,0.8525010809179783,,,,5060.651802267742,0.5694478445726479,
2014,山西省,朔州市,140600,中部,1003.41,57368.0,171.0957055214724,815.2983,False,3552.986697887349,,,3333.6379289027227,1.0657986181051238,,,,4339.307338567179,0.8187912080596094,
2015,山西省,朔州市,140600,中部,901.1301,51256.0,157.5465644171779,937.0608,False,4312.398162992981,,,2831.5144167612234,1.523000602598252,,,,3461.3433464981345,1.2458741394019361,
2016,山西省,朔州市,140600,中部,918.064,52010.0,159.0,637.6804,False,4734.458654843333,2127.2564208,0.4493135489996992,2887.6508470992185,1.639553708371398,0.2740462521633472,0.39628272489099414,Red,3610.9075504129437,1.3111547689172767,0.34268536381157555
2017,山西省,朔州市,140600,中部,980.223,55316.0,159.9754601226994,832.2070553953058,True,5329.9427774964715,2172.9968431509196,0.407696092409382,3035.0798937479703,1.7561128418648027,0.23215825469190957,0.3408006588349334,Red,3897.832665346946,1.3674119017169386,0.2981516336792695
2018,山西省,朔州市,140600,中部,1065.6332,59914.0,159.0,904.7201172625792,True,5968.165755884227,2261.6971535999996,0.3789601773995824,3191.644519706008,1.869934361121762,0.2026596148392324,0.2953482371064103,Red,4366.279324800147,1.3668767643850641,0.27724531375004424
2019,山西省,朔州市,140600,中部,1062.0,59552.0,159.9754601226994,901.63553888229,True,6571.393006972305,2411.967673560736,0.3670405454371116,3197.7343196272473,2.0550153171381407,0.1786072066597831,0.2530909615084645,Red,4388.847149947625,1.497293658780239,0.2451359780259264
2020,山西省,朔州市,140600,中部,1100.0,68889.0,159.0,933.8974508196976,True,7176.7208074433875,2478.652272,0.3453739303094036,3522.9320927560866,2.037144236245792,0.16953828018868491,0.2356613307740059,Red,5039.677253038518,1.4240437327839606,0.24253042400194302
2021,山西省,朔州市,140600,中部,1421.0,89299.0,159.0,1206.4257069225366,True,8024.310473993754,2506.850127,0.3124069208344481,4232.892096941437,1.895703998642414,0.1647973106867816,0.2261747769148189,Red,7035.874017838234,1.1404852408740564,0.27392456266687204
2022,山西省,朔州市,140600,中部,1536.0,96585.0,158.0,1304.0604404173232,True,8927.15539071139,2543.299772,0.2848947577014595,4445.923617684057,2.0079416918461748,0.14188397942946085,0.17610152145710511,Red,7575.255467172963,1.1784626181119338,0.24175120476702247
2023,山西省,朔州市,140600,中部,1539.0,97133.0,158.0,1306.6074334650134,True,9787.405054640833,3105.074934,0.3172521129620242,4463.755601972366,2.1926390975160346,0.14468961778590386,0.1826509620228944,Red,7545.986557979682,1.2970345201968203,0.2445980488737357
1990,山西省,晋中市,140700,中部,,2248.0,45.68549253731344,0.8646,False,2.470285714285714,,,88.47320226389485,0.027921287475471162,,,,,,
1991,山西省,晋中市,140700,中部,,2276.0,46.46238805970149,1.295,False,3.641771428571429,,,90.78862801241044,0.040112638645377625,,,,,,
1992,山西省,晋中市,140700,中部,42.9726,2540.0,46.8155223880597,1.3049,False,4.764582857142857,,,98.8739861578499,0.04818843704284681,,,,137.0513014493088,0.0347649588639998,
1993,山西省,晋中市,140700,中部,57.8451,2805.0,47.72358208955224,3.3065,False,7.832853714285713,,,108.14932409072779,0.07242628449267641,,,,149.53768282023452,0.05238046736154066,
1994,山西省,晋中市,140700,中部,78.8796,3069.0,48.25832835820895,4.6559,False,12.097111028571426,,,116.56342615284433,0.1037813611682024,,,,172.27651889024526,0.07021915178282834,
1995,山西省,晋中市,140700,中部,102.35,3334.0,48.904059701492535,8.3637,False,19.855955477142853,,,125.27260709777896,0.15850197371277422,,,,197.3611967259356,0.10060719030152468,
1996,山西省,晋中市,140700,中部,124.2728,3598.0,49.42871641791045,7.1812,False,26.04435770328571,,,133.64862771582636,0.19487186773562057,,,,217.65181210565711,0.11966065180584258,
1997,山西省,晋中市,140700,中部,136.7516,3863.0,113.31576119402985,14.182,False,38.924139818121425,,,325.60225365195515,0.11954505652693813,,,,374.0095427481799,0.10407258470495495,
1998,山西省,晋中市,140700,中部,143.2285,4127.0,177.21289552238804,21.1827,False,58.16063282721535,,,536.6250755269971,0.10838224950650735,,,,504.58249719326295,0.11526486382451535,
1999,山西省,晋中市,140700,中部,79.1,4392.0,241.09994029850748,28.1834,False,83.43600118585458,,,765.936858440241,0.10893326292687391,,,,467.7208215806486,0.17838846879616155,
2000,山西省,晋中市,140700,中部,138.3729,4656.0,304.98698507462683,35.1842,False,114.44840112656183,,,1012.7662504773922,0.11300574152487187,,,,724.5874066832869,0.1579497519152808,
2001,山西省,晋中市,140700,中部,148.9973,4921.0,306.01611940298505,39.8711,False,148.59708107023374,,,1056.8159897703474,0.14060828233922237,,,,771.7058043253206,0.19255664559909297,
2002,山西省,晋中市,140700,中部,170.141,5601.0,306.96453731343286,47.3866,False,188.55382701672204,,,1161.7976191296516,0.16229489879483067,,,,895.1849972925164,0.2106311294168271,
2003,山西省,晋中市,140700,中部,203.4428,6679.0,307.4589253731343,95.1739,False,274.30003566588596,,,1318.0251914335167,0.20811441044427267,,,,1110.2714076696961,0.24705674105541747,
2004,山西省,晋中市,140700,中部,253.9148,8300.0,308.86137313432835,122.9455,False,383.5305338825916,,,1544.1507957245426,0.24837634701514522,,,,1336.1158087417623,0.28704887059435913,
2005,山西省,晋中市,140700,中部,331.0171,10772.0,309.37594029850743,150.8881,False,515.242107188462,,,1860.046248764815,0.2770049978760552,,,,1776.260384986006,0.2900712708247002,
2006,山西省,晋中市,140700,中部,385.6794,12491.0,312.77611940298505,201.3297,False,690.8097018290389,,,2088.4493266317286,0.3307763770084781,,,,1944.2885054387193,0.35530205517167374,
2007,山西省,晋中市,140700,中部,470.1976,15157.0,316.6908656716418,283.7447,False,940.0139167375868,,,2425.134594857244,0.38761309113769865,,,,2185.7066244779535,0.43007323407921,
2008,山西省,晋中市,140700,中部,567.8066,18219.0,320.7468656716418,331.2193,False,1224.2325209007076,,,2798.144618169987,0.4375158142116926,,,,2392.7732275436115,0.5116375036331747,
2009,山西省,晋中市,140700,中部,636.8106,20335.0,322.86567164179104,395.9383,False,1558.9591948556722,,,3044.581246774292,0.512043880092665,,,,2552.877804076303,0.6106673779553439,
2010,山西省,晋中市,140700,中部,763.8366,24275.0,323.8342686567164,494.9648,False,1975.9760351128884,,,3461.4848018395055,0.5708463703387672,,,,2807.4482043702274,0.7038334784011246,
2011,山西省,晋中市,140700,中部,890.2376,27300.0,326.19522388059704,580.2105,False,2457.387733357244,,,3789.153506010929,0.6485321139560495,,,,2950.1886715546634,0.8329595178271335,
2012,山西省,晋中市,140700,中部,986.5596,30093.0,327.910447761194,744.1063,False,3078.6246466893817,,,4081.1075533264434,0.7543600864378214,,,,3144.3230373363835,0.9791057121463397,
2013,山西省,晋中市,140700,中部,1022.2281,30977.0,333.4597014925373,945.9249,False,3870.618314354912,,,4236.963429752117,0.9135359269743242,,,,3471.420038453209,1.1149956707859465,
2014,山西省,晋中市,140700,中部,1041.3,31434.0,333.4597014925373,1106.0072,False,4783.094598637166,,,4281.092611298341,1.1172602494078216,,,,3182.2173342479923,1.5030697454759123,
2015,山西省,晋中市,140700,中部,1046.1155,31434.0,332.6121791044776,1312.4532,False,5856.393068705308,6106.07575771797,1.0426342095012178,4270.073762085777,1.3714969330751492,0.7602162165710713,0.7375504801954339,Yellow,3207.9273287624,1.825600292187626,0.5711185597214294
2016,山西省,晋中市,140700,中部,1091.1041,32646.0,334.9731343283582,1375.836,False,6939.409415270043,6374.980910805971,0.9186633226709384,4417.4401637373285,1.5709119213963565,0.5847962003206102,0.6498042499581834,Yellow,3474.6578251446117,1.997149004155893,0.45998737237896625
2017,山西省,晋中市,140700,中部,1284.9233,38274.0,334.9731343283582,1532.3546487765311,True,8124.793593283072,7261.245326213731,0.8937144362924797,4943.567209810985,1.6435082701330805,0.5437845689818844,0.6254844225155827,Yellow,4396.7932426071075,1.8478907569611853,0.48364029795904867
2018,山西省,晋中市,140700,中部,1447.6039,42910.0,336.9910447761194,1726.3618503548323,True,9444.91576397375,10011.92683674746,1.0600334705934056,5392.779036385329,1.7514004746436793,0.6052490483703153,0.6613023980342414,Yellow,5256.357823023404,1.7968555570178304,0.5899380539817574
2019,山西省,晋中市,140700,中部,1460.0,43125.0,338.0,1741.145006253475,True,10713.814982028536,10884.9822848,1.0159763168449876,5428.291358438492,1.973699323521662,0.5147573922415832,0.6071359284606759,Yellow,5374.125030257186,1.9935924307134723,0.509620873952349
2020,山西省,晋中市,140700,中部,1469.0,43546.0,338.0,1751.8780919084622,True,11930.00232483557,11277.78912,0.9453300018661512,5465.730396075126,2.182691325829455,0.4331029269596386,0.549365152244361,Orange,5194.210082410569,2.2967885656444227,0.41158773428537804
2021,山西省,晋中市,140700,中部,1844.0,54456.0,338.0,2199.0899941995945,True,13532.592202793385,10795.078645,0.797709594971146,6402.4274417998,2.1136658440582354,0.37740572721729027,0.5033230079919261,Orange,6853.92691579376,1.9744290198965686,0.4040203962424207
2022,山西省,晋中市,140700,中部,2112.0,62269.0,338.0,2518.697433703657,True,15374.660026357373,9967.291464,0.6482934547438894,7039.465244841764,2.1840664726093086,0.29682862810002847,0.4229933228996805,Orange,8134.2201354473045,1.890120966773161,0.3429904572989656
2023,山西省,晋中市,140700,中部,2091.0,61760.0,338.0,2493.6535671753536,True,17099.580592214857,8927.074494,0.522063944542847,6998.705381542153,2.44324909537012,0.21367610266678977,0.3130532273616593,Red,7925.034499659477,2.15766639160367,0.24195767546568067
1990,山西省,运城市,140800,中部,,1681.0,45.72140214216164,0.277,False,0.7914285714285716,,,72.08594223976706,0.010978958543625315,,,,,,
1991,山西省,运城市,140800,中部,,1907.0,46.325199610516066,0.6908,False,1.442657142857143,,,79.86925950865019,0.018062733418742878,,,,,,
1992,山西省,运城市,140800,中部,49.4123,2115.0,47.10549172346641,1.433,False,2.803524285714286,,,87.40474333600658,0.03207519613594435,,,,118.07622821394925,0.02374334214533357,
1993,山西省,运城市,140800,中部,64.9235,2324.0,47.83933787731256,1.5613,False,4.224648071428572,,,94.90494740510691,0.0445145188627041,,,,126.335514030782,0.033439908831963315,
1994,山西省,运城市,140800,中部,85.5598,2532.0,48.758967867575464,2.002,False,6.015415667857143,,,102.80203894188607,0.05851455603188623,,,,143.15900529344523,0.042019121713837225,
1995,山西省,运城市,140800,中部,110.3467,2740.0,49.492814021421616,2.4633,False,8.177944884464285,,,110.36458113526658,0.07409936050444588,,,,162.9382260465874,0.05019046225608251,
1996,山西省,运城市,140800,中部,128.6097,2948.0,50.3102629016553,5.7177,False,13.48674764024107,,,118.17256999414774,0.1141275648055126,,,,176.20357803287996,0.07654071381980912,
1997,山西省,运城市,140800,中部,139.0245,3157.0,149.69532619279454,15.1326,False,27.94501025822902,,,374.2213110315766,0.07467509047305709,,,,348.64715432130595,0.08015269854311066,
1998,山西省,运城市,140800,中部,154.6031,3365.0,249.08038948393377,24.5476,False,51.095359745317566,,,655.6519359441376,0.0779306167558864,,,,500.34916825226435,0.10211940578175695,
1999,山西省,运城市,140800,中部,76.0911,3573.0,348.4561635832522,33.9625,False,82.50309175805168,,,961.0868939275341,0.08584353015251128,,,,445.28163876151257,0.18528294134813705,
2000,山西省,运城市,140800,中部,171.8452,3781.0,447.84122687439145,43.3774,False,121.75533717014908,,,1289.7586060881965,0.09440164740550154,,,,783.7524313337781,0.1553492305764815,
2001,山西省,运城市,140800,中部,193.5,3990.0,450.43291139240506,52.6609,False,168.32847031164164,,,1347.6524494779092,0.12490495630149552,,,,852.1302666652301,0.19753842445989722,
2002,山西省,运城市,140800,中部,230.5186,4736.0,451.7798442064265,68.5147,False,228.42674679605955,,,1526.0071175892951,0.149689175209691,,,,1060.154073459831,0.21546561251289162,
2003,山西省,运城市,140800,中部,293.6189,5985.0,453.1081986368062,102.4331,False,319.43850945625655,,,1806.2045749072624,0.17685621766994902,,,,1452.952921105459,0.21985468683542495,
2004,山西省,运城市,140800,中部,368.2811,7461.0,456.4058617332035,138.0,False,441.46658398344374,,,2126.6070209638483,0.20759199026031455,,,,1761.9644009595781,0.25055363419545706,
2005,山西省,运城市,140800,中部,470.8299,9473.0,453.860623174294,160.4837,False,579.8769547842716,,,2503.7370567221465,0.23160457414143856,,,,2251.3669724880483,0.2575666081409347,
2006,山西省,运城市,140800,中部,550.2093,11001.0,458.1429406037001,222.4345,False,773.3176070450579,,,2809.7477483244834,0.2752267022924762,,,,2469.933154900694,0.3130925245935046,
2007,山西省,运城市,140800,中部,619.5053,12313.0,461.8679065238559,271.8341,False,1006.485826692805,,,3067.9478285562227,0.32806484429901717,,,,2422.426733017012,0.4154865915962201,
2008,山西省,运城市,140800,中部,691.4452,12313.0,463.90223953261926,343.5344,False,1299.695935358165,,,3081.6328401359183,0.42175560904940274,,,,2041.4620367115,0.6366495736809228,
2009,山西省,运城市,140800,中部,723.0077,14306.0,467.82227848101263,481.4997,False,1716.2108385902563,,,3456.0373871597526,0.4965834122531516,,,,2213.025701791537,0.7755042506740486,
2010,山西省,运城市,140800,中部,827.4316,16175.0,467.8780136319377,586.5841,False,2216.984396660743,,,3770.1533925152485,0.5880355958625035,,,,2227.2139592194208,0.995407013988785,
2011,山西省,运城市,140800,中部,1016.8221,19733.0,479.972541382668,664.1631,False,2770.298276827706,,,4453.232131186105,0.6220871033035157,,,,2672.8382856053263,1.0364631080553037,
2012,山西省,运城市,140800,中部,1068.6498,20628.0,482.5735150925024,826.8454,False,3458.628762986321,,,4620.420660820902,0.748552787046847,,,,2608.150759692655,1.3260846790136804,
2013,山西省,运城市,140800,中部,1140.1151,21841.0,485.2673807205453,1008.869,False,4294.566324837005,,,4838.23245113814,0.8876312513316212,,,,2999.5713563903073,1.431726675109039,
2014,山西省,运城市,140800,中部,1201.7177,22940.0,487.8683544303798,1202.7349,False,5282.572908595154,,,5036.424128485406,1.0488737194942659,,,,2920.7073571744368,1.808662170696089,
2015,山西省,运城市,140800,中部,1174.0143,22304.0,473.9345666991237,1370.6705,False,6389.114763165397,6543.637311274003,1.02418528291266,4794.454181964972,1.3326052394449757,0.7685586493260591,0.7412009461772318,Yellow,2766.7666030665723,2.309235175848935,0.4435170976191902
2016,山西省,运城市,140800,中部,1222.3486,23106.0,493.25608568646544,1483.7212,False,7553.380225007127,6916.628611461733,0.9156997801544152,5118.7993959365285,1.4756155966970006,0.6205544195955275,0.6696553581259277,Yellow,3043.3654402969537,2.4819169347832615,0.36894860070503555
2017,山西省,运城市,140800,中部,1336.2914,25115.0,476.5355404089581,1506.5269752023808,True,8682.23818895915,7478.221913484712,0.8613242058936442,5243.462866295175,1.655821431437671,0.5201794043369745,0.6106405848246651,Yellow,3329.322355049117,2.6078094167697565,0.33028648503024044
2018,山西省,运城市,140800,中部,1509.6407,28229.0,476.5355404089581,1701.959944824463,True,9950.086224335657,8888.33175022551,0.8932919323338793,5695.508861649193,1.7470056611332367,0.5113274399777412,0.6048997768787816,Yellow,3983.520181948506,2.497812429675869,0.35762970898891644
2019,山西省,运城市,140800,中部,1563.0,29126.0,477.4644595910419,1762.1169022275535,True,11214.698815346426,10661.269540767284,0.9506514366822032,5834.459950016736,1.9221485641210472,0.49457750271083417,0.5937596227005071,Orange,4252.235739555038,2.6373652596504336,0.3604549780140071
2020,山西省,运城市,140800,中部,1644.0,34383.0,477.0,1853.43582038522,True,12507.399694964326,11173.854744,0.8933795206447882,6554.76523139216,1.9081384692564942,0.46819428203912966,0.5754234784944203,Orange,5054.032050313503,2.4747369170697064,0.36099979536516696
2021,山西省,运城市,140800,中部,2053.0,43201.0,475.0,2314.5399873788665,True,14196.569697594976,12072.62375,0.8503902003908176,7671.1035545206005,1.8506554626327396,0.4595075731606216,0.5691594409893174,Orange,6673.868163254511,2.127187614487131,0.39977207210086557
2022,山西省,运城市,140800,中部,2301.0,48693.0,473.0,2594.1337121085103,True,16080.874924823736,12266.237577,0.7627842163031096,8313.287739662364,1.9343580335975288,0.39433455598934786,0.517999431297393,Orange,7687.447905858476,2.091835303699264,0.3646483138295731
2023,山西省,运城市,140800,中部,2330.0,49445.0,471.0,2626.828139597057,True,17903.659318179605,11689.9673085,0.6529373186089313,8367.933515293751,2.139555636461233,0.30517426491833227,0.43226767417543577,Orange,7766.076665839653,2.3053673158973247,0.2832248527626873
1990,山西省,忻州市,140900,中部,,1457.0,37.90614379084967,0.2997,False,0.8562857142857144,,,53.88466834894808,0.01589108257548421,,,,,,
1991,山西省,忻州市,140900,中部,,1481.0,38.51271241830065,0.4755,False,1.2889714285714289,,,55.394589243466754,0.023268904890804843,,,,,,
1992,山西省,忻州市,140900,中部,28.1495,1621.0,38.9962091503268,0.4531,False,1.6776228571428573,,,59.80096910283366,0.028053439305607563,,,,59.022000458067886,0.02842368683072209,
1993,山西省,忻州市,140900,中部,38.639,1761.0,39.37421568627451,1.4717,False,3.0654417142857144,,,64.03305394954614,0.047872802017237565,,,,63.38007988218648,0.04836601216003332,
1994,山西省,忻州市,140900,中部,48.2561,1901.0,39.866503267973854,0.9413,False,3.8534696285714287,,,68.45009885310918,0.05629604183393219,,,,68.98803460210213,0.05585707218355819,
1995,山西省,忻州市,140900,中部,58.9818,2041.0,40.3587908496732,1.3594,False,5.020196147142856,,,72.87957816098785,0.06888344134008924,,,,75.71960897576395,0.0662998160588719,
1996,山西省,忻州市,140900,中部,75.2018,2180.0,40.60493464052287,1.6422,False,6.411386339785714,,,76.82880878194723,0.0834502895649766,,,,84.17952887976874,0.07616324806168631,
1997,山西省,忻州市,140900,中部,80.0245,2320.0,94.29065359477124,6.3136,False,12.404417022796428,,,188.44538707400932,0.06582499691502008,,,,141.95370313183236,0.08738353948594388,
1998,山西省,忻州市,140900,中部,86.6087,2460.0,147.9851633986928,10.985,False,22.769196171656603,,,310.0451192882483,0.07343833124651812,,,,193.16357548744492,0.11787520558262049,
1999,山西省,忻州市,140900,中部,127.8456,2600.0,201.67088235294116,15.6563,False,37.287036363073774,,,441.1275423676883,0.08452665676448357,,,,282.67207815348735,0.13190915992356128,
2000,山西省,忻州市,140900,中部,83.4199,2740.0,255.35660130718955,20.3277,False,55.75038454492008,,,581.4130083094692,0.09588774889475087,,,,273.20828997612017,0.20405817316082522,
2001,山西省,忻州市,140900,中部,84.354,2880.0,258.3015359477124,24.1,False,77.06286531767407,,,609.3117457169199,0.12647526633021236,,,,281.9509616447447,0.2733201010137801,
2002,山西省,忻州市,140900,中部,93.4096,3142.0,257.0444444444444,35.6638,False,108.87352205179036,,,644.8327147087716,0.1688399480491019,,,,305.04014887911416,0.35691538458741173,
2003,山西省,忻州市,140900,中部,109.3822,3658.0,259.2685294117647,50.5441,False,153.97394594920084,,,724.365418993426,0.2125639103025682,,,,365.55179578255513,0.42120965544590216,
2004,山西省,忻州市,140900,中部,130.1939,4327.0,260.93,66.6601,False,212.9353486517408,,,821.0591801155291,0.2593422664390394,,,,406.0172251475908,0.5244490515749349,
2005,山西省,忻州市,140900,中部,167.17,5519.0,261.87062091503265,89.9636,False,292.2521812191537,,,978.861105638476,0.2985634831496631,,,,525.5126010931709,0.5561278275938787,
2006,山西省,忻州市,140900,中部,194.4549,6506.0,263.57604575163396,97.1195,False,374.759072158196,,,1106.9538217906152,0.33854986972445106,,,,584.6661789250116,0.6409795634959449,
2007,山西省,忻州市,140900,中部,257.2845,8209.0,263.5584640522876,98.0453,False,454.0664185502862,,,1304.7906169474365,0.3479994511399665,,,,710.5104335895163,0.6390707258953698,
2008,山西省,忻州市,140900,中部,311.2485,10101.0,266.5913071895425,140.4322,False,571.7952976227718,,,1528.6229808158698,0.3740590746042483,,,,799.9205311797194,0.7148151289222325,
2009,山西省,忻州市,140900,中部,349.3072,11292.0,269.79996732026143,352.6672,False,895.8727327416332,,,1674.2097953713583,0.5351018344405987,,,,858.0223909917516,1.0441134662070204,
2010,山西省,忻州市,140900,中部,437.4561,14193.0,270.36258169934644,424.3838,False,1275.4628961045514,,,1972.3462948660465,0.6466728988842071,,,,1023.5429696450889,1.2461254035546891,
2011,山西省,忻州市,140900,中部,554.5452,18019.0,272.6042483660131,507.3635,False,1719.0532512993236,,,2354.7874225879973,0.7300248144734957,,,,1294.0475567567628,1.3284312793014665,
2012,山西省,忻州市,140900,中部,620.9439,20081.0,272.51633986928107,653.326,False,2286.426588734357,,,2541.563832375404,0.8996140720956869,,,,1399.6076615016698,1.6336196575840403,
2013,山西省,忻州市,140900,中部,654.7321,21052.0,273.7470588235294,815.1644,False,2987.2696592976395,,,2639.928816840876,1.1315720485495573,,,,1580.941983215787,1.8895504648571906,
2014,山西省,忻州市,140900,中部,680.3394,21796.0,274.7140522875817,965.4225,False,3803.328676332758,,,2715.279941618682,1.4007132811747758,,,,1501.4737970247224,2.5330636364546124,
2015,山西省,忻州市,140900,中部,681.2356,21731.0,269.4571241830065,1119.6334,False,4732.795642516119,4883.065358275555,1.0317507298243596,2657.046463510588,1.781224268190995,0.5792368475151093,0.6466093516331304,Yellow,1491.1705360379322,3.1738795316404556,0.3250755800712724
2016,山西省,忻州市,140900,中部,716.1357,22747.0,270.75816993464053,1167.6598,False,5663.8156603903135,4774.585092099347,0.8429979678700055,2757.7668059048738,2.0537688858474428,0.4104638908881711,0.5314079962557638,Orange,1634.2762208773827,3.4656416020968717,0.243244416087328
2017,山西省,忻州市,140900,中部,874.4923,27665.0,270.75816993464053,1368.0163355501238,True,6748.641212920921,5154.226169098039,0.7637428048819336,3167.376366032146,2.1306723398252534,0.3584515509994239,0.4860883681052179,Orange,2197.8280808972504,3.070595590063545,0.24872790391330177
2018,山西省,忻州市,140900,中部,989.1298,31209.0,270.75816993464053,1547.350073156078,True,7958.559225430953,5878.117847613072,0.7385907023007389,3449.3456472492876,2.3072663743564172,0.3201150549887242,0.44825478694207477,Orange,2642.690164269653,3.0115370061289117,0.2452537361478874
2019,山西省,忻州市,140900,中部,1002.0,31573.0,269.87908496732024,1567.4836338996056,True,9128.114898059011,5531.069508256209,0.6059377615231736,3466.3260057787384,2.633368841488499,0.2300998447223482,0.337821833547574,Red,2718.9728036724673,3.357192424186749,0.18048943431354156
2020,山西省,忻州市,140900,中部,1035.0,35294.0,269.0,1619.1073463933053,True,10290.816499549364,5982.930144,0.5813853686208469,3738.2373395259383,2.7528526321055864,0.2111937856172708,0.30914480892333523,Red,2998.2947283870362,3.4322231240707333,0.16939031863735715
2021,山西省,忻州市,140900,中部,1344.0,50290.0,267.0,2102.4930179252196,True,11878.768692497117,7452.355548,0.6273676793375955,4766.335130675741,2.4922227176277088,0.25173018241915907,0.3678726483276719,Red,4677.217221308234,2.5397085767965644,0.24702349122627265
