year,province,city,city_code,region,Q_real,K_real,Kstar_real,OCR_real,UCI_real,UCI_norm,signal
2015,江苏省,南京市,320100,东部,1.6992493087700906,33571.666883588994,29815.53092949296,1.1259791738399176,1.509130318081421,0.6713912826354966,Yellow
2016,江苏省,南京市,320100,东部,2.1186439321589963,37426.64783940954,31888.575071428262,1.173669496224788,1.8051452636145033,0.7197019999838143,Yellow
2015,四川省,南充市,511300,西部,1.549019575722518,6470.065995362927,6588.49356112363,0.9820250919786123,1.5773727050105297,0.6833206639720653,Yellow
2016,四川省,南充市,511300,西部,1.3676995308049054,7672.873195594781,6959.7017894384035,1.1024715465881945,1.2405758089970746,0.6185355103055202,Yellow
2011,广西壮族自治区,南宁市,450100,西部,2.592570288919507,7151.878015344372,10852.93292731006,0.6589811310219709,3.9342102024967827,0.9298404917612029,Green
2012,广西壮族自治区,南宁市,450100,西部,1.894783344837937,9311.894114577153,11845.04462508075,0.7861425945884667,2.410228574155591,0.7976757583439295,Green
2013,广西壮族自治区,南宁市,450100,西部,1.6957728449454168,11278.984908848295,12885.442095637887,0.8753277400289257,1.9373004731797705,0.7387596359761213,Yellow
2014,广西壮族自治区,南宁市,450100,西部,1.3143039620639376,13601.71296340588,14049.272780568997,0.9681435598729267,1.3575506944821758,0.6428399534712604,Yellow
2015,广西壮族自治区,南宁市,450100,西部,1.2263712556494022,16288.518615235585,15572.059092756148,1.0460092989765704,1.1724286360066782,0.6032962158221241,Yellow
2016,广西壮族自治区,南宁市,450100,西部,1.1694527309212646,19232.920384473808,16648.379955023873,1.1552427585406,1.0123004210808608,0.5636857987997548,Yellow
2016,福建省,南平市,350700,东部,0.6864494876133063,8699.254114146679,5513.920095818167,1.5776895498983223,0.43509794918622996,0.3359230239674656,Orange
2011,江西省,南昌市,360100,中部,1.6911561854990589,8417.241441882621,10969.014578265864,0.7673653254651192,2.2038475409010787,0.7735303508867808,Green
2012,江西省,南昌市,360100,中部,1.5151548644689778,10389.40816978849,11858.165444762748,0.8761395865308199,1.7293532763065937,0.7081323104845149,Yellow
2013,江西省,南昌市,360100,中部,1.4499086493365683,12766.802661299065,12856.007645902588,0.9930612218769213,1.4600395397538422,0.6624712983744859,Yellow
2014,江西省,南昌市,360100,中部,1.2426130105681188,15562.713928234112,13742.719885952123,1.132433321597597,1.0972946370167598,0.5854320830766682,Yellow
2015,江西省,南昌市,360100,中部,1.0741414019347661,18784.650131822407,14571.016332992109,1.2891791281085636,0.8331979462859495,0.511166779995721,Orange
2016,江西省,南昌市,360100,中部,1.0115329923119267,22385.680525231284,15417.922635292964,1.451925856339979,0.6966836411755924,0.46290129834391547,Orange
2011,江苏省,南通市,320600,东部,2.2436868521030777,11038.597717541477,16285.44206318639,0.6778199618231106,3.3101516309261614,0.8832537223092811,Green
2012,江苏省,南通市,320600,东部,1.8047804265093916,13373.137731664403,17608.248599935556,0.7594814246155831,2.3763325448320134,0.7938555054452145,Green
2013,江苏省,南通市,320600,东部,1.3631426534439677,16003.210545081181,18270.77227217921,0.8758913036997987,1.5562920281158181,0.6796915700379902,Yellow
2015,江苏省,南通市,320600,东部,1.0462428830191566,22520.493051935766,21791.777571333278,1.0334399283499067,1.0123886781592544,0.5637093141168025,Yellow
2016,江苏省,南通市,320600,东部,0.9718060708381008,26206.420199338976,23326.547013568,1.1234590436422451,0.8650124598111858,0.521274291418478,Yellow
2015,河南省,南阳市,411300,中部,1.083890206964045,13948.228449481874,11364.134069812411,1.227390346135904,0.8830851655110137,0.5268517018380391,Yellow
2016,河南省,南阳市,411300,中部,0.9685371953558123,16646.30592700778,12084.39199964387,1.377504629732166,0.703109938399357,0.46537791904342024,Orange
2011,福建省,厦门市,350200,东部,3.091655117161832,6347.97289735752,8589.164663001418,0.7390675515515462,4.183183405456551,0.9463917829666463,Green
2012,福建省,厦门市,350200,东部,2.7859125037310344,7353.558852489644,9424.55276505496,0.7802554705572559,3.570513259895948,0.9036764439263972,Green
2013,福建省,厦门市,350200,东部,3.526855998550658,8323.138109865162,10088.129893627438,0.8250427182864485,4.274755622200596,0.9522326293430998,Green
2014,福建省,厦门市,350200,东部,3.551810725673962,9469.138904371903,10902.323992679814,0.8685431574708108,4.0893888750638485,0.9402751110065332,Green
2015,福建省,厦门市,350200,东部,3.471083545024858,10883.334759153307,11648.427159796214,0.9343179649795491,3.7150987941250118,0.9143836327521357,Green
2016,福建省,厦门市,350200,东部,4.878170555101002,12498.97772119564,12850.94780472448,0.9726113521837322,5.015539397261206,0.9953393078136633,Green
2015,浙江省,台州市,331000,东部,1.645043618664689,10829.1110635351,14064.735668400392,0.7699477131209188,2.1365653675320915,0.7651673259675377,Green
2016,浙江省,台州市,331000,东部,1.9662296731156446,12560.287210358345,15023.710241564184,0.8360309809230345,2.3518622132218048,0.7910635530350619,Green
2011,安徽省,合肥市,340100,中部,1.3466655619236045,12988.729978303312,14920.308095466977,0.8705403330276733,1.5469306944573191,0.6780642021887637,Yellow
2012,安徽省,合肥市,340100,中部,1.1369156707060148,16317.376279388147,16435.87148343125,0.9927904520205968,1.1451718420459063,0.5969514461614389,Yellow
2013,安徽省,合肥市,340100,中部,1.0590715316093906,20186.948565418737,18606.81289739593,1.0849224247449683,0.9761725884303162,0.5538834616068836,Yellow
2014,安徽省,合肥市,340100,中部,0.9547146647162092,24480.2383371478,19052.92979715,1.284854276889722,0.7430528752469193,0.48028157827290796,Orange
2015,安徽省,合肥市,340100,中部,0.9048367337913973,29108.12742029041,20259.347811176227,1.4367751465440899,0.6297691994240178,0.4356644728895089,Orange
2016,安徽省,合肥市,340100,中部,1.4305858244119216,34153.89034927589,21994.932373467604,1.5528072452941746,0.9212900240820949,0.5382756519673926,Yellow
2015,江西省,吉安市,360800,中部,1.1433054806816534,6866.069995644906,5096.98582932329,1.3470843799768797,0.8487259578358975,0.5161473778615623,Orange
2016,江西省,吉安市,360800,中部,1.0147352526012356,8232.92869586266,5486.152269583106,1.5006744784515946,0.6761861197561285,0.4548463284872512,Orange
2011,吉林省,吉林市,220200,中部,0.8529402314524075,7963.201582184832,6953.27614246973,1.145244546458698,0.7447669007373595,0.4809030577299248,Orange
2012,吉林省,吉林市,220200,中部,0.764250450167465,9464.91270307559,7417.134375695867,1.2760875324154557,0.5989012749939226,0.4221087388906107,Orange
2013,吉林省,吉林市,220200,中部,0.6571142263330769,10920.971667921809,7825.27385707345,1.3956024884739446,0.4708462701665246,0.3572210516945907,Orange
2015,吉林省,吉林市,220200,中部,0.44343491125312895,14544.580810299432,7322.119259633093,1.9863894993467033,0.22323663682221875,0.15592156431560383,Red
2016,吉林省,吉林市,220200,中部,0.45715148912336306,16622.20946978446,7406.956215795156,2.2441349706290956,0.20370944488923068,0.1312310860654901,Red
2016,河南省,周口市,411600,中部,1.7718006246404296,9262.568300657094,10149.220932756176,0.9126383553995314,1.9414049542820029,0.7393304981419148,Yellow
2016,内蒙古自治区,呼伦贝尔市,150700,西部,0.5849727473928256,6716.978834625092,5200.190516156864,1.2916793747759057,0.4528776713604434,0.3467259552146085,Orange
2011,内蒙古自治区,呼和浩特市,150100,西部,1.3924146176438963,5101.588206509012,8093.63402711275,0.6303210880822229,2.209056057255475,0.7741670722621716,Green
2012,内蒙古自治区,呼和浩特市,150100,西部,1.146326739943294,6147.938796183561,8710.070130145496,0.7058426286265578,1.6240542770473336,0.6911873585799231,Yellow
2013,内蒙古自治区,呼和浩特市,150100,西部,0.991766650095971,7345.367656374383,11061.333714500526,0.6640580463407584,1.493493913011108,0.6685819737705457,Yellow
2014,内蒙古自治区,呼和浩特市,150100,西部,0.6579826304547705,8714.554973555663,9845.970931118862,0.8850884320623696,0.7434089144308287,0.4804107905236469,Orange
2015,内蒙古自治区,呼和浩特市,150100,西部,0.6520388206995997,9897.46272487788,10273.829264526885,0.9633664790451103,0.6768336192742571,0.45510449207409137,Orange
2016,内蒙古自治区,呼和浩特市,150100,西部,0.7266076499055877,11251.759588633986,10505.170035143528,1.0710687738506708,0.6783949524485828,0.45572599455508245,Orange
2015,湖北省,咸宁市,421200,中部,0.5053581786907485,5463.189594626299,4089.5561902131126,1.3358881356613919,0.37829378463680124,0.29818774314734914,Orange
2016,湖北省,咸宁市,421200,中部,0.43443212372469525,6628.320514894984,4335.4972592124905,1.5288489690105276,0.284156337565417,0.22100537044230603,Red
2015,陕西省,咸阳市,610400,西部,0.6986260209662849,12083.353991638587,7929.553643012021,1.5238378521201044,0.45846480319037336,0.35003324602632563,Orange
2016,陕西省,咸阳市,610400,西部,0.49631459444255555,15075.679292056657,8553.143711878325,1.7625892654089337,0.28158267168806733,0.21855123418835248,Red
2011,黑龙江省,哈尔滨市,230100,中部,2.079458128847688,12050.853478702615,16950.336172619234,0.7109507065806158,2.924897759577506,0.8498787932934423,Green
2012,黑龙江省,哈尔滨市,230100,中部,1.565453065290396,15398.270004767483,17807.772765023612,0.8646937608621864,1.8104132770999553,0.7204880160512632,Yellow
2013,黑龙江省,哈尔滨市,230100,中部,1.365978781217245,19568.366604529107,19091.581964290308,1.0249735533247375,1.332696611328535,0.6378559592005668,Yellow
2014,黑龙江省,哈尔滨市,230100,中部,1.327891883561236,22765.92437430265,19845.695751097643,1.1471466992052164,1.1575606541702526,0.5998537976312667,Yellow
2015,黑龙江省,哈尔滨市,230100,中部,1.2799346407955627,26223.319155587513,20608.194726059162,1.272470466441585,1.0058658920193653,0.561965828602474,Yellow
2016,黑龙江省,哈尔滨市,230100,中部,0.9643547350258763,29952.207797808136,21702.3044944579,1.380139505712723,0.6987371429005435,0.4636951691554389,Orange
2011,河北省,唐山市,130200,东部,1.6134799613038044,11433.061643617855,18695.40376656247,0.6115439808829577,2.6383710930720543,0.8220701962694145,Green
2012,河北省,唐山市,130200,东部,1.2186257161863043,13878.577061436961,19751.218204647324,0.7026694210776037,1.7342802740973666,0.7088996902773659,Yellow
2013,河北省,唐山市,130200,东部,1.1685332450763801,16760.515608365113,20778.263443807733,0.8066369768432224,1.4486482502320195,0.6603585993162274,Yellow
2014,河北省,唐山市,130200,东部,0.9369506853942486,20068.730627946854,20758.543384465826,0.9667696936271947,0.9691560374414832,0.5519376883614528,Yellow
2015,河北省,唐山市,130200,东部,0.7253246364490378,23609.17069654951,20430.757850400536,1.1555699925290175,0.627676939638794,0.4347668658437448,Orange
2016,河北省,唐山市,130200,东部,0.6611369716205434,27403.817461722032,21093.491965274443,1.2991598312330686,0.5088957922852648,0.37818222430731996,Orange
2015,河南省,商丘市,411400,中部,1.3043625890099435,8248.586778809318,8183.434694315834,1.0079614595737825,1.2940599827710622,0.6299205312888578,Yellow
2016,河南省,商丘市,411400,中部,1.1126873471849508,9827.323639868851,8877.638774536814,1.1069749388830687,1.0051603772598916,0.5617765733183818,Yellow
2011,浙江省,嘉兴市,330400,东部,1.3401145721181977,8202.325417148755,10869.905504664937,0.7545903148494381,1.7759498707395789,0.7153038734112511,Yellow
2013,浙江省,嘉兴市,330400,东部,0.6079250764947287,10872.94584397675,14843.042210063562,0.7325281226112061,0.8298999829899892,0.5100970154494285,Orange
2015,浙江省,嘉兴市,330400,东部,0.8656194458391001,14436.798939189015,13311.098978043685,1.0845685215775305,0.7981233353334248,0.4995661938791455,Orange
2016,浙江省,嘉兴市,330400,东部,1.0390172546083616,16505.114492229564,14275.500974910512,1.1561846075481095,0.8986603418045656,0.5315675302791601,Yellow
2016,吉林省,四平市,220300,中部,0.6182293444115898,4932.814211135171,3165.0666317698115,1.5585182825604171,0.39667763370470677,0.3109872100008644,Orange
2015,山西省,大同市,140200,中部,0.65933735049678,5897.351186814164,3915.6706006193467,1.5060897068005088,0.43778092866556817,0.3375811760871966,Orange
2016,山西省,大同市,140200,中部,0.5868331698132323,6815.304427473455,3852.8278965697486,1.7689096451832846,0.3317485273547863,0.26277381658868615,Red
2015,黑龙江省,大庆市,230600,中部,0.6159254342587962,8388.609730284334,8732.41946078357,0.9606283536832773,0.6411693261990361,0.4405034817852604,Orange
2016,黑龙江省,大庆市,230600,中部,0.628051782204808,8534.438943770117,7863.182480701038,1.0853670208870994,0.5786538287219051,0.4128320827778894,Orange
2010,辽宁省,大连市,210200,东部,1.6415323159479902,14819.777422468624,19049.858080877893,0.7779468676118173,2.110082814507954,0.7618031489960377,Green
2011,辽宁省,大连市,210200,东部,1.376942352054063,18658.84705134519,21427.007739448665,0.870809740596346,1.5812206591891225,0.6839778616559627,Yellow
2012,辽宁省,大连市,210200,东部,1.082119627438379,23350.30119877793,23395.805525074826,0.9980550220317002,1.0842284278431384,0.5822009516235482,Yellow
2013,辽宁省,大连市,210200,东部,0.9499235056853788,28660.89093883903,27574.37499749667,1.0394031031144315,0.9139125165578791,0.5361070111134562,Yellow
2014,辽宁省,大连市,210200,东部,0.7703484713836877,34001.479691897075,24681.611991124693,1.3776036874789106,0.5591945480296058,0.40360542591484444,Orange
2015,辽宁省,大连市,210200,东部,0.708192154294582,36860.68490730222,24768.239286358523,1.4882238693326815,0.475863993911168,0.36008030982296696,Orange
2016,辽宁省,大连市,210200,东部,0.7434543461143511,36454.00636193711,22732.182152474474,1.6036298722852247,0.463607194504867,0.35304184586049486,Orange
2010,天津市,天津市,120000,东部,1.9681433096951901,23321.288136965333,30528.969724319642,0.763906818590979,2.5764180418305695,0.8156609638873837,Green
2011,天津市,天津市,120000,东部,1.666050510273051,29638.921030117064,34466.51004764365,0.8599339181468235,1.937416905084319,0.7387758462968365,Yellow
2012,天津市,天津市,120000,东部,1.4011566780311253,36497.233778611204,36595.05456036909,0.9973269398575013,1.4049120925494336,0.6520897093531075,Yellow
2013,天津市,天津市,120000,东部,1.353772961872036,44763.40338968064,38787.91165747772,1.154055515671232,1.173057052705686,0.6034407513378036,Yellow
2014,天津市,天津市,120000,东部,1.204982743612739,54151.49812019661,40841.47602297759,1.3258947372453125,0.9088072452238697,0.5345960276945788,Yellow
2015,天津市,天津市,120000,东部,1.095156823081878,64491.923214186776,42010.57608029457,1.5351354166370805,0.7133942785848596,0.4692946688385143,Orange
2016,天津市,天津市,120000,东部,1.4916318884268396,74023.68635347743,44686.24719337392,1.656520540495369,0.9004608466737027,0.5321074058335513,Yellow
2011,山西省,太原市,140100,中部,2.2082387186517747,5279.354332203458,8819.733186691114,0.5985843585574617,3.6891019404072725,0.91248952785505,Green
2012,山西省,太原市,140100,中部,1.9716675040799072,6336.012315593285,9482.898359910003,0.6681514527646395,2.9509290085678215,0.8522687415608824,Green
2013,山西省,太原市,140100,中部,1.811490458420839,7689.95069981362,10888.318059588884,0.7062569864076852,2.564916869190672,0.8144541880997472,Green
2014,山西省,太原市,140100,中部,1.6309546126978416,9051.53996482294,10149.410687585814,0.8918291163342392,1.8287747986987604,0.7232098867385456,Yellow
2015,山西省,太原市,140100,中部,1.3869883745357523,10624.570966581792,10618.58677447482,1.0005635582431136,1.3862071660606556,0.6484744142721754,Yellow
2016,山西省,太原市,140100,中部,1.2905407797601889,12121.0547182527,11255.261926303212,1.0769233801592974,1.1983589580618943,0.6091967620838593,Yellow
2011,山东省,威海市,371000,东部,0.6775758092881806,6701.40594849792,7300.461882251545,0.9179427352110399,0.7381460556277537,0.478494482086563,Orange
2012,山东省,威海市,371000,东部,0.6936752843537218,7680.545251073024,8413.557708834676,0.9128772294517038,0.759877957269632,0.48632100860477784,Orange
2013,山东省,威海市,371000,东部,0.6447773866026926,9220.231088519373,8945.838622722033,1.0306726375658506,0.6255889242635465,0.43386809180411384,Orange
2014,山东省,威海市,371000,东部,0.5541522751591967,10988.585034093403,8918.837315090954,1.2320647463207308,0.4497752872274295,0.3448718426077194,Orange
2015,山东省,威海市,371000,东部,0.45301776400934224,12982.879982388733,9389.895238354266,1.3826437519088017,0.3276460501007081,0.2594174758042689,Red
2016,山东省,威海市,371000,东部,0.42710059352641283,15213.088583269297,9887.833333475646,1.538566445266102,0.27759645664997185,0.21470552213464017,Red
2015,湖南省,娄底市,431300,中部,0.9179642763122904,4531.140260919186,5088.638349248243,0.8904425801036898,1.0309078842628974,0.5685987920341502,Yellow
2016,湖南省,娄底市,431300,中部,0.830709151967359,5504.506447873227,5431.266643519765,1.0134848478560423,0.8196562126455735,0.5067469141664718,Orange
2015,湖北省,孝感市,420900,中部,0.8741242779885438,7180.229080729978,5306.3633170854455,1.3531355943176853,0.6459990274879425,0.44252764995699645,Orange
2016,湖北省,孝感市,420900,中部,0.7748428203395709,8720.647626693479,5555.813729672832,1.5696436293603055,0.49364250957738176,0.36997388129702335,Orange
2016,福建省,宁德市,350900,东部,1.2804680712689416,6143.264679048935,6438.620178356389,0.9541275162805378,1.3420303360085166,0.6397384676410537,Yellow
2011,浙江省,宁波市,330200,东部,3.166597701921653,13711.735706161171,23673.914784261826,0.5791917319596247,5.467270209828195,1.0,Green
2012,浙江省,宁波市,330200,东部,2.804010021963706,15927.57472085311,25126.360947088022,0.633898985786042,4.423433519911223,0.9614545100907999,Green
2013,浙江省,宁波市,330200,东部,2.5164130622174556,18554.148884810456,32429.895086604167,0.5721310178544065,4.39831609139888,0.9599185453097843,Green
2014,浙江省,宁波市,330200,东部,2.08149745385086,21615.90404056993,27874.264731215422,0.7754788959998299,2.6841445519509235,0.826709652990417,Green
2015,浙江省,宁波市,330200,东部,1.5951002314091307,25041.685938541435,28811.716173354518,0.8691494039393717,1.8352428525860192,0.7241621919469305,Yellow
2016,浙江省,宁波市,330200,东部,1.6308567413332533,28750.994741614362,30674.772917695023,0.9372846807621871,1.739980152035626,0.7097847309140046,Yellow
2015,安徽省,安庆市,340800,中部,1.320824872498006,7386.285485589075,6279.940128655449,1.176171322380186,1.1229868024881686,0.591674772132188,Yellow
2016,安徽省,安庆市,340800,中部,0.9836164258462823,8538.88931130962,5592.331520126706,1.526892545725929,0.644194922949632,0.44177331086088856,Orange
