city,Q_w1,K_100m,V_100m,house_price,gdp_per_capita,gdp_100m,pop_10k,per_capita_area_m2,fai_100m,city_tier,region4,province,fai_gdp_ratio,OCR_w1,Kstar_100m,ocr_cluster,ocr_color,Q_w2_extended,OCR_w2_extended
珠海市,1.763248134950025,7015.906402161158,12436.979710320284,16956.75,129626.0,2125.89095,198.31049822064057,36.864000000000004,1347.4472500000002,二线,东部,广东省,0.6343034742135971,0.3878761746003544,18092.97855210113,0,绿色(适度),1.5639920766592947,0.4681726419837844
保山市,1.745992306592237,2706.6384853443033,4725.769972137618,5268.5,23692.0,613.3904,239.78449905482043,37.408,667.328,三线及以下,西部,云南省,1.0879335574863904,1.8222206481027896,1485.3516714138477,2,橙色(中度过度),1.465517172025805,1.6706020871316276
揭阳市,1.7286974203226597,6227.079694719678,10625.658047282028,5247.5,32141.0,1948.4568,549.6221408450704,36.864000000000004,1423.82135,三线及以下,东部,广东省,0.7304501139816683,1.0420888642683566,5961.595900988175,1,黄色(轻度过度),1.3861131328233238,1.6002390184392894
贵港市,1.6998829935333595,3736.4628122595614,6322.734065985584,4069.25,21235.0,911.9799499999999,421.2915901060071,36.864000000000004,765.67845,三线及以下,西部,广西壮族自治区,0.837506531480106,1.7153703225073733,2177.960601697271,2,橙色(中度过度),1.5043348426387098,1.8576453433045366
齐齐哈尔市,1.6810866067210828,4867.205145366074,8144.581093982835,5222.25,25060.0,1297.818,423.1126053639847,36.864000000000004,874.109,三线及以下,东北,黑龙江省,0.6731318099859973,1.5493977414512528,3137.549013615024,1,黄色(轻度过度),1.215620471525108,2.409381592418615
宁波市,1.6129784863711918,26896.3403400779,43416.37631492046,13001.25,106515.0,8345.0507,904.7886949429038,36.864000000000004,4733.9851,新一线,东部,浙江省,0.5671149854803033,0.4059573500595005,66274.60494500477,0,绿色(适度),1.890919553583922,0.43798849389271505
驻马店市,1.5781669650856918,8040.319916429917,12688.967280830244,4923.0,28305.0,1972.9881,689.0201967892284,37.408,1692.7128,三线及以下,中部,河南省,0.857943745327202,1.3606068022319269,5909.363309988345,1,黄色(轻度过度),1.3356236838660394,1.5058636817511217
玉溪市,1.57726640828121,3521.8077204057768,5473.817648207674,6757.5,54100.5,1278.20265,219.92607223476296,36.864000000000004,780.63825,三线及以下,西部,云南省,0.6088234011578502,0.6597666748192221,5323.475017263254,0,绿色(适度),1.032097579699914,0.646354651491252
自贡市,1.558573924105933,3280.632948858977,5119.58283428044,5423.5,42964.0,1188.8375,255.82502354788068,36.864000000000004,582.46155,三线及以下,西部,四川省,0.49152637258583,0.7684068691899444,4270.485147570717,0,绿色(适度),1.079178420381266,0.9278283869741397
普洱市,1.5528740133984438,2627.5318600087335,4067.8217270555906,4641.75,20737.0,540.7782,237.66490157480314,36.864000000000004,475.92755,三线及以下,西部,云南省,0.8798387571996086,2.2225260903943216,1183.4296688639133,2,橙色(中度过度),1.4253495768050344,1.919610478721781
石家庄市,1.5519520268842335,30909.331582411683,48627.2670518292,11884.0,53110.0,5684.164049999999,1104.6733999048977,36.864000000000004,5684.158450000001,二线,东部,河北省,1.0018815067758668,1.1417299065150748,27084.417302634745,1,黄色(轻度过度),1.3789424857863193,1.7434039119917375
定西市,1.5190882083532604,3003.8163072686048,4563.061932430972,4848.5,11892.0,331.0768,251.5848434925865,37.408,621.198,三线及以下,西部,甘肃省,1.876295771857164,5.197116290913495,577.9775050484054,3,红色(严重过度),1.1795565387471831,6.03615980426695
内江市,1.5016857013814837,3838.2445696252034,5727.574111047892,4774.25,33373.5,1248.1248,325.39459926017264,36.864000000000004,828.6431,三线及以下,西部,四川省,0.6633694278753565,1.0298320648855204,3721.352897886378,1,黄色(轻度过度),1.1749337121883787,1.2834124759381993
苏州市,1.5012544933246534,40067.08793871671,60473.22305146263,14158.75,141129.0,14989.58,1154.8065656565657,36.864000000000004,5806.964099999999,新一线,东部,江苏省,0.38814970457258435,0.2845605241664702,140946.61765158514,0,绿色(适度),1.5982895347475627,0.31944211343569834
