country_code,country_name,region,continent,income_group,latest_q_year,latest_q,latest_urban_pct,avg_q_2010s,avg_ci_gdp_2010s,avg_muq_2010s,q_crossover_year,q_crossover_urban_pct,q_crossover_services_pct,q_crossover_hc,ever_above_1,ever_below_1,gdp_per_capita
GBR,United Kingdom,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.5486040328917132,82.6699420738913,1.7606179132799622,0.17582673172334587,27.992113726499642,,,,,True,False,43158.7411267323
LUX,Luxembourg,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.506668975523187,93.2589839734767,1.658544693165009,0.1794265054640078,12.213466902480514,,,,,True,False,112696.64905967393
BHS,"Bahamas, The",Latin America & Caribbean,Latin America,High income,2019.0,1.7875672366190276,81.8257463283204,1.5947065486940155,0.26741411704818213,11.666204380615156,,,,,True,False,33640.336986127826
DNK,Denmark,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.3765064125114301,88.2096490810669,1.5900081806161763,0.1982154160419952,14.489824436833308,,,,,True,False,59404.26632477226
ISL,Iceland,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.554564034577229,93.9770847416131,1.5705124259101604,0.1809290146230201,14.262131629840127,,,,,True,False,69296.31443616012
FIN,Finland,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.381912794572622,72.7431214358314,1.523893756788577,0.23026839908978225,15.203455448571056,,,,,True,False,48358.18077737003
TCD,Chad,Sub-Saharan Africa,Africa,Low income,2019.0,1.123485534605455,24.2731047386633,1.4703272886529093,0.2100153584197788,7.250554159669718,,,,,True,False,893.3364416433271
NOR,Norway,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.1401510411436082,82.4935894878281,1.4681652030883288,0.23497122102809204,16.46469723622958,,,,,True,False,76430.58894733386
SWE,Sweden,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.160191446089666,87.7088420242759,1.43831484641094,0.2315187302834952,15.90673543333012,,,,,True,False,51648.98928205146
GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,Low income,2019.0,1.3178456285009983,43.8745574951172,1.3854040401418248,0.18545468779478452,7.428587504363143,2000.0,36.8412054388232,43.1329398458196,,True,True,811.2164258851266
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",MENA,High income,2019.0,1.3403397247687174,91.6154002002652,1.3820086480135214,0.22501307359885736,11.826546364529912,,,,,True,False,44250.63136280727
AUS,Australia,East Asia & Pacific,East Asia & Pacific,High income,2019.0,1.0598868567171003,87.3019647888406,1.3804817569983427,0.2577721680762043,14.51856584501094,,,,,True,False,55194.75850974268
USA,United States,North America,North America,High income,2019.0,1.2364323741558374,80.1304793353594,1.3145481645130523,0.20244849763785036,12.279442660616974,,,,,True,False,64746.45067788634
CHE,Switzerland,Europe & Central Asia,Europe & Central Asia,High income,2019.0,1.1028213743884516,80.7792907322229,1.2816528965267573,0.26290698201125245,14.96392805466211,,,,,True,False,84121.93103044145
NZL,New Zealand,East Asia & Pacific,East Asia & Pacific,High income,2019.0,1.0304196424549361,83.804965871667,1.2043075744910066,0.22038445928381414,13.642156623403446,1984.0,83.6888703735019,54.2275936340792,3.242180109024048,True,True,42855.831861631894
SLE,Sierra Leone,Sub-Saharan Africa,Africa,Low income,2019.0,0.9141043084947739,42.7018444914441,1.1888743996925537,0.22992730722275256,-0.5737095128003828,2017.0,41.7106682105058,44.7627784849758,1.6132919788360596,True,True,843.7125178099767
JPN,Japan,East Asia & Pacific,East Asia & Pacific,High income,2019.0,1.0566278026449363,91.7164207898107,1.1826044861103344,0.24494038355014952,19.596122904375093,2015.0,91.3532644103625,69.7955308631099,3.550699234008789,True,True,40415.95676495471
TTO,Trinidad and Tobago,Latin America & Caribbean,Latin America,High income,2019.0,1.1699751961853144,53.9342394732739,1.1476202450906372,0.2161779033255112,10.359710122073245,,,,,True,False,17212.612889216303
VEN,"Venezuela, RB",Latin America & Caribbean,Latin America,Lower middle income,2019.0,0.47360346665717956,89.1030100517924,0.6053611624514785,0.14533531324206442,3.219805416049989,2011.0,88.8079278904659,38.6366452446061,2.6205151081085205,True,True,2523.1127523066652
AGO,Angola,Sub-Saharan Africa,Africa,Lower middle income,,,,,0.2767722737662362,34.45312716809716,,,,,False,False,2493.678844401765
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Africa,Low income,,,,,0.27929329890771265,9.058930854686828,,,,,False,False,504.0041914228603
CUB,Cuba,Latin America & Caribbean,Latin America,Upper middle income,,,,,0.08965553323522256,,,,,,False,False,9232.261159351829
GRL,Greenland,Europe & Central Asia,Europe & Central Asia,High income,,,,,0.33348311441073103,,,,,,False,False,53309.203590506535
KIR,Kiribati,East Asia & Pacific,East Asia & Pacific,Lower middle income,,,,,0.2469909992456621,,,,,,False,False,1750.9977188915034
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",MENA,Upper middle income,,,,,0.17763394825935824,,,,,,False,False,9963.194890844828
MHL,Marshall Islands,East Asia & Pacific,East Asia & Pacific,Upper middle income,,,,,0.2560787680464697,,,,,,False,False,5292.339855023065
NCL,New Caledonia,East Asia & Pacific,East Asia & Pacific,High income,,,,,0.35032956023891,,,,,,False,False,33411.33588356717
PLW,Palau,East Asia & Pacific,East Asia & Pacific,High income,,,,,0.293531643227777,,,,,,False,False,15846.796847016687
PRI,Puerto Rico (US),Latin America & Caribbean,Latin America,High income,,,,,0.10233003335363315,,,,,,False,False,31830.528499335844
PYF,French Polynesia,East Asia & Pacific,East Asia & Pacific,High income,,,,,0.20617679947139284,,,,,,False,False,21582.58920468011
SLB,Solomon Islands,East Asia & Pacific,East Asia & Pacific,Lower middle income,,,,,0.16624121596342928,,,,,,False,False,2223.658909424663
TLS,Timor-Leste,East Asia & Pacific,East Asia & Pacific,Lower middle income,,,,,0.4143478833749671,,,,,,False,False,1562.3645806803208
TON,Tonga,East Asia & Pacific,East Asia & Pacific,Upper middle income,,,,,0.2579559644302238,,,,,,False,False,4788.8334230468445
VUT,Vanuatu,East Asia & Pacific,East Asia & Pacific,Lower middle income,,,,,0.27045927180700297,,,,,,False,False,3207.446504520825
