year,province,city,city_code,region,huhuanyong,gdp_100m,gdp_per_capita,pop_10k,urbanization_rate_pct,fai_100m,fai_imputed,house_price,V_real,K_real,Q_real,MUQ_real,fai_gdp_ratio,per_capita_area_m2
2016,天津市,天津市,120000,东部,东南侧,17885.39,115053.0,1281.4407079646016,,12756.3593,False,23034.0,110416.09106375361,74023.68635347743,1.4916318884268396,3.119018552735843,0.7132279083654313,37.408
1990,山西省,太原市,140100,中部,东南侧,86.77,3370.0,356.77463414634144,,23.1217,False,,,66.06200000000001,,,0.2664711305750836,20.0
1991,山西省,太原市,140100,中部,东南侧,97.18,3701.0,360.44878048780487,,26.5673,False,,,89.32620000000001,,,0.273382383206421,20.0
1992,山西省,太原市,140100,中部,东南侧,117.0257,4569.0,364.710243902439,,39.3396,False,,,124.19949,,,0.3361620567106199,20.0
1993,山西省,太原市,140100,中部,东南侧,157.66,5437.0,370.6243902439025,,58.8582,False,,,176.8477155,,,0.3733236077635418,20.0
1994,山西省,太原市,140100,中部,东南侧,190.5966,6305.0,377.8907317073171,,66.7658,False,,,234.77112972499998,,,0.3502990084817882,20.0
1995,山西省,太原市,140100,中部,东南侧,240.0632,7173.0,386.2224390243902,,67.4301,False,,,290.46267323874997,,,0.2808847836736326,20.0
1996,山西省,太原市,140100,中部,东南侧,291.7832,8041.0,392.56000000000006,,77.9646,False,,,353.9041395768125,,,0.2672004419719846,20.0
1997,山西省,太原市,140100,中部,东南侧,310.36,8909.0,400.57756097560974,,97.2144,False,,,433.42333259797186,,,0.3132310864802165,20.0
1998,山西省,太原市,140100,中部,东南侧,323.0836,9777.0,403.86926829268293,,109.3638,False,,,521.1159659680733,,,0.3385000043332438,20.0
1999,山西省,太原市,140100,中部,东南侧,332.6763,10645.0,409.6468292682927,,91.7161,False,,,586.7762676696696,,,0.2756917159412918,20.0
2000,山西省,太原市,140100,中部,东南侧,347.4579,11513.0,421.7073170731708,,104.7702,False,,,662.2076542861861,,,0.3015335095273413,20.0
2001,山西省,太原市,140100,中部,东南侧,386.34,12382.0,430.6673170731707,,122.7084,False,,,751.8056715718767,,,0.31761764249107,21.088
2002,山西省,太原市,140100,中部,东南侧,432.888,13580.0,440.1326829268293,,147.5955,False,,,861.8108879932829,,,0.3409553972390087,22.176
2003,山西省,太原市,140100,中部,东南侧,515.7089,15210.0,447.18048780487806,,204.4542,False,,,1023.1745435936188,,,0.3964527274980129,23.264
2004,山西省,太原市,140100,中部,东南侧,640.4993,18804.0,453.3814634146342,,335.1166,False,,,1307.1324164139378,,,0.5232115007775965,24.352
2005,山西省,太原市,140100,中部,东南侧,893.162,26107.0,464.9229268292683,,438.5075,False,,,1680.2832955932408,,,0.4909607663559354,25.439999999999998
2006,山西省,太原市,140100,中部,东南侧,1013.6482,29504.0,476.4370731707317,,501.1273,False,,,2097.3964308135787,,,0.494379904191612,26.528
2007,山西省,太原市,140100,中部,东南侧,1254.9447,36377.0,485.3014634146342,,576.7355,False,,,2569.2621092728996,,,0.459570449598297,27.616
2008,山西省,太原市,140100,中部,东南侧,1468.0851,42378.0,492.0214634146342,,702.6335,False,,,3143.4325038092543,,,0.478605429617125,28.704
2009,山西省,太原市,140100,中部,东南侧,1545.2409,44319.0,498.7004878048781,,782.0157,False,,,3768.2765786187915,,,0.5060801199346976,29.791999999999998
2010,山西省,太原市,140100,中部,东南侧,1778.0539,50225.0,499.219512195122,,899.3056,False,,,4479.168349687851,,,0.5057808427517299,30.88
2011,山西省,太原市,140100,中部,东南侧,2080.1243,49292.0,498.5365853658537,,1024.1444,False,7315.0,11658.07464585366,5279.354332203458,2.2082387186517747,,0.4923476928758535,31.968
2012,山西省,太原市,140100,中部,东南侧,2311.4326,54440.0,499.629268292683,,1320.6257,False,7564.0,12492.509588105366,6336.012315593285,1.9716675040799072,0.6318481779142312,0.5713451043305351,33.056
2013,山西省,太原市,140100,中部,东南侧,2412.8724,65746.0,501.9512195121952,,1670.739,False,8128.0,13930.272318439025,7689.95069981362,1.811490458420839,0.8605549582152924,0.6924274155566618,34.144
2014,山西省,太原市,140100,中部,东南侧,2531.0917,59023.0,504.9560975609757,,1746.0868,False,8298.0,14762.650857646831,9051.53996482294,1.6309546126978416,0.4767108595104242,0.6898552114883867,35.232
2015,山西省,太原市,140100,中部,东南侧,2735.3442,63483.0,501.8009756097561,,2025.608,False,8085.5,14736.156415079025,10624.570966581792,1.3869883745357523,-0.013079748188102482,0.7405313013258076,36.32
2016,山西省,太原市,140100,中部,东南侧,2955.6045,68234.0,505.36585365853665,,2027.7123,False,8274.5,15642.715407609758,12121.0547182527,1.2905407797601889,0.44708462464361054,0.6860567102262837,37.408
1990,山东省,威海市,371000,东部,东南侧,66.76,2819.0,269.3990643274854,,5.7007,False,,,16.287714285714287,,,0.0853909526662672,20.0
1991,山东省,威海市,371000,东部,东南侧,81.54,3426.0,270.6923976608187,,9.4537,False,,,24.927028571428572,,,0.1159394162374294,20.0
1992,山东省,威海市,371000,东部,东南侧,148.5033,5621.0,271.50923976608186,,20.2123,False,,,43.89297714285714,,,0.1361067397155484,20.0
1993,山东省,威海市,371000,东部,东南侧,215.4667,7817.0,272.9614035087719,,27.974,False,,,69.67232828571429,,,0.1298298066476165,20.0
1994,山东省,威海市,371000,东部,东南侧,282.43,10012.0,274.5156725146199,,32.586,False,,,98.77471187142856,,,0.1153772616223488,20.0
1995,山东省,威海市,371000,东部,东南侧,336.72,12207.0,275.6842105263158,,30.3896,False,,,124.22557627785713,,,0.0902518412924685,20.0
1996,山东省,威海市,371000,东部,东南侧,407.12,14403.0,276.8187134502924,,36.7269,False,,,154.74119746396428,,,0.0902114855570839,20.0
1997,山东省,威海市,371000,东部,东南侧,477.59,16598.0,278.0553216374269,,32.0114,False,,,179.01553759076606,,,0.0670269478004145,20.0
1998,山东省,威海市,371000,东部,东南侧,530.7,18793.0,278.80409356725147,,38.0152,False,,,208.07996071122773,,,0.0716321839080459,20.0
1999,山东省,威海市,371000,东部,东南侧,500.8,20989.0,279.33730994152046,,50.2017,False,,,247.87766267566633,,,0.1002430111821086,20.0
2000,山东省,威海市,371000,东部,东南侧,560.8914,23184.0,280.16549707602337,,67.4988,False,,,302.982579541883,,,0.1203420127318764,20.0
2001,山东省,威海市,371000,东部,东南侧,627.1016,25379.0,280.4718128654971,,78.9804,False,,,366.8138505647888,,,0.1259451419036405,21.088
2002,山东省,威海市,371000,东部,东南侧,703.5039,28433.0,280.92561403508773,,131.1838,False,,,479.6569580365493,,,0.1864720295082941,22.176
2003,山东省,威海市,371000,东部,东南侧,836.02,33762.0,280.9369590643275,,370.5713,False,,,826.2454101347219,,,0.4432565010406449,23.264
2004,山东省,威海市,371000,东部,东南侧,1008.81,40700.0,281.7991812865497,,530.4863,False,,,1315.4194396279859,,,0.5258535303972007,24.352
2005,山东省,威海市,371000,东部,东南侧,1169.77,47028.0,282.59333333333336,,663.9033,False,,,1913.5517676465865,,,0.5675502876633868,25.439999999999998
2006,山东省,威海市,371000,东部,东南侧,1368.527,54860.0,283.432865497076,,696.9607,False,,,2514.8348792642573,,,0.509278004745248,26.528
2007,山东省,威海市,371000,东部,东南侧,1583.4545,63226.0,284.8283040935673,,750.3881,False,,,3139.4812353010443,,,0.4738930610257509,27.616
2008,山东省,威海市,371000,东部,东南侧,1780.3493,63519.0,286.1556725146199,,926.1433,False,,,3908.650473535992,,,0.5202031421586764,28.704
2009,山东省,威海市,371000,东部,东南侧,1780.3493,63519.0,286.9952046783626,,1165.5355,False,,,4878.753449859192,,,0.6546667555630796,29.791999999999998
2010,山东省,威海市,371000,东部,东南侧,1944.7,76778.0,287.72128654970766,,1168.1788,False,,,5802.994577366232,,,0.600698719596853,30.88
2011,山东省,威海市,371000,东部,东南侧,2110.95,75316.0,287.93684210526317,,1188.5611,False,4933.0,4540.7105589221055,6701.40594849792,0.6775758092881806,,0.5630455955849262,31.968
2012,山东省,威海市,371000,东部,东南侧,2337.86,92148.0,287.70994152046785,,1314.2096,False,5602.0,5327.804411029708,7680.545251073024,0.6936752843537218,0.5989104417648466,0.5621421299821203,33.056
2013,山东省,威海市,371000,东部,东南侧,2549.69,100381.0,287.93684210526317,,1923.7131,False,6047.0,5944.996505128421,9220.231088519373,0.6447773866026926,0.3208337532757421,0.7544890163117869,34.144
2014,山东省,威海市,371000,东部,东南侧,2790.34,99392.0,289.0713450292398,,2229.3655,False,5979.0,6089.349397423159,10988.585034093403,0.5541522751591967,0.06475066214792416,0.7989583706645067,35.232
2015,山东省,威海市,371000,东部,东南侧,3001.57,106922.0,289.01461988304095,,2543.7242,False,5603.0,5881.475260023392,12982.879982388733,0.45301776400934224,-0.08172039146373115,0.8474645602134883,36.32
2016,山东省,威海市,371000,东部,东南侧,3212.2,114220.0,290.4327485380117,,2879.3526,False,5980.5,6497.519163284212,15213.088583269297,0.42710059352641283,0.21395222775453732,0.8963802378432228,37.408
1990,湖南省,娄底市,431300,中部,东南侧,38.0938,2296.0,25.55878183831672,,1.939,False,,,5.540000000000001,,,0.0509006715003491,20.0
1991,湖南省,娄底市,431300,中部,东南侧,41.3186,2762.0,26.228925802879292,,3.0007,False,,,8.2637,,,0.0726234673972496,20.0
1992,湖南省,娄底市,431300,中部,东南侧,50.0842,2937.0,27.95094130675526,,3.1783,False,,,11.028815,,,0.0634591348169682,20.0
1993,湖南省,娄底市,431300,中部,东南侧,76.2144,3111.0,29.223366555924695,,4.9757,False,,,15.453074249999998,,,0.0652855628332703,20.0
1994,湖南省,娄底市,431300,中部,东南侧,106.4855,3286.0,30.614551495016613,,7.2896,False,,,21.970020537499998,,,0.0684562686938597,20.0
1995,湖南省,娄底市,431300,中部,东南侧,144.29,3460.0,31.208349944629013,,6.3985,False,,,27.270019510624998,,,0.0443447224339871,20.0
1996,湖南省,娄底市,431300,中部,东南侧,169.39,3635.0,31.70035437430786,,6.7148,False,,,32.62131853509375,,,0.0396410649979337,20.0
1997,湖南省,娄底市,431300,中部,东南侧,190.0695,3809.0,133.12961240310077,,10.5319,False,,,41.522152608339056,,,0.0554107839500814,20.0
1998,湖南省,娄底市,431300,中部,东南侧,176.9771,3984.0,234.56735326688812,,14.3489,False,,,53.7949449779221,,,0.0810777213549097,20.0
1999,湖南省,娄底市,431300,中部,东南侧,187.4071,4159.0,335.996611295681,,18.166,False,,,69.271197729026,,,0.0969333605823898,20.0
2000,湖南省,娄底市,431300,中部,东南侧,168.5355,4333.0,338.4905647840531,,40.9925,False,,,106.80013784257469,,,0.2432276879351827,20.0
2001,湖南省,娄底市,431300,中部,东南侧,180.0628,4508.0,339.2116057585825,,38.3082,False,,,139.76833095044594,,,0.2127491075335938,21.088
2002,湖南省,娄底市,431300,中部,东南侧,189.2986,4720.0,341.14569213732005,,36.0292,False,,,168.80911440292365,,,0.1903299865926108,22.176
2003,湖南省,娄底市,431300,中部,东南侧,211.2509,5242.0,342.6132225913621,,77.669,False,,,238.03765868277748,,,0.3676623389533488,23.264
2004,湖南省,娄底市,431300,中部,东南侧,267.2073,7103.0,343.63964562569214,,93.1528,False,,,319.2885757486386,,,0.348616224182498,24.352
2005,湖南省,娄底市,431300,中部,东南侧,311.1113,8193.0,345.6585603543743,,117.3567,False,,,420.68084696120667,,,0.3772177352606607,25.439999999999998
2006,湖南省,娄底市,431300,中部,东南侧,359.1162,9330.0,349.5267331118494,,115.7569,False,,,515.4037046131464,,,0.3223382849339573,26.528
2007,湖南省,娄底市,431300,中部,东南侧,423.3519,11493.0,352.9877297895902,,119.6852,False,,,609.318719382489,,,0.2827085457748034,27.616
2008,湖南省,娄底市,431300,中部,东南侧,528.4038,13509.0,359.4940642303433,,119.8214,False,,,698.6741834133645,,,0.2267610490310629,28.704
2009,湖南省,娄底市,431300,中部,东南侧,568.3129,14454.0,356.72866002214835,,313.4765,False,,,977.2169742426962,,,0.5515913856609624,29.791999999999998
2010,湖南省,娄底市,431300,中部,东南侧,678.7067,17569.0,367.29827242524914,,331.2987,False,,,1259.6548255305613,,,0.488132355257433,30.88
2011,湖南省,娄底市,431300,中部,东南侧,847.2625,22362.0,369.6819490586933,,425.247,False,,,1621.9190842540334,,,0.5019070240922973,31.968
2012,湖南省,娄底市,431300,中部,东南侧,1002.6518,26367.0,371.37851605758584,,581.9096,False,,,2122.7327300413317,,,0.5803705733136867,33.056
2013,湖南省,娄底市,431300,中部,东南侧,1118.1729,25471.0,372.0571428571429,,787.5746,False,,,2804.170693539265,,,0.704340625676047,34.144
2014,湖南省,娄底市,431300,中部,东南侧,1210.8581,31509.0,377.4013289036545,,938.9378,False,,,3602.899958862302,,,0.775431737211817,35.232
2015,湖南省,娄底市,431300,中部,东南侧,1291.6626,33444.0,379.7765227021041,,1108.3853,False,3015.5,4159.424890484163,4531.140260919186,0.9179642763122904,,0.85810745004152,36.32
2016,湖南省,娄底市,431300,中部,东南侧,1400.1393,36058.0,384.27242524916943,,1199.9232,False,3181.0,4572.643883311628,5504.506447873227,0.830709151967359,0.34437120044638253,0.8570027282285412,37.408
1990,湖北省,孝感市,420900,中部,东南侧,13.52,1054.0,106.26677134445536,,0.9359,False,,,2.674,,,0.069223372781065,20.0
1991,湖北省,孝感市,420900,中部,东南侧,14.34,1086.0,108.4444357212954,,3.7705,False,,,6.3108,,,0.2629358437935843,20.0
1992,湖北省,孝感市,420900,中部,东南侧,61.3806,1548.0,110.11831207065752,,2.0889,False,,,8.08416,,,0.0340319253966236,20.0
1993,湖北省,孝感市,420900,中部,东南侧,108.4212,2010.0,457.26076545632975,,10.8386,False,,,18.518552,,,0.099967534024711,20.0
1994,湖北省,孝感市,420900,中部,东南侧,155.4618,2473.0,461.9411187438665,,18.035,False,,,35.6276244,,,0.1160092061200886,20.0
1995,湖北省,孝感市,420900,中部,东南侧,209.977,2935.0,468.03532875368006,,33.3609,False,,,67.20714318,,,0.1588788295860975,20.0
1996,湖北省,孝感市,420900,中部,东南侧,260.6778,3397.0,472.0412561334641,,28.3063,False,,,92.15308602100001,,,0.1085873058618724,20.0
1997,湖北省,孝感市,420900,中部,东南侧,298.8623,3859.0,477.24164867517175,,52.6506,False,,,140.19603171994999,,,0.1761700957263595,20.0
1998,湖北省,孝感市,420900,中部,东南侧,337.0203,4321.0,480.91442590775273,,64.1095,False,,,197.29573013395247,,,0.1902244464205865,20.0
1999,湖北省,孝感市,420900,中部,东南侧,272.4736,4784.0,485.6841609421001,,56.7552,False,,,244.18614362725484,,,0.208296143185982,20.0
2000,湖北省,孝感市,420900,中部,东南侧,262.5108,5246.0,405.92314033366046,,59.1949,False,,,291.17173644589207,,,0.2254951034395537,20.0
2001,湖北省,孝感市,420900,中部,东南侧,287.8,5708.0,410.6034936211972,,49.4573,False,,,326.0704496235974,,,0.1718460736622654,21.088
2002,湖北省,孝感市,420900,中部,东南侧,314.06,6209.0,411.39980372914624,,54.0716,False,,,363.83852714241755,,,0.1721696491116347,22.176
2003,湖北省,孝感市,420900,中部,东南侧,343.55,6812.0,413.52058881256136,,90.2109,False,,,435.8575007852966,,,0.2625844855188473,23.264
2004,湖北省,孝感市,420900,中部,东南侧,381.29,7505.0,412.1311089303238,,104.4358,False,,,518.5004257460317,,,0.2739012300348816,24.352
2005,湖北省,孝感市,420900,中部,东南侧,360.23,7660.0,411.16416094210007,,121.7124,False,,,614.2878044587301,,,0.3378741359686866,25.439999999999998
2006,湖北省,孝感市,420900,中部,东南侧,404.1503,8662.0,418.18469087340526,,144.4975,False,,,728.0709142357935,,,0.3575340659155764,26.528
2007,湖北省,孝感市,420900,中部,东南侧,480.8,8828.0,419.8991952894995,,195.9294,False,,,887.5967685240038,,,0.4075070715474209,27.616
2008,湖北省,孝感市,420900,中部,东南侧,593.06,12698.0,426.6434543670264,,270.8256,False,,,1114.0425300978036,,,0.4566580109938287,28.704
2009,湖北省,孝感市,420900,中部,东南侧,672.88,14366.0,429.62555446516194,,397.2584,False,,,1455.5988035929133,,,0.5903852098442516,29.791999999999998
2010,湖北省,孝感市,420900,中部,东南侧,800.67,16630.0,431.5106967615309,,570.6108,False,,,1953.4296634132675,,,0.7126666416875868,30.88
2011,湖北省,孝感市,420900,中部,东南侧,958.16,19880.0,429.763689892051,,729.9154,False,,,2585.673580242604,,,0.761788636553394,31.968
2012,湖北省,孝感市,420900,中部,东南侧,1105.16,20934.0,428.1385672227674,,940.3087,False,,,3396.6986012304737,,,0.8508349017336856,33.056
2013,湖北省,孝感市,420900,中部,东南侧,1238.93,23509.0,428.5448478900883,,1215.349,False,,,4442.21267116895,,,0.9809666405688778,34.144
2014,湖北省,孝感市,420900,中部,东南侧,1354.72,27891.0,427.1634936211973,,1482.9271,False,,,5703.029137610502,,,1.0946373420337785,35.232
2015,湖北省,孝感市,420900,中部,东南侧,1457.2,29924.0,427.79729146221786,,1762.3514,False,4039.5,6276.412560985437,7180.229080729978,0.8741242779885438,,1.2094094153170465,36.32
2016,湖北省,孝感市,420900,中部,东南侧,1576.69,32236.0,424.9695780176644,,1899.43,False,4250.5,6757.13120225476,8720.647626693479,0.7748428203395709,0.253085736915455,1.2046946451109604,37.408
1990,福建省,宁德市,350900,东部,东南侧,25.4,947.0,256.6807584269663,,0.3487,False,,,0.9962857142857143,,,0.0137283464566929,20.0
1991,福建省,宁德市,350900,东部,东南侧,29.07,1102.0,260.2820224719101,,0.4027,False,,,1.3491714285714285,,,0.0138527691778465,20.0
1992,福建省,宁德市,350900,东部,东南侧,48.3433,1721.0,263.5824438202247,,0.5739,False,,,1.855612857142857,,,0.0118713451502069,20.0
1993,福建省,宁德市,350900,东部,东南侧,67.6167,2339.0,267.1837078651685,,0.6619,False,,,2.424732214285714,,,0.0097890018294297,20.0
1994,福建省,宁德市,350900,东部,东南侧,86.89,2958.0,270.38679775280895,,1.6837,False,,,3.987195603571428,,,0.0193773736908735,20.0
1995,福建省,宁德市,350900,东部,东南侧,120.18,3576.0,273.7137640449438,,1.8504,False,,,5.638235823392857,,,0.0153969046430354,20.0
1996,福建省,宁德市,350900,东部,东南侧,145.06,4195.0,276.82837078651687,,4.225,False,,,9.581324032223215,,,0.0291258789466427,20.0
1997,福建省,宁德市,350900,东部,东南侧,172.2,4814.0,279.1997191011236,,7.9565,False,,,17.058757830612052,,,0.046204994192799,20.0
1998,福建省,宁德市,350900,东部,东南侧,187.7093,5432.0,281.57106741573034,,11.688,False,,,27.893819939081446,,,0.0622664939883106,20.0
1999,福建省,宁德市,350900,东部,东南侧,203.2186,6051.0,283.93356741573035,,15.4194,False,,,41.918528942127374,,,0.0758759286797566,20.0
2000,福建省,宁德市,350900,东部,东南侧,218.7279,6669.0,286.3049157303371,,19.1509,False,,,58.973502495021,,,0.08755581706769,20.0
2001,福建省,宁德市,350900,东部,东南侧,236.2256,7288.0,287.29592696629214,,44.5195,False,,,100.54432737026994,,,0.1884617924560251,21.088
2002,福建省,宁德市,350900,东部,东南侧,244.0598,7483.0,287.95955056179776,,40.3804,False,,,135.89751100175644,,,0.1654528931024282,22.176
2003,福建省,宁德市,350900,东部,东南侧,269.869,8912.0,288.2869382022472,,74.0655,False,,,203.1681354516686,,,0.2744498256561516,23.264
2004,福建省,宁德市,350900,东部,东南侧,309.0407,10166.0,289.1098314606742,,101.8668,False,,,294.87652867908514,,,0.3296226031069694,24.352
2005,福建省,宁德市,350900,东部,东南侧,343.5992,11266.0,289.36643258426966,,135.5418,False,,,415.67450224513084,,,0.394476471423682,25.439999999999998
2006,福建省,宁德市,350900,东部,东南侧,383.9988,12611.0,290.31320224719104,,157.899,False,,,552.7897771328743,,,0.4111965974893671,26.528
2007,福建省,宁德市,350900,东部,东南侧,457.4559,14999.0,292.38370786516856,,181.3094,False,,,706.4596882762305,,,0.3963429043105576,27.616
2008,福建省,宁德市,350900,东部,东南侧,542.6716,17851.0,296.4450842696629,,236.9966,False,,,908.1333038624189,,,0.4367219511763652,28.704
2009,福建省,宁德市,350900,东部,东南侧,612.2829,20174.0,297.2591292134831,,287.1547,False,,,1149.881338669298,,,0.4689902331095641,29.791999999999998
2010,福建省,宁德市,350900,东部,东南侧,738.6099,25200.0,300.2852528089888,,371.7092,False,,,1464.0964717358331,,,0.5032551012381502,30.88
2011,福建省,宁德市,350900,东部,东南侧,930.1166,32936.0,300.8426966292135,,446.2696,False,,,1837.1612481490415,,,0.4797996294228057,31.968
2012,福建省,宁德市,350900,东部,东南侧,1077.7262,38015.0,302.87780898876406,,613.7228,False,,,2359.0259857415895,,,0.5694607777003101,33.056
2013,福建省,宁德市,350900,东部,东南侧,1238.7205,35698.0,307.2134831460674,,910.022,False,,,3151.09668645451,,,0.7346467584899097,34.144
2014,福建省,宁德市,350900,东部,东南侧,1376.0938,48369.0,311.6376404494382,,1131.183,False,,,4124.724852131784,,,0.8220246323324761,35.232
2015,福建省,宁德市,350900,东部,东南侧,1487.359,52006.0,308.735393258427,,1258.476,False,,,5176.964609525196,,,0.8461144888355805,36.32
2016,福建省,宁德市,350900,东部,东南侧,1623.1142,56358.0,311.46067415730334,,1225.1483,False,6751.5,7866.2542748764035,6143.264679048935,1.2804680712689416,,0.754813370494818,37.408
1990,浙江省,宁波市,330200,东部,东南侧,141.4,2777.0,784.887308319739,,21.9947,False,,,62.842000000000006,,,0.155549504950495,20.0
1991,浙江省,宁波市,330200,东部,东南侧,169.86,3315.0,790.1121044045676,,25.8831,False,,,85.583,,,0.1523790180148357,20.0
1992,浙江省,宁波市,330200,东部,东南侧,213.05,5405.0,794.0460685154976,,38.4562,False,,,119.76005,,,0.180503168270359,20.0
1993,浙江省,宁波市,330200,东部,东南侧,316.42,7495.0,799.0557259380098,,50.5906,False,,,164.3626475,,,0.1598843309525314,20.0
1994,浙江省,宁波市,330200,东部,东南侧,463.5058,9584.0,803.4660685154976,,82.6417,False,,,238.786215125,,,0.1782970137590511,20.0
1995,浙江省,宁波市,330200,东部,东南侧,637.6278,11674.0,808.6140293637848,,96.7147,False,,,323.56160436874995,,,0.1516789261697811,20.0
1996,浙江省,宁波市,330200,东部,东南侧,795.8607,13764.0,814.5764437194127,,145.8906,False,,,453.27412415031245,,,0.1833117277935699,20.0
1997,浙江省,宁波市,330200,东部,东南侧,897.4306,15854.0,819.54,,300.5719,False,,,731.1823179427968,,,0.3349249512998554,20.0
1998,浙江省,宁波市,330200,东部,东南侧,973.4402,17944.0,822.5519412724307,,309.8086,False,,,1004.4318020456569,,,0.3182615634735447,20.0
1999,浙江省,宁波市,330200,东部,东南侧,1041.7362,20033.0,827.377194127243,,166.3817,False,,,1120.591911943374,,,0.1597157706528773,20.0
2000,浙江省,宁波市,330200,东部,东南侧,1175.7538,22123.0,831.265057096248,,245.2652,False,,,1309.8275163462054,,,0.2086025152544691,20.0
2001,浙江省,宁波市,330200,东部,东南侧,1312.6854,24213.0,834.9685154975531,,320.5235,False,,,1564.859640528895,,,0.2441738896463691,21.088
2002,浙江省,宁波市,330200,东部,东南侧,1500.3435,27541.0,839.3327569331159,,393.4538,False,,,1880.07045850245,,,0.2622424798054579,22.176
2003,浙江省,宁波市,330200,东部,东南侧,1786.8542,32639.0,843.758466557912,,837.5862,False,,,2623.6531355773277,,,0.4687490451095562,23.264
2004,浙江省,宁波市,330200,东部,东南侧,2158.0377,39174.0,849.3213376835238,,1095.665,False,,,3588.135478798461,,,0.5077135584795391,24.352
2005,浙江省,宁波市,330200,东部,东南侧,2449.3099,44156.0,855.48352365416,,1336.3043,False,,,4745.033004858537,,,0.5455840030695993,25.439999999999998
2006,浙江省,宁波市,330200,东部,东南侧,2874.4435,51460.0,861.2461663947798,,1502.7686,False,,,6010.549954615611,,,0.5228033182770857,26.528
2007,浙江省,宁波市,330200,东部,东南侧,3435.0042,66067.0,867.562022838499,,1597.5361,False,,,7307.55855688483,,,0.4650754429936359,27.616
2008,浙江省,宁波市,330200,东部,东南侧,3964.0472,69997.0,872.9865905383361,,1728.2413,False,,,8670.421929040589,,,0.4359789913702339,28.704
2009,浙江省,宁波市,330200,东部,东南侧,4329.3025,60720.0,877.4891353996737,,2004.2179,False,,,10241.118732588558,,,0.4629424485814978,29.791999999999998
2010,浙江省,宁波市,330200,东部,东南侧,5163.0017,69368.0,882.1914518760196,,2193.283,False,,,11922.345795959129,,,0.424807723770457,30.88
2011,浙江省,宁波市,330200,东部,东南侧,6059.2409,79524.0,885.7566068515497,,2385.5072,False,15334.0,43419.55077648704,13711.735706161171,3.166597701921653,,0.393697368922896,31.968
2012,浙江省,宁波市,330200,东部,东南侧,6582.2064,86228.0,887.7543230016314,,2901.4258,False,15219.0,44661.0791428479,15927.57472085311,2.804010021963706,0.4279028491305403,0.4407983620811404,33.056
2013,浙江省,宁波市,330200,东部,东南侧,7128.8672,122912.0,891.5960848287114,,3422.9529,False,15337.0,46689.90261206447,18554.148884810456,2.5164130622174556,0.592711477045615,0.4801538314530533,34.144
2014,浙江省,宁波市,330200,东部,东南侧,7610.2816,98362.0,897.1282218597063,,3989.4626,False,14235.0,44993.44922313083,21615.90404056993,2.08149745385086,-0.42523356126552936,0.524220102446669,35.232
2015,浙江省,宁波市,330200,东部,东南侧,8003.6103,102374.0,901.384893964111,,4506.5771,False,12201.0,39943.99903544222,25041.685938541435,1.5951002314091307,-1.1204623987657092,0.5630680319355379,36.32
2016,浙江省,宁波市,330200,东部,东南侧,8686.4911,110656.0,908.1924959216966,,4961.3931,False,13801.5,46888.7535943987,28750.994741614362,1.6308567413332533,1.399758982805955,0.5711619390250685,37.408
1990,安徽省,安庆市,340800,中部,东南侧,46.86,833.0,448.2572132701422,,4.037,False,,,11.534285714285716,,,0.086150234741784,20.0
1991,安徽省,安庆市,340800,中部,东南侧,48.89,857.0,453.26121327014215,,5.6749,False,,,16.632471428571428,,,0.116074861934956,20.0
1992,安徽省,安庆市,340800,中部,东南侧,78.6787,1210.0,457.0161895734597,,7.8492,False,,,23.650047857142855,,,0.0997627057894957,20.0
1993,安徽省,安庆市,340800,中部,东南侧,108.4675,1563.0,460.2098957345971,,16.3471,False,,,38.81464546428571,,,0.1507096595754488,20.0
1994,安徽省,安庆市,340800,中部,东南侧,138.2562,1916.0,462.7553744075829,,23.7394,False,,,60.61331319107143,,,0.1717058620155913,20.0
1995,安徽省,安庆市,340800,中部,东南侧,173.1412,2269.0,466.37596208530806,,27.4356,False,,,85.01824753151786,,,0.1584579522378267,20.0
1996,安徽省,安庆市,340800,中部,东南侧,205.1207,2622.0,467.6170805687203,,24.8896,False,,,105.65693515494196,,,0.1213412395726028,20.0
1997,安徽省,安庆市,340800,中部,东南侧,252.2,2975.0,469.933308056872,,27.8254,False,,,128.19948839719484,,,0.110330689928628,20.0
1998,安徽省,安庆市,340800,中部,东南侧,247.9773,3328.0,471.7277914691943,,31.6189,False,,,153.4084139773351,,,0.1275072355413176,20.0
1999,安徽省,安庆市,340800,中部,东南侧,248.2255,3681.0,472.7554691943127,,32.6267,False,,,178.36469327846834,,,0.1314397594123085,20.0
2000,安徽省,安庆市,340800,中部,东南侧,252.4416,4034.0,475.3562843601896,,38.6077,False,,,208.05415861454492,,,0.1529371545735726,20.0
2001,安徽省,安庆市,340800,中部,东南侧,264.143,4387.0,476.63692890995264,,48.8184,False,,,246.46985068381767,,,0.184818072029166,21.088
2002,安徽省,安庆市,340800,中部,东南侧,285.2141,4726.0,477.5618388625592,,61.2916,False,,,295.43795814962675,,,0.2148968090988489,22.176
2003,安徽省,安庆市,340800,中部,东南侧,320.4307,5299.0,478.42350710900473,,103.2023,False,,,383.8683602421454,,,0.3220736964342056,23.264
2004,安徽省,安庆市,340800,中部,东南侧,392.02,6483.0,477.6329857819905,,125.9579,False,,,490.63284223003814,,,0.3213047803683485,24.352
2005,安徽省,安庆市,340800,中部,东南侧,429.64,7595.0,478.7001895734596,,155.5331,False,,,621.6343001185362,,,0.3620079601526859,25.439999999999998
