year,province,city,city_code,region,huhuanyong,gdp_100m,gdp_per_capita,pop_10k,urbanization_rate_pct,fai_100m,fai_imputed,house_price,V_real,K_real,Q_real,MUQ_real,fai_gdp_ratio,per_capita_area_m2
1990,黑龙江省,七台河市,230900,中部,东南侧,11.03,1460.0,70.08947368421053,,4.6841,False,,,41.870460143238255,,,0.4246690843155032,20.0
1991,黑龙江省,七台河市,230900,中部,东南侧,13.11,1676.0,71.91434210526316,,5.4903,False,,,45.26723713607634,,,0.4187871853546911,20.0
1992,黑龙江省,七台河市,230900,中部,东南侧,14.5,2219.0,74.05697368421052,,5.966,False,,,48.96987527927252,,,0.411448275862069,20.0
1993,黑龙江省,七台河市,230900,中部,东南侧,20.08,2762.0,73.27618421052631,,7.3094,False,,,53.8307815153089,,,0.3640139442231076,20.0
1994,黑龙江省,七台河市,230900,中部,东南侧,26.8435,3305.0,73.85723684210527,,5.5811,False,,,56.72034243954345,,,0.207912530035204,20.0
1995,黑龙江省,七台河市,230900,中部,东南侧,32.8626,3848.0,74.05697368421052,,5.3668,False,,,59.25112531756627,,,0.1633102675990335,20.0
1996,黑龙江省,七台河市,230900,中部,东南侧,39.517,4391.0,75.13736842105264,,6.9863,False,,,63.27486905168795,,,0.1767922666194296,20.0
1997,黑龙江省,七台河市,230900,中部,东南侧,44.3583,4933.0,75.7275,,14.8456,False,,,74.95672559910355,,,0.3346746832047215,20.0
1998,黑龙江省,七台河市,230900,中部,东南侧,49.2488,5476.0,75.74565789473685,,16.2373,False,,,87.44618931914837,,,0.3296994038433424,20.0
1999,黑龙江省,七台河市,230900,中部,东南侧,52.9811,6019.0,77.08026315789475,,18.0457,False,,,101.11957985319094,,,0.3406063671762194,20.0
2000,黑龙江省,七台河市,230900,中部,东南侧,56.2078,6562.0,78.36947368421052,,13.5477,False,,,109.6113008605314,,,0.2410288251808468,20.0
2001,黑龙江省,七台河市,230900,中部,东南侧,61.4451,7105.0,78.65092105263157,,16.6959,False,,,120.82663581750484,,,0.271720609129125,21.088
2002,黑龙江省,七台河市,230900,中部,东南侧,69.6552,8054.0,78.38763157894738,,20.9885,False,,,135.7738040266296,,,0.3013199301703247,22.176
2003,黑龙江省,七台河市,230900,中部,东南侧,79.6885,9171.0,79.38631578947368,,24.9272,False,,,153.9123138252981,,,0.3128079961349504,23.264
2004,黑龙江省,七台河市,230900,中部,东南侧,96.5164,10994.0,80.03092105263158,,32.0155,False,,,178.23219813403318,,,0.3317104657861255,24.352
2005,黑龙江省,七台河市,230900,中部,东南侧,100.2149,11989.0,80.28513157894739,,40.0838,False,,,209.4043882273315,,,0.3999784463188607,25.439999999999998
2006,黑龙江省,七台河市,230900,中部,东南侧,114.2269,12870.0,80.86618421052631,,51.217,False,,,250.15116881596492,,,0.4483794972987974,26.528
2007,黑龙江省,七台河市,230900,中部,东南侧,135.1595,15137.0,81.26565789473685,,69.2752,False,,,306.9188103751667,,,0.5125440683044846,27.616
2008,黑龙江省,七台河市,230900,中部,东南侧,187.1613,20826.0,81.91026315789475,,91.5138,False,,,383.0866698564083,,,0.4889568516568329,28.704
2009,黑龙江省,七台河市,230900,中部,东南侧,233.6262,25534.0,84.2253947368421,,135.4154,False,,,499.34773636358784,,,0.579624203107357,29.791999999999998
2010,黑龙江省,七台河市,230900,中部,东南侧,305.2237,32890.0,84.3071052631579,,194.3325,False,,,668.7128495454084,,,0.636688763028559,30.88
2011,黑龙江省,七台河市,230900,中部,东南侧,308.059,33209.0,84.16184210526316,,120.6256,False,,,755.9028070681379,,,0.3915665505633661,31.968
2012,黑龙江省,七台河市,230900,中部,东南侧,298.9081,32308.0,83.88947368421053,,120.3043,False,,,838.411966714731,,,0.4024792235473043,33.056
2013,黑龙江省,七台河市,230900,中部,东南侧,240.9883,26194.0,83.52631578947368,,191.6608,False,,,988.1521683789944,,,0.7953116396107196,34.144
2014,黑龙江省,七台河市,230900,中部,东南侧,214.259,25123.0,80.0763157894737,,105.6134,False,,,1044.3579599600446,,,0.4929239845234039,35.232
2015,黑龙江省,七台河市,230900,中部,东南侧,212.6515,24823.0,75.45513157894737,,95.7854,False,,,1087.9254619620424,,,0.450433690803968,36.32
2016,黑龙江省,七台河市,230900,中部,东南侧,216.6414,26500.0,72.63157894736842,,80.1137,False,,,1113.6428888639402,,,0.3697986626748165,37.408
1990,海南省,三亚市,460200,东部,东南侧,5.09,1423.0,56.33074626865672,,1.9828,False,,,5.6651428571428575,,,0.3895481335952848,20.0
1991,海南省,三亚市,460200,东部,东南侧,5.82,1588.0,57.51044776119403,,2.8862,False,,,8.268085714285714,,,0.4959106529209622,20.0
1992,海南省,三亚市,460200,东部,东南侧,7.7624,2092.0,59.01611940298508,,5.7768,False,,,13.631481428571428,,,0.7442028238689065,20.0
1993,海南省,三亚市,460200,东部,东南侧,15.6153,2596.0,60.056119402985075,,12.7774,False,,,25.727307357142855,,,0.8182615767868693,20.0
1994,海南省,三亚市,460200,东部,东南侧,19.0585,3100.0,61.28238805970149,,15.7204,False,,,40.16134198928571,,,0.8248498045491514,20.0
1995,海南省,三亚市,460200,东部,东南侧,21.0771,3605.0,62.67940298507463,,16.166,False,,,54.31927488982143,,,0.7669935617328759,20.0
1996,海南省,三亚市,460200,东部,东南侧,21.3166,4109.0,65.34925373134328,,10.5534,False,,,62.15671114533035,,,0.495078952553409,20.0
1997,海南省,三亚市,460200,东部,东南侧,22.1084,4613.0,68.39164179104478,,17.6212,False,,,76.67007558806384,,,0.7970364205460369,20.0
1998,海南省,三亚市,460200,东部,东南侧,23.9934,5117.0,69.22985074626867,,14.2851,False,,,87.12167180866064,,,0.5953762284628272,20.0
1999,海南省,三亚市,460200,东部,东南侧,25.6102,5621.0,71.7444776119403,,12.1925,False,,,94.9580882182276,,,0.47607984318748,20.0
2000,海南省,三亚市,460200,东部,东南侧,29.5398,6125.0,73.74686567164179,,13.2485,False,,,103.45868380731622,,,0.4484966045809382,20.0
2001,海南省,三亚市,460200,东部,东南侧,31.8613,6629.0,75.43880597014926,,16.374,False,,,114.65974961695039,,,0.5139150003295534,21.088
2002,海南省,三亚市,460200,东部,东南侧,35.88,7313.0,76.9444776119403,,19.733,False,,,128.65976213610287,,,0.5499721293199554,22.176
2003,海南省,三亚市,460200,东部,东南侧,41.1659,8236.0,78.21731343283582,,26.0832,False,,,148.3099740292977,,,0.6336118000578149,23.264
2004,海南省,三亚市,460200,东部,东南侧,48.2348,9538.0,78.77611940298507,,37.316,False,,,178.21047532783282,,,0.7736323152578637,24.352
2005,海南省,三亚市,460200,东部,东南侧,74.2144,14560.0,79.45910447761194,,49.1589,False,,,218.45885156144118,,,0.6623903177819939,25.439999999999998
2006,海南省,三亚市,460200,东部,东南侧,109.2608,21089.0,81.36835820895523,,69.5702,False,,,277.1061089833691,,,0.636735224343955,26.528
2007,海南省,三亚市,460200,东部,东南侧,122.3161,26414.0,83.0758208955224,,109.6928,False,,,372.94360353420063,,,0.8967977232760037,27.616
2008,海南省,三亚市,460200,东部,东南侧,144.3178,30572.0,84.72119402985075,,151.5867,False,,,505.8831233574906,,,1.050367314357619,28.704
2009,海南省,三亚市,460200,东部,东南侧,173.3198,35750.0,86.47522388059701,,211.3897,False,,,691.9786671896161,,,1.2196511881504597,29.791999999999998
2010,海南省,三亚市,460200,东部,东南侧,230.8509,46596.0,88.49313432835821,,305.2395,False,,,962.6192338301353,,,1.3222365604812458,30.88
2011,海南省,三亚市,460200,东部,东南侧,283.7549,45421.0,90.18507462686568,,355.5338,False,16113.0,4645.436657136717,1270.0220721386283,3.6577605689278507,,1.2529609180317238,31.968
2012,海南省,三亚市,460200,东部,东南侧,330.9625,46366.0,88.94328358208955,,430.3402,False,18041.0,5304.250975407761,1636.8611685316969,3.24050144103901,1.5309151184831065,1.3002687615666428,33.056
2013,海南省,三亚市,460200,东部,东南侧,373.4888,64395.0,89.56417910447762,,523.2901,False,18941.0,5792.308061497313,2078.308210105112,2.787030351578298,0.9326702073850666,1.4010864582820155,34.144
2014,海南省,三亚市,460200,东部,东南侧,402.2558,54584.0,90.96119402985074,,629.5555,False,19318.0,6190.9259815737305,2603.948299599856,2.3775149385742718,0.6331735964127344,1.5650625795824449,35.232
2015,海南省,三亚市,460200,东部,东南侧,435.8202,58486.0,89.68835820895522,,705.967,False,14274.0,4649.7286222710445,3179.717884619863,1.462308541509783,-2.1831011354676435,1.6198583727876772,36.32
2016,海南省,三亚市,460200,东部,东南侧,475.5567,63273.0,90.02985074626866,,783.0871,False,14658.0,4936.574971414926,3803.81909038887,1.2977943624837986,0.3663019722121352,1.6466745185169298,37.408
1990,福建省,三明市,350400,东部,东南侧,56.97,2379.0,211.77104166666663,,6.6417,False,,,18.976285714285716,,,0.1165824117956819,20.0
1991,福建省,三明市,350400,东部,东南侧,63.86,2591.0,214.4253125,,8.4294,False,,,26.456871428571425,,,0.1319981208894456,20.0
1992,福建省,三明市,350400,东部,东南侧,95.5375,3351.0,216.58677083333333,,15.1346,False,,,40.26862785714285,,,0.1584152819573466,20.0
1993,福建省,三明市,350400,东部,东南侧,127.215,4112.0,218.7828125,,17.2864,False,,,55.54159646428571,,,0.1358833470895727,20.0
1994,福建省,三明市,350400,东部,东南侧,158.8925,4872.0,221.02208333333337,,20.4808,False,,,73.24531664107143,,,0.1288972103780858,20.0
1995,福建省,三明市,350400,东部,东南侧,174.2744,5632.0,223.3132291666667,,28.1374,False,,,97.72045080901785,,,0.1614545796743526,20.0
1996,福建省,三明市,350400,东部,东南侧,195.8191,6392.0,226.20958333333337,,21.8226,False,,,114.65702826856696,,,0.1114426529383497,20.0
1997,福建省,三明市,350400,东部,东南侧,209.177,7153.0,227.92145833333333,,35.2432,False,,,144.16737685513863,,,0.1684850628893234,20.0
1998,福建省,三明市,350400,东部,东南侧,224.3997,7913.0,229.08,,26.6133,False,,,163.5723080123817,,,0.1185977521360322,20.0
1999,福建省,三明市,350400,东部,东南侧,239.8875,8673.0,230.0396875,,33.1549,False,,,188.54859261176261,,,0.1382102026991819,20.0
2000,福建省,三明市,350400,东部,东南侧,254.9813,9433.0,230.6016666666667,,34.0876,False,,,213.2087629811745,,,0.1336866664339698,20.0
2001,福建省,三明市,350400,东部,东南侧,272.0804,10194.0,230.93020833333335,,42.2752,False,,,244.82352483211577,,,0.1553776016206974,21.088
2002,福建省,三明市,350400,东部,东南侧,286.5663,10679.0,231.26739583333335,,45.9081,False,,,278.49044859050997,,,0.1602006237300059,22.176
2003,福建省,三明市,350400,东部,东南侧,320.6821,12237.0,231.41437500000004,,100.5234,False,,,365.08932616098446,,,0.3134674495395907,23.264
2004,福建省,三明市,350400,东部,东南侧,375.8431,14307.0,231.65645833333335,,132.2941,False,,,479.12895985293517,,,0.3519928927789282,24.352
2005,福建省,三明市,350400,东部,东南侧,392.8434,14909.0,231.82072916666667,,167.8468,False,,,623.0193118602884,,,0.4272613463787352,25.439999999999998
2006,福建省,三明市,350400,东部,东南侧,453.5752,17181.0,232.26166666666663,,241.2893,False,,,833.157646267274,,,0.531971986122698,26.528
2007,福建省,三明市,350400,东部,东南侧,545.6879,20749.0,233.00520833333337,,363.1407,False,,,1154.6404639539103,,,0.6654732494526633,27.616
2008,福建省,三明市,350400,东部,东南侧,666.9222,25407.0,233.5671875,,512.4699,False,,,1609.3783407562148,,,0.7684103183249862,28.704
2009,福建省,三明市,350400,东部,东南侧,800.2444,30370.0,234.35395833333337,,678.2606,False,,,2207.170023718404,,,0.847566818336998,29.791999999999998
2010,福建省,三明市,350400,东部,东南侧,975.102,37917.0,235.7978125,,847.8111,False,,,2944.6226225324835,,,0.8694588873779359,30.88
2011,福建省,三明市,350400,东部,东南侧,1211.8142,48376.0,236.37708333333333,,923.0331,False,,,3720.4245914058592,,,0.7616952334772112,31.968
2012,福建省,三明市,350400,东部,东南侧,1339.2862,53422.0,237.06875,,1092.8616,False,,,4627.264961835566,,,0.8160030320629004,33.056
2013,福建省,三明市,350400,东部,东南侧,1477.5868,53151.0,240.78645833333337,,1334.1251,False,,,5730.026813743788,,,0.9029081066506548,34.144
2014,福建省,三明市,350400,东部,东南侧,1621.2064,64590.0,245.54166666666669,,1603.0831,False,,,7046.608573056598,,,0.9888211026060592,35.232
2015,福建省,三明市,350400,东部,东南侧,1713.0478,67978.0,245.64541666666668,,1912.0197,False,7453.0,6649.448494793333,8606.297844403769,0.7726258857189245,,1.1161508161068243,36.32
2016,福建省,三明市,350400,东部,东南侧,1860.8197,73261.0,248.13541666666669,,2141.7227,False,7054.5,6548.163027350001,10317.70565218358,0.634653017646824,-0.047291587955495824,1.1509565918718507,37.408
1990,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1991,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1992,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1993,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1994,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1995,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1996,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1997,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1998,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
1999,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
2000,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,20.0
2001,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,21.088
2002,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,22.176
2003,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,23.264
2004,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,24.352
2005,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,25.439999999999998
2006,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,26.528
2007,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,27.616
2008,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,28.704
2009,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,29.791999999999998
2010,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,30.88
2011,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,31.968
2012,海南省,三沙市,460300,东部,东南侧,,,0.1,,,False,,,,,,,33.056
2013,海南省,三沙市,460300,东部,东南侧,,,0.08,,,False,,,,,,,34.144
2014,海南省,三沙市,460300,东部,东南侧,,,0.06,,,False,,,,,,,35.232
2015,海南省,三沙市,460300,东部,东南侧,,,0.04,,,False,,,,,,,36.32
2016,海南省,三沙市,460300,东部,东南侧,,,0.0,,,False,,,,,,,37.408
2017,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,38.495999999999995
2018,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,39.583999999999996
2019,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,40.672
2020,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,41.76
2021,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,42.01
2022,海南省,三沙市,460300,东部,东南侧,,,,,,False,,,,,,,42.26
2023,海南省,三沙市,460300,东部,东南侧,,,,100.0,,False,,,,,,,42.51
1990,河南省,三门峡市,411200,中部,东南侧,28.42,1498.0,172.476821192053,,5.5271,False,,,15.791714285714287,,,0.1944792399718508,20.0
1991,河南省,三门峡市,411200,中部,东南侧,29.8,1546.0,174.7194701986755,,6.7214,False,,,21.72352857142857,,,0.2255503355704698,20.0
1992,河南省,三门峡市,411200,中部,东南侧,36.0,2225.0,178.3311258278146,,8.6622,False,,,29.299552142857138,,,0.2406166666666666,20.0
1993,河南省,三门峡市,411200,中部,东南侧,50.12,2903.0,181.49245033112584,,11.7184,False,,,39.55297453571428,,,0.2338068635275339,20.0
1994,河南省,三门峡市,411200,中部,东南侧,72.7701,3582.0,185.4373509933775,,20.8363,False,,,58.41162580892856,,,0.2863305121196755,20.0
1995,河南省,三门峡市,411200,中部,东南侧,92.7341,4260.0,187.77006622516555,,24.5916,False,,,80.08264451848214,,,0.265184004589466,20.0
1996,河南省,三门峡市,411200,中部,东南侧,113.7323,4939.0,189.09403973509933,,36.3663,False,,,112.44481229255803,,,0.3197534913124943,20.0
1997,河南省,三门峡市,411200,中部,东南侧,130.9258,5617.0,191.49880794701988,,34.9889,False,,,141.81147167793011,,,0.2672422089458304,20.0
1998,河南省,三门峡市,411200,中部,东南侧,144.8007,6296.0,193.282119205298,,36.7583,False,,,171.4791980940336,,,0.2538544357865673,20.0
1999,河南省,三门峡市,411200,中部,东南侧,152.0925,6974.0,193.9846357615894,,35.6011,False,,,198.5063381893319,,,0.2340753160083502,20.0
2000,河南省,三门峡市,411200,中部,东南侧,168.6397,7653.0,195.50675496688743,,43.5071,False,,,232.0881212798653,,,0.2579884807669843,20.0
2001,河南省,三门峡市,411200,中部,东南侧,181.1926,8331.0,196.24529801324505,,45.5781,False,,,266.061815215872,,,0.2515450410226466,21.088
2002,河南省,三门峡市,411200,中部,东南侧,197.1858,9016.0,197.70437086092716,,44.3057,False,,,297.0644244550784,,,0.2246901146025728,22.176
2003,河南省,三门峡市,411200,中部,东南侧,224.5634,10181.0,198.9562913907285,,76.0489,False,,,358.26010323232447,,,0.3386522469823667,23.264
2004,河南省,三门峡市,411200,中部,东南侧,274.6518,12416.0,201.10887417218544,,109.2121,False,,,449.55919807070825,,,0.3976383915925547,24.352
2005,河南省,三门峡市,411200,中部,东南侧,335.1823,15124.0,200.37933774834437,,179.2441,False,,,606.3253381671728,,,0.5347660064388842,25.439999999999998
2006,河南省,三门峡市,411200,中部,东南侧,412.147,18420.0,202.6670198675497,,229.0508,False,,,805.0598712588142,,,0.5557502541568906,26.528
2007,河南省,三门峡市,411200,中部,东南侧,518.4183,23201.0,204.0630463576159,,291.3718,False,,,1056.1786776958734,,,0.5620399588517612,27.616
2008,河南省,三门峡市,411200,中部,东南侧,654.2124,29515.0,205.0717880794702,,402.7777,False,,,1406.1474438110795,,,0.6156680918918688,28.704
2009,河南省,三门峡市,411200,中部,东南侧,702.7459,31587.0,206.75602649006623,,553.3056,False,,,1889.1456716205253,,,0.7873480300632135,29.791999999999998
2010,河南省,三门峡市,411200,中部,东南侧,874.4157,39176.0,207.4225165562914,,677.4902,False,,,2472.178588039499,,,0.7747918981784064,30.88
2011,河南省,三门峡市,411200,中部,东南侧,1030.4485,46049.0,203.1894039735099,,749.0674,False,,,3097.6370586375238,,,0.7269333693047251,31.968
2012,河南省,三门峡市,411200,中部,东南侧,1127.3204,50408.0,203.63973509933777,,925.5442,False,,,3868.2994057056476,,,0.8210125533078262,33.056
2013,河南省,三门峡市,411200,中部,东南侧,1192.0868,52515.0,204.27019867549672,,1138.0263,False,,,4812.910735420365,,,0.9546505338369656,34.144
2014,河南省,三门峡市,411200,中部,东南侧,1240.0597,55259.0,205.17086092715235,,1327.5671,False,,,5899.832298649347,,,1.0705670864072108,35.232
2015,河南省,三门峡市,411200,中部,东南侧,1251.0383,55681.0,205.5941721854305,,1538.7698,False,,,7143.61048371688,,,1.2299941576528872,36.32
2016,河南省,三门峡市,411200,中部,东南侧,1325.8631,58894.0,206.2516556291391,,1773.1244,False,3680.0,2839.2899916291394,8559.554359531036,0.33171002512152975,,1.3373359587426483,37.408
1990,上海市,上海市,310000,东部,东南侧,744.67,5818.0,2155.958676569885,,188.593,False,,,538.8371428571429,,,0.2532571474612916,20.0
1991,上海市,上海市,310000,东部,东南侧,857.71,6673.0,2162.4264686022957,,212.9244,False,,,724.8196857142857,,,0.2482475428757971,20.0
1992,上海市,上海市,310000,东部,东南侧,1229.14,9744.0,2166.0719513841996,,271.7039,False,,,960.2826014285714,,,0.2210520363831621,20.0
1993,上海市,上海市,310000,东部,东南侧,1600.57,12815.0,2175.0932613099258,,519.595,False,,,1431.8634713571428,,,0.3246312251260488,20.0
1994,上海市,上海市,310000,东部,东南侧,1972.0,15886.0,2181.930641458474,,853.0288,False,,,2213.299097789286,,,0.4325703853955375,20.0
1995,上海市,上海市,310000,东部,东南侧,2462.57,18957.0,2186.231303173531,,982.2026,False,,,3084.8367428998217,,,0.398852662056307,20.0
1996,上海市,上海市,310000,东部,东南侧,2902.2,22028.0,2191.371937879811,,1114.8597,False,,,4045.4546057548305,,,0.3841429605127145,20.0
1997,上海市,上海市,310000,东部,东南侧,3360.21,25098.0,2193.1022822417285,,1977.5919,False,,,5820.773775467089,,,0.5885322345924808,20.0
1998,上海市,上海市,310000,东部,东南侧,3688.2,28169.0,2194.983821742066,,1964.8298,False,,,7494.564886693734,,,0.5327340708204544,20.0
1999,上海市,上海市,310000,东部,东南侧,4034.96,31240.0,2205.9706684672515,,1856.713,False,,,8976.549642359047,,,0.4601564823443107,20.0
2000,上海市,上海市,310000,东部,东南侧,4551.15,34311.0,2220.267008777853,,1869.6749,False,,,10397.397060241094,,,0.4108137283983169,20.0
2001,上海市,上海市,310000,东部,东南侧,4950.84,37382.0,2229.523511141121,,1994.7306,False,,,11872.25780722904,,,0.4029075066049398,21.088
2002,上海市,上海市,310000,东部,东南侧,5408.76,40646.0,2241.4343281566507,,2187.0614,False,,,13465.706316867589,,,0.4043554160288125,22.176
2003,上海市,上海市,310000,东部,东南侧,6250.81,46718.0,2254.101120864281,,2452.1126,False,,,15244.533601024208,,,0.3922871755820445,23.264
2004,上海市,上海市,310000,东部,东南侧,7450.27,55307.0,2271.9421471978394,,3084.656,False,,,17566.962920972997,,,0.4140327800200529,24.352
2005,上海市,上海市,310000,东部,东南侧,9154.18,51474.0,2285.1633220796757,,3542.5531,False,,,20231.167874924347,,,0.386987485498428,25.439999999999998
2006,上海市,上海市,310000,东部,东南侧,10366.37,57695.0,2298.30049966239,,3925.0884,False,,,23144.69788117813,,,0.3786367262600119,26.528
2007,上海市,上海市,310000,东部,东南侧,12188.85,66367.0,2316.4103173531394,,4458.6098,False,,,26446.07278711922,,,0.3657941315218417,27.616
2008,上海市,上海市,310000,东部,东南侧,13698.15,73124.0,2336.872059419311,,4829.4557,False,,,29953.22484776326,,,0.3525626234199509,28.704
2009,上海市,上海市,310000,东部,东南侧,15046.45,78989.0,2353.1003376097233,,5273.3299,False,,,33728.8935053751,,,0.3504700377829986,29.791999999999998
2010,上海市,上海市,310000,东部,东南侧,17165.98,76074.0,2372.6213099257257,,5317.6663,False,22311.0,163464.99089328485,37360.11513010634,4.375387771799396,,0.3097793601064431,30.88
2011,上海市,上海市,310000,东部,东南侧,19195.69,82560.0,2384.5153274814315,,5064.2624,False,22483.0,171383.83055890325,40556.371773601015,4.225817622829381,1.5636708843559144,0.2638228894090288,31.968
2012,上海市,上海市,310000,东部,东南侧,20181.72,85373.0,2397.1149223497637,,5251.3998,False,23240.0,184151.50774930234,43779.952984920965,4.206297521898419,2.4312902610079483,0.2602057604604563,33.056
2013,上海市,上海市,310000,东部,东南侧,21602.12,90092.0,2406.1866306549628,,5644.1312,False,29738.0,244317.99983974153,47235.08653567491,5.172383873060489,10.66000947859596,0.2612767265435059,34.144
2014,上海市,上海市,310000,东部,东南侧,23567.7,97370.0,2416.9382849426065,,6012.966,False,30277.0,257819.46284473996,50886.29820889117,5.066579254524987,2.2453915430418907,0.2551358851309207,35.232
2015,上海市,上海市,310000,东部,东南侧,25123.45,103796.0,2424.111654287643,,6349.3886,False,34955.0,307756.8766842684,54691.3718984466,5.62715591146123,7.864916921217966,0.252727575233497,36.32
2016,上海市,上海市,310000,东部,东南侧,28178.65,116562.0,2435.921674544227,,6751.6768,False,51724.0,471324.387966185,58708.48010352427,8.02821648823253,24.22620574520341,0.239602564352799,37.408
1990,江西省,上饶市,361100,中部,东南侧,44.9083,1656.0,13.43126422250316,,0.4844,False,,,1.3840000000000001,,,0.0107864247811651,20.0
1991,江西省,上饶市,361100,中部,东南侧,49.0628,1893.0,13.80868520859671,,0.4869,False,,,1.8016999999999999,,,0.0099240157512412,20.0
1992,江西省,上饶市,361100,中部,东南侧,59.145,1999.0,14.054829329962072,,1.0078,False,,,2.7194149999999997,,,0.017039479245921,20.0
1993,江西省,上饶市,361100,中部,东南侧,76.8996,2106.0,25.32002528445006,,1.2429,False,,,3.826344249999999,,,0.0161626328355414,20.0
1994,江西省,上饶市,361100,中部,东南侧,110.0877,2212.0,25.656422250316055,,2.7663,False,,,6.4013270375,,,0.0251281478312291,20.0
1995,江西省,上饶市,361100,中部,东南侧,125.3258,2319.0,25.96820480404551,,1.1201,False,,,7.201360685625,,,0.0089375052862219,20.0
1996,江西省,上饶市,361100,中部,东南侧,145.7172,2425.0,26.45228824273072,,1.6915,False,,,8.53279265134375,,,0.0116081011713099,20.0
1997,江西省,上饶市,361100,中部,东南侧,160.943,2531.0,151.67400758533503,,4.0295,False,,,12.135653018776562,,,0.0250368142758616,20.0
1998,江西省,上饶市,361100,中部,东南侧,161.7736,2638.0,276.89572692793934,,6.3676,False,,,17.896470367837733,,,0.0393611813052315,20.0
1999,江西省,上饶市,361100,中部,东南侧,170.3669,2744.0,402.1174462705436,,8.7056,False,,,25.707246849445845,,,0.0510991278235385,20.0
2000,江西省,上饶市,361100,中部,东南侧,173.431,2851.0,527.3391656131479,,11.0436,False,,,35.46548450697355,,,0.0636771972715373,20.0
2001,江西省,上饶市,361100,中部,东南侧,190.8609,2957.0,531.8353982300885,,29.0134,False,,,62.70561028162487,,,0.1520133248873918,21.088
2002,江西省,上饶市,361100,中部,东南侧,218.5,3357.0,510.4454740834387,,37.8045,False,,,97.37482976754362,,,0.1730183066361555,22.176
2003,江西省,上饶市,361100,中部,东南侧,252.7563,4048.0,539.3674083438685,,110.0,False,,,202.50608827916642,,,0.4352018129716252,23.264
2004,江西省,上饶市,361100,中部,东南侧,301.0663,4787.0,548.7537041719343,,152.8,False,,,345.1807838652081,,,0.5075294046527293,24.352
2005,江西省,上饶市,361100,中部,东南侧,388.1089,6130.0,554.6447534766119,,227.0,False,,,554.9217446719476,,,0.5848873859888294,25.439999999999998
2006,江西省,上饶市,361100,中部,东南侧,451.4277,7082.0,566.5581289506953,,318.3146,False,,,845.4902574383502,,,0.7051286396470575,26.528
2007,江西省,上饶市,361100,中部,东南侧,528.1238,8228.0,577.7494816687737,,405.0,False,,,1208.2157445664327,,,0.7668656477894009,27.616
2008,江西省,上饶市,361100,中部,东南侧,628.3382,9718.0,587.7511378002529,,427.944,False,,,1575.748957338111,,,0.6810727089328645,28.704
2009,江西省,上饶市,361100,中部,东南侧,728.5029,11184.0,597.5312642225031,,612.3769,False,,,2109.3384094712055,,,0.8405963792319838,29.791999999999998
2010,江西省,上饶市,361100,中部,东南侧,901.0029,13741.0,607.4262579013906,,946.0227,False,,,2949.894188997645,,,1.0499663208631185,30.88
2011,江西省,上饶市,361100,中部,东南侧,1110.5823,16813.0,615.524399494311,,828.4593,False,,,3630.8587795477624,,,0.7459683987400123,31.968
2012,江西省,上饶市,361100,中部,东南侧,1265.3897,19077.0,623.811251580278,,979.2325,False,,,4428.548340570374,,,0.7738584406052934,33.056
2013,江西省,上饶市,361100,中部,东南侧,1401.3134,18438.0,623.3189633375474,,1164.6829,False,,,5371.803823541855,,,0.8311366322480039,34.144
2014,江西省,上饶市,361100,中部,东南侧,1550.236,23221.0,634.3134007585335,,1343.3252,False,,,6446.538832364762,,,0.8665294832528724,35.232
2015,江西省,上饶市,361100,中部,东南侧,1650.8064,24633.0,635.38002528445,,1560.2263,False,,,7684.438190746524,,,0.9451297862668816,36.32
