year,province,city,city_code,region,huhuanyong,gdp_100m,gdp_primary_100m,gdp_secondary_100m,gdp_tertiary_100m,primary_share_pct,secondary_share_pct,tertiary_share_pct,gdp_per_capita,gdp_growth_pct,hukou_pop_10k,resident_pop_10k,urban_pop_10k,urbanization_rate_pct,pop_10k,fai_100m,re_invest_100m,res_invest_100m,avg_wage,land_area_km2,fiscal_revenue_100m,fiscal_expenditure_100m,loan_balance_100m,deposit_balance_100m,house_price,price_58,price_ajk,price_source,gov_bond_balance,lgfv_bond_balance,total_bond_balance,per_capita_area_m2,fai_imputed,V_100m,K_100m,urban_q,fai_gdp_ratio,re_gdp_ratio,debt_gdp_ratio
1990,北京市,北京市,110000,东部,东南侧,500.82,43.88,262.38,194.56,8.762,52.39,38.848,4883.0,,1035.71,,,,1613.069505514052,136.8357,,,,16808.0,74.0101,66.5184,,,,,,,,,,20.0,False,,390.95914285714287,,0.2732233137654247,,
1991,北京市,北京市,110000,东部,东南侧,558.69,45.53,291.53,221.63,8.149,52.181,39.67,5395.0,,1039.5,,,,1618.9722518676626,146.2331,,,,16808.0,77.0199,67.9933,,,,,,,,,,20.0,False,,517.6442857142857,,0.26174282697023393,,
1992,北京市,北京市,110000,东部,东南侧,733.4726,54.9458,360.9656,317.5612,7.704,50.171,42.125,7410.0,,1044.89,,,,1627.366922803273,200.9831,,,,16808.0,80.2532,71.7424,,,,,,,,,,20.0,False,,692.7451714285714,,0.2740158255400406,,
1993,北京市,北京市,110000,东部,东南侧,908.2551,64.3615,430.4011,413.4925,7.258,48.161,44.581,9424.0,,1051.18,,,,1637.1633013162575,318.2214,,,,16808.0,84.1015,80.9859,,,,,,,,,,20.0,False,,976.3293128571429,,0.35036566268661745,,
1994,北京市,北京市,110000,东部,东南侧,1083.0377,73.7773,499.8367,509.4237,6.812,46.151,47.037,11439.0,,1061.75,,,,1653.6255780860904,521.1383,,,6549.0,16808.0,134.9452,146.3677,,,,,,,,,,20.0,False,,1448.6511472142856,,0.4811820493414033,,
1995,北京市,北京市,110000,东部,东南侧,1394.89,80.9036,615.1465,698.8399,5.8,44.1,50.1,13454.0,12.4,1076.98,,,,1677.345585200996,444.1085,352.773,,8144.0,16807.0,185.789,211.7496,,,,,,,,,,20.0,False,,1820.3270898535714,,0.3183824530966599,0.25290381320390853,
1996,北京市,北京市,110000,东部,东南侧,1615.73,84.018,683.4538,849.874,5.2,42.3,52.6,15469.0,9.2,1077.7,,,,1678.4669512628957,497.4076,328.1659,,9580.0,16808.0,236.6327,277.1314,,,,,,,,,,20.0,False,,2226.7183353608925,,0.3078531685368224,0.2031068928595743,
1997,北京市,北京市,110000,东部,东南侧,1810.09,84.8932,738.5167,986.6801,4.69,40.8,54.51,17483.0,9.57,1216.7,,,,1894.952899324084,582.0764,330.3366,,11018.0,16808.0,287.4764,342.5133,,,,,,,,,,20.0,False,,2697.458818592848,,0.32157318144401664,0.18249733438668794,
1998,北京市,北京市,110000,东部,东南侧,2011.31,86.4863,786.4222,1138.4015,4.3,39.1,56.6,19498.0,9.8,1223.39,,,,1905.3722589825686,682.9237,377.3996,,12451.0,16808.0,338.3202,407.8951,,,,,,,,,,20.0,False,,3245.509577663205,,0.3395417414520885,0.1876387031337785,
1999,北京市,北京市,110000,东部,东南侧,2174.46,86.9784,839.3416,1245.9656,4.0,38.6,57.3,21513.0,10.23,1249.9,,,,1946.6603344005694,651.3968,421.4591,,14054.0,16808.0,389.1639,473.2769,,,,,,,,,,20.0,False,,3734.630898780045,,0.29956715690332314,0.19382242027905777,
2000,北京市,北京市,110000,东部,东南侧,2478.76,89.2354,944.4076,1445.1171,3.6,38.1,58.3,23527.0,11.0,1107.53,,,,1724.925770188545,670.5682,522.0737,,16350.0,16808.0,440.0076,538.6588,,,,,,,,,,20.0,False,,4218.467553841042,,0.2705256660588359,0.21061889815875678,
2001,北京市,北京市,110000,东部,东南侧,2845.65,93.0528,1030.6944,1721.9028,3.27,36.22,60.51,25542.0,10.7,1122.3,,,,1747.929348986126,1417.0733,783.8185,,19154.0,16800.0,490.8513,604.0406,,,,,,,,,,21.088,False,,5424.617476148989,,0.4979787746209126,0.27544445030133713,
2002,北京市,北京市,110000,东部,东南侧,3212.71,97.9877,1116.4167,1997.9843,3.05,34.75,62.19,28449.0,10.4,1136.3,,,,1769.7336890786196,1814.3,989.4,634.6,21854.0,16800.0,541.6951,669.4225,,,,,,,,,,22.176,False,,6967.68660234154,,0.5647257299911912,0.30796430427894206,
2003,北京市,北京市,110000,东部,东南侧,3663.1,98.1711,1311.7561,2252.8065,2.68,35.81,61.5,32061.0,10.7,1148.82,,,,1789.232998932764,2157.1,1202.4763,632.9718,25312.0,16800.0,592.5388,734.8043,12043.0934,20475.9796,,,,,,,,23.264,False,,8776.402272224463,,0.5888728126450274,0.32826739646747294,
2004,北京市,北京市,110000,东部,东南侧,4283.31,102.7994,1610.5246,2569.986,2.4,37.6,60.0,37058.0,13.23,1162.89,,,,1811.1463607257206,2528.3,1473.2859,775.989,29674.0,16800.0,744.4874,898.2756,13577.4452,23781.3488,,,,,,,,24.352,False,,10865.88215861324,,0.5902678069063411,0.3439596713756417,
2005,北京市,北京市,110000,东部,东南侧,6886.3101,97.7856,2026.6411,4761.8834,1.42,29.43,69.15,45444.0,11.8,1180.7,,,,1838.8845962291,2827.2,1525.0,779.5,34191.0,16410.0,919.2098,1058.3114,15335.4632,28970.012,,,,,,,,25.439999999999998,False,,13149.788050682579,,0.41055368679955323,0.22145386685389032,
2006,北京市,北京市,110000,东部,东南侧,7870.2835,98.3785,2191.0869,5580.818,1.25,27.84,70.91,50467.0,12.8,1197.6,,,,1865.2055496264672,3371.5013,1719.865,863.6238,40117.0,16411.0,1117.1514,1296.8389,14884.8355,30373.2938,,,,,0.0,50.0,50.0,26.528,False,,15863.79994814845,,0.42838371705415695,0.21852643554708037,0.006353011298767065
2007,北京市,北京市,110000,东部,东南侧,9353.32,101.0159,2509.4958,6742.8084,1.08,26.83,72.09,58204.0,13.34,1213.26,,,,1889.5952614727855,3966.5657,1995.8206,991.6637,46508.0,16411.0,1492.638,1649.5023,17151.0538,34286.2942,,,,,0.0,113.0,113.0,27.616,False,,19037.175650741025,,0.4240810428810305,0.2133809812986191,0.012081271676794979
2008,北京市,北京市,110000,东部,东南侧,10488.05,113.2709,2693.3312,7682.4966,1.08,25.68,73.25,63029.0,8.95,1299.85,,,,2024.4551049448594,3848.5466,1908.7387,940.5586,56328.0,16411.0,1837.3238,1959.2857,19281.1049,40512.6722,,,,,0.0,123.0,123.0,28.704,False,,21933.863468203974,,0.36694586696287684,0.18199176205300321,0.011727632877417633
2009,北京市,北京市,110000,东部,东南侧,12153.0,117.8841,2855.955,9179.1609,0.97,23.5,75.53,70452.0,10.2,1245.83,,,,1940.3215012451083,4858.4051,2337.7124,906.6168,58140.0,16411.0,2026.8089,2319.3658,24364.9662,52730.2569,,,,,0.0,228.0,228.0,29.791999999999998,False,,25695.575394793774,,0.3997700238624208,0.19235681724677034,0.018760799802517897
2010,北京市,北京市,110000,东部,东南侧,14113.58,124.1995,3388.6706,10600.7099,0.88,24.01,75.11,75943.0,10.3,1257.8,,,,1958.9642120241906,5493.5179,2901.0686,1508.9501,65682.0,16411.0,2353.9301,2717.3174,28175.0343,62041.8389,24535.0,24535.0,,58tc,0.0,480.0,480.0,30.88,False,148419.12127693775,29904.314525054084,4.963134037150089,0.38923631707901185,0.2055515751496077,0.034009797655874696
2011,北京市,北京市,110000,东部,东南侧,16251.93,136.5162,3752.5706,12362.8432,0.84,23.09,76.07,81658.0,8.1,1277.9,,,,1990.2690145855568,5851.5201,3036.334,1778.307,75835.0,16411.0,3006.2751,3245.2264,31791.2891,69883.8733,24964.0,24964.0,,58tc,0.0,742.1,742.1,31.968,False,158833.24993418792,34260.618898801375,4.636029792787683,0.36005078166100885,0.18682913352444908,0.045662269035123826
2012,北京市,北京市,110000,东部,东南侧,17879.4,150.187,4058.6238,13670.5892,0.84,22.7,76.46,87475.0,7.73,1297.5,,,,2020.795090715048,6416.5795,3153.4419,1627.9851,85306.0,16411.0,3314.934,3685.3076,34517.9846,77876.0,29916.0,29916.0,,58tc,0.0,1060.6,1060.6,33.056,False,199837.092574873,38964.1674538613,5.1287402152633295,0.3588811425439332,0.17637291519849657,0.059319663970826754
2013,北京市,北京市,110000,东部,东南侧,19500.56,161.8546,4352.525,14986.1804,0.83,22.32,76.85,93213.0,9.07,1316.3,,,,2050.0752045535396,6982.6696,3483.4045,1724.561,93997.0,16411.0,3661.1097,4173.6563,38221.4492,83761.298,40019.0,40019.0,,58tc,0.0,1324.8,1324.8,34.144,False,280124.06689589436,43998.62868116824,6.366654491115758,0.35807533732364605,0.1786309982892799,0.06793651054123573
2014,北京市,北京市,110000,东部,东南侧,21330.83,159.9812,4545.5999,16627.382,0.75,21.31,77.95,99995.0,7.3,1333.4,,,,2076.707648523657,7511.4785,3911.3411,1962.0321,103400.0,16411.0,4027.1609,4524.669,42445.299,90545.8756,36995.0,36995.0,,58tc,105.0,1762.7,1867.7,35.232,False,270679.7030473699,49310.17574710982,5.4893274855795875,0.35214187633580124,0.18336563087324778,0.08755871196760745
2015,北京市,北京市,110000,东部,东南侧,23014.59,140.389,4543.0801,18331.1209,0.61,19.74,79.65,106497.0,6.9,1345.2,,,,2095.085592315902,7940.9699,4236.3473,1962.685,113073.0,16411.0,4723.8597,5737.7011,48853.1687,122284.2876,39121.0,39121.0,,58tc,1283.0,2118.3,3401.3,36.32,False,297685.41543578915,54785.63685975432,5.433639773100269,0.34504068506108515,0.18407224721361537,0.1477888591541279
2016,北京市,北京市,110000,东部,东南侧,25669.13,130.9126,4943.8744,20594.343,0.51,19.26,80.23,118198.0,6.8,1363.0,,,,2122.8082532906437,7888.7,4045.4,1951.0,122749.0,16411.0,5081.2595,6406.6737,56618.8715,132791.9063,57136.0,57136.0,,58tc,2449.3981,2385.8,4835.1981,37.408,False,453717.03964434116,59935.0550167666,7.570144709426154,0.30732245307885386,0.15759786171171364,0.18836626328979594
2017,北京市,北京市,110000,东部,东南侧,28014.94,120.4642,5325.6401,22568.8357,0.43,19.01,80.56,128994.0,6.7,1359.0,,,,2116.5784418356457,9380.382570078997,3692.5,1694.6697,134994.0,16406.0,5430.7875,6819.4936,63382.5,137952.1,57305.0,57305.0,,58tc,3519.4154,2276.94998,5796.36538,38.495999999999995,True,466920.01508511417,66318.68483600726,7.040549978331344,0.3348350048252467,0.13180467279244576,0.20690265194214233
2018,北京市,北京市,110000,东部,东南侧,30319.9787,118.2479,5648.612,24553.1188,0.39,18.63,80.98,140211.0,6.6,1376.0,,,,2143.0551405193883,10152.190214315877,3873.3513,2026.0619,149843.0,16406.0,5785.9175,7467.524,70483.6718,157092.2324,59389.0,59389.0,,58tc,3950.4427,2848.086348,6798.529048,39.583999999999996,True,503801.01264882705,73154.94080852278,6.886766732099285,0.3348350048252467,0.1277491431746949,0.22422604960471165
2019,北京市,北京市,110000,东部,东南侧,35371.0,113.1872,5715.9536,29541.8592,0.32,16.16,83.52,164220.0,6.1,1397.0,,,,2175.761650658129,11843.4489556738,,,173205.0,16410.0,5817.0994,7408.2503,73575.94,164349.4898,58091.0,58091.0,,58tc,4959.4297,3394.569508,8353.999208,40.672,True,514062.23402077664,81340.64272377043,6.3198693396917385,0.3348350048252467,,0.23618216075315934
2020,北京市,北京市,110000,东部,东南侧,36103.0,108.309,5715.1049,30279.5861,0.3,15.83,83.87,164889.0,1.2,1405.5,2189.0,1916.0,,2189.0,12088.548179205882,,,185026.0,,5483.8866,7116.1762,81035.193,181105.5634,57830.0,57830.0,,58tc,6047.4789,3776.8517,9824.3306,41.76,True,528639.29712,89362.15876678779,5.915695238513791,0.3348350048252467,,0.2721195080741212
2021,北京市,北京市,110000,东部,东南侧,40270.0,112.756,7268.735,32888.509,0.28,18.05,81.67,183980.0,8.5,1414.0,2188.0,,,2188.0,13483.805644312684,,,201504.0,,5932.308,7205.1201,86077.5028,192104.3104,58688.0,58688.0,,58tc,8755.038,3786.12752,12541.16552,42.01,True,539447.654144,98377.85647276108,5.483425574467184,0.3348350048252467,,0.3114270057114477
2022,北京市,北京市,110000,东部,东南侧,41611.0,112.3497,6603.6657,34894.9846,0.27,15.87,83.86,190313.0,0.7,1428.0,2187.0,,,2187.0,13932.81938578334,,,,,5714.3582,7469.1549,95496.8928,212446.7258,59675.0,59675.0,,58tc,10550.1739,1779.77983,12329.95373,42.26,True,551531.98485,107391.78303490636,5.135700043929166,0.3348350048252467,,0.29631476604743934
2023,北京市,北京市,110000,东部,东南侧,43761.0,105.0264,6524.7651,37131.2085,0.24,14.91,84.85,200278.0,5.2,,2186.0,,87.83,2186.0,14652.714646157621,,,,,6181.097,7971.6333,108601.1627,240438.6126,59261.0,59261.0,,58tc,11361.3966,1299.021,12660.4176,42.51,True,550693.865046,116674.90852931865,4.7198996938370765,0.3348350048252467,,0.2893082333584699
1990,天津市,天津市,120000,东部,东南侧,300.31,30.77,179.97,89.57,10.246,59.928,29.826,3477.0,,870.46,,,,1068.4318761061947,72.082,,,,11305.0,44.8824,40.1953,,,,,,,,,,20.0,False,,205.94857142857143,,0.24002530718257797,,
1991,天津市,天津市,120000,东部,东南侧,337.35,29.26,189.01,119.07,8.673,56.028,35.296,3880.0,,876.55,,,,1075.9069469026547,108.8632,,,,11305.0,58.0916,47.4742,,,,,,,,,,20.0,False,,304.5143428571429,,0.32270105231954943,,
1992,天津市,天津市,120000,东部,东南侧,466.6133,35.0167,260.7,170.89,7.921,55.927,36.15,5507.0,,882.72,,,,1083.4802123893805,134.847,,,,11305.0,63.0548,46.5235,,,,,,,,,,20.0,False,,424.13562571428577,,0.2889909053171009,,
1993,天津市,天津市,120000,东部,东南侧,595.8767,40.7733,332.39,222.71,7.169,55.826,37.004,7135.0,,887.73,,,,1089.6296548672567,153.6546,,,,11305.0,74.9605,51.2658,,,,,,,,,,20.0,False,,556.5834444285714,,0.25786307804953607,,
1994,天津市,天津市,120000,东部,东南侧,725.14,46.53,404.08,274.53,6.417,55.724,37.859,8762.0,,894.52,,,,1097.9639292035397,222.572,,,5364.0,11305.0,87.9174,77.3469,,,,,,,,,,20.0,False,,751.3262722071428,,0.3069365915547343,,
1995,天津市,天津市,120000,东部,东南侧,920.11,63.4876,501.46,356.0826,6.9,54.5,38.7,10390.0,14.9,898.58,,,,1102.9473097345133,266.8991,69.4364,,6501.0,11920.0,100.8743,103.4281,,,,,,,,,,20.0,False,,980.6590585967856,,0.29007303474584556,0.07546532479812197,
1996,天津市,天津市,120000,东部,东南侧,1102.4,70.5536,584.272,447.5744,6.4,53.0,40.6,12017.0,14.3,898.45,,,,1102.7877433628319,289.4065,71.5103,,7394.0,11920.0,113.8312,129.5092,,,,,,,,,,20.0,False,,1221.0326056669462,,0.26252403846153843,0.06486783381712627,
1997,天津市,天津市,120000,东部,东南侧,1240.4,74.548,643.8916,521.9603,6.01,51.91,42.08,13645.0,12.05,899.8,,,,1104.4447787610618,498.6552,80.8041,,8238.0,11920.0,126.7881,155.5903,,,,,,,,,,20.0,False,,1658.6361753835988,,0.40201160915833595,0.06514358271525314,
1998,天津市,天津市,120000,东部,东南侧,1336.38,73.5009,660.1717,602.7074,5.5,49.4,45.1,15272.0,9.3,905.09,,,,1110.9379026548672,503.5649,106.7035,,9948.0,11920.0,139.745,181.6714,,,,,,,,,,20.0,False,,2079.269266614419,,0.37681265807629566,0.0798451787665185,
1999,天津市,天津市,120000,东部,东南侧,1450.06,71.0529,711.9795,667.0276,4.9,49.1,46.0,16900.0,10.04,910.17,,,,1117.1732654867255,503.5568,116.9569,,11123.0,11920.0,152.7019,207.7526,,,,,,,,,,20.0,False,,2478.862603283698,,0.34726618208901705,0.08065659352026813,
2000,天津市,天津市,120000,东部,东南侧,1639.36,73.7712,819.68,745.9088,4.5,50.0,45.5,18527.0,10.8,912.0,,,,1119.4194690265485,535.0412,133.9294,,12481.0,11920.0,165.6588,233.8337,,,,,,,,,,20.0,False,,2889.960673119513,,0.32637199882881124,0.08169614971696272,
2001,天津市,天津市,120000,东部,东南侧,1840.1,78.5723,904.5932,856.9346,4.27,49.16,46.57,20155.0,11.65,913.98,,,,1121.8497876106194,622.6043,161.2662,,14308.0,11920.0,178.6157,259.9148,,,,,,,,,,21.088,False,,3368.0669394635374,,0.3383535133960111,0.087639910874409,
2002,天津市,天津市,120000,东部,东南侧,2051.16,84.0976,1001.9917,965.2759,4.1,48.85,47.06,22380.0,12.5,919.05,,,,1128.0728761061946,714.764,175.8446,103.1788,16258.0,11920.0,191.5726,285.996,,,,,,,,,,22.176,False,,3914.4275924903604,,0.3484681838569395,0.08572934339593206,
2003,天津市,天津市,120000,东部,东南侧,2447.66,89.5844,1245.3694,1112.7062,3.66,50.88,45.46,26532.0,14.8,926.0,,,,1136.6035398230088,1046.6915,211.3876,150.9252,18648.0,11920.0,204.5295,312.0771,3426.02,4033.51,,,,,,,,23.264,False,,4765.397712865843,,0.42762945016873255,0.08636313867122068,
2004,天津市,天津市,120000,东部,东南侧,2931.88,104.9613,1560.0533,1266.5722,3.58,53.21,43.2,31550.0,15.7,932.55,,,,1144.6432300884956,1258.9831,263.9165,175.2377,21892.0,11920.0,246.18,375.0212,3838.59,4750.28,,,,,,,,24.352,False,,5786.110927222549,,0.42941153798927645,0.09001613299316479,
2005,天津市,天津市,120000,东部,东南侧,3697.62,112.4076,2051.0698,1534.1425,3.04,55.47,41.49,35783.0,14.7,939.31,,,,1152.940681415929,1516.8405,327.5403,234.924,25271.0,11920.0,331.8507,442.1207,4417.45,5684.4,,,,,,,,25.439999999999998,False,,7013.645880861422,,0.41022076362633264,0.08858138478264398,
2006,天津市,天津市,120000,东部,东南侧,4359.15,118.133,2488.2028,1752.8142,2.71,57.08,40.21,41163.0,14.5,948.89,,,,1164.6994955752211,1849.7987,402.3184,315.9523,28683.0,11917.0,417.0479,543.1219,5106.94,6531.94,,,,,0.0,40.5,40.5,26.528,False,,8512.76228681835,,0.42434848536985426,0.0922928552584793,0.009290802105915145
2007,天津市,天津市,120000,东部,东南侧,5050.4,110.0987,2892.3641,2047.4322,2.18,57.27,40.54,46122.0,15.2,959.1,,,,1177.231592920354,2388.6353,505.2956,342.8187,34938.0,11760.0,540.439,674.3262,6543.83,8242.07,,,,,0.0,74.0,74.0,27.616,False,,10475.759472477432,,0.4729596269602408,0.10005060985268494,0.014652304767939174
2008,天津市,天津市,120000,东部,东南侧,6354.38,122.6395,3820.8887,2410.8518,1.93,60.13,37.94,55473.0,16.5,968.87,,,,1189.2236194690265,3404.1057,653.7248,459.3327,41394.0,11760.0,675.6186,867.7245,7689.12,9954.16,,,,,0.0,88.0,88.0,28.704,False,,13356.07719885356,,0.5357101243551692,0.10287782600348105,0.01384871537427727
2009,天津市,天津市,120000,东部,东南侧,7521.85,128.6236,3988.0849,3405.1415,1.71,53.02,45.27,62574.0,16.5,979.84,,,,1202.6885663716814,5006.3247,735.1836,494.8563,45075.0,11760.0,821.9916,1124.2778,11152.19,13887.11,,,,,0.0,258.7,258.7,29.791999999999998,False,,17694.59803891088,,0.6655709300238638,0.09773973158199112,0.03439313466766819
2010,天津市,天津市,120000,东部,东南侧,9224.46,145.7465,4840.0742,4238.6394,1.58,52.47,45.95,72994.0,17.4,984.85,,,,1208.8380088495576,6511.42,866.6424,565.3883,52964.0,11760.0,1068.8093,1376.8395,13774.11,16499.25,12296.0,12296.0,,58tc,0.0,471.7,471.7,30.88,False,45899.637220242126,23321.288136965333,1.9681433096951901,0.7058863066239108,0.09395047514976487,0.05113578464213624
2011,天津市,天津市,120000,东部,东南侧,11307.28,159.4326,5928.4069,5219.4404,1.41,52.43,46.16,85213.0,16.4,996.4,,,,1223.0148672566372,7483.6973,1080.0492,689.0818,55636.0,11760.0,1455.1299,1796.3333,14897.72,16910.52,12630.0,12630.0,,58tc,0.0,618.7,618.7,31.968,False,49379.9395061692,29638.921030117064,1.666050510273051,0.661847703426465,0.09551803793662135,0.05471696110824177
2012,天津市,天津市,120000,东部,东南侧,12893.88,171.4886,6663.5572,6058.8342,1.33,51.68,46.99,93173.0,13.8,993.2,,,,1219.0870796460176,8340.2588,1259.9969,843.0526,65398.0,11760.0,1760.0201,2143.2125,17392.06,19675.68,12690.0,12690.0,,58tc,0.0,1035.7,1035.7,33.056,False,51138.34283856425,36497.233778611204,1.4011566780311253,0.6468385621705801,0.09772053873620665,0.08032492934632555
2013,天津市,天津市,120000,东部,东南侧,14370.16,188.2491,7277.049,6904.8619,1.31,50.64,48.05,99607.0,11.45,1004.0,,,,1232.3433628318585,10091.0313,1480.8152,1275.322,68863.0,11917.0,2079.0716,2549.2061,19453.3091,22684.5862,14402.0,14402.0,,58tc,0.0,1783.3,1783.3,34.144,False,60599.4851903207,44763.40338968064,1.353772961872036,0.7022212209189043,0.1030479270933657,0.12409743524080455
2014,天津市,天津市,120000,东部,东南侧,15726.93,201.3047,7765.958,7759.6673,1.28,49.38,49.34,105231.0,10.0,1016.7,,,,1247.9317699115045,11626.2649,1699.6496,1122.2553,84833.0,11917.0,2390.3518,2884.6993,21715.9863,23959.4223,14841.0,14841.0,,58tc,0.0,2748.6,2748.6,35.232,False,65251.62077561458,54151.49812019661,1.204982743612739,0.7392583867290056,0.10807256088759853,0.17477028256627325
2015,天津市,天津市,120000,东部,东南侧,16538.19,208.3812,7703.4889,8624.6661,1.26,46.58,52.15,107960.0,9.3,1026.9,,,,1260.451592920354,13048.0,1871.55,1250.53,84187.0,11917.0,2667.11,3232.35,24500.9122,27145.9275,15428.0,15428.0,,58tc,565.0,3347.05,3912.05,36.32,False,70628.7697416892,64491.923214186776,1.095156823081878,0.7889617908610314,0.11316534638917561,0.23654644190204616
2016,天津市,天津市,120000,东部,东南侧,17885.39,219.9903,7570.8856,10094.5141,1.23,42.33,56.44,115053.0,9.1,1044.0,,,,1281.4407079646016,12756.3593,2300.01,1598.27,87806.0,11917.0,2723.5,3699.43,27367.9661,29041.3611,23034.0,23034.0,,58tc,2232.33,3904.95,6137.28,37.408,False,110416.09106375361,74023.68635347743,1.4916318884268396,0.7132279083654313,0.12859713990022026,0.34314487970348984
2017,天津市,天津市,120000,东部,东南侧,18549.19,168.7976,7594.0384,10786.354,0.91,40.94,58.15,119238.0,3.6,1050.0,,,,1288.8053097345132,13859.015473841435,2233.3936,1559.7031,96965.0,11917.0,2310.1109,3280.8795,30103.0457,29746.1601,22027.0,22027.0,,58tc,3081.03,3863.26,6944.29,38.495999999999995,True,109284.42564063713,84181.517509645,1.2981997577807503,0.747149361985156,0.12040383434532721,0.3743716032883377
2018,天津市,天津市,120000,东部,东南侧,18809.64,173.0487,7610.3803,11026.211,0.92,40.46,58.62,120711.0,3.6,1082.0,,,,1328.083185840708,14053.61052517047,2424.4892,1863.4979,103931.0,11760.0,2106.189,3104.5305,32539.425,29910.5294,22010.0,22010.0,,58tc,4026.75,4317.59,8344.34,39.583999999999996,True,115708.4294671292,94026.05215933321,1.2305996775346242,0.747149361985156,0.12889609795828097,0.44362039890183974
2019,天津市,天津市,120000,东部,东南侧,14104.0,184.7624,4968.8392,8950.3984,1.31,35.23,63.46,90371.0,4.8,1108.0,,,,1359.9964601769911,10537.79460143864,2727.8199,2200.0095,111602.0,11967.0,2410.252,3508.7128,34874.0384,30699.803,20786.0,20786.0,,58tc,4946.76,4652.905,9599.665,40.672,True,114975.21485246299,99862.54415280519,1.1513347254255115,0.747149361985156,0.19340753686897333,0.6806342172433353
2020,天津市,天津市,120000,东部,东南侧,14084.0,209.8516,4804.0524,9068.6876,1.49,34.11,64.39,101614.0,1.5,1130.0,1387.0,1174.0,,1387.0,10522.851614198937,,,118918.0,,1923.1103,3151.3505,37690.4382,33037.6393,20329.0,20329.0,,58tc,6355.84,4794.59274,11150.43274,41.76,True,117747.844848,105392.26855936386,1.117234181003293,0.7471493619851559,,0.7917092260721386
2021,天津市,天津市,120000,东部,东南侧,15695.0,224.4385,5854.235,9614.757,1.43,37.3,61.26,113732.0,6.6,1152.0,1379.0,,,1379.0,11726.509236357024,,,128171.0,,2141.0606,3152.5478,40043.3925,34700.9481,18494.0,18494.0,,58tc,7879.703,3384.993984,11264.69698,42.01,True,107139.052426,111849.16436775269,0.9578887158578481,0.747149361985156,,0.717725197833705
2022,天津市,天津市,120000,东部,东南侧,16311.0,272.3937,6038.3322,9998.643,1.67,37.02,61.3,119235.0,0.96,1161.0,1372.0,,,1372.0,12186.75324333988,,,,,1846.6866,2729.8298,41650.3164,39342.6689,16748.0,16748.0,,58tc,8641.7995,3550.353242,12192.15274,42.26,True,97106.109856,118443.45939270493,0.8198520235215359,0.747149361985156,,0.7474803960517442
2023,天津市,天津市,120000,东部,东南侧,16737.0,267.792,5981.8038,10485.7305,1.6,35.74,62.65,122752.0,4.27,,1364.0,,85.49,1364.0,12505.038871545556,,,,,2027.5112,3280.4209,43665.647,43429.902,16670.0,16670.0,,58tc,11111.5826,3669.714,14781.2966,42.51,True,96658.72788,125026.32529461524,0.773107004882619,0.747149361985156,,0.8831508992053534
1990,河北省,石家庄市,130100,东部,东南侧,73.5,9.46,41.74,22.3,12.871,56.789,30.34,2632.0,,283.51,,,,303.0577650974798,17.0533,,,,3255.0,11.0257,4.9719,,,,,,,,,,20.0,False,,48.72371428571429,,0.23201768707482992,,
1991,河北省,石家庄市,130100,东部,东南侧,84.38,9.63,49.54,25.2,11.413,58.711,29.865,2960.0,,286.5,,,,306.25392296718974,17.8123,,,,3255.0,12.0451,5.5986,,,,,,,,,,20.0,False,,64.09982857142857,,0.21109623133443944,,
1992,河北省,石家庄市,130100,东部,东南侧,113.79,34.6362,101.9382,58.8126,14.368,55.649,29.975,3880.0,,290.01,,,,310.00593437945787,26.9234,,,,9552.0,13.6336,11.8043,,,,,,,,,,20.0,False,,87.81823714285714,,0.2366060286492662,,
1993,河北省,石家庄市,130100,东部,东南侧,282.5,59.6425,154.3363,92.4252,17.324,52.588,30.085,4799.0,,827.31,,,,884.3522967189728,62.4324,,,,15848.0,23.6414,16.7891,,,,,,,,,,20.0,False,,145.85972528571426,,0.22099964601769911,,
1994,河北省,石家庄市,130100,东部,东南侧,417.421,84.6487,206.7345,126.0378,20.279,49.527,30.194,5719.0,,835.65,,,,893.2673323823109,78.2414,,,4406.0,15848.0,14.4688,18.5721,,,,,,,,,,20.0,False,,216.80813902142853,,0.18744001859034404,,
1995,河北省,石家庄市,130100,东部,东南侧,540.3093,105.9006,258.2678,176.1408,19.6,47.8,32.6,6639.0,22.7,846.27,,,,904.6195720399429,114.7323,15.0504,,5262.0,15848.0,19.2551,23.5109,,,,,,,,,,20.0,False,,320.7000320703571,,0.21234559538397726,0.0278551562965879,
1996,河北省,石家庄市,130100,东部,东南侧,656.4068,124.0609,310.4804,221.8655,18.9,47.3,33.8,7558.0,15.8,854.58,,,,913.5025392296719,131.3169,16.5393,,5726.0,15848.0,23.4915,28.8763,,,,,,,,,,20.0,False,,435.98193046683923,,0.20005414325384807,0.025196722520242024,
1997,河北省,石家庄市,130100,东部,东南侧,781.3998,140.5738,365.5388,275.2871,17.99,46.78,35.23,8478.0,15.81,860.19,,,,919.4993437945792,298.1487,16.3923,,6256.0,15848.0,26.9364,32.7669,,,,,,,,,,20.0,False,,712.3315339434973,,0.3815571747010941,0.020978121571057478,
1998,河北省,石家庄市,130100,东部,东南侧,845.8583,145.4876,389.9407,310.43,17.2,46.1,36.7,9398.0,13.7,867.27,,,,927.0675035663337,225.9956,17.6376,,6970.0,15848.0,32.54,39.8957,,,,,,,,,,20.0,False,,902.7105572463224,,0.26717902986824155,0.020851719490132092,
