year,province,city,city_code,region,huhuanyong,gdp_100m,gdp_primary_100m,gdp_secondary_100m,gdp_tertiary_100m,primary_share_pct,secondary_share_pct,tertiary_share_pct,gdp_per_capita,gdp_growth_pct,hukou_pop_10k,resident_pop_10k,urban_pop_10k,urbanization_rate_pct,pop_10k,fai_100m,re_invest_100m,res_invest_100m,avg_wage,land_area_km2,fiscal_revenue_100m,fiscal_expenditure_100m,loan_balance_100m,deposit_balance_100m,house_price,price_58,price_ajk,price_source,gov_bond_balance,lgfv_bond_balance,total_bond_balance,per_capita_area_m2,fai_imputed,V_100m,K_100m,urban_q,fai_gdp_ratio,re_gdp_ratio,debt_gdp_ratio
1990,湖南省,娄底市,431300,中部,东南侧,38.0938,,,,,,,2296.0,,30.13,,,,25.55878183831672,1.939,,,,430.0,0.5265,0.5004,,,,,,,,,,20.0,False,,5.540000000000001,,0.05090067150034914,,
1991,湖南省,娄底市,431300,中部,东南侧,41.3186,,,,,,,2762.0,,30.92,,,,26.228925802879292,3.0007,,,,430.0,0.567,0.607,,,,,,,,,,20.0,False,,8.2637,,0.07262346739724966,,
1992,湖南省,娄底市,431300,中部,东南侧,50.0842,,,,,,,2937.0,,32.95,,,,27.95094130675526,3.1783,,,,430.0,0.6718,0.6932,,,,,,,,,,20.0,False,,11.028815,,0.06345913481696823,,
1993,湖南省,娄底市,431300,中部,东南侧,76.2144,,,,,,,3111.0,,34.45,,,,29.223366555924695,4.9757,,,,430.0,1.2567,1.1965,,,,,,,,,,20.0,False,,15.453074249999998,,0.06528556283327035,,
1994,湖南省,娄底市,431300,中部,东南侧,106.4855,26.8432,54.0524,25.5899,25.208,50.76,24.031,3286.0,,36.09,,,,30.614551495016613,7.2896,,,5328.0,430.0,3.9888,6.7653,,,,,,,,,,20.0,False,,21.970020537499998,,0.06845626869385972,,
1995,湖南省,娄底市,431300,中部,东南侧,144.29,10.3889,87.0069,46.8942,7.2,60.3,32.5,3460.0,-7.4,36.79,,,,31.208349944629013,6.3985,0.31,,5527.0,430.0,4.6957,7.4585,,,,,,,,,,20.0,False,,27.270019510624998,,0.04434472243398711,0.0021484510361078385,
1996,湖南省,娄底市,431300,中部,东南侧,169.39,15.7533,97.9074,55.7293,9.3,57.8,32.9,3635.0,12.7,37.37,,,,31.70035437430786,6.7148,0.3543,,5950.0,430.0,5.4636,8.1849,,,,,,,,,,20.0,False,,32.62131853509375,,0.03964106499793377,0.002091622882106382,
1997,湖南省,娄底市,431300,中部,东南侧,190.0695,16.9352,105.9447,67.1896,8.91,55.74,35.35,3809.0,6.72,156.94,,,,133.12961240310077,10.5319,0.864,,6284.0,2992.0,5.763,8.5771,,,,,,,,,,20.0,False,,41.522152608339056,,0.055410783950081414,0.004545705649775477,
1998,湖南省,娄底市,431300,中部,东南侧,176.9771,28.1453,98.6997,61.987,14.955,52.27,32.825,3984.0,0.75,276.52,,,,234.56735326688812,14.3489,1.3737,,6618.0,5555.0,6.69,9.99,,,,,,,,,,20.0,False,,53.7949449779221,,0.08107772135490976,0.007762021188052012,
1999,湖南省,娄底市,431300,中部,东南侧,187.4071,39.3555,91.4547,56.7844,21.0,48.8,30.3,4159.0,-5.22,396.09,,,,335.996611295681,18.166,1.8834,,6952.0,8117.0,7.14,11.44,,,,,,,,,,20.0,False,,69.271197729026,,0.09693336058238988,0.0100497793306657,
2000,湖南省,娄底市,431300,中部,东南侧,168.5355,40.28,66.7401,61.684,23.9,39.6,36.6,4333.0,-11.2,399.03,,,,338.4905647840531,40.9925,2.275,,7728.0,4117.0,7.58,11.42,,,,,,,,,,20.0,False,,106.80013784257469,,0.24322768793518276,0.013498639752455712,
2001,湖南省,娄底市,431300,中部,东南侧,180.0628,40.01,70.9087,69.1621,22.22,39.38,38.41,4508.0,-1.8,399.88,,,,339.2116057585825,38.3082,1.5346,,8941.0,8117.0,8.04,14.55,,,,,,,,,,21.088,False,,139.76833095044594,,0.21274910753359383,0.008522582121348774,
2002,湖南省,娄底市,431300,中部,东南侧,189.2986,38.5412,75.4923,75.2651,20.36,39.88,39.76,4720.0,7.6,402.16,,,,341.14569213732005,36.0292,2.0054,0.9252,9996.0,8117.0,8.46,17.91,,,,,,,,,,22.176,False,,168.80911440292365,,0.19032998659261086,0.010593844856750129,
2003,湖南省,娄底市,431300,中部,东南侧,211.2509,39.187,89.0634,83.0005,18.55,42.16,39.29,5242.0,9.0,403.89,,,,342.6132225913621,77.669,4.0099,1.4372,11001.0,8117.0,9.1331,19.86,148.0016,209.1627,,,,,,,,23.264,False,,238.03765868277748,,0.3676623389533488,0.0189816942791723,
2004,湖南省,娄底市,431300,中部,东南侧,267.2073,54.2698,120.083,92.8545,20.31,44.94,34.75,7103.0,13.2,405.1,,,,343.63964562569214,93.1528,5.3402,2.0606,13010.0,8117.0,10.6023,24.3607,159.87,242.11,,,,,,,,24.352,False,,319.2885757486386,,0.34861622418249805,0.01998523243938321,
2005,湖南省,娄底市,431300,中部,东南侧,311.1113,58.2089,143.609,109.2934,18.71,46.16,35.13,8193.0,12.1,407.48,,,,345.6585603543743,117.3567,8.8814,4.002,13978.0,8117.0,12.2731,28.3852,159.1091,282.1822,,,,,,,,25.439999999999998,False,,420.68084696120667,,0.3772177352606607,0.028547339810543682,
2006,湖南省,娄底市,431300,中部,东南侧,359.1162,63.2404,172.304,123.5719,17.61,47.98,34.41,9330.0,12.5,412.04,,,,349.5267331118494,115.7569,16.205,7.5311,16324.0,8117.0,15.3227,36.737,185.0919,328.026,,,,,,,,26.528,False,,515.4037046131464,,0.32233828493395733,0.04512466995362503,
2007,湖南省,娄底市,431300,中部,东南侧,423.3519,64.3495,213.5387,145.4637,15.2,50.44,34.36,11493.0,14.4,416.12,,,,352.9877297895902,119.6852,18.3522,7.4611,27075.0,8117.0,19.0475,55.0618,184.3897,332.1365,,,,,,,,27.616,False,,609.318719382489,,0.2827085457748034,0.04334975229826534,
2008,湖南省,娄底市,431300,中部,东南侧,528.4038,96.2223,266.2098,165.9188,18.21,50.38,31.4,13509.0,11.0,423.79,,,,359.4940642303433,119.8214,18.1312,7.3266,19395.0,8117.0,22.3329,64.5149,244.5544,486.962,,,,,,,,28.704,False,,698.6741834133645,,0.22676104903106295,0.03431315217642265,
2009,湖南省,娄底市,431300,中部,东南侧,568.3129,92.0667,288.9303,187.3159,16.2,50.84,32.96,14454.0,12.76,420.53,,,,356.72866002214835,313.4765,28.172,19.0384,18778.0,8117.0,28.1081,125.4632,338.0544,584.1709,,,,,,,,29.791999999999998,False,,977.2169742426962,,0.5515913856609624,0.04957128370656376,
2010,湖南省,娄底市,431300,中部,东南侧,678.7067,99.7699,364.8727,214.0641,14.7,53.76,31.54,17569.0,14.3,432.99,,,,367.29827242524914,331.2987,28.9745,19.3651,18604.0,8117.0,30.0079,105.3211,399.3196,655.7512,,,,,,,,30.88,False,,1259.6548255305613,,0.48813235525743304,0.04269075286865446,
2011,湖南省,娄底市,431300,中部,东南侧,847.2625,131.7493,466.3333,249.0952,15.55,55.04,29.4,22362.0,13.1,435.8,,,,369.68194905869325,425.247,52.3288,34.7337,31068.0,8117.0,39.5638,131.3666,452.7861,772.087,,,,,0.0,12.0,12.0,31.968,False,,1621.9190842540334,,0.5019070240922973,0.06176220474764314,0.01416326109086617
2012,湖南省,娄底市,431300,中部,东南侧,1002.6518,149.8964,552.0601,300.6953,14.95,55.06,29.99,26367.0,11.91,437.8,,,,371.37851605758584,581.9096,81.1355,54.4426,34914.0,8119.0,51.8262,165.2037,530.3487,903.1698,,,,,0.0,25.0,25.0,33.056,False,,2122.7327300413317,,0.5803705733136867,0.0809209139204657,0.024933880336124665
2013,湖南省,娄底市,431300,中部,东南侧,1118.1729,162.5823,604.5961,350.9945,14.54,54.07,31.39,25471.0,11.52,438.6,,,,372.0571428571429,787.5746,119.3643,77.8299,39423.0,8117.0,62.4077,189.1627,621.0906,1017.4488,,,,,0.0,25.0,25.0,34.144,False,,2804.170693539265,,0.704340625676047,0.10674941236726448,0.022357901895136253
2014,湖南省,娄底市,431300,中部,东南侧,1210.8581,175.2112,647.8091,387.8378,14.47,53.5,32.03,31509.0,8.1,444.9,,,,377.4013289036545,938.9378,109.7111,69.8362,41296.0,8109.0,58.9122,203.829,704.1588,1126.1046,,,,,0.0,55.0,55.0,35.232,False,,3602.899958862302,,0.775431737211817,0.09060607514621244,0.04542233313713639
2015,湖南省,娄底市,431300,中部,东南侧,1291.6626,189.2286,650.0938,452.3402,14.65,50.33,35.02,33444.0,7.59,447.7,,,,379.77652270210405,1108.3853,107.9409,68.9502,43986.0,8119.0,59.9218,237.7721,778.6661,1282.1828,3015.5,3003.0,3028.0,both,0.0,64.75,64.75,36.32,False,4159.424890484163,4531.140260919186,0.9179642763122904,0.85810745004152,0.08356741148965681,0.050129190084159746
2016,湖南省,娄底市,431300,中部,东南侧,1400.1393,206.1005,676.4073,517.7715,14.72,48.31,36.98,36058.0,7.6,453.0,,,,384.27242524916943,1199.9232,92.8895,65.1689,48530.0,8109.0,68.2471,267.5845,829.6268,1505.7575,3181.0,3168.0,3194.0,both,0.0,110.1,110.1,37.408,False,4572.643883311628,5504.506447873227,0.830709151967359,0.8570027282285412,0.06634304172449126,0.07863503295707791
2017,湖南省,娄底市,431300,中部,东南侧,1411.81,178.9926,687.3384,604.0154,12.29,46.82,40.895,36145.0,8.1,454.0,,,,385.1207087486157,1172.0573272321567,73.0503,53.3972,53301.0,8109.0,70.289,277.8358,890.2294,1716.1879,4724.0,4705.0,4743.0,both,0.0,105.75,105.75,38.495999999999995,True,7003.616654203321,6401.338452711723,1.0940862924122472,0.8301806384939593,0.05174230243446356,0.07490384683491405
2018,湖南省,娄底市,431300,中部,东南侧,1540.4137,151.8848,698.2695,690.2594,9.86,45.33,44.81,39249.0,8.6,455.0,,,,385.968992248062,1278.8216290108426,83.9293,63.1428,63427.0,8109.0,70.3006,303.2858,992.1602,1907.1248,5322.5,5301.0,5344.0,both,0.0,90.3,90.3,39.583999999999996,True,8131.820134573643,7360.093159086979,1.1048528814521688,0.8301806384939595,0.05448490882676517,0.05862061600724532
2019,湖南省,娄底市,431300,中部,东南侧,1641.0,174.4383,632.6055,833.4639,10.63,38.55,50.79,41675.0,8.1,455.0,,,,385.968992248062,1362.3264277685873,115.2379,87.1646,64347.0,8109.0,76.6996,320.875,1168.4222,1965.4987,5638.0,5614.0,5662.0,both,0.0,86.74,86.74,40.672,True,8850.60617475969,8354.414928901217,1.059392698361432,0.8301806384939594,0.07022419256550884,0.05285801340645947
2020,湖南省,娄底市,431300,中部,东南侧,1680.0,199.92,649.992,829.92,11.9,38.69,49.4,43913.0,4.0,451.5,383.0,180.0,,383.0,1394.7034726698519,,,69412.0,,80.6121,329.5235,1335.8719,2203.6465,5907.0,6007.0,5807.0,both,0.0,83.48,83.48,41.76,True,9447.703056,9331.397655126008,1.0124638778854422,0.8301806384939594,,0.049690476190476195
2021,湖南省,娄底市,431300,中部,东南侧,1826.0,203.9642,724.009,898.0268,11.17,39.65,49.18,47893.0,7.7,448.0,380.0,,,380.0,1515.9098458899698,,,75646.0,,90.7746,338.4372,1517.9629,2366.5476,5809.5,5765.0,5854.0,both,0.0,103.32,103.32,42.01,True,9274.16961,10380.737618259676,0.8934017938847403,0.8301806384939594,,0.05658269441401971
2022,湖南省,娄底市,431300,中部,东南侧,1929.0,219.906,757.1325,951.9615,11.4,39.25,49.35,51065.0,4.8,447.0,377.0,,,377.0,1601.4184516548478,,,,,91.7057,358.1206,1764.978,2759.6138,5524.0,5503.0,5545.0,both,0.0,134.22,134.22,42.26,True,8800.847848,11463.11918900154,0.7677533228865058,0.8301806384939594,,0.0695800933125972
2023,湖南省,娄底市,431300,中部,东南侧,1991.0,224.983,762.553,1003.464,11.3,38.3,50.4,53056.0,5.0,,374.0,,49.82,374.0,1652.889651241473,,,,,91.7022,360.4506,2049.2982,3071.9548,5195.0,5174.0,5216.0,both,0.0,181.0,181.0,42.51,True,8259.39543,12542.852880792936,0.6584941646447707,0.8301806384939594,,0.09090909090909091
1990,广东省,广州市,440100,东部,东南侧,319.6,25.73,136.3,157.57,8.051,42.647,49.302,5418.0,,594.25,,,,1132.883519837233,68.088,,,,7434.0,36.942,24.3132,,,,,,,,,,20.0,False,,194.53714285714284,,0.21304130162703375,,
1991,广东省,广州市,440100,东部,东南侧,386.67,28.17,179.92,178.58,7.285,46.531,46.184,6464.0,,602.22,,,,1148.077599186165,74.8863,,,,7434.0,48.4892,30.7096,,,,,,,,,,20.0,False,,259.6965857142857,,0.19366979595003492,,
1992,广东省,广州市,440100,东部,东南侧,510.7027,38.9874,272.1979,271.989,6.927,46.617,46.456,9618.0,,612.2,,,,1167.103560528993,117.1978,,,,7434.0,51.3492,32.2512,,,,,,,,,,20.0,False,,363.90955642857136,,0.22948341569370986,,
1993,广东省,广州市,440100,东部,东南侧,740.8369,49.8048,364.4758,365.398,6.569,46.703,46.728,12773.0,,623.66,,,,1188.951007121058,140.759,,,,7434.0,77.369,53.8187,,,,,,,,,,20.0,False,,486.4730786071427,,0.18999998515192748,,
1994,广东省,广州市,440100,东部,东南侧,976.1829,60.6222,456.7537,458.807,6.21,46.79,47.0,15927.0,,637.02,,,,1214.4206307222787,277.1821,,,8623.0,7434.0,62.87,73.74,,,,,,,,,,20.0,False,,739.3315246767855,,0.28394484271338905,,
1995,广东省,广州市,440100,东部,东南侧,1243.0697,73.3411,580.5135,589.215,5.9,46.7,47.4,19081.0,16.4,646.71,,,,1232.8937334689726,331.9599,209.1136,,10317.0,7434.0,97.08,111.24,,,,,,,,,,20.0,False,,1034.3248484429462,,0.26704850098107935,0.16822355174452405,
1996,广东省,广州市,440100,东部,东南侧,1444.9358,80.9164,674.785,687.7894,5.6,46.7,47.6,22236.0,12.4,656.05,,,,1250.6995930824007,339.2397,229.164,,11813.0,7434.0,85.24,121.91,,,,,,,,,,20.0,False,,1321.8483060207989,,0.23477838946200935,0.15859804982339007,
1997,广东省,广州市,440100,东部,东南侧,1646.2567,85.77,766.1679,794.3189,5.21,46.54,48.25,25390.0,13.39,666.49,,,,1270.602502543235,656.5767,237.4223,,13118.0,7434.0,97.72,138.99,,,,,,,,,,20.0,False,,1912.3325907197586,,0.3988300852473372,0.1442194889776303,
1998,广东省,广州市,440100,东部,东南侧,1841.6052,88.397,826.8807,926.3274,4.8,44.9,50.3,28544.0,13.1,674.14,,,,1285.1865310274668,758.8283,269.3689,,14692.0,7434.0,132.19,175.11,,,,,,,,,,20.0,False,,2575.5442611837707,,0.41204721837232,0.1462685379037809,
1999,广东省,广州市,440100,东部,东南侧,2056.7383,92.5532,939.9294,1024.2557,4.5,45.7,49.8,31699.0,13.18,685.0,,,,1305.8901322482197,878.2586,295.9027,,16671.0,7434.0,176.15,222.37,,,,,,,,,,20.0,False,,3325.025648124582,,0.42701524058748747,0.14386988368914022,
2000,广东省,广州市,440100,东部,东南侧,2375.9129,95.0365,1031.1462,1249.7302,4.0,43.4,52.6,34853.0,13.3,700.69,,,,1335.8016887080366,923.67,355.5816,,19675.0,7434.0,219.91,258.6,,,,,,,,,,20.0,False,,4082.444365718353,,0.3887642514167923,0.1496610418673176,
2001,广东省,广州市,440100,东部,东南侧,2685.7574,97.2244,1125.0638,1463.4692,3.62,41.89,54.49,38007.0,13.25,712.6,,,,1358.507019328586,978.2093,387.0207,,22772.0,7434.0,271.91,314.98,,,,,,,,,,21.088,False,,4856.531447432435,,0.3642210201114963,0.14410113884448386,
2002,广东省,广州市,440100,东部,东南侧,3001.476,102.9506,1227.0034,1671.2218,3.43,40.88,55.68,41884.0,13.2,720.62,,,,1373.7964191251272,1009.2421,426.3898,345.7617,26220.0,7434.0,245.87,326.67,,,,,,,,,,22.176,False,,5622.946975060813,,0.3362485990226142,0.14206003979375478,
2003,广东省,广州市,440100,东部,东南侧,3496.8787,109.802,1508.2038,1878.8729,3.14,43.13,53.73,48372.0,15.2,725.19,,,,1382.5087080366227,1175.1668,419.4806,317.2115,28805.0,7434.0,274.7707,370.0911,6127.2742,8676.7209,,,,,,,,23.264,False,,6516.966426307772,,0.3360616426300403,0.11995857906080641,
2004,广东省,广州市,440100,东部,东南侧,4115.8077,115.6542,1817.5407,2182.6128,2.81,44.16,53.03,56271.0,15.0,737.67,,,,1406.3006917599184,1348.9283,477.0315,346.6915,31593.0,7434.0,302.8692,408.3373,6535.3948,9613.5721,,,,,,,,24.352,False,,7540.046404992383,,0.327743276246847,0.11590228085729078,
2005,广东省,广州市,440100,东部,东南侧,5154.2283,130.402,2045.1978,2978.6285,2.53,39.68,57.79,69268.0,12.9,750.53,,,,1430.8171108850456,1519.1582,508.0846,348.5396,34328.0,7434.0,371.2633,438.4122,6908.0309,11085.2975,,,,,,,,25.439999999999998,False,,8682.202284742763,,0.29474018448115696,0.09857626989475807,
2006,广东省,广州市,440100,东部,东南侧,6073.8277,145.1645,2430.1385,3498.5248,2.39,40.01,57.6,63100.0,14.82,760.72,,,,1450.2434181078331,1696.3824,556.7893,360.6411,36770.0,7434.0,427.0831,506.7899,7931.782,12731.233,,,,,0.0,35.0,35.0,26.528,False,,9944.474570505625,,0.27929379689186773,0.09167024938820705,0.005762428855201144
2007,广东省,广州市,440100,东部,东南侧,7109.1814,150.0037,2806.7048,4152.4729,2.11,39.48,58.41,71808.0,14.9,773.48,,,,1474.5691963377417,1863.3437,703.8031,473.3817,40561.0,7434.0,523.7862,623.6917,9661.38,14783.46,,,,,0.0,25.0,25.0,27.616,False,,11310.594541980343,,0.2621038337831694,0.0989991759107455,0.0035165792787338356
2008,广东省,广州市,440100,东部,东南侧,8215.8151,167.6026,3199.2384,4848.9741,2.04,38.94,59.02,81233.0,12.33,784.14,,,,1494.891515768057,2105.6725,763.5376,516.4449,45702.0,7434.0,621.8355,713.3508,11079.55,16929.47,,,,,0.0,82.0,82.0,28.704,False,,12850.737314881326,,0.25629502056344966,0.09293510025560336,0.00998075041878681
2009,广东省,广州市,440100,东部,东南侧,9138.2135,172.7122,3404.8984,5560.6029,1.89,37.26,60.85,89082.0,11.7,794.62,,,,1514.8706815869787,2659.8516,817.3449,501.7195,49518.0,7434.0,702.6527,789.9155,13851.83,20944.19,,,,,0.0,213.0,213.0,29.791999999999998,False,,14868.052049137259,,0.29106910229225874,0.08944252615678108,0.023308713459146035
2010,广东省,广州市,440100,东部,东南侧,10748.2828,188.0949,4002.6605,6557.5273,1.75,37.24,61.01,103625.0,13.2,806.14,,,,1536.832512716175,3263.5731,983.6582,548.4464,54494.0,7434.0,872.647,977.3199,16284.31,23953.96,12840.0,12840.0,,58tc,0.0,364.0,364.0,30.88,False,60935.28618259532,17388.222546680397,3.5043999476662173,0.3036366981337707,0.09151770736810162,0.0338658748353737
2011,广东省,广州市,440100,东部,东南侧,12423.439,204.9867,4576.7949,7641.6573,1.65,36.84,61.51,97588.0,11.3,814.6,,,,1552.9607324516785,3412.2,1305.36,789.49,57474.0,7434.0,979.48,1181.25,16333.43,25791.7,14643.0,14643.0,,58tc,69.0,475.0,544.0,31.968,False,72695.24480411084,19931.011419346378,3.6473434927415656,0.274658248815002,0.10507235556917854,0.04378819745482712
2012,广东省,广州市,440100,东部,东南侧,13551.2072,214.1091,4721.2406,8617.2127,1.58,34.84,63.59,105909.0,10.5,822.3,,,,1567.6400813835198,3758.3868,1370.4511,827.606,67515.0,7434.0,1102.3961,1343.6451,18023.02,29006.99,16422.0,16422.0,,58tc,155.0,642.3,797.3,33.056,False,85098.65707271681,22692.84764837906,3.7500210811486845,0.27734701008778023,0.10113129256853219,0.05883608657389579
2013,广东省,广州市,440100,东部,东南侧,15420.1434,228.2181,5227.4286,9964.4967,1.48,33.9,64.62,185338.0,13.79,832.3,,,,1586.7041709053915,4454.5508,1579.6798,996.4331,73750.0,7434.0,1141.8044,1386.1349,22016.1849,33838.1962,19054.0,19054.0,,58tc,276.0,797.0,1073.0,34.144,False,103227.76440858953,26012.756065960104,3.968351686643147,0.28887868837847513,0.10244261411991797,0.06958430749742574
2014,广东省,广州市,440100,东部,东南侧,16706.8719,218.86,5591.79,10897.8925,1.31,33.47,65.23,128478.0,7.6,842.4,,,,1605.9589013224822,4889.5026,1816.1529,994.9024,74246.0,7434.0,1243.1035,1436.2226,24231.7131,35469.2862,18415.0,18415.0,,58tc,389.5,1147.0,1536.5,35.232,False,104194.17669698148,29601.620862662097,3.5198807923523687,0.29266415815398694,0.10870693872980497,0.09196814395877424
2015,广东省,广州市,440100,东部,东南侧,18100.4136,226.2552,5726.9709,12147.1876,1.25,31.64,67.11,136188.0,8.4,854.19,,,,1628.4354628687693,5405.9522,2137.5891,1331.026,81171.0,7434.0,1349.4742,1727.7176,27296.1603,42843.6731,19935.5,19855.0,20016.0,both,1977.5,1239.4,3216.9,36.32,False,117908.06821751391,33527.49201952899,3.516757774450746,0.2986645675323132,0.11809614670904538,0.177725220599379
2016,广东省,广州市,440100,东部,东南侧,19547.442,238.4788,5750.8574,13556.151,1.22,29.42,69.35,141933.0,8.2,870.0,,,,1658.5757884028485,5703.586,2540.8549,1594.4355,89096.0,7434.0,1393.6442,1943.7465,28885.5427,45937.3383,22834.0,22742.0,22926.0,both,5442.7072,1426.35,6869.0572,37.408,False,141671.27666158293,37554.70341855254,3.7723976963054744,0.291781707294489,0.1299840101840435,0.35140440370663334
2017,广东省,广州市,440100,东部,东南侧,21503.15,231.2502,5992.3007,14978.8663,1.1,28.345,70.55,150678.0,7.2,898.0,,,,1711.9552390640895,6329.885368983619,2702.8935,1769.4861,98612.0,7434.0,1536.7365,2186.013,33312.7341,49332.5261,28463.5,28349.0,28578.0,both,7245.5302,1275.3079,8520.8381,38.495999999999995,True,187584.22480115885,42006.85361660853,4.465562370207904,0.2943701443269297,0.12569756058996007,0.3962599944659271
2018,广东省,广州市,440100,东部,东南侧,22859.3471,224.0216,6233.744,16401.5815,0.98,27.27,71.75,155491.0,6.2,928.0,,,,1769.147507629705,6729.109305046381,2701.9323,1746.6618,111839.0,7434.0,1634.2242,2506.1818,39764.4356,52647.4721,31959.5,31831.0,32088.0,both,9533.6623,1299.330215,10832.99252,39.583999999999996,True,223812.1705779304,46635.620240824486,4.799167876875514,0.2943701443269297,0.11819813961353254,0.4738977221269806
2019,广东省,广州市,440100,东部,东南侧,23629.0,250.4674,6453.0799,16923.0898,1.06,27.31,71.62,156427.0,6.8,954.0,,,,1818.7141403865717,6955.672140301022,3102.2573,2087.0742,123498.0,7434.0,1699.0383,2865.3263,46155.7781,56701.754,31557.5,31423.0,31692.0,both,11325.7119,1400.582315,12726.29422,40.672,True,233433.16754480568,51259.511369084285,4.5539483563160585,0.2943701443269297,0.13129024926996488,0.5385879309323289
2020,广东省,广州市,440100,东部,东南侧,25019.0,287.7185,6590.0046,18141.2769,1.15,26.34,72.51,135047.0,2.7,983.0,1874.0,1615.0,,1874.0,7364.846640915454,,,135138.0,,1722.7892,2952.6468,53535.3909,65615.4718,32045.0,30726.0,33364.0,both,14253.9874,1723.11306,15977.10046,41.76,True,250778.53008,56061.382441545524,4.473284802448165,0.2943701443269297,,0.6385986834006155
2021,广东省,广州市,440100,东部,东南侧,28232.0,304.9056,7724.2752,20202.8192,1.08,27.36,71.56,150366.0,8.1,1012.0,1877.0,,,1877.0,8310.657914637879,,,144288.0,,1884.257,3021.1834,60238.7351,72848.9224,34826.0,34690.0,34962.0,both,18794.0941,2017.27476,20811.36886,42.01,True,274612.656802,61568.971234106124,4.460244361690396,0.2943701443269297,,0.7371553152451119
2022,广东省,广州市,440100,东部,东南侧,28839.0,317.229,7910.5377,20611.2333,1.1,27.43,71.47,153625.0,1.0,1035.0,1880.0,,,1880.0,8489.340592244325,,,,,1855.0953,3022.4506,67883.2276,78640.8531,33421.5,33294.0,33549.0,both,22788.003,638.8,23426.803,42.26,True,265529.80692,66979.86326464514,3.964322917036441,0.2943701443269297,,0.812330628662575
2023,广东省,广州市,440100,东部,东南侧,30356.0,318.738,7777.2072,22263.0904,1.05,25.62,73.34,161634.0,4.6,,1883.0,,86.76,1883.0,8935.900101188277,,,,,1945.0562,2971.6481,75698.1591,84902.4745,31078.0,30953.0,31203.0,both,26975.2492,864.61,27839.8592,42.51,True,248767.984374,72566.77020260115,3.4281253482752208,0.2943701443269297,,0.9171122414020292
1990,广东省,韶关市,440200,东部,东南侧,53.27,16.17,23.15,13.95,30.355,43.458,26.187,1928.0,,279.15,,,,236.90474777448068,9.0403,,,,18574.0,5.1057,5.3127,,,,,,,,,,20.0,False,,25.931128408421593,,0.1697071522432889,,
1991,广东省,韶关市,440200,东部,东南侧,61.75,17.32,28.41,16.02,28.049,46.008,25.943,2199.0,,282.51,,,,239.75626112759642,11.8198,,,,18594.0,6.3245,6.5687,,,,,,,,,,20.0,False,,36.45437198800052,,0.19141376518218625,,
1992,广东省,韶关市,440200,东部,东南侧,71.0816,22.7157,37.34,21.2203,27.981,45.964,26.055,2682.0,,287.27,,,,243.79590504451036,12.8768,,,,18584.0,6.9047,7.3854,,,,,,,,,,20.0,False,,47.508453388600486,,0.18115517939945078,,
1993,广东省,韶关市,440200,东部,东南侧,94.8354,28.1113,46.27,26.4207,27.914,45.919,26.167,3165.0,,289.8,,,,245.94302670623145,22.7599,,,,18574.0,10.0823,9.9858,,,,,,,,,,20.0,False,,67.89293071917047,,0.2399937154269397,,
1994,广东省,韶关市,440200,东部,东南侧,120.328,33.507,55.2,31.621,27.846,45.875,26.279,3648.0,,292.06,,,,247.86100890207715,23.4453,,,5572.0,18594.0,5.61,11.59,,,,,,,,,,20.0,False,,87.94358418321194,,0.19484492387474237,,
1995,广东省,韶关市,440200,东部,东南侧,144.6335,40.9313,63.3495,40.3527,28.3,43.8,27.9,4131.0,12.1,293.62,,,,249.18492581602374,34.5877,5.7508,,6214.0,18594.0,5.92,13.16,,,,,,,,,,20.0,False,,118.13410497405134,,0.23914030981757337,0.03976118948929536,
1996,广东省,韶关市,440200,东部,东南侧,160.4117,45.5569,70.2603,44.7549,28.4,43.8,27.9,4615.0,8.0,297.79,,,,252.7238575667656,45.2687,3.2045,,6558.0,18594.0,5.85,14.57,,,,,,,,,,20.0,False,,157.49609972534876,,0.2822032308117176,0.019976722396184317,
1997,广东省,韶关市,440200,东部,东南侧,173.332,48.637,75.4514,49.2436,28.06,43.53,28.41,5098.0,9.04,299.43,,,,254.11566765578635,37.4815,2.4933,,6619.0,18596.0,6.25,15.38,,,,,,,,,,20.0,False,,187.10279473908133,,0.2162410864698959,0.014384533727182517,
1998,广东省,韶关市,440200,东部,东南侧,182.1372,46.445,83.0546,52.6377,25.5,45.6,28.9,5581.0,8.7,302.77,,,,256.9502077151335,48.2598,2.2136,,7437.0,18385.0,7.32,16.5,,,,,,,,,,20.0,False,,226.00745500212724,,0.26496399417581906,0.012153475511866877,
1999,广东省,韶关市,440200,东部,东南侧,196.651,48.3761,90.2628,58.012,24.6,45.9,29.5,6064.0,9.86,305.1,,,,258.9275964391692,70.0564,3.9235,,8243.0,18385.0,7.94,17.64,,,,,,,,,,20.0,False,,284.7634822520209,,0.356247362077996,0.01995158936389848,
2000,广东省,韶关市,440200,东部,东南侧,201.53,48.5687,87.6656,65.0942,24.1,43.5,32.3,6547.0,9.4,310.93,,,,263.8753115727003,56.8205,5.4693,,9194.0,18385.0,8.63,19.34,,,,,,,,,,20.0,False,,327.34580813941983,,0.28194561603731455,0.027138887510544333,
2001,广东省,韶关市,440200,东部,东南侧,219.1864,48.769,97.516,72.9014,22.25,44.49,33.26,7030.0,9.3,312.63,,,,265.3180415430267,68.1985,7.6081,,10347.0,18385.0,11.1,24.49,,,,,,,,,,21.088,False,,379.1770177324488,,0.31114384834095543,0.034710638981250666,
