year,province,city,city_code,region,city_tier,gdp_100m,gdp_per_capita,pop_10k,hc_city,K_100m,Kstar_100m,V_100m,urban_q,OCR,UCI,UCI_norm,UCI_class,fai_gdp_ratio,re_gdp_ratio,debt_gdp_ratio,tertiary_share_pct
2003,山东省,烟台市,370600,东部,二线,1316.0,20221.0,704.3505376344086,3.0897371628240835,1634.248277303422,16317.582041513748,,,0.10015260062095671,,,,0.5601746200607902,0.0545407294832826,,35.33
2004,山东省,烟台市,370600,东部,二线,1630.8949,25183.0,705.4411674347159,3.152917106215641,2637.5869634382507,19587.37591664412,,,0.13465749443226824,,,,0.6653102538980286,0.0583467395722434,,32.57
2005,山东省,烟台市,370600,东部,二线,2012.46,30923.0,706.4881720430108,3.2271677608031233,3966.090315266338,23748.789820317037,,,0.1670017859972535,,,,0.7256704232630711,0.0551795812090675,,30.66
2006,山东省,烟台市,370600,东部,二线,2405.7504,37075.0,708.8875576036867,3.2694044173243832,5358.968999503021,27261.003113432074,,,0.1965800369562536,,,,0.6614082657951548,0.059706734331209,,30.24
2007,山东省,烟台市,370600,东部,二线,2879.9509,41271.0,710.5125960061445,3.198973395069301,6697.810449527869,27249.861105620108,,,0.24579246197135624,,,,0.5579226715288792,0.0712246170585755,,30.73
2008,山东省,烟台市,370600,东部,二线,3434.19,49012.0,710.7525345622121,3.18264120409441,8324.629827051476,29018.264179353744,,,0.28687552693018703,,,,0.5712292855083732,0.0792068289756827,,31.09
2009,山东省,烟台市,370600,东部,二线,3701.79,52683.0,711.0906298003073,3.152283312244077,10130.573035698902,28947.37817314029,,,0.3499651324242851,,,,0.6002973426369406,0.0732609899535089,,32.11
2010,山东省,烟台市,370600,东部,二线,4358.46,62254.0,710.152688172043,3.148600662928927,12329.903483913957,31096.764102650068,,,0.3965011743091045,,,,0.6208291690184148,0.0879026995773736,,33.44
2011,山东省,烟台市,370600,东部,二线,4906.83,70380.0,710.8725038402457,3.13230332444516,14597.208409718258,32232.192291695184,17205.22787471336,1.1786656319340336,0.45287668544591414,2.6026193659615946,0.8972094060971014,绿灯-协调发展,0.5877114348775074,0.1159542515228773,0.0012227853828235,34.94
2012,山东省,烟台市,370600,东部,二线,5281.38,75672.0,709.236559139785,3.118528867970638,16911.268189232345,32746.36030812091,17838.938082511828,1.0548551346297106,0.5164319951930183,2.0425828462379734,0.8304805063624546,绿灯-协调发展,0.5763494011034994,0.1085932843309892,0.0011360667098372,36.33
2013,山东省,烟台市,370600,东部,二线,5613.87,86235.0,710.2181259600615,3.2742042098844624,19603.89597977073,40943.08130096829,20190.28997300891,1.0299121151144284,0.47880851555027204,2.1509895535813497,0.844721931341461,绿灯-协调发展,0.6302588410490446,0.1030305831805866,0.0074814700019772,37.72
2014,山东省,烟台市,370600,东部,二线,6002.0788,85795.0,712.6175115207374,3.1774756142547487,22724.76108078219,37577.828945267356,18438.53685783594,0.8113852899174807,0.6047385311663729,1.3417125717994909,0.7147410926941036,黄灯-轻度失调,0.6832732519273156,0.1019305178065972,0.0079972292266472,39.91
2015,山东省,烟台市,370600,东部,二线,6446.08,91979.0,712.4866359447004,3.2505257605682667,26255.660626743083,42537.8351389009,19317.564661972345,0.7357485662461739,0.6172307674099816,1.1920153775443108,0.6821615909043784,黄灯-轻度失调,0.7240272537728356,0.0941745525963066,0.0101612142573471,41.6
2016,山东省,烟台市,370600,东部,二线,6925.6587,98388.0,714.3625192012289,3.325830041141154,30240.10249540593,48273.97689948582,21582.728473978495,0.7137121468836735,0.6264265850391959,1.1393388529942676,0.6697145120783973,黄灯-轻度失调,0.7648694701054212,0.0795621794068483,0.0084035327932056,43.27
2017,山东省,烟台市,370600,东部,二线,7343.53,103771.0,713.2718894009216,3.3526926995568633,34045.22916477813,51194.92641530107,24068.410400294928,0.7069539841780583,0.6650117804369524,1.0630698657902682,0.6506331915413942,黄灯-轻度失调,0.7240566586018575,0.0743794469417296,0.0043235337773523,43.84
2018,山东省,烟台市,370600,东部,二线,7832.58,110231.0,713.2718894009216,3.398885822083375,38014.19940957096,55728.49031716133,29499.044590304147,0.776000679968998,0.6821322306279067,1.1376103416997094,0.669296389485896,黄灯-轻度失调,0.7240566586018575,0.0749086380222097,,44.41
2019,山东省,烟台市,370600,东部,二线,7653.0,107343.0,712.1812596006145,3.380767893845604,41654.69504737243,53914.11612858342,30146.194015238096,0.7237165937946223,0.7726120362991268,0.9367141072009212,0.6157853748464588,黄灯-轻度失调,0.7240566586018575,0.0864835620018293,,51.19
2020,山东省,烟台市,370600,东部,二线,7816.0,110058.0,710.0,3.3648818504722717,45231.18713863592,53346.34415310957,30294.4788,0.6697697035265925,0.8478779165975778,0.7899364878074545,0.5688511728176536,橙灯-显著失调,0.7240566586018575,,0.0050281473899692,51.83
2021,山东省,烟台市,370600,东部,二线,8712.0,122818.0,708.0,3.3938602979680295,49277.609391443504,58001.58594485088,29570.570136,0.6000812641112941,0.8495907239208543,0.7063180508161906,0.5380381738064601,橙灯-显著失调,0.7240566586018575,,0.0082988980716253,51.5
2022,山东省,烟台市,370600,东部,二线,9516.0,134581.0,705.0,3.4423124306738564,53703.8520851266,63817.187902418664,27700.320675,0.5157976495073743,0.8415264578446151,0.6129309954537573,0.4989836316040658,橙灯-显著失调,0.7240566586018575,,0.0235708280790248,50.77
2023,山东省,烟台市,370600,东部,二线,10162.0,144241.0,703.0,3.5044630555360277,58376.52324558234,70564.62832029416,22501.5568635,0.3854555840682549,0.8272774141261005,0.46593268169352026,0.4234674783803648,橙灯-显著失调,0.7240566586018575,,0.0177425703601653,51.05
1990,山东省,潍坊市,370700,东部,三线及以下,144.31,1710.0,872.4117192600653,1.961949360097366,30.954,1070.3532349121194,,,0.028919424906060528,,,,0.0750737994594969,,,18.876
1991,山东省,潍坊市,370700,东部,三线及以下,166.32,1938.0,881.6995429815015,2.028076497927124,45.51349999999999,1313.925360584753,,,0.034639334444191365,,,,0.0968446368446368,,,19.36
1992,山东省,潍坊市,370700,东部,三线及以下,250.58,2693.0,883.722633297062,2.1139408368083483,69.394025,1882.6526042068149,,,0.036859707863754594,,,,0.10438263229308,,,22.85
1993,山东省,潍坊市,370700,东部,三线及以下,334.84,3448.0,831.9294776931447,2.1744333098346416,104.77692375,2331.128282787166,,,0.044946871660244116,,,,0.116033329351332,,,26.339
1994,山东省,潍坊市,370700,东部,三线及以下,419.1,4203.0,834.7086724700761,2.2397075319855495,132.8655775625,2920.7982662539034,,,0.045489474263797056,,,,0.0795215938916726,,,29.828
1995,山东省,潍坊市,370700,东部,三线及以下,530.0,4958.0,838.673112078346,2.298793480973623,242.739898684375,3629.056361485954,,,0.06688788337940904,,,,0.2198445283018868,0.009407358490566,,30.8
