pref_code,prefecture_jp,prefecture_en,region,year,gdp_nominal_myen,gfcf_nominal_myen,population,gfcf_private_housing_myen,gfcf_private_equip_myen,gdp_per_capita_myen,gdp_growth_nominal,delta_gdp_myen,gfcf_gdp_ratio,pop_growth,muq,muq_ma3,ln_gdp,ln_pop,ln_gdp_pc,sna_basis
25,滋賀県,Shiga,近畿,1961,147093.0,60955.0,,,,,0.11833131856852863,15564.0,0.41439769397592,,0.255335903535395,0.28799310778348336,11.898820318781516,,,68SNA_S30
25,滋賀県,Shiga,近畿,1962,167753.0,70118.0,,,,,0.1404553581747603,20660.0,0.4179835830059671,,0.2946461678884167,0.30754864714824054,12.030247938429605,,,68SNA_S30
25,滋賀県,Shiga,近畿,1963,196447.0,76997.0,,,,,0.17104910195346723,28694.0,0.39194795542818167,,0.3726638700209099,0.30783967527860795,12.188147953808663,,,68SNA_S30
25,滋賀県,Shiga,近畿,1964,219132.0,88541.0,,,,,0.11547643893772874,22685.0,0.40405326469890296,,0.2562089879264973,0.2767787360908654,12.297429566950035,,,68SNA_S30
25,滋賀県,Shiga,近畿,1965,237470.0,91024.0,,,,,0.08368471971231961,18338.0,0.3833073651408599,,0.20146335032518897,0.2906882315761743,12.377796578688848,,,68SNA_S30
25,滋賀県,Shiga,近畿,1966,282490.0,108641.0,,,,,0.18958184191687377,45020.0,0.38458352508053384,,0.41439235647683653,0.36067893067691,12.551398430712013,,,68SNA_S30
25,滋賀県,Shiga,近畿,1967,343549.0,130977.0,,,,,0.2161457042727175,61059.0,0.38124692547496863,,0.4661810852287043,0.43524234981615284,12.74708502967053,,,68SNA_S30
25,滋賀県,Shiga,近畿,1968,413920.0,165519.0,,,,,0.20483540921382404,70371.0,0.39988161963664476,,0.4251536077429177,0.44032424083430777,12.933427997419857,,,68SNA_S30
25,滋賀県,Shiga,近畿,1969,504092.0,209879.0,,,,,0.21784885968303058,90172.0,0.416350586797648,,0.42963802953130137,0.42063552275446264,13.130514070077705,,,68SNA_S30
25,滋賀県,Shiga,近畿,1970,603849.0,245034.0,,,,,0.19789443196876766,99757.0,0.4057868771828719,,0.40711493098916884,0.38476240925937305,13.311079445661743,,,68SNA_S30
25,滋賀県,Shiga,近畿,1971,692181.0,278181.0,,,,,0.1462816035134611,88332.0,0.40189054596991247,,0.3175342672576488,0.4140792474626931,13.447602761092414,,,68SNA_S30
25,滋賀県,Shiga,近畿,1972,864303.0,332546.0,,,,,0.248666172576248,172122.0,0.3847562718167124,,0.5175885441412617,0.5059249388209649,13.669678680751714,,,68SNA_S30
25,滋賀県,Shiga,近畿,1973,1183522.0,467616.0,,,,,0.36933691078244557,319219.0,0.39510545642582057,,0.6826520050639842,0.4946916794309348,13.98400529669454,,,68SNA_S30
25,滋賀県,Shiga,近畿,1974,1336930.0,540484.0,,,,,0.12961989722202039,153408.0,0.404272474998691,,0.28383448908755854,0.3047986246426655,14.105886498692513,,,68SNA_S30
25,滋賀県,Shiga,近畿,1975,1313176.0,456013.0,985621.0,,,1.3323336251967035,-0.01776757197459855,-23754.0,0.3472596209495148,,-0.052090620223546255,0.21434602990905563,14.087959188475464,13.801027178352587,0.2869320101228768,68SNA_S50
25,滋賀県,Shiga,近畿,1976,1506321.0,469603.0,1005599.0,,,1.4979340671579824,0.14708234082864746,193145.0,0.3117549313858069,0.020269454486054883,0.41129422086315465,0.22533967675313205,14.225180812039653,13.821093941826495,0.40408687021315765,68SNA_S50
25,滋賀県,Shiga,近畿,1977,1675381.0,533623.0,1025622.0,,,1.6335267769217119,0.11223371379672731,169060.0,0.3185084467353993,0.019911515425134585,0.31681542961978776,0.3814243292917015,14.331551160062157,13.840809815776511,0.49074134428564575,68SNA_S50
25,滋賀県,Shiga,近畿,1978,1916675.0,579806.0,1042991.0,,,1.8376716577611887,0.14402335946271316,241294.0,0.30250616301668254,0.016935089145903692,0.4161633373921622,0.3213895663142975,14.466102471922058,13.857603104990742,0.6084993669313165,68SNA_S50
25,滋賀県,Shiga,近畿,1979,2071517.0,669761.0,1061243.0,,,1.951972356943697,0.08078677918791666,154842.0,0.32331909417108334,0.01749967161749244,0.23118993193094253,0.30442875860374885,14.543791747079485,13.874951420590651,0.6688403264888326,68SNA_S50
25,滋賀県,Shiga,近畿,1980,2262396.0,717771.0,1079898.0,,,2.0950089730696786,0.0921445491395918,190879.0,0.3172614343377552,0.017578443391381704,0.2659330064881418,0.25637298359875044,14.631934986648881,13.8923771501958,0.7395578364530807,68SNA_S50
25,滋賀県,Shiga,近畿,1981,2472483.0,772390.0,1096578.0,,,2.254726065998041,0.09286040109689031,210087.0,0.31239446337952576,0.01544590322419337,0.271996012377167,0.27602657803507485,14.720733466823415,13.907704979740991,0.8130284870824237,68SNA_S50
