DATAFLOW,MEASURE,DATA_ITEM,SECTOR,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1995-Q1,5826,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1994-Q4,5710,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1994-Q3,5622,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1994-Q2,5645,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1994-Q1,5561,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1993-Q4,5505,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1993-Q3,5815,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1993-Q2,5456,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1993-Q1,5357,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1992-Q4,5545,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1992-Q3,5462,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1992-Q2,5377,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,1992-Q1,5421,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2020-Q4,11386,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2020-Q3,10905,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2020-Q2,10306,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2020-Q1,11197,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2019-Q4,11083,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2019-Q3,11210,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2019-Q2,11136,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2019-Q1,11067,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2018-Q4,10958,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2018-Q3,10847,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2018-Q2,10732,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2018-Q1,10625,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2017-Q4,10404,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2017-Q3,10295,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2017-Q2,10182,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2017-Q1,10074,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2016-Q4,9936,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2016-Q3,9811,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2016-Q2,9836,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2016-Q1,9755,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2015-Q4,9836,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2015-Q3,9810,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2015-Q2,9633,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2015-Q1,9570,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2014-Q4,9552,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2014-Q3,9524,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2014-Q2,9376,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2014-Q1,9469,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2013-Q4,9406,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2013-Q3,9368,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2013-Q2,9185,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2013-Q1,9297,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2012-Q4,9298,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2012-Q3,9323,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2012-Q2,9453,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2012-Q1,9449,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2011-Q4,9576,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2011-Q3,9734,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2011-Q2,9641,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2011-Q1,9724,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2010-Q4,9680,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2010-Q3,9620,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2010-Q2,9446,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2010-Q1,9588,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2009-Q4,9496,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2009-Q3,9284,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2009-Q2,9404,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2009-Q1,9342,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2008-Q4,9511,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2008-Q3,9533,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2008-Q2,9395,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2008-Q1,9105,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2007-Q4,8973,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2007-Q3,8776,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2007-Q2,8803,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2007-Q1,8718,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2006-Q4,8462,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2006-Q3,8228,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2006-Q2,8512,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2006-Q1,8531,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2005-Q4,8613,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2005-Q3,8592,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2005-Q2,8302,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2005-Q1,8177,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2004-Q4,8333,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2004-Q3,8040,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2004-Q2,7949,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2004-Q1,7850,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2003-Q4,7588,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2003-Q3,7387,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2003-Q2,7134,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2003-Q1,7087,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2002-Q4,7162,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2002-Q3,6936,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2002-Q2,7623,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2002-Q1,7017,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2001-Q4,6644,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2001-Q3,6711,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2024-Q4,12720,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2024-Q3,13255,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2024-Q2,12599,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2024-Q1,12540,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2023-Q4,12444,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2023-Q3,12602,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2023-Q2,12513,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2023-Q1,12549,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2022-Q4,12457,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2022-Q3,12359,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2022-Q2,12107,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2022-Q1,12038,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2021-Q4,12075,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,6,Q,2021-Q3,12204,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2021-Q1,18090,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1987-Q2,5005,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1987-Q1,4821,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1986-Q4,4842,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1986-Q3,4798,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1986-Q2,4488,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1986-Q1,4409,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1985-Q4,4713,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1985-Q3,4964,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1991-Q4,5880,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1991-Q3,5755,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1991-Q2,5645,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1991-Q1,5496,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1990-Q4,5380,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1990-Q3,5407,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1990-Q2,5239,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1990-Q1,5342,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1989-Q4,5320,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1989-Q3,5188,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1989-Q2,5357,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1989-Q1,5338,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1988-Q4,4710,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1988-Q3,4797,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1988-Q2,4822,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1988-Q1,5070,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1987-Q4,5133,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1987-Q3,5156,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2001-Q2,8490,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2001-Q1,8360,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2000-Q4,8241,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2000-Q3,8317,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2000-Q2,8448,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2000-Q1,8423,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1999-Q4,8251,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1999-Q3,8001,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1999-Q2,7764,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1999-Q1,7929,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1998-Q4,7793,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1998-Q3,7578,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1998-Q2,7114,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1998-Q1,7257,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1997-Q4,7399,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1997-Q3,7199,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1997-Q2,7261,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1997-Q1,7083,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1996-Q4,6867,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1996-Q3,6898,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1996-Q2,6966,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1996-Q1,6699,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1995-Q4,6604,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1995-Q3,6360,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1995-Q2,6449,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1995-Q1,6316,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1994-Q4,6795,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1994-Q3,6928,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1994-Q2,6709,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1994-Q1,6463,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1993-Q4,6304,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1993-Q3,6010,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1993-Q2,6110,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1993-Q1,5989,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1992-Q4,6054,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1992-Q3,5860,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1992-Q2,5899,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,1992-Q1,5782,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2020-Q4,17916,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2020-Q3,17508,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2020-Q2,17193,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2020-Q1,17419,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2019-Q4,16920,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2019-Q3,16761,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2019-Q2,16642,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2019-Q1,16685,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2018-Q4,16642,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2018-Q3,16336,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2018-Q2,16045,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2018-Q1,15680,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2017-Q4,15761,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2017-Q3,15559,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2017-Q2,15394,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2017-Q1,15391,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2016-Q4,15154,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2016-Q3,15022,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2016-Q2,14704,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2016-Q1,14740,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2015-Q4,14522,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2015-Q3,14402,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2015-Q2,14418,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2015-Q1,14425,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2014-Q4,13940,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2014-Q3,14142,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2014-Q2,13603,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2014-Q1,13879,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2013-Q4,14228,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2013-Q3,14123,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2013-Q2,13976,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2013-Q1,14370,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2012-Q4,13910,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2012-Q3,13493,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2012-Q2,14189,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2012-Q1,13685,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2011-Q4,14075,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2011-Q3,13837,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2011-Q2,13143,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2011-Q1,13615,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2010-Q4,12602,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2010-Q3,12451,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2010-Q2,13284,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2010-Q1,12235,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2009-Q4,12213,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2009-Q3,12025,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2009-Q2,11636,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2009-Q1,11563,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2008-Q4,11805,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2008-Q3,11898,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2008-Q2,11627,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2008-Q1,11635,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2007-Q4,11641,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2007-Q3,11305,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2007-Q2,11335,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2007-Q1,11323,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2006-Q4,11429,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2006-Q3,11179,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2006-Q2,11346,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2006-Q1,10820,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2005-Q4,10922,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2005-Q3,10651,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2005-Q2,10147,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2005-Q1,10472,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2004-Q4,10403,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2004-Q3,10389,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2004-Q2,10325,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2004-Q1,9899,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2003-Q4,9826,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2003-Q3,9852,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2003-Q2,9490,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2003-Q1,9776,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2002-Q4,9573,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2002-Q3,9276,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2002-Q2,9100,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2002-Q1,8734,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2001-Q4,8762,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2001-Q3,8579,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2024-Q4,20459,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2024-Q3,20460,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2024-Q2,20324,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2024-Q1,19934,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2023-Q4,19730,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2023-Q3,19422,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2023-Q2,19529,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2023-Q1,19375,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2022-Q4,19311,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2022-Q3,19200,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2022-Q2,18944,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2022-Q1,19125,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2021-Q4,18649,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,8,Q,2021-Q3,18355,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,4,Q,2021-Q1,37587,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,4,Q,1987-Q2,15001,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,4,Q,1987-Q1,14757,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,4,Q,1986-Q4,15122,,0,,
ABS:ANA_SFD(1.0.0),VCH,SFD,SSS,20,4,Q,1986-Q3,15069,,0,,
