geo,year,gdp_meur,nuts_prefix,iso2,iso3,country_name,population,country_gdp_meur,gdp_share,gfcf_pct_gdp,gfcf_est_meur,delta_gdp,muq,muq_ma3,gdp_per_capita,ln_gdp,ln_pop,ln_gdp_pc,gdp_growth,invest_intensity,pop_growth
AT11,2000,4899.22,AT,AT,AUT,Austria,276226.0,212406.82,0.023065266925045062,25.706049968312,1259.3959412575352,,,,17736.27392063021,8.496831287754183,12.528974650211948,9.783367195506509,,0.25706049968312,
AT11,2001,5031.63,AT,AT,AUT,Austria,275956.0,219373.31,0.02293638182329473,24.9279130602684,1254.280351914383,132.40999999999985,0.10556651054758621,0.12362087861553075,18233.450260186408,8.523499266265093,12.527996711700666,9.8110131125287,0.027026751197129384,0.249279130602684,-0.0009774604852548219
AT11,2002,5205.86,AT,AT,AUT,Austria,276673.0,225089.05,0.023128002006317056,23.6230774906842,1229.7843418565324,174.22999999999956,0.1416752466834753,0.09660770240829487,18815.930719658223,8.557540193145275,12.530591582408928,9.842459168700621,0.03462694991483861,0.236230774906842,0.0025982402991782116
AT11,2003,5260.05,AT,AT,AUT,Austria,276542.0,230542.99,0.022815918193825804,24.1941212310447,1272.622873813567,54.19000000000051,0.04258134999382314,0.130527901615754,19020.79973385598,8.567895811389999,12.530117987143258,9.853288382211014,0.010409423226902081,0.24194121231044702,-0.0004734831371330239
AT11,2004,5532.69,AT,AT,AUT,Austria,276793.0,240541.74,0.023000956091861646,23.7682466626674,1315.0234062807328,272.6399999999994,0.20732710816996355,0.09479566326104823,19988.547398236227,8.618429413856978,12.531025213388538,9.902914758432715,0.05183220691818513,0.237682466626674,0.0009076378994872236
AT11,2005,5577.37,AT,AT,AUT,Austria,278033.0,252353.82,0.02210138923199181,23.2345864227667,1295.878852767463,44.68000000000029,0.03447853161935796,0.1445057301657787,20060.100779403885,8.626472618101392,12.53549509066386,9.906488085401806,0.008075637709685557,0.232345864227667,0.0044798820779428095
AT11,2006,5832.66,AT,AT,AUT,Austria,279128.0,265933.65,0.021932764055996673,22.8306808001519,1331.6359867581396,255.28999999999996,0.1917115507080145,0.16648834130586623,20896.004700352525,8.671228436009677,12.539425736957519,9.947313257016432,0.045772469820004824,0.22830680800151895,0.003938381415155678
AT11,2007,6226.38,AT,AT,AUT,Austria,280062.0,282207.12,0.02206315701744166,23.1393973500284,1440.7468087226982,393.72000000000025,0.27327494159022625,0.15808027388561197,22232.148595668103,8.73655038351102,12.542766286211128,10.009294655264167,0.06750264887718482,0.23139397350028398,0.0033461351064745237
AT11,2008,6239.97,AT,AT,AUT,Austria,280977.0,291848.45,0.021380857085244072,23.5337970115719,1468.501873382983,13.590000000000146,0.00925432935859517,0.11807786000871294,22208.11667858935,8.738730653659609,12.546028094432137,10.008213117191746,0.0021826486658380606,0.23533797011571897,0.003267133706107872
AT11,2009,6343.05,AT,AT,AUT,Austria,282777.0,286273.0,0.02215734630929218,22.6637107958545,1437.5705076364488,103.07999999999993,0.07170430907731735,0.09921667826015183,22431.279771692887,8.755115004308173,12.5524138801356,10.018211682136847,0.016519310188991332,0.226637107958545,0.006406218302565714
AT11,2010,6658.47,AT,AT,AUT,Austria,283697.0,294049.47,0.022644046935367715,21.8611554230227,1455.6184754953397,315.4200000000001,0.21669139634454299,0.16403719636326186,23470.357458838127,8.803645007412788,12.55566204619045,10.063493519186613,0.04972686641284563,0.21861155423022702,0.0032534470625262824
AT11,2011,6981.42,AT,AT,AUT,Austria,284581.0,308168.16,0.022654579240113583,22.7073592505649,1585.296120190788,322.9499999999998,0.20371588366792523,0.19552692031583038,24532.277277822483,8.85100761346105,12.558773202043891,10.107744969381432,0.04850213337298204,0.227073592505649,0.00311600052168326
AT11,2012,7258.26,AT,AT,AUT,Austria,285782.0,316588.28,0.022926496205102728,22.9527434287837,1665.969795194036,276.84000000000015,0.1661734809350229,0.1515991083482168,25397.89069990412,8.889895409672048,12.562984561388843,10.14242140624748,0.03965382400715045,0.229527434287837,0.004220239580295271
AT11,2013,7404.83,AT,AT,AUT,Austria,286691.0,321190.57,0.023054319434097956,23.3121101516353,1726.222126141336,146.5699999999997,0.08490796044170225,0.12978092569374128,25828.609897066875,8.909887768977198,12.566160259680093,10.15923806726138,0.020193545009409952,0.23312110151635299,0.0031807461631592204
AT11,2014,7647.68,AT,AT,AUT,Austria,287416.0,330113.5,0.023166819896793072,22.9671788352856,1756.45634235037,242.85000000000036,0.13826133570449867,0.14905133003097124,26608.400367411698,8.942157612851695,12.568685922615385,10.188982248200583,0.0327961614243677,0.22967178835285604,0.0025288551088105127
AT11,2015,8061.08,AT,AT,AUT,Austria,288356.0,342085.79,0.023564498250570422,22.8959621968365,1845.661829456748,413.39999999999964,0.22398469394671275,0.16535268916353252,27955.30524767995,8.994802821561361,12.571951106872852,10.238362272652784,0.05405560902129802,0.22895962196836503,0.0032705207782448564
AT11,2016,8320.75,AT,AT,AUT,Austria,291011.0,355665.6,0.023394868663148757,23.3219102437796,1940.5578466092911,259.6700000000001,0.1338120378393861,0.16628274336398272,28592.56179319682,9.026507673983277,12.581116346126487,10.260901885821063,0.03221280523205339,0.233219102437796,0.009207368669283733
AT11,2017,8610.36,AT,AT,AUT,Austria,291942.0,367296.02,0.02344256275905195,23.8459451205616,2053.221720282788,289.6100000000006,0.1410514983058493,0.12606680819390076,29493.39252317241,9.060721408394375,12.584310431383853,10.291921534974795,0.03480575669260588,0.23845945120561599,0.003199191783128441
AT11,2018,8832.27,AT,AT,AUT,Austria,292675.0,383235.43,0.02304659044702626,24.3135937640992,2147.442247948404,221.90999999999985,0.10333688843646686,0.11578613521782975,30177.739813786622,9.086167338701777,12.586818057347873,10.314859839318178,0.025772441570387272,0.24313593764099195,0.002510772687725593
AT11,2019,9066.41,AT,AT,AUT,Austria,293433.0,395706.79000000004,0.02291193941857808,25.0801117201002,2273.8657570023365,234.13999999999942,0.10297001891117305,0.02455487447600811,30897.717707279004,9.112331654391747,12.589404612803872,10.338437599552151,0.026509606250714635,0.250801117201002,0.002589903476552413
AT11,2020,8773.9,AT,AT,AUT,Austria,294436.0,380317.89,0.02306991133128131,25.134256704245,2205.2545489737518,-292.5100000000002,-0.1326422839196156,0.07867741271615479,29799.005556385768,9.079536684350975,12.592816940969644,10.302230301345604,-0.032263045681807934,0.25134256704244995,0.0034181567853650563
