geo,gdp_value,population,country_code,country,nuts_level,gdp_per_capita
DEB1A,4074.21,124860.0,DE,Germany,5,32630.22585295531
DEB1B,9020.65,207154.0,DE,Germany,5,43545.62306303523
DEB1C,2480.39,61509.0,DE,Germany,5,40325.6434017786
DEB1D,4682.04,105740.0,DE,Germany,5,44278.79704936637
DEB21,5906.04,103307.0,DE,Germany,5,57169.79488321218
DEB22,4528.11,113299.0,DE,Germany,5,39966.0191175562
DEB23,3699.13,99866.0,DE,Germany,5,37040.93485270262
DEB24,2480.28,59389.0,DE,Germany,5,41763.289498055194
DEB25,3703.4,149015.0,DE,Germany,5,24852.53162433312
DEB31,2201.43,48007.0,DE,Germany,5,45856.43760284958
DEB32,6048.03,100316.0,DE,Germany,5,60289.78428166992
DEB33,2618.34,47455.0,DE,Germany,5,55175.21862817406
DEB34,14066.71,173869.0,DE,Germany,5,80904.07145609625
DEB35,19682.63,221516.0,DE,Germany,5,88854.21369111034
DEB36,2030.1,52759.0,DE,Germany,5,38478.742963285884
DEB37,1871.57,39324.0,DE,Germany,5,47593.58152782016
DEB38,3304.78,49881.0,DE,Germany,5,66253.28281309517
DEB39,3795.36,85378.0,DE,Germany,5,44453.60631544426
DEB3A,2173.41,33264.0,DE,Germany,5,65338.20346320346
DEB3B,4171.21,129893.0,DE,Germany,5,32112.661960228805
DEB3C,3618.0,134032.0,DE,Germany,5,26993.553778202222
DEB3D,2480.28,74854.0,DE,Germany,5,33134.90261041494
DEB3E,5777.62,130935.0,DE,Germany,5,44125.86397830985
DEB3F,2893.46,105752.0,DE,Germany,5,27360.8064150087
DEB3G,1588.34,70124.0,DE,Germany,5,22650.447778221438
DEB3H,3659.28,112907.0,DE,Germany,5,32409.682304905808
DEB3I,3673.18,155061.0,DE,Germany,5,23688.612868484015
DEB3J,10276.06,205823.0,DE,Germany,5,49926.68457849706
DEB3K,1871.24,90144.0,DE,Germany,5,20758.342208022717
DEC01,17113.99,330672.0,DE,Germany,5,51755.183384138974
DEC02,3395.1,109393.0,DE,Germany,5,31035.80667867231
DEC03,3969.0,133544.0,DE,Germany,5,29720.541544359912
DEC04,7896.61,205785.0,DE,Germany,5,38373.10785528586
DEC05,6853.26,144492.0,DE,Germany,5,47430.03072834482
DEC06,3132.78,88005.0,DE,Germany,5,35597.75012783364
DED21,28833.01,559986.0,DE,Germany,5,51488.80507726979
DED2C,10209.71,295917.0,DE,Germany,5,34501.938043437855
DED2D,9153.88,246989.0,DE,Germany,5,37061.893444647336
DED2E,8195.93,240519.0,DE,Germany,5,34076.01894237046
DED2F,6986.17,245313.0,DE,Germany,5,28478.596731522586
DED41,10795.87,242896.0,DE,Germany,5,44446.470917594364
DED42,9551.19,324070.0,DE,Germany,5,29472.613941432406
DED43,10032.36,297991.0,DE,Germany,5,33666.65436204449
DED44,7019.01,221783.0,DE,Germany,5,31648.09746463886
DED45,12205.33,310532.0,DE,Germany,5,39304.58052632257
DED51,29212.79,603578.0,DE,Germany,5,48399.36180576496
DED52,8481.78,259568.0,DE,Germany,5,32676.524070763735
DED53,7482.12,200825.0,DE,Germany,5,37256.91522469812
DEE01,2945.14,76042.0,DE,Germany,5,38730.43844191368
DEE02,9178.85,227416.0,DE,Germany,5,40361.49611285046
DEE03,10340.22,241753.0,DE,Germany,5,42771.83737120118
DEE04,2598.08,81369.0,DE,Germany,5,31929.60464058794
DEE05,5955.41,154366.0,DE,Germany,5,38579.80384281513
DEE06,2886.45,89033.0,DE,Germany,5,32420.001572450663
DEE07,6156.64,168952.0,DE,Germany,5,36440.17235664567
DEE08,5984.42,175180.0,DE,Germany,5,34161.54812193173
DEE09,6395.74,208634.0,DE,Germany,5,30655.310256238197
DEE0A,3733.5,131107.0,DE,Germany,5,28476.740372367607
DEE0B,7997.11,182390.0,DE,Germany,5,43846.20867372115
DEE0C,6288.78,183727.0,DE,Germany,5,34228.93749965982
DEE0D,3961.55,107462.0,DE,Germany,5,36864.659135322254
DEE0E,3818.57,122808.0,DE,Germany,5,31093.821249430006
DEF01,4948.08,96217.0,DE,Germany,5,51426.255235561286
DEF02,14647.18,250064.0,DE,Germany,5,58573.72512636765
DEF03,12545.04,216097.0,DE,Germany,5,58052.8188730061
DEF04,4464.83,78858.0,DE,Germany,5,56618.60559486672
DEF05,6086.02,133104.0,DE,Germany,5,45723.79492727491
DEF06,5820.42,204237.0,DE,Germany,5,28498.362196859533
DEF07,7814.17,168886.0,DE,Germany,5,46268.90328387196
DEF08,7108.79,200802.0,DE,Germany,5,35401.98802800769
DEF09,11269.05,321849.0,DE,Germany,5,35013.46904915038
DEF0A,3418.31,130494.0,DE,Germany,5,26195.15073489969
DEF0B,10435.24,276964.0,DE,Germany,5,37677.243251830565
DEF0C,7406.14,204255.0,DE,Germany,5,36259.283738464175
DEF0D,11154.2,279922.0,DE,Germany,5,39847.52895449447
DEF0E,4786.16,131712.0,DE,Germany,5,36338.07094266278
DEF0F,10456.7,245822.0,DE,Germany,5,42537.689873160256
DEG01,10859.15,218769.0,DE,Germany,5,49637.51719850619
DEG02,3466.81,94454.0,DE,Germany,5,36703.68645054736
DEG03,6418.62,110470.0,DE,Germany,5,58102.83334842038
DEG05,2435.94,65507.0,DE,Germany,5,37185.949593173245
DEG06,3168.37,99358.0,DE,Germany,5,31888.423680025764
DEG07,2637.06,81811.0,DE,Germany,5,32233.56272383909
DEG09,3238.65,100435.0,DE,Germany,5,32246.22890426644
DEG0A,2088.67,73022.0,DE,Germany,5,28603.297636328778
DEG0C,4698.58,137321.0,DE,Germany,5,34216.03396421523
DEG0D,2246.32,68325.0,DE,Germany,5,32876.98499817051
DEG0E,1689.72,61271.0,DE,Germany,5,27577.81005696006
DEG0G,3136.29,83148.0,DE,Germany,5,37719.367874152114
DEG0J,2601.15,83595.0,DE,Germany,5,31116.0954602548
DEG0K,2830.4,78404.0,DE,Germany,5,36100.19896944034
DEG0L,2722.89,95281.0,DE,Germany,5,28577.470849382353
DEG0M,2443.82,88034.0,DE,Germany,5,27759.956380489355
DEG0Q,4089.1,121791.0,DE,Germany,5,33574.73048090581
DEG0R,5962.42,156566.0,DE,Germany,5,38082.47001264642
DEG0S,1329.2,36325.0,DE,Germany,5,36591.87887130076
DEG0T,3944.8,106975.0,DE,Germany,5,36875.90558541715
DEG0U,3311.79,101556.0,DE,Germany,5,32610.48091693253
DEG0V,1716.98,56412.0,DE,Germany,5,30436.43196483018
DK011,72524.54,815979.0,DK,Denmark,5,88880.40010833612
DK012,61716.21,562572.0,DK,Denmark,5,109703.66459759818
DK013,25809.45,473625.0,DK,Denmark,5,54493.42834520982
DK014,1651.25,39695.0,DK,Denmark,5,41598.4380904396
DK021,11067.75,257557.0,DK,Denmark,5,42972.04114040775
DK022,26891.16,592300.0,DK,Denmark,5,45401.249366874894
DK031,23183.33,505026.0,DK,Denmark,5,45905.2207213094
DK032,44239.37,732387.0,DK,Denmark,5,60404.36272080198
DK041,24199.93,430783.0,DK,Denmark,5,56176.61328325398
DK042,50159.54,928096.0,DK,Denmark,5,54045.637520256525
DK050,29717.06,594634.0,DK,Denmark,5,49975.379813465086
EE001,24099.04,638076.0,EE,Estonia,5,37768.29092459205
EE004,2707.25,148499.0,EE,Estonia,5,18230.76249671715
EE008,7092.04,322233.0,EE,Estonia,5,22009.043145798227
EE009,2127.41,123718.0,EE,Estonia,5,17195.63846812913
EE00A,2327.68,133358.0,EE,Estonia,5,17454.370941375844
EL301,20626.08,599447.0,EL,Greece,5,34408.51317964724
EL302,7256.99,473408.0,EL,Greece,5,15329.250878734621
EL303,38720.43,994508.0,EL,Greece,5,38934.25693910959
EL304,13104.41,525723.0,EL,Greece,5,24926.453664762623
EL305,12920.42,521784.0,EL,Greece,5,24762.008800576485
EL306,5257.92,165131.0,EL,Greece,5,31840.90207168854
EL307,11858.18,515535.0,EL,Greece,5,23001.697265947027
EL411,1545.37,101058.0,EL,Greece,5,15291.911575530883
EL412,637.01,42303.0,EL,Greece,5,15058.27009904735
EL413,791.11,51423.0,EL,Greece,5,15384.361083561831
EL421,4060.51,207326.0,EL,Greece,5,19585.146098415058
EL422,3364.6,119515.0,EL,Greece,5,28152.114797305778
EL431,5457.79,303864.0,EL,Greece,5,17961.291893741938
EL432,1530.98,77418.0,EL,Greece,5,19775.504404660416
EL433,1549.11,85019.0,EL,Greece,5,18220.750655735777
EL434,3000.97,156323.0,EL,Greece,5,19197.23904991588
EL511,2091.59,132895.0,EL,Greece,5,15738.665864027993
EL512,1281.07,107762.0,EL,Greece,5,11887.95679367495
EL513,1280.09,104590.0,EL,Greece,5,12239.124199254231
EL514,1255.67,86179.0,EL,Greece,5,14570.487009596305
EL515,2224.7,127409.0,EL,Greece,5,17461.089875911435
EL521,2089.74,129418.0,EL,Greece,5,16147.212907014478
EL522,19661.03,1089423.0,EL,Greece,5,18047.195625574273
EL523,1162.8,69434.0,EL,Greece,5,16746.83872454417
EL524,2326.95,124273.0,EL,Greece,5,18724.50170189824
EL525,1851.34,117543.0,EL,Greece,5,15750.321159065194
EL526,2138.37,149935.0,EL,Greece,5,14261.98019141628
EL527,1950.21,102566.0,EL,Greece,5,19014.195737378857
EL531,2540.22,161056.0,EL,Greece,5,15772.277965428175
EL532,589.71,45115.0,EL,Greece,5,13071.262329602128
EL533,893.31,44108.0,EL,Greece,5,20252.788609776006
EL541,1536.02,116729.0,EL,Greece,5,13158.85512597555
EL542,630.92,40396.0,EL,Greece,5,15618.378057233389
EL543,2341.37,161380.0,EL,Greece,5,14508.427314413186
EL611,3030.91,225319.0,EL,Greece,5,13451.63967530479
EL612,5123.42,266610.0,EL,Greece,5,19216.90859307603
EL613,3264.0,189261.0,EL,Greece,5,17246.025330099703
EL621,941.77,40836.0,EL,Greece,5,23062.248995983937
EL622,1846.21,100222.0,EL,Greece,5,18421.20492506635
EL623,712.44,38657.0,EL,Greece,5,18429.779858757793
EL624,397.93,22554.0,EL,Greece,5,17643.433537288285
EL631,2749.49,189221.0,EL,Greece,5,14530.575358971784
EL632,4833.0,303526.0,EL,Greece,5,15922.853396414146
EL633,2133.26,149974.0,EL,Greece,5,14224.198861135932
EL641,3216.34,105540.0,EL,Greece,5,30475.080538184575
EL642,3588.94,209308.0,EL,Greece,5,17146.692911881055
EL643,233.39,17317.0,EL,Greece,5,13477.507651440781
EL644,2475.52,135575.0,EL,Greece,5,18259.41360870367
EL645,578.89,36201.0,EL,Greece,5,15990.994723902655
EL651,3391.85,168649.0,EL,Greece,5,20111.889189974445
EL652,2562.31,136770.0,EL,Greece,5,18734.44468816261
EL653,4079.59,228446.0,EL,Greece,5,17858.005830699596
ES111,33478.1,1123884.0,ES,Spain,5,29787.860668894653
ES112,9406.5,324267.0,ES,Spain,5,29008.502252773178
ES113,8914.5,304563.0,ES,Spain,5,29269.806246983382
ES114,25662.5,946710.0,ES,Spain,5,27107.03383295835
ES120,28350.3,1006060.0,ES,Spain,5,28179.53203586267
ES130,16740.8,588387.0,ES,Spain,5,28452.022223468568
ES211,14090.6,336308.0,ES,Spain,5,41897.90311262295
ES212,28427.5,726712.0,ES,Spain,5,39117.97245676417
ES213,44230.1,1153282.0,ES,Spain,5,38351.50466234624
ES220,24975.4,672155.0,ES,Spain,5,37157.20332363815
ES230,10476.5,322282.0,ES,Spain,5,32507.245207613207
ES241,8167.7,226878.0,ES,Spain,5,36000.405504279835
ES242,4324.4,135046.0,ES,Spain,5,32021.68150111814
ES243,34286.1,979365.0,ES,Spain,5,35008.50040587524
ES300,295939.0,6871903.0,ES,Spain,5,43065.07236787248
ES411,3726.7,159764.0,ES,Spain,5,23326.281264865676
ES412,11304.0,357370.0,ES,Spain,5,31631.0826314464
ES413,12193.5,448573.0,ES,Spain,5,27182.866556836903
ES414,5047.5,157787.0,ES,Spain,5,31989.32738438528
ES415,9604.3,327089.0,ES,Spain,5,29362.9562596113
ES416,4408.1,155332.0,ES,Spain,5,28378.5697731311
ES417,2825.4,89528.0,ES,Spain,5,31558.84192654812
ES418,16425.3,521333.0,ES,Spain,5,31506.350067998766
ES419,4359.2,166927.0,ES,Spain,5,26114.409292684828
ES421,10285.2,387529.0,ES,Spain,5,26540.46535872154
ES422,12447.2,491927.0,ES,Spain,5,25302.941290069462
ES423,5859.9,198436.0,ES,Spain,5,29530.427946541957
ES424,6878.5,275082.0,ES,Spain,5,25005.271155509992
ES425,17074.2,731112.0,ES,Spain,5,23353.74060335489
ES431,14926.9,666049.0,ES,Spain,5,22411.113897025592
ES432,10265.7,388257.0,ES,Spain,5,26440.47628246239
ES511,209563.8,5797356.0,ES,Spain,5,36148.16823393285
ES512,29157.4,808672.0,ES,Spain,5,36055.904000633134
ES513,15081.5,447343.0,ES,Spain,5,33713.50395557771
ES514,29471.6,848592.0,ES,Spain,5,34729.999811452384
ES521,46472.6,1955268.0,ES,Spain,5,23767.8926878566
ES522,17662.0,604086.0,ES,Spain,5,29237.558890621534
ES523,75521.5,2656841.0,ES,Spain,5,28425.29906757687
ES531,5634.7,170569.0,ES,Spain,5,33034.72495002022
ES532,33319.3,940332.0,ES,Spain,5,35433.54900184191
ES533,2548.4,99005.0,ES,Spain,5,25740.114135649714
ES611,18250.6,753364.0,ES,Spain,5,24225.474007252804
ES612,26783.9,1254866.0,ES,Spain,5,21344.031952415637
ES613,17217.2,775002.0,ES,Spain,5,22215.68460468489
ES614,20836.9,934072.0,ES,Spain,5,22307.59513185279
ES615,13183.6,534084.0,ES,Spain,5,24684.50655702099
ES616,13052.1,620637.0,ES,Spain,5,21030.1673925338
ES617,41235.1,1752728.0,ES,Spain,5,23526.24023807459
ES618,48846.9,1959394.0,ES,Spain,5,24929.595579041274
ES620,39838.6,1551692.0,ES,Spain,5,25674.296187645486
ES630,1863.1,83052.0,ES,Spain,5,22432.93358377884
ES640,1753.5,85493.0,ES,Spain,5,20510.45114804721
FI196,9803.56,212556.0,FI,Finland,5,46122.24543179209
FI198,10966.19,272437.0,FI,Finland,5,40252.2050969582
FI199,7568.28,190774.0,FI,Finland,5,39671.44369777852
FI19A,8709.29,176323.0,FI,Finland,5,49393.95314281177
FI19B,24511.73,532671.0,FI,Finland,5,46016.640665626626
FI1B1,108495.51,1733033.0,FI,Finland,5,62604.41087965434
FI1C1,22252.18,485567.0,FI,Finland,5,45827.20819166047
FI1C2,6973.07,169537.0,FI,Finland,5,41130.07780012623
FI1C5,4723.43,125353.0,FI,Finland,5,37681.02877474013
FI1C6,7614.62,204528.0,FI,Finland,5,37230.20808886803
FI1C7,6818.65,159488.0,FI,Finland,5,42753.373294542536
FI1D5,3097.24,67805.0,FI,Finland,5,45678.637268638005
FI1D7,7900.35,175795.0,FI,Finland,5,44940.69797206974
FI1D8,2660.84,70521.0,FI,Finland,5,37731.1722749252
FI1D9,17741.82,416543.0,FI,Finland,5,42593.00960525084
FI1DA,5002.42,130451.0,FI,Finland,5,38347.11884155736
FI1DB,10261.01,247689.0,FI,Finland,5,41426.991105781846
FI1DC,6125.19,162540.0,FI,Finland,5,37684.20081210779
FI200,1635.55,30359.0,FI,Finland,5,53873.6453769887
FR101,264481.2,2092813.0,FR,France,5,126375.93516477583
FR102,52265.4,1461552.0,FR,France,5,35760.20558967454
FR103,67733.3,1477228.0,FR,France,5,45851.62209218888
FR104,62004.0,1331182.0,FR,France,5,46578.153851238974
FR105,191708.7,1653212.0,FR,France,5,115961.35280895614
FR106,78409.9,1692115.0,FR,France,5,46338.39898588453
FR107,67635.9,1422186.0,FR,France,5,47557.70342275904
FR108,45399.9,1277071.0,FR,France,5,35550.020319935225
FRB01,9594.9,298404.0,FR,France,5,32154.05959705634
FRB02,13312.7,433132.0,FR,France,5,30735.895754642926
FRB03,6159.8,215578.0,FR,France,5,28573.41658239709
FRB04,23423.6,617703.0,FR,France,5,37920.489296636086
FRB05,10897.8,328360.0,FR,France,5,33188.57351687173
FRB06,26301.8,688539.0,FR,France,5,38199.433873752976
FRC11,22304.6,538080.0,FR,France,5,41452.200416294974
FRC12,5798.9,201409.0,FR,France,5,28791.662736024708
FRC13,17944.3,547788.0,FR,France,5,32757.745697240538
FRC14,10227.0,332690.0,FR,France,5,30740.328834650878
FRC21,18122.7,549462.0,FR,France,5,32982.62664206078
FRC22,8310.8,257986.0,FR,France,5,32214.151155489053
FRC23,6046.7,233293.0,FR,France,5,25918.90883995662
FRC24,4469.6,139526.0,FR,France,5,32034.17284233763
FRD11,25246.7,706548.0,FR,France,5,35732.46262108166
FRD12,16965.5,496441.0,FR,France,5,34174.25232807121
FRD13,7914.6,274742.0,FR,France,5,28807.390206084252
FRD21,17681.6,601533.0,FR,France,5,29394.231072941966
FRD22,47347.2,1260258.0,FR,France,5,37569.4500649867
FRE11,91325.6,2616339.0,FR,France,5,34905.87420055276
FRE12,41682.8,1456673.0,FR,France,5,28615.070094660914
FRE21,14568.9,523228.0,FR,France,5,27844.26674413449
FRE22,25558.3,830509.0,FR,France,5,30774.26012240686
FRE23,18801.0,563543.0,FR,France,5,33362.139180151295
FRF11,46884.9,1160728.0,FR,France,5,40392.66736048411
FRF12,26550.0,767160.0,FR,France,5,34608.16518066635
FRF21,8508.2,265865.0,FR,France,5,32001.955879863843
FRF22,10502.6,311170.0,FR,France,5,33751.968377414276
FRF23,24425.0,562387.0,FR,France,5,43430.94701691184
FRF24,5205.7,168854.0,FR,France,5,30829.5924289623
FRF31,24036.1,731744.0,FR,France,5,32847.68990247956
FRF32,4717.7,179439.0,FR,France,5,26291.3859305948
FRF33,31439.7,1050692.0,FR,France,5,29922.850844966935
FRF34,10844.4,356433.0,FR,France,5,30424.792317209685
FRG01,61830.1,1486149.0,FR,France,5,41604.240220866144
FRG02,27969.3,830394.0,FR,France,5,33681.963019964016
FRG03,11247.1,304630.0,FR,France,5,36920.526540393264
FRG04,17547.5,565349.0,FR,France,5,31038.349762712944
FRG05,25116.0,711902.0,FR,France,5,35280.136872771815
FRH01,19089.5,611258.0,FR,France,5,31229.857114344515
FRH02,31231.0,930710.0,FR,France,5,33556.10233047888
FRH03,45322.9,1117647.0,FR,France,5,40552.070555372135
FRH04,26377.9,780633.0,FR,France,5,33790.39830496533
FRI11,11682.4,416671.0,FR,France,5,28037.468410328533
FRI12,70556.3,1689714.0,FR,France,5,41756.35640114244
FRI13,13175.6,432717.0,FR,France,5,30448.537958989364
FRI14,10431.0,332080.0,FR,France,5,31411.10575764876
FRI15,25962.5,704074.0,FR,France,5,36874.67510517361
FRI21,7800.7,239911.0,FR,France,5,32514.974302970684
FRI22,2932.1,114940.0,FR,France,5,25509.83121628676
FRI23,12178.5,372083.0,FR,France,5,32730.600430549097
FRI31,12885.5,351023.0,FR,France,5,36708.42081573002
FRI32,21595.0,672443.0,FR,France,5,32114.246114540565
FRI33,12807.0,375016.0,FR,France,5,34150.54291016916
FRI34,16253.2,438142.0,FR,France,5,37095.7360855613
FRJ11,10105.6,378427.0,FR,France,5,26704.225649861135
FRJ12,23176.5,768166.0,FR,France,5,30171.212993024947
FRJ13,45176.7,1229560.0,FR,France,5,36742.167929991214
FRJ14,2357.7,76471.0,FR,France,5,30831.295523793335
FRJ15,14856.0,496280.0,FR,France,5,29934.714274200047
FRJ21,4177.8,155760.0,FR,France,5,26822.033898305086
FRJ22,8544.7,279241.0,FR,France,5,30599.73284725381
FRJ23,70369.4,1473299.0,FR,France,5,47763.149231758114
FRJ24,4936.3,192822.0,FR,France,5,25600.29457219612
FRJ25,5837.8,175858.0,FR,France,5,33196.101399993175
FRJ26,6999.5,231638.0,FR,France,5,30217.408197273333
FRJ27,11268.0,397775.0,FR,France,5,28327.57211991704
FRJ28,7513.6,265956.0,FR,France,5,28251.2896870159
FRK11,10120.9,333922.0,FR,France,5,30309.173998718263
FRK12,4198.5,144177.0,FR,France,5,29120.45610603633
FRK13,6563.0,228034.0,FR,France,5,28780.795846233457
FRK14,25216.4,664263.0,FR,France,5,37961.47008037479
FRK21,21222.4,677187.0,FR,France,5,31339.054057446465
FRK22,9584.5,334451.0,FR,France,5,28657.41169857468
FRK23,21052.3,522454.0,FR,France,5,40295.0307586888
FRK24,52869.9,1297087.0,FR,France,5,40760.48869505284
FRK25,25265.1,773693.0,FR,France,5,32655.200447722804
FRK26,107089.4,1916464.0,FR,France,5,55878.63899347966
FRK27,20737.1,447997.0,FR,France,5,46288.47961035453
FRK28,32723.8,856707.0,FR,France,5,38197.189937750016
FRL01,5249.7,168005.0,FR,France,5,31247.284307014674
FRL02,4870.4,141826.0,FR,France,5,34340.67096301101
FRL03,50536.4,1119807.0,FR,France,5,45129.562504967376
FRL04,92169.3,2076707.0,FR,France,5,44382.42852747162
FRL05,36823.6,1117572.0,FR,France,5,32949.64440769811
FRL06,20710.1,570432.0,FR,France,5,36305.99265118367
FRM01,6627.0,168277.0,FR,France,5,39381.49598578534
FRM02,6106.4,185989.0,FR,France,5,32832.04920721118
HR021,1343.43,99813.0,HR,Croatia,5,13459.469207417871
HR022,739.77,68808.0,HR,Croatia,5,10751.220788280432
HR023,672.63,62451.0,HR,Croatia,5,10770.524090887255
HR024,1670.54,127464.0,HR,Croatia,5,13105.975020397917
HR025,3808.33,253824.0,HR,Croatia,5,15003.821545637922
HR026,1701.5,139841.0,HR,Croatia,5,12167.390107336189
HR027,1649.88,110483.0,HR,Croatia,5,14933.338160621995
HR028,2049.72,136422.0,HR,Croatia,5,15024.849364472004
HR031,6220.89,263938.0,HR,Croatia,5,23569.512537035214
HR032,738.83,42469.0,HR,Croatia,5,17396.924815747956
HR033,2724.45,160558.0,HR,Croatia,5,16968.634387573336
HR034,1502.44,95441.0,HR,Croatia,5,15742.081495374105
HR035,7089.67,423845.0,HR,Croatia,5,16727.034647099765
HR036,4635.41,196867.0,HR,Croatia,5,23545.896468173945
HR037,2301.08,114869.0,HR,Croatia,5,20032.2106051241
HR050,26671.22,768624.0,HR,Croatia,5,34699.95732633902
HR061,1813.7,104737.0,HR,Croatia,5,17316.707562752417
HR062,2869.22,158446.0,HR,Croatia,5,18108.50384358078
HR063,1676.68,99925.0,HR,Croatia,5,16779.384538403803
HR064,1621.37,119409.0,HR,Croatia,5,13578.289743654163
HR065,5685.57,302660.0,HR,Croatia,5,18785.336681424702
HU110,74982.1,1671004.0,HU,Hungary,5,44872.48384803387
HU120,23376.07,1328790.0,HU,Hungary,5,17591.997230563145
HU211,7586.93,419565.0,HU,Hungary,5,18082.847711320057
HU212,6056.89,301492.0,HU,Hungary,5,20089.720456927545
HU213,5395.55,338342.0,HU,Hungary,5,15947.029928297403
HU221,10089.76,471309.0,HU,Hungary,5,21407.951046977672
HU222,4070.79,249812.0,HU,Hungary,5,16295.414151441884
HU223,3675.54,261803.0,HU,Hungary,5,14039.334919767916
HU231,4988.21,355315.0,HU,Hungary,5,14038.83877685997
HU232,3628.51,295316.0,HU,Hungary,5,12286.87236722697
HU233,2949.04,208044.0,HU,Hungary,5,14175.078348810828
HU311,8173.42,624219.0,HU,Hungary,5,13093.834055035171
HU312,4270.85,287533.0,HU,Hungary,5,14853.425519853376
HU313,1677.97,182038.0,HU,Hungary,5,9217.690811808523
HU321,7923.53,520656.0,HU,Hungary,5,15218.359146922345
HU322,4545.49,356388.0,HU,Hungary,5,12754.329550938864
HU323,6339.15,527968.0,HU,Hungary,5,12006.69358749015
HU331,7627.4,494563.0,HU,Hungary,5,15422.504311887464
HU332,3680.53,314380.0,HU,Hungary,5,11707.265093199312
HU333,6140.92,391207.0,HU,Hungary,5,15697.36737839558
IE041,13871.21,430893.0,IE,Ireland,5,32191.77382784125
IE042,30539.99,499315.0,IE,Ireland,5,61163.77437088812
IE051,33541.84,517337.0,IE,Ireland,5,64835.57139736767
IE052,20583.53,467589.0,IE,Ireland,5,44020.56079163539
IE053,128362.65,756254.0,IE,Ireland,5,169734.83776614736
IE061,250762.36,1499179.0,IE,Ireland,5,167266.4571742267
IE062,34579.03,776202.0,IE,Ireland,5,44549.00914968011
IE063,12488.15,324626.0,IE,Ireland,5,38469.346263084284
ITC11,85962.42,2204632.0,IT,Italy,5,38991.73195345073
ITC12,5630.35,165892.0,IT,Italy,5,33939.85243411376
ITC13,5639.25,169106.0,IT,Italy,5,33347.427057585184
ITC14,4462.65,154038.0,IT,Italy,5,28971.098040743193
ITC15,13143.04,362502.0,IT,Italy,5,36256.46203331292
ITC16,23499.85,580736.0,IT,Italy,5,40465.633265373595
ITC17,6291.56,207951.0,IT,Italy,5,30255.011998018763
ITC18,14426.51,406494.0,IT,Italy,5,35490.09333471097
ITC20,5801.77,123130.0,IT,Italy,5,47119.06115487696
ITC31,6086.74,208792.0,IT,Italy,5,29152.170581248323
ITC32,9357.2,267366.0,IT,Italy,5,34997.718483277604
ITC33,34674.84,816606.0,IT,Italy,5,42462.142085656975
ITC34,8345.34,214872.0,IT,Italy,5,38838.6574332626
ITC41,31650.39,879731.0,IT,Italy,5,35977.349894456376
ITC42,20868.35,597117.0,IT,Italy,5,34948.510928344025
ITC43,12859.19,332775.0,IT,Italy,5,38642.29584554128
ITC44,6559.83,178795.0,IT,Italy,5,36689.113230235744
ITC46,46524.39,1106303.0,IT,Italy,5,42053.930975510324
ITC47,53984.77,1257326.0,IT,Italy,5,42936.17566168201
ITC48,16381.22,536406.0,IT,Italy,5,30538.845575925698
ITC49,7489.32,228136.0,IT,Italy,5,32828.31293614335
ITC4A,13868.82,352189.0,IT,Italy,5,39378.91302681231
ITC4B,15929.27,406119.0,IT,Italy,5,39223.158729337956
ITC4C,230481.35,3228006.0,IT,Italy,5,71400.533332342
ITC4D,34095.99,873606.0,IT,Italy,5,39029.02452593045
ITF11,9116.75,287806.0,IT,Italy,5,31676.719734821374
ITF12,9235.86,299071.0,IT,Italy,5,30881.830735845335
ITF13,9400.61,313110.0,IT,Italy,5,30023.346427772987
ITF14,11783.88,372640.0,IT,Italy,5,31622.69214255045
ITF21,2157.3,79912.0,IT,Italy,5,26995.945540094104
ITF22,5717.17,210724.0,IT,Italy,5,27131.081414551736
ITF31,19473.57,906074.0,IT,Italy,5,21492.251184781817
ITF32,5655.95,263125.0,IT,Italy,5,21495.296912114016
ITF33,72903.98,2980338.0,IT,Italy,5,24461.648309688364
ITF34,9120.09,398932.0,IT,Italy,5,22861.26457641904
ITF35,25885.35,1061067.0,IT,Italy,5,24395.584821693636
ITF43,12391.66,556692.0,IT,Italy,5,22259.45406077328
ITF44,8364.26,379522.0,IT,Italy,5,22038.93318437403
ITF45,16847.63,771230.0,IT,Italy,5,21845.143472115975
ITF46,13107.42,595682.0,IT,Italy,5,22004.05585530535
ITF47,33939.04,1225048.0,IT,Italy,5,27704.253221098275
ITF48,7511.58,379509.0,IT,Italy,5,19792.890287186867
ITF51,10165.35,346475.0,IT,Italy,5,29339.346273179883
ITF52,4670.81,191102.0,IT,Italy,5,24441.45011564505
ITF61,13079.59,672432.0,IT,Italy,5,19451.171270849693
ITF62,3347.26,162749.0,IT,Italy,5,20567.00809221562
ITF63,8227.34,342021.0,IT,Italy,5,24055.072641738374
ITF64,3030.01,150709.0,IT,Italy,5,20105.036859112595
ITF65,11379.8,518699.0,IT,Italy,5,21939.120761751998
ITG11,8289.68,415006.0,IT,Italy,5,19974.84373719898
ITG12,28742.82,1204189.0,IT,Italy,5,23869.027204201335
ITG13,13472.54,600180.0,IT,Italy,5,22447.49908360825
ITG14,7839.96,413177.0,IT,Italy,5,18974.821928616548
ITG15,5071.54,249431.0,IT,Italy,5,20332.43662576023
ITG16,2982.15,154940.0,IT,Italy,5,19247.12792048535
ITG17,24495.02,1074434.0,IT,Italy,5,22798.068564472083
ITG18,7095.26,317793.0,IT,Italy,5,22326.671764324576
ITG19,9077.79,384866.0,IT,Italy,5,23586.884785873524
ITG2D,12830.25,474739.0,IT,Italy,5,27025.90265387929
ITG2E,4784.35,198520.0,IT,Italy,5,24100.090670965143
