geo,gdp_value,population,country_code,country,nuts_level,gdp_per_capita
ITG2F,14422.06,420364.0,IT,Italy,5,34308.504058387494
ITG2G,3278.25,150325.0,IT,Italy,5,21807.74987527025
ITG2H,6485.25,334198.0,IT,Italy,5,19405.412360337286
ITH10,32936.08,534147.0,IT,Italy,5,61661.07831739203
ITH20,25456.78,542996.0,IT,Italy,5,46882.07647938475
ITH31,38469.59,925656.0,IT,Italy,5,41559.272559136436
ITH32,36361.27,852779.0,IT,Italy,5,42638.56169066077
ITH33,7836.62,198105.0,IT,Italy,5,39557.911208702455
ITH34,35822.5,878828.0,IT,Italy,5,40761.67350152703
ITH35,32373.94,835895.0,IT,Italy,5,38729.672985243364
ITH36,39147.5,930349.0,IT,Italy,5,42078.295349379645
ITH37,7214.37,227941.0,IT,Italy,5,31650.163858191376
ITH41,11356.43,310133.0,IT,Italy,5,36617.93488600052
ITH42,19508.07,517376.0,IT,Italy,5,37705.78844012865
ITH43,4739.82,138034.0,IT,Italy,5,34338.061636987986
ITH44,9458.49,228705.0,IT,Italy,5,41356.72591329442
ITH51,11469.97,284220.0,IT,Italy,5,40355.956653296744
ITH52,21483.93,451688.0,IT,Italy,5,47563.65013017835
ITH53,23259.41,526990.0,IT,Italy,5,44136.34034801419
ITH54,34290.8,704332.0,IT,Italy,5,48685.56305833045
ITH55,50851.23,1014124.0,IT,Italy,5,50143.01012499458
ITH56,10249.95,339287.0,IT,Italy,5,30210.264466366232
ITH57,14763.8,386355.0,IT,Italy,5,38213.04240918326
ITH58,15609.8,391648.0,IT,Italy,5,39856.708064384344
ITH59,12387.21,338934.0,IT,Italy,5,36547.557931632706
ITI11,5863.0,187583.0,IT,Italy,5,31255.497566410602
ITI12,13906.67,382184.0,IT,Italy,5,36387.36838800159
ITI13,9107.85,289759.0,IT,Italy,5,31432.500802390954
ITI14,46118.09,988194.0,IT,Italy,5,46669.06498116766
ITI15,9321.58,259244.0,IT,Italy,5,35956.78202774221
ITI16,10730.83,326605.0,IT,Italy,5,32855.681939958056
ITI17,15921.48,417170.0,IT,Italy,5,38165.44813864851
ITI18,12259.2,334052.0,IT,Italy,5,36698.47808125681
ITI19,9721.2,260557.0,IT,Italy,5,37309.30276292712
ITI1A,6577.64,216633.0,IT,Italy,5,30363.056413381157
ITI21,20555.55,639224.0,IT,Italy,5,32157.03728270528
ITI22,6312.71,217183.0,IT,Italy,5,29066.317345280248
ITI31,11818.39,349529.0,IT,Italy,5,33812.33030735647
ITI32,16215.36,461655.0,IT,Italy,5,35124.41108620074
ITI33,9832.51,303828.0,IT,Italy,5,32362.09302631752
ITI34,6587.66,201462.0,IT,Italy,5,32699.26834837339
ITI35,4919.04,167824.0,IT,Italy,5,29310.70645438078
ITI41,8082.63,308158.0,IT,Italy,5,26228.850135320194
ITI42,3813.68,150457.0,IT,Italy,5,25347.308533335105
ITI43,201289.92,4227059.0,IT,Italy,5,47619.377917365244
ITI44,15589.76,566996.0,IT,Italy,5,27495.36151930525
ITI45,12656.59,467866.0,IT,Italy,5,27051.741310546182
LT011,33822.43,848724.0,LT,Lithuania,5,39850.917377144986
LT021,1925.36,135620.0,LT,Lithuania,5,14196.72614658605
LT022,14853.64,579903.0,LT,Lithuania,5,25614.007859935195
LT023,7655.21,334281.0,LT,Lithuania,5,22900.52381080588
LT024,2000.06,135787.0,LT,Lithuania,5,14729.392357147592
LT025,3849.66,211377.0,LT,Lithuania,5,18212.29367433543
LT026,4792.76,264056.0,LT,Lithuania,5,18150.543824037326
LT027,1316.25,90617.0,LT,Lithuania,5,14525.420175022347
LT028,2329.63,131447.0,LT,Lithuania,5,17722.960584874512
LT029,1771.96,125467.0,LT,Lithuania,5,14122.916782899089
LU000,82115.47,660809.0,LU,Luxembourg,5,124265.05994924404
LV005,2822.37,245053.0,LV,Latvia,5,11517.386034857765
LV009,3066.64,225047.0,LV,Latvia,5,13626.664652272637
ME000,7068.84,616695.0,ME,Montenegro,5,11462.457130348064
MK001,918.95,137645.0,MK,North Macedonia,5,6676.232336808456
MK002,1082.03,148671.0,MK,North Macedonia,5,7278.016560055425
MK003,1262.4,176610.0,MK,North Macedonia,5,7147.95311703754
MK004,1315.08,147272.0,MK,North Macedonia,5,8929.599652343963
MK005,1594.77,208552.0,MK,North Macedonia,5,7646.869845410258
MK006,1103.77,251922.0,MK,North Macedonia,5,4381.395828867666
MK007,658.7,152405.0,MK,North Macedonia,5,4322.036678586661
MK008,6731.71,606877.0,MK,North Macedonia,5,11092.37951018081
MT001,19982.97,501860.0,MT,Malta,5,39817.81771808871
MT002,911.95,40191.0,MT,Malta,5,22690.403324127292
NL112,2548.64,45394.0,NL,Netherlands,5,56144.86496012689
NL126,9023.04,190093.0,NL,Netherlands,5,47466.450632059044
NL131,8017.15,195308.0,NL,Netherlands,5,41048.75376328671
NL132,6483.3,170384.0,NL,Netherlands,5,38051.10808526622
NL133,6479.96,136359.0,NL,Netherlands,5,47521.32239162798
NL211,20785.9,385473.0,NL,Netherlands,5,53923.10226656601
NL212,7484.75,159963.0,NL,Netherlands,5,46790.50780492989
NL213,31331.68,638897.0,NL,Netherlands,5,49040.26783659964
NL221,37579.34,715792.0,NL,Netherlands,5,52500.36323401212
NL224,12533.12,254660.0,NL,Netherlands,5,49215.1103432027
NL225,17055.75,406261.0,NL,Netherlands,5,41982.24786528857
NL226,38644.14,756995.0,NL,Netherlands,5,51049.39926947998
NL230,20729.21,444701.0,NL,Netherlands,5,46613.81467547858
NL321,15496.34,385743.0,NL,Netherlands,5,40172.70566154149
NL323,8164.98,200749.0,NL,Netherlands,5,40672.58118346791
NL325,6986.8,176230.0,NL,Netherlands,5,39645.917267207624
NL327,15023.96,243799.0,NL,Netherlands,5,61624.37089569686
NL328,10731.4,255276.0,NL,Netherlands,5,42038.42115984268
NL341,5466.29,105832.0,NL,Netherlands,5,51650.63496862953
NL342,14185.89,285292.0,NL,Netherlands,5,49724.10723048666
NL411,36303.35,646718.0,NL,Netherlands,5,56134.74497385259
NL414,58734.25,803180.0,NL,Netherlands,5,73127.13214970492
NL421,15549.69,289248.0,NL,Netherlands,5,53759.02339860604
NL422,11341.6,241467.0,NL,Netherlands,5,46969.565199385426
NL423,28491.83,597652.0,NL,Netherlands,5,47672.943452042324
PL213,26227.04,792655.0,PL,Poland,5,33087.58539339309
PL214,11053.34,751069.0,PL,Poland,5,14716.810306376645
PL217,5168.6,424550.0,PL,Poland,5,12174.30220233188
PL218,6603.3,512612.0,PL,Poland,5,12881.672688114988
PL219,3808.23,319601.0,PL,Poland,5,11915.575983804807
PL21A,7820.4,518818.0,PL,Poland,5,15073.493980548092
PL224,8422.98,478804.0,PL,Poland,5,17591.707671615106
PL225,12360.84,643512.0,PL,Poland,5,19208.40637004438
PL227,10828.19,587613.0,PL,Poland,5,18427.417364830253
PL228,5825.04,403345.0,PL,Poland,5,14441.83019499436
PL229,11423.22,428209.0,PL,Poland,5,26676.73962948
PL22A,19396.15,682224.0,PL,Poland,5,28430.76467553179
PL22B,11251.92,636142.0,PL,Poland,5,17687.748961709807
PL22C,9625.95,385434.0,PL,Poland,5,24974.314668659226
PL411,5684.68,384414.0,PL,Poland,5,14787.910950173511
PL414,9699.3,623516.0,PL,Poland,5,15555.81572886662
PL415,21647.37,537063.0,PL,Poland,5,40306.94722965462
PL416,11583.31,643465.0,PL,Poland,5,18001.460840915977
PL417,9642.28,543338.0,PL,Poland,5,17746.37518450762
PL418,15624.96,712432.0,PL,Poland,5,21931.86156713904
PL424,9074.54,386597.0,PL,Poland,5,23472.867094157482
PL426,5518.99,333412.0,PL,Poland,5,16553.063477019423
PL427,4682.01,380926.0,PL,Poland,5,12291.127410573183
PL428,7421.28,488114.0,PL,Poland,5,15203.989232023667
PL431,5733.66,362428.0,PL,Poland,5,15820.135309633913
PL432,9926.39,590365.0,PL,Poland,5,16813.98795660312
PL514,21730.94,671206.0,PL,Poland,5,32375.962074236522
PL515,8261.19,512700.0,PL,Poland,5,16113.10708016384
PL516,9971.22,420225.0,PL,Poland,5,23728.288416919506
PL517,8439.55,583214.0,PL,Poland,5,14470.760304107924
PL518,13894.95,626574.0,PL,Poland,5,22176.071780827166
PL523,4243.17,335827.0,PL,Poland,5,12634.987657335474
PL524,10443.45,560543.0,PL,Poland,5,18630.95248714193
PL613,14921.75,744334.0,PL,Poland,5,20047.115945261132
PL616,5226.6,361017.0,PL,Poland,5,14477.434580643017
PL617,4586.49,335149.0,PL,Poland,5,13684.928196115758
PL618,2448.82,174147.0,PL,Poland,5,14061.798365748476
PL619,4395.95,328550.0,PL,Poland,5,13379.850859838685
PL621,6533.37,479660.0,PL,Poland,5,13620.83559187758
PL622,9047.98,565651.0,PL,Poland,5,15995.6934576267
PL623,2999.51,258069.0,PL,Poland,5,11622.899302124626
PL633,23224.36,744814.0,PL,Poland,5,31181.422475947016
PL634,8454.9,623591.0,PL,Poland,5,13558.406070645664
PL636,4750.48,312145.0,PL,Poland,5,15218.82458472825
PL637,2784.35,214254.0,PL,Poland,5,12995.55667572134
PL638,5861.83,400941.0,PL,Poland,5,14620.18102414071
PL711,16853.28,652983.0,PL,Poland,5,25809.676515315095
PL712,6454.18,385278.0,PL,Poland,5,16752.00764123568
PL713,10787.01,546039.0,PL,Poland,5,19755.01749875009
PL714,6219.04,419701.0,PL,Poland,5,14817.786948327499
PL715,5114.02,339020.0,PL,Poland,5,15084.714766090496
PL721,10878.87,696408.0,PL,Poland,5,15621.402970672365
PL722,6191.02,436689.0,PL,Poland,5,14177.18330436535
PL811,3537.52,274914.0,PL,Poland,5,12867.733182013284
PL812,6141.07,555496.0,PL,Poland,5,11055.111107910769
PL814,12347.92,682886.0,PL,Poland,5,18081.963900270322
PL815,5192.24,435104.0,PL,Poland,5,11933.330881812164
PL821,5227.57,436569.0,PL,Poland,5,11974.212552883966
PL822,3724.16,351769.0,PL,Poland,5,10586.947684417899
PL823,10913.23,617969.0,PL,Poland,5,17659.83406934652
PL824,8587.46,556025.0,PL,Poland,5,15444.377501011644
PL841,8463.19,487613.0,PL,Poland,5,17356.366626812658
PL842,5057.49,351876.0,PL,Poland,5,14372.932510316134
PL843,3374.75,244365.0,PL,Poland,5,13810.283796779408
PL911,108750.97,1869188.0,PL,Poland,5,58180.86249216237
PL912,10792.13,687379.0,PL,Poland,5,15700.40690797944
PL913,18191.48,712943.0,PL,Poland,5,25516.0370464399
PL921,9015.82,565683.0,PL,Poland,5,15937.936971766872
PL922,5243.41,321941.0,PL,Poland,5,16286.8662270416
PL923,9752.9,306505.0,PL,Poland,5,31819.70930327401
PL924,5711.73,361537.0,PL,Poland,5,15798.465993798698
PL925,6514.12,399123.0,PL,Poland,5,16321.083976618736
PL926,4620.36,255464.0,PL,Poland,5,18086.1491247299
PT111,4598.27,232674.0,PT,Portugal,5,19762.715215279746
PT112,9251.43,424505.0,PT,Portugal,5,21793.45355178384
PT119,8694.28,420418.0,PT,Portugal,5,20680.08505820398
PT11A,43957.08,1779994.0,PT,Portugal,5,24695.072005860693
PT11B,1403.54,83510.0,PT,Portugal,5,16806.849479104298
PT11C,6680.03,408425.0,PT,Portugal,5,16355.58548081043
PT11D,3470.48,183705.0,PT,Portugal,5,18891.592498843253
PT11E,1899.25,107063.0,PT,Portugal,5,17739.555215153694
PT150,13214.62,478618.0,PT,Portugal,5,27609.951986761884
PT191,9440.39,376760.0,PT,Portugal,5,25056.773542838942
PT192,9791.48,441446.0,PT,Portugal,5,22180.470544528664
PT193,7193.61,292139.0,PT,Portugal,5,24623.929020089752
PT194,5080.29,253638.0,PT,Portugal,5,20029.687980507653
PT195,1975.68,99371.0,PT,Portugal,5,19881.856879773775
PT196,3687.67,208913.0,PT,Portugal,5,17651.701904620582
PT1A0,84658.41,2097742.0,PT,Portugal,5,40356.92187123107
PT1B0,14213.78,823822.0,PT,Portugal,5,17253.460092107274
PT1C1,3134.42,99763.0,PT,Portugal,5,31418.662229483878
PT1C2,2961.97,115513.0,PT,Portugal,5,25641.875806186315
PT1C3,2081.63,104304.0,PT,Portugal,5,19957.33624789078
PT1C4,3334.88,153155.0,PT,Portugal,5,21774.542130521368
PT1D1,7513.61,379085.0,PT,Portugal,5,19820.38329134627
PT1D2,4255.09,213604.0,PT,Portugal,5,19920.460291005787
PT1D3,5333.41,244259.0,PT,Portugal,5,21835.060325310427
RO111,7506.44,554016.0,RO,Romania,5,13549.1393750361
RO112,3192.48,296140.0,RO,Romania,5,10780.306611737691
RO113,17052.05,688844.0,RO,Romania,5,24754.588847402316
RO114,5308.23,451728.0,RO,Romania,5,11750.943045372436
RO115,3782.5,330662.0,RO,Romania,5,11439.173536723301
RO116,2686.99,210652.0,RO,Romania,5,12755.587414313655
RO121,5047.79,325838.0,RO,Romania,5,15491.716742675808
RO122,10944.72,552813.0,RO,Romania,5,19798.23195185352
RO123,2358.46,199795.0,RO,Romania,5,11804.399509497234
RO124,3575.28,291810.0,RO,Romania,5,12252.081834070113
RO125,6858.7,519395.0,RO,Romania,5,13205.171401341946
RO126,7148.97,391433.0,RO,Romania,5,18263.58533899799
RO211,6722.2,597504.0,RO,Romania,5,11250.468616109683
RO212,3132.53,389815.0,RO,Romania,5,8035.940125444121
RO213,10841.6,774025.0,RO,Romania,5,14006.782726656116
RO214,4681.43,449345.0,RO,Romania,5,10418.342253724866
RO215,5842.52,642275.0,RO,Romania,5,9096.60192285236
RO216,2773.5,371464.0,RO,Romania,5,7466.403204617406
RO221,3328.55,277021.0,RO,Romania,5,12015.515069254678
RO222,4386.57,400823.0,RO,Romania,5,10943.907909476253
RO223,11776.85,657055.0,RO,Romania,5,17923.68979765773
RO224,5083.67,494280.0,RO,Romania,5,10285.000404628956
RO225,2646.56,190994.0,RO,Romania,5,13856.770369749835
RO226,3213.57,333154.0,RO,Romania,5,9645.899493927733
RO311,8184.04,565747.0,RO,Romania,5,14465.900835532491
RO312,2342.56,280468.0,RO,Romania,5,8352.325398975998
RO313,5355.98,477197.0,RO,Romania,5,11223.834181690161
RO314,2068.18,258751.0,RO,Romania,5,7992.935293003698
RO315,2612.89,249852.0,RO,Romania,5,10457.750988585243
RO316,10468.43,691246.0,RO,Romania,5,15144.290165874378
RO317,3232.74,318043.0,RO,Romania,5,10164.474615067775
RO321,84230.36,1724966.0,RO,Romania,5,48830.156652363
RO322,9453.73,564833.0,RO,Romania,5,16737.21259204048
RO411,7784.32,599631.0,RO,Romania,5,12981.850504727074
RO412,5771.17,311301.0,RO,Romania,5,18538.87395157741
RO413,2910.21,231398.0,RO,Romania,5,12576.642840473989
RO414,3713.0,378567.0,RO,Romania,5,9808.039263855539
RO415,4459.71,340914.0,RO,Romania,5,13081.627624562207
RO421,6291.69,410451.0,RO,Romania,5,15328.723769706981
RO422,3312.77,244904.0,RO,Romania,5,13526.810505340869
RO423,4768.62,357563.0,RO,Romania,5,13336.447003744795
RO424,14545.32,658515.0,RO,Romania,5,22088.061775358194
RS110,32418.65,1683033.0,RS,Serbia,5,19262.04061358274
RS121,1099.12,154072.0,RS,Serbia,5,7133.807570486526
RS122,2643.26,259767.0,RS,Serbia,5,10175.503431921683
RS123,8065.19,607662.0,RS,Serbia,5,13272.49359018665
RS124,1015.46,117600.0,RS,Serbia,5,8634.86394557823
RS125,1569.66,159934.0,RS,Serbia,5,9814.42344967299
RS126,1018.65,157379.0,RS,Serbia,5,6472.591641832773
RS127,3233.73,282237.0,RS,Serbia,5,11457.498485315533
RS211,2002.66,254167.0,RS,Serbia,5,7879.307699268591
RS212,1286.68,154107.0,RS,Serbia,5,8349.263823187785
RS213,1450.0,264891.0,RS,Serbia,5,5473.949662313933
RS214,1677.71,188935.0,RS,Serbia,5,8879.826395321143
RS215,1206.6,181625.0,RS,Serbia,5,6643.358568479009
RS216,1337.53,206591.0,RS,Serbia,5,6474.289780290525
RS217,1714.84,296875.0,RS,Serbia,5,5776.303157894737
RS218,2118.12,269258.0,RS,Serbia,5,7866.507216127283
RS221,2389.18,100711.0,RS,Serbia,5,23723.128555967072
RS222,1132.24,155892.0,RS,Serbia,5,7262.976932748313
RS223,581.39,96365.0,RS,Serbia,5,6033.207077258341
RS224,1004.3,184142.0,RS,Serbia,5,5453.943152567041
RS225,2878.37,343648.0,RS,Serbia,5,8375.92536549027
RS226,572.19,76430.0,RS,Serbia,5,7486.458197043046
RS227,1335.71,175290.0,RS,Serbia,5,7620.001140966398
RS228,952.54,193454.0,RS,Serbia,5,4923.8578680203045
RS229,476.25,77132.0,RS,Serbia,5,6174.480112015765
SE110,169125.42,2440027.0,SE,Sweden,5,69312.92973397425
SE121,19527.82,400682.0,SE,Sweden,5,48736.45434534119
SE122,11904.44,302566.0,SE,Sweden,5,39344.93631141635
SE123,21345.37,471912.0,SE,Sweden,5,45231.67454949228
SE124,13730.76,307772.0,SE,Sweden,5,44613.4151254825
SE125,10896.1,280713.0,SE,Sweden,5,38815.80119196475
SE211,16197.09,369113.0,SE,Sweden,5,43881.11499730435
SE212,10195.33,204335.0,SE,Sweden,5,49895.17214378349
SE213,9386.71,247711.0,SE,Sweden,5,37893.79559244442
SE214,2430.84,61173.0,SE,Sweden,5,39737.138933843366
SE221,6399.83,158740.0,SE,Sweden,5,40316.42938137835
SE224,61268.64,1414324.0,SE,Sweden,5,43320.08790065077
SE231,13277.2,342805.0,SE,Sweden,5,38731.05701492102
SE232,93272.06,1758656.0,SE,Sweden,5,53035.988846027874
SE311,11102.45,283976.0,SE,Sweden,5,39096.43772713187
SE312,11778.25,288310.0,SE,Sweden,5,40852.72796642503
SE313,10545.42,287334.0,SE,Sweden,5,36700.91252688509
SE321,10924.87,243265.0,SE,Sweden,5,44909.33755369658
SE322,5412.85,132670.0,SE,Sweden,5,40799.35177508103
SE331,12648.79,276295.0,SE,Sweden,5,45780.01773466766
SE332,13701.89,249177.0,SE,Sweden,5,54988.5824133046
SI031,2319.4,114104.0,SI,Slovenia,5,20327.070041365772
SI032,8093.59,329014.0,SI,Slovenia,5,24599.530719057548
SI033,1606.53,70718.0,SI,Slovenia,5,22717.412822760823
SI034,6810.55,260132.0,SI,Slovenia,5,26181.13111804776
SI035,942.3,57091.0,SI,Slovenia,5,16505.228494859086
SI036,1877.78,75987.0,SI,Slovenia,5,24711.85860739337
SI037,4009.18,147088.0,SI,Slovenia,5,27257.016207984336
SI038,1063.89,53751.0,SI,Slovenia,5,19792.934084947257
SI041,25242.65,561407.0,SI,Slovenia,5,44963.19069765785
SI042,5488.94,210188.0,SI,Slovenia,5,26114.430890440937
SI043,3217.45,118436.0,SI,Slovenia,5,27166.148806106252
SI044,3377.76,119056.0,SI,Slovenia,5,28371.18666845854
SK010,34184.65,728370.0,SK,Slovakia,5,46933.08346032923
SK021,13933.79,565573.0,SK,Slovakia,5,24636.589794774503
SK022,10971.37,570675.0,SK,Slovakia,5,19225.25079949183
SK023,13459.52,670696.0,SK,Slovakia,5,20067.989074036523
SK031,13744.89,688106.0,SK,Slovakia,5,19974.9602532168
SK032,10793.13,617777.0,SK,Slovakia,5,17470.91588064949
SK041,11566.25,808090.0,SK,Slovakia,5,14313.071563810961
SK042,14885.1,779505.0,SK,Slovakia,5,19095.57988723613
TR100,311324.44,15907951.0,TR,Turkey,5,19570.367044756425
TR211,18084.65,1142451.0,TR,Turkey,5,15829.69422758613
TR212,4228.31,414714.0,TR,Turkey,5,10195.725246796588
TR213,4939.62,369347.0,TR,Turkey,5,13373.927499072688
TR221,13514.3,1257590.0,TR,Turkey,5,10746.189139544686
TR222,6903.96,559383.0,TR,Turkey,5,12342.098347643743
TR310,63092.4,4462056.0,TR,Turkey,5,14139.759787864608
TR321,10223.34,1148241.0,TR,Turkey,5,8903.479321849682
TR322,10498.28,1056332.0,TR,Turkey,5,9938.428448631681
TR323,13108.44,1048185.0,TR,Turkey,5,12505.845819201762
TR331,16898.49,1468279.0,TR,Turkey,5,11509.04562416271
TR332,6117.25,747555.0,TR,Turkey,5,8183.009945756499
TR333,5352.47,580701.0,TR,Turkey,5,9217.256384955424
TR334,3399.41,375454.0,TR,Turkey,5,9054.131797770166
TR411,41229.07,3194720.0,TR,Turkey,5,12905.378249111032
TR412,11698.13,906617.0,TR,Turkey,5,12903.05608652827
TR413,3076.55,228673.0,TR,Turkey,5,13453.92766089569
TR421,42627.57,2079072.0,TR,Turkey,5,20503.1716073325
TR422,12401.76,1080080.0,TR,Turkey,5,11482.260573290867
TR423,4403.21,405131.0,TR,Turkey,5,10868.607931755407
TR424,4359.2,320824.0,TR,Turkey,5,13587.51215619779
TR425,3918.97,296333.0,TR,Turkey,5,13224.885517306544
TR510,107971.63,5782285.0,TR,Turkey,5,18672.83089643627
TR521,22622.78,2296347.0,TR,Turkey,5,9851.638275922585
TR522,3061.21,260838.0,TR,Turkey,5,11736.058396399298
TR611,35762.69,2688004.0,TR,Turkey,5,13304.552374178014
TR612,4117.72,445325.0,TR,Turkey,5,9246.55027227306
TR613,2637.82,273799.0,TR,Turkey,5,9634.14767767596
TR621,21548.35,2274106.0,TR,Turkey,5,9475.525767048677
TR622,21490.1,1916432.0,TR,Turkey,5,11213.599021514981
TR631,13339.02,1686043.0,TR,Turkey,5,7911.43523623063
TR632,9045.41,1177436.0,TR,Turkey,5,7682.294409207804
TR633,4043.09,559405.0,TR,Turkey,5,7227.482771873687
TR711,2950.19,277046.0,TR,Turkey,5,10648.737032839312
TR712,4462.08,433055.0,TR,Turkey,5,10303.725854683586
TR713,3105.8,365419.0,TR,Turkey,5,8499.284383132786
TR714,2726.6,310011.0,TR,Turkey,5,8795.171784227012
TR715,2199.97,244519.0,TR,Turkey,5,8997.133147117402
TR721,14863.09,1441523.0,TR,Turkey,5,10310.685296037593
TR722,5113.15,634924.0,TR,Turkey,5,8053.168568206588
TR723,2972.87,418442.0,TR,Turkey,5,7104.61664938032
TR811,5344.34,588510.0,TR,Turkey,5,9081.137108970112
TR812,2261.44,252058.0,TR,Turkey,5,8971.903292099438
TR813,1529.8,203351.0,TR,Turkey,5,7522.952923762362
TR821,3587.19,378115.0,TR,Turkey,5,9487.03436785105
TR822,1996.76,195766.0,TR,Turkey,5,10199.728246988752
TR823,1681.61,220799.0,TR,Turkey,5,7616.021811692988
TR831,11699.85,1368488.0,TR,Turkey,5,8549.472118133297
TR832,3573.81,596454.0,TR,Turkey,5,5991.761309338189
TR833,3967.66,524130.0,TR,Turkey,5,7569.9921775132125
TR834,2728.49,338267.0,TR,Turkey,5,8066.083892309921
TR901,6390.08,818023.0,TR,Turkey,5,7811.614098870081
TR902,5042.09,763190.0,TR,Turkey,5,6606.598618954651
TR903,3042.05,450862.0,TR,Turkey,5,6747.1865005256595
TR904,2725.05,344016.0,TR,Turkey,5,7921.28854471885
TR905,1563.75,169403.0,TR,Turkey,5,9230.946323264641
TR906,924.79,144544.0,TR,Turkey,5,6397.982621208766
TRA11,5321.23,749754.0,TR,Turkey,5,7097.301248142724
TRA12,2438.81,239223.0,TR,Turkey,5,10194.713718998592
TRA13,562.73,84241.0,TR,Turkey,5,6680.001424484514
TRA21,2315.93,510626.0,TR,Turkey,5,4535.4721459541815
TRA22,1828.61,274829.0,TR,Turkey,5,6653.628256115621
TRA23,1272.37,203594.0,TR,Turkey,5,6249.5456644105425
TRA24,824.1,92481.0,TR,Turkey,5,8911.019560774646
TRB11,5771.78,812580.0,TR,Turkey,5,7103.029855521918
TRB12,4715.58,591497.0,TR,Turkey,5,7972.280501845318
TRB13,1726.94,282556.0,TR,Turkey,5,6111.850394258129
TRB14,898.89,84366.0,TR,Turkey,5,10654.647606855842
TRB21,4884.93,1128749.0,TR,Turkey,5,4327.738053367046
TRB22,2150.61,399202.0,TR,Turkey,5,5387.272608854665
TRB23,1853.19,353988.0,TR,Turkey,5,5235.177463642835
TRB24,1846.51,275333.0,TR,Turkey,5,6706.460903705694
TRC11,19173.12,2154051.0,TR,Turkey,5,8900.959169490416
TRC12,3776.13,635169.0,TR,Turkey,5,5945.079183650336
TRC13,1287.65,147919.0,TR,Turkey,5,8705.102116699005
TRC21,10483.84,2170110.0,TR,Turkey,5,4831.01778250872
TRC22,9734.88,1804880.0,TR,Turkey,5,5393.643898763353
TRC31,5743.97,870374.0,TR,Turkey,5,6599.427372600744
TRC32,3543.16,634491.0,TR,Turkey,5,5584.255726243556
TRC33,3987.45,557605.0,TR,Turkey,5,7151.029850880103
TRC34,2065.1,331311.0,TR,Turkey,5,6233.116316693378
