mun_code,mun_name,gdp_1000brl,year,population,uf_code,uf,regiao,gdp_pc_brl,ln_pop,ln_gdp_pc
2413805,Taboleiro Grande - RN,43556,2023,2409,24,RN,Nordeste,18080.53134080531,7.786967002614872,9.802591021833218
2413904,Taipu - RN,184091,2023,11708,24,RN,Nordeste,15723.52237786129,9.368027647811777,9.662913110721805
2414001,Tangará - RN,225000,2023,13583,24,RN,Nordeste,16564.823676654643,9.51657428982249,9.715036670346203
2414100,Tenente Ananias - RN,142795,2023,10610,24,RN,Nordeste,13458.529688972667,9.26955223160803,9.507368361643122
2414159,Tenente Laurentino Cruz - RN,120493,2023,6152,24,RN,Nordeste,19585.988296488948,8.72453251118548,9.882569706735833
2414209,Tibau do Sul - RN,576215,2023,18080,24,RN,Nordeste,31870.298672566372,9.802561633946167,10.369429778957251
2414308,Timbaúba dos Batistas - RN,47341,2023,2424,24,RN,Nordeste,19530.115511551154,7.793174347189205,9.879712938423186
2414407,Touros - RN,1015670,2023,34767,24,RN,Nordeste,29213.622112923174,10.4564239400025,10.282390390190626
2414456,Triunfo Potiguar - RN,55944,2023,3477,24,RN,Nordeste,16089.732528041415,8.153925132007862,9.685936616357978
2414506,Umarizal - RN,167072,2023,10655,24,RN,Nordeste,15680.150164242139,9.273784544532717,9.660150870659699
2414605,Upanema - RN,370220,2023,14048,24,RN,Nordeste,26353.92938496583,9.550235315874898,10.179372665620916
2414704,Várzea - RN,72803,2023,5387,24,RN,Nordeste,13514.572118062,8.591743922680534,9.51152379842853
2414753,Venha-Ver - RN,47870,2023,3005,24,RN,Nordeste,15930.116472545757,8.008032846969307,9.675966714399383
2414803,Vera Cruz - RN,167326,2023,11053,24,RN,Nordeste,15138.514430471365,9.310457163310955,9.624997400015413
2414902,Viçosa - RN,29717,2023,1900,24,RN,Nordeste,15640.526315789473,7.549609165154532,9.657620665437788
2415008,Vila Flor - RN,49863,2023,3304,24,RN,Nordeste,15091.707021791768,8.102889134640868,9.621900668080489
2500106,Água Branca - PB,107368,2023,9580,25,PB,Nordeste,11207.515657620042,9.167432870964907,9.324339873094873
2500205,Aguiar - PB,68585,2023,5026,25,PB,Nordeste,13646.040588937525,8.522379718103538,9.521204691791107
2500304,Alagoa Grande - PB,367232,2023,26655,25,PB,Nordeste,13777.227537047458,10.19073202925686,9.530772329626258
2500403,Alagoa Nova - PB,376825,2023,21823,25,PB,Nordeste,17267.332630710716,9.990719738479,9.756571708181868
2500502,Alagoinha - PB,166686,2023,14140,25,PB,Nordeste,11788.260254596888,9.556762939450564,9.374859421540313
2500536,Alcantil - PB,70348,2023,5806,25,PB,Nordeste,12116.431277988288,8.666647144584575,9.402317767253816
2500577,Algodão de Jandaíra - PB,38483,2023,3143,25,PB,Nordeste,12244.034362074452,8.052933036797567,9.41279410650325
2500601,Alhandra - PB,3148252,2023,23065,25,PB,Nordeste,136494.7756340776,10.04607159599192,11.824041619131672
2500700,São João do Rio do Peixe - PB,286060,2023,18500,25,PB,Nordeste,15462.702702702703,9.825526011066415,9.646186125924611
2500734,Amparo - PB,37039,2023,2328,25,PB,Nordeste,15910.223367697594,7.752764808851328,9.674717160686303
2500775,Aparecida - PB,147637,2023,8257,25,PB,Nordeste,17880.222841225626,9.01881660441743,9.791450511805637
2500809,Araçagi - PB,233113,2023,16991,25,PB,Nordeste,13719.79283149903,9.740439071085758,9.526594801420906
2500908,Arara - PB,133977,2023,12482,25,PB,Nordeste,10733.616407626983,9.432042885493988,9.281135815898015
2501005,Araruna - PB,244109,2023,17360,25,PB,Nordeste,14061.578341013825,9.761923988214342,9.551201416604352
2501104,Areia - PB,355512,2023,23031,25,PB,Nordeste,15436.238113846555,10.044596413496008,9.644473148416127
2501153,Areia de Baraúnas - PB,27916,2023,2027,25,PB,Nordeste,13772.076961026147,7.614312146452,9.530398412667179
2501203,Areial - PB,81463,2023,7434,25,PB,Nordeste,10958.165186978746,8.913819350857198,9.301840136540202
2501302,Aroeiras - PB,327699,2023,19142,25,PB,Nordeste,17119.371016612684,9.859640152755851,9.747965909336976
2501351,Assunção - PB,56279,2023,4383,25,PB,Nordeste,12840.292037417294,8.38548870041881,9.460343321332445
2501401,Baía da Traição - PB,130462,2023,9741,25,PB,Nordeste,13393.080792526434,9.184099060770956,9.50249349381322
2501500,Bananeiras - PB,370980,2023,24134,25,PB,Nordeste,15371.674815612829,10.091376913633546,9.64028179712926
2501534,Baraúna - PB,62002,2023,5010,25,PB,Nordeste,12375.64870259481,8.51919119407891,9.423486006474691
2501575,Barra de Santana - PB,115121,2023,8247,25,PB,Nordeste,13959.136655753608,9.017604776833355,9.543889530260211
2501609,Barra de Santa Rosa - PB,187975,2023,13024,25,PB,Nordeste,14432.969901719902,9.474549088242322,9.577270444986043
2501708,Barra de São Miguel - PB,101524,2023,6123,25,PB,Nordeste,16580.761064837498,8.719807451477955,9.71599833021948
2501807,Bayeux - PB,1899000,2023,83862,25,PB,Nordeste,22644.344279888388,11.336927869712962,10.027665399063599
2501906,Belém - PB,268655,2023,16710,25,PB,Nordeste,16077.498503889887,9.72376262158944,9.685175964952872
2502003,Belém do Brejo do Cruz - PB,93160,2023,6272,25,PB,Nordeste,14853.316326530612,8.743850562030243,9.605978440950171
2502052,Bernardino Batista - PB,53721,2023,3677,25,PB,Nordeste,14610.008158825129,8.209852481301272,9.589462063185735
2502102,Boa Ventura - PB,63601,2023,5246,25,PB,Nordeste,12123.713305375524,8.56522116042682,9.402918591030362
2502151,Boa Vista - PB,319446,2023,6592,25,PB,Nordeste,48459.648058252424,8.793612071589308,10.788486731823559
2502201,Bom Jesus - PB,40310,2023,2328,25,PB,Nordeste,17315.29209621993,7.752764808851328,9.75934532624202
2502300,Bom Sucesso - PB,66561,2023,4720,25,PB,Nordeste,14101.906779661016,8.459564078579602,9.554065299823227
2502409,Bonito de Santa Fé - PB,119586,2023,10433,25,PB,Nordeste,11462.283140036423,9.25272913846797,9.34681719730496
2502508,Boqueirão - PB,302850,2023,18216,25,PB,Nordeste,16625.494071146244,9.810055607743575,9.718692583647655
2502607,Igaracy - PB,73095,2023,5719,25,PB,Nordeste,12781.080608497989,8.651549243915316,9.455721279012536
2502706,Borborema - PB,80671,2023,4185,25,PB,Nordeste,19276.224611708483,8.339261982923576,9.866627730094725
2502805,Brejo do Cruz - PB,207305,2023,14095,25,PB,Nordeste,14707.697765164952,9.553575403548212,9.596126293200303
2502904,Brejo dos Santos - PB,79111,2023,5816,25,PB,Nordeste,13602.303988995873,8.668368019213355,9.517994468331306
2503001,Caaporã - PB,545157,2023,21942,25,PB,Nordeste,24845.365053322395,9.996157887377436,10.120426497159404
2503100,Cabaceiras - PB,171069,2023,5537,25,PB,Nordeste,30895.611341881886,8.619208116822968,10.338369425028125
2503209,Cabedelo - PB,4092777,2023,70734,25,PB,Nordeste,57861.52345406735,11.166681641520183,10.965807908188118
2503308,Cachoeira dos Índios - PB,153125,2023,9335,25,PB,Nordeste,16403.32083556508,9.141526055975824,9.705239083287443
2503407,Cacimba de Areia - PB,45669,2023,3344,25,PB,Nordeste,13656.997607655503,8.114922974204593,9.522007314504908
2503506,Cacimba de Dentro - PB,179299,2023,16332,25,PB,Nordeste,10978.385990693117,9.700881652439467,9.303683708875502
2503555,Cacimbas - PB,84005,2023,7513,25,PB,Nordeste,11181.285771329694,8.92439013236916,9.32199674647648
2503605,Caiçara - PB,83428,2023,6684,25,PB,Nordeste,12481.747456612808,8.807471889715284,9.43202265268338
2503704,Cajazeiras - PB,1808447,2023,66585,25,PB,Nordeste,27159.97597056394,11.106234605936246,10.209499696936009
2503753,Cajazeirinhas - PB,51075,2023,2760,25,PB,Nordeste,18505.434782608696,7.9229859587111955,9.825819739956763
2503803,Caldas Brandão - PB,92129,2023,5942,25,PB,Nordeste,15504.712218108381,8.689801056022553,9.648899270775933
2503902,Camalaú - PB,87713,2023,6327,25,PB,Nordeste,13863.284336968547,8.752581469146884,9.536999209821333
2504009,Campina Grande - PB,12908743,2023,443911,25,PB,Nordeste,29079.57450930479,13.003379370871034,10.277791299810865
2504033,Capim - PB,101592,2023,7446,25,PB,Nordeste,13643.835616438357,8.915432254432663,9.521043095418344
2504074,Caraúbas - PB,55068,2023,4067,25,PB,Nordeste,13540.201622817802,8.310660905907225,9.513418437257746
2504108,Carrapateira - PB,39802,2023,2365,25,PB,Nordeste,16829.598308668075,7.768533300926033,9.730894419322363
2504157,Casserengue - PB,83914,2023,7052,25,PB,Nordeste,11899.319342030629,8.861066543517762,9.384236479315058
2504207,Catingueira - PB,63519,2023,4556,25,PB,Nordeste,13941.834942932397,8.424200324567073,9.54264930713911
2504306,Catolé do Rocha - PB,622714,2023,32288,25,PB,Nordeste,19286.236372646184,10.382450923153336,9.867146979173082
2504355,Caturité - PB,87217,2023,5544,25,PB,Nordeste,15731.782106782106,8.620471540869739,9.663438283136824
2504405,Conceição - PB,257651,2023,18731,25,PB,Nordeste,13755.325396401688,9.837935184295892,9.529181329669315
2504504,Condado - PB,89037,2023,6629,25,PB,Nordeste,13431.437622567506,8.79920924224139,9.505353329400187
2504603,Conde - PB,1648300,2023,30007,25,PB,Nordeste,54930.51621288366,10.309185966759637,10.913824323941947
2504702,Congo - PB,85465,2023,5124,25,PB,Nordeste,16679.35206869633,8.541690663016626,9.72192683035588
2504801,Coremas - PB,255021,2023,14987,25,PB,Nordeste,17016.147327683993,9.614938437644996,9.741918015028064
2504850,Coxixola - PB,30936,2023,1888,25,PB,Nordeste,16385.593220338982,7.543273346705446,9.704157765563824
2504900,Cruz do Espírito Santo - PB,253013,2023,17821,25,PB,Nordeste,14197.463666460917,9.7881328161731,9.560818612597823
2505006,Cubati - PB,102129,2023,7842,25,PB,Nordeste,13023.335883703137,8.967249182852276,9.47449809521179
2505105,Cuité - PB,273447,2023,20208,25,PB,Nordeste,13531.621140142517,9.913833844590272,9.512784532179559
2505204,Cuitegi - PB,87664,2023,6890,25,PB,Nordeste,12723.367198838898,8.837826364007704,9.45119551875263
2505238,Cuité de Mamanguape - PB,85105,2023,6441,25,PB,Nordeste,13213.010402111473,8.77043908654689,9.48895725967732
2505279,Curral de Cima - PB,74436,2023,5415,25,PB,Nordeste,13746.260387811635,8.596928159435091,9.528522094308164
2505303,Curral Velho - PB,33783,2023,2316,25,PB,Nordeste,14586.787564766839,7.7475968386928855,9.587871436654387
2505352,Damião - PB,62654,2023,5141,25,PB,Nordeste,12187.123127796149,8.545002892055505,9.408135191980486
2505402,Desterro - PB,94774,2023,8314,25,PB,Nordeste,11399.326437334616,9.025696119812583,9.3413095481927
2505501,Vista Serrana - PB,50452,2023,3772,25,PB,Nordeste,13375.397667020148,8.235360643753348,9.501172303435872
2505600,Diamante - PB,75548,2023,6416,25,PB,Nordeste,11774.937655860349,8.766550149546351,9.373728624251523
2505709,Dona Inês - PB,117418,2023,10638,25,PB,Nordeste,11037.60105282948,9.272187775302262,9.309063000279544
2505808,Duas Estradas - PB,51973,2023,3360,25,PB,Nordeste,15468.154761904761,8.11969625295725,9.646538657972245
2505907,Emas - PB,46042,2023,3036,25,PB,Nordeste,15165.349143610014,8.01829613851552,9.626768442845458
2506004,Esperança - PB,851650,2023,32599,25,PB,Nordeste,26125.03451026105,10.39203689203769,10.17064931023317
2506103,Fagundes - PB,135441,2023,11307,25,PB,Nordeste,11978.508888299284,9.333177281935246,9.39086939716983
2506202,Frei Martinho - PB,38774,2023,2911,25,PB,Nordeste,13319.821367227756,7.976251943745623,9.497008533135666
2506251,Gado Bravo - PB,101801,2023,8398,25,PB,Nordeste,12122.05286973089,9.035748861244139,9.402781623971022
2506301,Guarabira - PB,1489288,2023,60057,25,PB,Nordeste,24797.908653445895,11.003049390239825,10.118514600107142
2506400,Gurinhém - PB,201227,2023,14141,25,PB,Nordeste,14230.040308323316,9.556833658307777,9.563110523709774
2506509,Gurjão - PB,50413,2023,3352,25,PB,Nordeste,15039.677804295943,8.117312461601975,9.618447174687658
2506608,Ibiara - PB,63597,2023,5713,25,PB,Nordeste,11131.979695431472,8.650499558724462,9.317577298662037
2506707,Imaculada - PB,105988,2023,10497,25,PB,Nordeste,10096.980089549395,9.258844781035798,9.219991657084917
2506806,Ingá - PB,270159,2023,18234,25,PB,Nordeste,14816.222441592628,9.811043262144848,9.603477970379672
2506905,Itabaiana - PB,417387,2023,23558,25,PB,Nordeste,17717.42083368707,10.06722074451873,9.782303662419148
2507002,Itaporanga - PB,445867,2023,24766,25,PB,Nordeste,18003.1898570621,10.117227023775044,9.798304235458934
2507101,Itapororoca - PB,261025,2023,19165,25,PB,Nordeste,13619.87998956431,9.860840977814656,9.519285768325792
2507200,Itatuba - PB,211522,2023,10840,25,PB,Nordeste,19513.09963099631,9.290998274993637,9.878841294959907
2507309,Jacaraú - PB,217258,2023,14969,25,PB,Nordeste,14513.861981428285,9.613736674915236,9.582859470452114
2507408,Jericó - PB,95979,2023,7728,25,PB,Nordeste,12419.642857142857,8.952605375892354,9.427034599610485
2507507,João Pessoa - PB,28442131,2023,897633,25,PB,Nordeste,31685.701171859768,13.707516577780646,10.363620790970229
2507606,Juarez Távora - PB,93223,2023,8088,25,PB,Nordeste,11526.08803165183,8.998136760700307,9.352368269625941
2507705,Juazeirinho - PB,259622,2023,17520,25,PB,Nordeste,14818.607305936073,9.771098364490383,9.603638920475818
2507804,Junco do Seridó - PB,128192,2023,7019,25,PB,Nordeste,18263.57030916085,8.856376036730422,9.812663661277206
2507903,Juripiranga - PB,150461,2023,10255,25,PB,Nordeste,14671.964895173087,9.235520670506482,9.59369380185251
2508000,Juru - PB,111022,2023,9380,25,PB,Nordeste,11836.034115138593,9.14633504200027,9.378903895835869
2508109,Lagoa - PB,65991,2023,4489,25,PB,Nordeste,14700.601470260637,8.409385238781931,9.595643688274038
2508208,Lagoa de Dentro - PB,104437,2023,8123,25,PB,Nordeste,12856.949402929951,9.002454823050954,9.461639753705109
2508307,Lagoa Seca - PB,416794,2023,29209,25,PB,Nordeste,14269.369030093465,10.282232159944682,9.56587049296166
2508406,Lastro - PB,37248,2023,3316,25,PB,Nordeste,11232.810615199034,8.106514516255185,9.326594293818061
2508505,Livramento - PB,83602,2023,7041,25,PB,Nordeste,11873.597500355063,8.859505484519133,9.382072516694612
2508554,Logradouro - PB,65569,2023,5107,25,PB,Nordeste,12839.04444879577,8.538367426647644,9.460246154598938
2508604,Lucena - PB,279944,2023,13088,25,PB,Nordeste,21389.364303178485,9.479451058842528,9.970649082288329
2508703,Mãe d'Água - PB,45505,2023,3599,25,PB,Nordeste,12643.789941650459,8.188411308079031,9.444921459914562
2508802,Malta - PB,77516,2023,6288,25,PB,Nordeste,12327.608142493638,8.746398334109042,9.419596590519234
2508901,Mamanguape - PB,1086800,2023,46966,25,PB,Nordeste,23140.143933909636,10.75717921465376,10.049324220862706
2509008,Manaíra - PB,110034,2023,10699,25,PB,Nordeste,10284.512571268342,9.277905558138606,9.238394408768421
2509057,Marcação - PB,123336,2023,9537,25,PB,Nordeste,12932.36866939289,9.162934249578912,9.4674886467434
2509107,Mari - PB,303052,2023,22170,25,PB,Nordeste,13669.463238610735,10.006495302610357,9.522919663300462
2509156,Marizópolis - PB,97757,2023,7001,25,PB,Nordeste,13963.290958434509,8.853808274977197,9.544187090541785
2509206,Massaranduba - PB,196173,2023,14756,25,PB,Nordeste,13294.456492274328,9.599405058716567,9.495102422230303
2509305,Mataraca - PB,231046,2023,8650,25,PB,Nordeste,26710.52023121387,9.065314599925925,10.192812782934695
2509339,Matinhas - PB,80821,2023,4759,25,PB,Nordeste,16982.769489388527,8.46779284112111,9.7399545495919
2509370,Mato Grosso - PB,38900,2023,2584,25,PB,Nordeste,15054.179566563467,7.857093864902493,9.619410943686182
2509396,Maturéia - PB,79510,2023,6717,25,PB,Nordeste,11837.12967098407,8.812396905266864,9.378996452610801
2509404,Mogeiro - PB,220317,2023,14435,25,PB,Nordeste,15262.694838933148,9.577411092097035,9.633166884197143
2509503,Montadas - PB,68335,2023,6144,25,PB,Nordeste,11122.233072916666,8.723231274827508,9.31670136355353
