mun_code,mun_name,gdp_1000brl,year,population,uf_code,uf,regiao,gdp_pc_brl,ln_pop,ln_gdp_pc
1101476,Primavera de Rondônia - RO,131193,2023,3268,11,RO,Norte,40144.73684210526,8.091933455979893,10.600246623412476
1101484,São Felipe D'Oeste - RO,177906,2023,5588,11,RO,Norte,31837.151037938438,8.628376720376853,10.368389158503291
1101492,São Francisco do Guaporé - RO,716411,2023,17557,11,RO,Norte,40804.8641567466,9.773208009769208,10.616556572814273
1101500,Seringueiras - RO,446997,2023,12965,11,RO,Norte,34477.207867335135,9.470008697972764,10.44805374317316
1101559,Teixeirópolis - RO,156426,2023,4521,11,RO,Norte,34599.86728599868,8.416488487294606,10.451605125373682
1101609,Theobroma - RO,307754,2023,8459,11,RO,Norte,36381.84182527485,9.042986242304014,10.501825078203312
1101708,Urupá - RO,370214,2023,11314,11,RO,Norte,32721.76065052148,9.333796175903101,10.395795598881513
1101757,Vale do Anari - RO,257311,2023,8220,11,RO,Norte,31303.041362530414,9.014325488050225,10.35147053993969
1101807,Vale do Paraíso - RO,225187,2023,6790,11,RO,Norte,33164.506627393224,8.823206220552741,10.409235505545468
1200013,Acrelândia - AC,502663,2023,14712,12,AC,Norte,34166.87058183795,9.596418766284158,10.439011757123597
1200054,Assis Brasil - AC,187366,2023,8648,12,AC,Norte,21665.81868640148,9.065083359319043,9.983491121893069
1200104,Brasiléia - AC,929800,2023,28028,12,AC,Norte,33173.9688882546,10.240959289490425,10.409520777730334
1200138,Bujari - AC,365419,2023,13928,12,AC,Norte,26236.286616886846,9.541656481448024,10.174898716918934
1200179,Capixaba - AC,530657,2023,10981,12,AC,Norte,48325.0159366178,9.303921785597714,10.785704633856463
1200203,Cruzeiro do Sul - AC,2680143,2023,98916,12,AC,Norte,27095.141332039308,11.502026284101229,10.207109704153405
1200252,Epitaciolândia - AC,793427,2023,19874,12,AC,Norte,39922.864043473885,9.897167623791308,10.59470447242788
1200302,Feijó - AC,741344,2023,37764,12,AC,Norte,19630.971295413623,10.539111546852407,9.884863766199926
1200328,Jordão - AC,150648,2023,9884,12,AC,Norte,15241.602590044517,9.1986725671085,9.631783980539113
1200336,Mâncio Lima - AC,339224,2023,20479,12,AC,Norte,16564.48068753357,9.927155249836312,9.715015964259694
1200344,Manoel Urbano - AC,262614,2023,12923,12,AC,Norte,20321.44238953803,9.466763948525191,9.919431882910299
1200351,Marechal Thaumaturgo - AC,288045,2023,18057,12,AC,Norte,15951.985379631167,9.801288700215881,9.67733857567858
1200385,Plácido de Castro - AC,764818,2023,17107,12,AC,Norte,44707.89735196118,9.747243015452291,10.70790543953707
1200393,Porto Walter - AC,200512,2023,11333,12,AC,Norte,17692.75566928439,9.335474102732949,9.780910550561051
1200401,Rio Branco - AC,12960966,2023,389001,12,AC,Norte,33318.59301132902,12.871337193291367,10.413870868838464
1200427,Rodrigues Alves - AC,293645,2023,15560,12,AC,Norte,18871.786632390744,9.652458797732383,9.845423314982412
1200435,Santa Rosa do Purus - AC,124070,2023,7217,12,AC,Norte,17191.353748094778,8.884194633072273,9.75216184734678
1200450,Senador Guiomard - AC,1111821,2023,22402,12,AC,Norte,49630.434782608696,10.016905519571685,10.812359529022837
