STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency,asset_query,asset_label
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1972,,88850.834,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1973,,101371.677,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1974,,126570.528,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1975,,145587.541,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1976,,162886.211,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1977,,186869.65,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1978,,206609.623,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1979,,236418.659,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1980,,280959.331,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1981,,342096.668,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1982,,407634.636,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1983,,461070.869,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1984,,528589.121,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1985,,624889.595,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1986,,727948.181,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1987,,850830.562,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1988,,1001845.547,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1989,,1194383.629,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1990,,1463346.002,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1991,,1597491.902,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1992,,1864285.393,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1993,,2006017.143,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1994,,2393545.087,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1995,,3091401.334,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1996,,3437165.195,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1997,,3901903.257,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1998,,4474697.764,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1999,,5078181.433,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000,,5188511.538,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2001,,6184353.367,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2002,,6298350.664,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003,,7307960.182,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004,,9755020.762,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2005,,11738076.967,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2006,,14079647.165,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2007,,17200949.247,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2008,,19080913.805,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2009,,21539747.008,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,IND,India,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2010,,25220532.034,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,INR,Indian rupee,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1970,,132.98,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,ISK,Iceland krona,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1970,,30415087.618,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,JPY,Yen,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1971,,204.001,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,ISK,Iceland krona,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1971,,32276673.355,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,JPY,Yen,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1972,,248.363,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,ISK,Iceland krona,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1972,,36815485.656,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,JPY,Yen,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1973,,380.711,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,ISK,Iceland krona,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1973,,47810753.784,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,JPY,Yen,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1974,,586.434,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,ISK,Iceland krona,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1974,,54533484.108,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,JPY,Yen,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,COL,Colombia,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1975,,65778.129,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,COP,Colombian peso,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1975,,815.221,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,ISK,Iceland krona,N11G,Total fixed assets
