STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency,asset_query,asset_label
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1980,,53040.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1981,,53250.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1982,,52430.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1983,,56650.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1984,,59380.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1985,,54780.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1986,,55390.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1987,,56230.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1988,,60040.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1989,,66310.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1990,,76080.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU_F,Former Federal Republic of Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1991,,85030.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,FIN,Finland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1975,,1511.0,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,FIN,Finland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1976,,1509.0,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,FIN,Finland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1977,,1750.0,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,FIN,Finland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1978,,1848.0,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,FIN,Finland,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1979,,2028.0,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1980,,59583.596,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1981,,59819.504,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1982,,58898.34,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1983,,63638.965,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1984,,66705.768,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1985,,61538.262,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1986,,62223.518,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1987,,63167.15,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1988,,67447.193,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1989,,74490.729,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1990,,85466.063,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1970,,161.956,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1971,,182.824,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1972,,290.973,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1973,,390.135,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1974,,245.195,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1975,,388.932,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1976,,501.557,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1977,,774.504,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1978,,1206.902,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1979,,1604.599,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1980,,1481.874,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1981,,1431.535,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1982,,1583.321,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1983,,2218.254,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1984,,1633.938,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1985,,2338.555,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1986,,3566.936,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1987,,3858.729,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1988,,4377.732,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1989,,5035.193,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1990,,6392.496,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1991,,7532.746,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N111G,"Dwellings, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1992,,7033.35,,,,F,Free (free for publication),1,One,E,Estimated value,6,Millions,EUR,Euro,N111G,Dwellings
