country_code,country_name,income_group,year,urbanization_pct,real_MUQ
NLD,Netherlands,High income,2010,87.350279,-4.614505
NLD,Netherlands,High income,2011,88.005920,8.551902
NLD,Netherlands,High income,2012,88.534246,-3.255752
NLD,Netherlands,High income,2015,90.278774,2.133965
NLD,Netherlands,High income,2016,90.580324,-3.338741
NLD,Netherlands,High income,2017,91.121970,7.476986
NLD,Netherlands,High income,2018,92.606247,12.731552
NLD,Netherlands,High income,2019,93.889803,6.273120
NOR,Norway,High income,1971,66.430192,4.096508
NOR,Norway,High income,1973,67.748444,6.638521
NOR,Norway,High income,1974,68.328350,5.952140
NOR,Norway,High income,1975,68.854394,4.152529
NOR,Norway,High income,1976,69.325788,4.685565
NOR,Norway,High income,1977,69.741745,11.981646
NOR,Norway,High income,1978,70.101476,-3.507165
NOR,Norway,High income,1981,70.838515,19.223502
NOR,Norway,High income,1983,71.103793,8.365523
NOR,Norway,High income,1986,71.367833,2.876467
NOR,Norway,High income,1987,71.459332,13.393618
NOR,Norway,High income,1989,71.706337,-3.108558
NOR,Norway,High income,1990,71.876859,-1.399678
NOR,Norway,High income,1993,73.203144,5.518348
NOR,Norway,High income,1994,73.650002,4.653382
NOR,Norway,High income,1995,73.919742,9.604422
NOR,Norway,High income,1996,74.199997,5.495423
NOR,Norway,High income,1997,74.702436,3.489010
NOR,Norway,High income,1998,75.330634,3.331930
NOR,Norway,High income,1999,75.839996,-3.778929
NOR,Norway,High income,2000,76.133892,-2.639374
NOR,Norway,High income,2004,77.568459,5.178061
NOR,Norway,High income,2005,77.826015,7.708294
NOR,Norway,High income,2006,78.087723,10.036520
NOR,Norway,High income,2007,78.407250,3.922426
NOR,Norway,High income,2010,79.245003,-3.294894
NOR,Norway,High income,2011,79.311620,9.185262
NOR,Norway,High income,2012,79.490593,6.791729
NOR,Norway,High income,2013,79.972398,8.278804
NOR,Norway,High income,2014,80.611716,14.160203
NOR,Norway,High income,2016,81.680000,5.984803
NOR,Norway,High income,2019,82.493589,3.525873
NZL,New Zealand,High income,1971,81.520665,19.287337
NZL,New Zealand,High income,1972,81.931494,3.528330
NZL,New Zealand,High income,1973,82.262995,6.230928
NZL,New Zealand,High income,1974,82.516127,2.572674
NZL,New Zealand,High income,1975,82.718334,5.350954
NZL,New Zealand,High income,1976,82.895065,-2.756862
NZL,New Zealand,High income,1977,83.052401,-1.685646
NZL,New Zealand,High income,1979,83.302640,-2.426770
NZL,New Zealand,High income,1980,83.404990,8.565779
NZL,New Zealand,High income,1981,83.495755,1.774573
NZL,New Zealand,High income,1982,83.569386,5.974958
NZL,New Zealand,High income,1983,83.628857,8.635965
NZL,New Zealand,High income,1984,83.688870,5.228007
NZL,New Zealand,High income,1985,83.762930,6.969631
NZL,New Zealand,High income,1986,83.871559,-3.262288
NZL,New Zealand,High income,1988,84.296021,-3.729611
NZL,New Zealand,High income,1989,84.553853,19.917843
NZL,New Zealand,High income,1991,84.950314,-1.145042
NZL,New Zealand,High income,1992,85.080677,10.235227
NZL,New Zealand,High income,1993,85.198322,2.351832
NZL,New Zealand,High income,1994,85.302131,3.065719
NZL,New Zealand,High income,1995,85.392759,4.471896
NZL,New Zealand,High income,1996,85.470843,13.281337
NZL,New Zealand,High income,1999,85.655510,3.874916
NZL,New Zealand,High income,2001,85.754517,6.568754
NZL,New Zealand,High income,2002,85.806158,6.507250
NZL,New Zealand,High income,2003,85.857962,4.720636
NZL,New Zealand,High income,2004,85.901771,6.044032
NZL,New Zealand,High income,2005,85.929933,8.555955
NZL,New Zealand,High income,2007,85.929184,14.758788
NZL,New Zealand,High income,2009,85.891835,-2.425529
NZL,New Zealand,High income,2011,85.823315,13.551478
NZL,New Zealand,High income,2012,85.777701,5.526027
NZL,New Zealand,High income,2013,85.708013,8.356077
NZL,New Zealand,High income,2014,85.507666,4.712881
NZL,New Zealand,High income,2015,85.151876,7.764424
NZL,New Zealand,High income,2016,84.691366,16.139565
NZL,New Zealand,High income,2017,84.170103,8.638693
NZL,New Zealand,High income,2018,83.801785,7.107508
NZL,New Zealand,High income,2019,83.804966,16.821766
OMN,Oman,High income,1971,35.350355,2.008101
OMN,Oman,High income,1972,37.568186,7.773601
OMN,Oman,High income,1973,39.814718,-3.163306
OMN,Oman,High income,1974,42.077533,4.974495
OMN,Oman,High income,1975,44.344215,3.579234
OMN,Oman,High income,1976,46.602345,5.664468
OMN,Oman,High income,1981,57.330097,14.899491
OMN,Oman,High income,1982,59.276143,8.369001
OMN,Oman,High income,1991,71.004001,4.389149
OMN,Oman,High income,1992,71.436486,7.658798
OMN,Oman,High income,1993,71.642284,10.173013
OMN,Oman,High income,1997,71.618031,4.231815
OMN,Oman,High income,1998,71.592254,1.450800
OMN,Oman,High income,1999,71.565559,-1.901267
OMN,Oman,High income,2000,71.540084,-1.836602
OMN,Oman,High income,2001,71.517962,6.104798
OMN,Oman,High income,2002,71.501332,10.435724
OMN,Oman,High income,2003,71.492617,8.243937
OMN,Oman,High income,2004,71.542892,8.738046
OMN,Oman,High income,2006,72.392026,12.204327
OMN,Oman,High income,2007,73.067925,7.655060
OMN,Oman,High income,2008,73.807772,15.136722
OMN,Oman,High income,2009,74.533864,10.173153
OMN,Oman,High income,2013,76.491423,14.898649
OMN,Oman,High income,2015,77.302536,8.879572
OMN,Oman,High income,2016,77.752136,8.726645
PAN,Panama,High income,1961,41.747490,5.892882
PAN,Panama,High income,1963,43.004631,15.630009
PAN,Panama,High income,1965,44.531748,12.514908
PAN,Panama,High income,1966,45.305344,5.348358
PAN,Panama,High income,1968,46.690205,13.177483
PAN,Panama,High income,1969,47.228508,12.450311
PAN,Panama,High income,1970,47.618399,9.832934
PAN,Panama,High income,1971,47.907532,15.409817
PAN,Panama,High income,1972,48.153389,14.804057
PAN,Panama,High income,1976,48.898003,17.472469
PAN,Panama,High income,1977,49.077326,-2.010509
PAN,Panama,High income,1978,49.275067,5.295150
PAN,Panama,High income,1980,49.767142,7.662692
PAN,Panama,High income,1981,50.063755,7.661970
PAN,Panama,High income,1983,50.724943,-2.360091
PAN,Panama,High income,1984,51.092020,-3.237987
PAN,Panama,High income,1985,51.484702,9.576303
PAN,Panama,High income,1986,51.903954,7.969864
PAN,Panama,High income,1987,52.350739,10.592762
PAN,Panama,High income,1988,52.826021,0.524433
PAN,Panama,High income,1989,53.330763,6.206653
PAN,Panama,High income,1990,53.871276,-2.184016
PAN,Panama,High income,1991,54.527746,1.484556
PAN,Panama,High income,1992,55.337613,4.582461
PAN,Panama,High income,1993,56.255375,6.226815
PAN,Panama,High income,1995,58.248412,13.159144
PAN,Panama,High income,1997,60.174522,17.459756
PAN,Panama,High income,1998,61.008625,7.658265
PAN,Panama,High income,2001,62.633702,-2.098864
PAN,Panama,High income,2003,63.407995,3.801317
PAN,Panama,High income,2004,63.755376,19.736030
PAN,Panama,High income,2005,64.072193,8.741702
PAN,Panama,High income,2006,64.355408,6.154605
PAN,Panama,High income,2007,64.601981,4.499667
PAN,Panama,High income,2008,64.808871,7.176822
PAN,Panama,High income,2010,65.092610,18.572253
PAN,Panama,High income,2011,65.189668,10.283260
PAN,Panama,High income,2012,65.282947,8.098193
PAN,Panama,High income,2013,65.370977,11.377499
POL,Poland,High income,1996,61.639679,6.888036
POL,Poland,High income,1997,61.675878,6.711946
POL,Poland,High income,1998,61.705778,10.447084
POL,Poland,High income,2004,61.655517,12.574540
POL,Poland,High income,2005,61.549701,15.716012
POL,Poland,High income,2006,61.419969,7.828699
POL,Poland,High income,2007,61.275601,7.767833
POL,Poland,High income,2008,61.125876,17.967800
POL,Poland,High income,2011,60.735709,13.096415
POL,Poland,High income,2014,60.434006,11.608141
POL,Poland,High income,2018,60.053331,8.018762
POL,Poland,High income,2019,59.962618,15.885079
PRT,Portugal,High income,1971,35.764468,18.638429
PRT,Portugal,High income,1972,36.328916,13.910526
PRT,Portugal,High income,1977,39.340477,14.663786
PRT,Portugal,High income,1978,39.972068,19.871243
PRT,Portugal,High income,1980,41.254718,13.096598
PRT,Portugal,High income,1981,41.903324,15.547696
PRT,Portugal,High income,1984,43.863546,-3.649027
PRT,Portugal,High income,1987,45.819619,8.649178
PRT,Portugal,High income,1988,46.464997,11.116889
PRT,Portugal,High income,1997,52.379580,12.705116
PRT,Portugal,High income,1998,53.063097,17.661103
PRT,Portugal,High income,2011,61.141070,-3.425743
PRT,Portugal,High income,2012,61.140979,-0.044352
PRT,Portugal,High income,2013,61.140532,1.596888
PRT,Portugal,High income,2014,61.139454,-1.455196
PRT,Portugal,High income,2015,61.137469,2.690879
PRT,Portugal,High income,2016,61.134301,7.757943
PRT,Portugal,High income,2017,61.129673,4.152259
PRT,Portugal,High income,2018,61.123307,7.552627
PRT,Portugal,High income,2019,61.114927,9.796164
ROU,Romania,High income,1991,54.312680,1.037582
ROU,Romania,High income,1992,54.313057,-1.921775
ROU,Romania,High income,1993,54.235676,3.848028
ROU,Romania,High income,1994,54.090569,1.247821
ROU,Romania,High income,1995,53.898544,4.070997
ROU,Romania,High income,1996,53.677523,4.789589
ROU,Romania,High income,1997,53.445430,-4.994825
ROU,Romania,High income,1998,53.220189,-2.268661
ROU,Romania,High income,2000,52.861955,6.472043
ROU,Romania,High income,2001,52.764809,4.854656
ROU,Romania,High income,2002,52.746643,9.747174
ROU,Romania,High income,2003,52.802349,10.263825
ROU,Romania,High income,2004,52.917530,11.805436
ROU,Romania,High income,2005,53.074507,11.362830
ROU,Romania,High income,2006,53.256638,6.899623
ROU,Romania,High income,2007,53.447279,5.819301
ROU,Romania,High income,2008,53.629786,13.095410
ROU,Romania,High income,2009,53.787515,-2.033091
ROU,Romania,High income,2011,53.960887,12.865790
ROU,Romania,High income,2017,53.364864,17.064399
ROU,Romania,High income,2019,52.893184,12.391475
SAU,Saudi Arabia,High income,1972,53.185718,3.901236
SAU,Saudi Arabia,High income,1973,55.052710,3.658800
SAU,Saudi Arabia,High income,1974,56.777755,-2.221135
SAU,Saudi Arabia,High income,1975,58.415011,2.793778
SAU,Saudi Arabia,High income,1976,60.053418,4.546713
SAU,Saudi Arabia,High income,1977,61.688997,6.590983
SAU,Saudi Arabia,High income,1978,63.307312,8.842906
SAU,Saudi Arabia,High income,1985,72.939496,-2.365935
SAU,Saudi Arabia,High income,1988,75.591691,-4.888487
SAU,Saudi Arabia,High income,1990,77.008735,7.271740
SAU,Saudi Arabia,High income,1991,77.567036,6.859331
SAU,Saudi Arabia,High income,1993,78.343165,13.229612
SAU,Saudi Arabia,High income,1994,78.648162,-4.318301
SAU,Saudi Arabia,High income,1995,78.920239,17.453271
SAU,Saudi Arabia,High income,1998,79.591423,4.923287
SAU,Saudi Arabia,High income,2001,80.155243,19.716737
SAU,Saudi Arabia,High income,2003,80.541446,13.226109
SAU,Saudi Arabia,High income,2004,80.754232,12.919042
SAU,Saudi Arabia,High income,2007,81.423002,15.617741
SAU,Saudi Arabia,High income,2009,81.864448,19.586691
SAU,Saudi Arabia,High income,2015,82.956277,10.697202
SGP,Singapore,High income,1961,100.000000,3.408002
SGP,Singapore,High income,1962,100.000000,5.755697
SGP,Singapore,High income,1963,100.000000,8.541388
SGP,Singapore,High income,1964,100.000000,5.638965
SGP,Singapore,High income,1965,100.000000,10.461768
SGP,Singapore,High income,1967,100.000000,14.580492
SGP,Singapore,High income,1968,100.000000,5.596768
SGP,Singapore,High income,1969,100.000000,6.695519
SGP,Singapore,High income,1970,100.000000,5.378168
SGP,Singapore,High income,1971,100.000000,7.040613
SGP,Singapore,High income,1972,100.000000,9.594181
SGP,Singapore,High income,1974,100.000000,9.331044
SGP,Singapore,High income,1976,100.000000,15.169588
SGP,Singapore,High income,1978,100.000000,9.579372
SGP,Singapore,High income,1979,100.000000,9.767499
SGP,Singapore,High income,1980,100.000000,6.161004
SGP,Singapore,High income,1981,100.000000,7.199912
SGP,Singapore,High income,1982,100.000000,8.523404
SGP,Singapore,High income,1983,100.000000,14.579004
SGP,Singapore,High income,1984,100.000000,15.081994
SGP,Singapore,High income,1989,100.000000,7.707325
SGP,Singapore,High income,1990,100.000000,11.213236
SGP,Singapore,High income,1991,100.000000,10.089427
SGP,Singapore,High income,1992,100.000000,8.974809
SGP,Singapore,High income,1993,100.000000,11.929904
SGP,Singapore,High income,1994,100.000000,16.726574
SGP,Singapore,High income,1995,100.000000,18.850052
SGP,Singapore,High income,1996,100.000000,6.912431
SGP,Singapore,High income,1997,100.000000,14.189796
SGP,Singapore,High income,2004,100.000000,12.693615
SGP,Singapore,High income,2006,100.000000,12.307087
SGP,Singapore,High income,2007,100.000000,7.967882
SGP,Singapore,High income,2008,100.000000,7.102950
SGP,Singapore,High income,2012,100.000000,13.236637
SGP,Singapore,High income,2013,100.000000,12.885634
SGP,Singapore,High income,2014,100.000000,18.260845
SVK,Slovak Republic,High income,1991,56.827189,-3.006204
SVK,Slovak Republic,High income,1992,56.807175,8.389639
SVK,Slovak Republic,High income,1996,56.534638,3.238153
SVK,Slovak Republic,High income,1997,56.434348,8.406413
SVK,Slovak Republic,High income,1998,56.327393,11.667800
SVK,Slovak Republic,High income,1999,56.216874,-3.528333
SVK,Slovak Republic,High income,2000,56.105889,-2.839859
SVK,Slovak Republic,High income,2001,55.996843,5.421235
SVK,Slovak Republic,High income,2005,55.418985,5.735481
SVK,Slovak Republic,High income,2006,55.246428,15.348952
SVK,Slovak Republic,High income,2007,55.070735,10.324760
SVK,Slovak Republic,High income,2009,54.726036,-2.243459
SVK,Slovak Republic,High income,2010,54.565074,9.527623
SVK,Slovak Republic,High income,2011,54.416739,7.507208
SVK,Slovak Republic,High income,2015,53.870063,5.097787
SVK,Slovak Republic,High income,2018,53.488150,15.674363
SVK,Slovak Republic,High income,2019,53.366656,19.091159
SVN,Slovenia,High income,1992,50.663132,-3.209183
SVN,Slovenia,High income,1994,50.175529,9.220075
SVN,Slovenia,High income,1995,50.202911,7.370014
SVN,Slovenia,High income,1996,50.274749,18.110350
SVN,Slovenia,High income,1997,50.375585,12.328651
SVN,Slovenia,High income,1998,50.489962,18.643970
SVN,Slovenia,High income,1999,50.602421,13.139288
SVN,Slovenia,High income,2004,50.712441,14.403773
SVN,Slovenia,High income,2005,50.648781,18.516738
SVN,Slovenia,High income,2006,50.567255,12.070420
SVN,Slovenia,High income,2007,50.470713,12.635010
SVN,Slovenia,High income,2009,50.243978,-2.405011
SVN,Slovenia,High income,2010,50.119486,-3.223243
SVN,Slovenia,High income,2012,49.761948,-1.366468
SVN,Slovenia,High income,2013,50.046658,7.190582
SVN,Slovenia,High income,2016,53.647274,-1.554882
SVN,Slovenia,High income,2017,55.245113,2.963386
SVN,Slovenia,High income,2018,55.191343,4.311714
SVN,Slovenia,High income,2019,55.452328,10.707847
SWE,Sweden,High income,1961,73.351266,8.568756
SWE,Sweden,High income,1962,74.288426,10.054596
SWE,Sweden,High income,1963,75.250922,8.597009
SWE,Sweden,High income,1964,76.206330,9.191142
SWE,Sweden,High income,1965,77.114482,17.666453
SWE,Sweden,High income,1967,78.937089,18.124084
SWE,Sweden,High income,1979,83.056572,8.471784
SWE,Sweden,High income,1980,83.088287,14.011354
SWE,Sweden,High income,1983,83.095487,13.560675
SWE,Sweden,High income,1984,83.096693,9.199452
SWE,Sweden,High income,1985,83.098680,8.336672
SWE,Sweden,High income,1987,83.159258,7.680213
SWE,Sweden,High income,1988,83.232121,8.077400
SWE,Sweden,High income,1989,83.318377,5.197519
SWE,Sweden,High income,1991,83.495069,-3.083729
SWE,Sweden,High income,1992,83.607889,-1.838988
SWE,Sweden,High income,1993,83.726901,-0.253455
SWE,Sweden,High income,1994,83.831230,3.415729
SWE,Sweden,High income,1995,83.900002,4.099792
SWE,Sweden,High income,1996,83.936571,6.487804
SWE,Sweden,High income,1997,83.962469,17.950367
SWE,Sweden,High income,1998,83.984082,3.860001
SWE,Sweden,High income,1999,84.007797,4.956083
SWE,Sweden,High income,2000,84.040001,4.944896
SWE,Sweden,High income,2001,84.082715,9.681441
SWE,Sweden,High income,2004,84.267071,5.645405
SWE,Sweden,High income,2005,84.349998,9.125284
SWE,Sweden,High income,2006,84.455320,4.026119
SWE,Sweden,High income,2007,84.590688,5.550463
SWE,Sweden,High income,2009,84.934103,-1.517943
SWE,Sweden,High income,2010,85.133423,4.830895
SWE,Sweden,High income,2011,85.360075,6.238372
SWE,Sweden,High income,2014,86.256384,5.454872
SWE,Sweden,High income,2015,86.615865,5.185508
SWE,Sweden,High income,2016,87.000000,7.275177
SWE,Sweden,High income,2017,87.237374,7.849451
SWE,Sweden,High income,2018,87.473743,18.821882
SYC,Seychelles,High income,1978,49.408465,5.484146
SYC,Seychelles,High income,1983,49.355435,-4.010306
SYC,Seychelles,High income,1985,49.313497,13.934129
SYC,Seychelles,High income,1988,49.200756,8.336236
SYC,Seychelles,High income,1989,49.083228,16.961325
SYC,Seychelles,High income,1993,48.059706,8.589504
SYC,Seychelles,High income,1995,46.851640,15.338435
SYC,Seychelles,High income,1996,45.446952,6.031152
SYC,Seychelles,High income,1998,43.953454,10.512885
SYC,Seychelles,High income,1999,43.640607,8.635585
SYC,Seychelles,High income,2000,43.397423,-3.740425
SYC,Seychelles,High income,2001,43.217299,4.902957
SYC,Seychelles,High income,2002,43.094846,-4.234385
SYC,Seychelles,High income,2003,43.004933,-0.663331
SYC,Seychelles,High income,2004,42.923776,-1.806407
SYC,Seychelles,High income,2005,42.851035,4.604221
SYC,Seychelles,High income,2006,42.788043,2.968702
SYC,Seychelles,High income,2007,42.736133,14.710118
SYC,Seychelles,High income,2008,42.696637,-3.543946
SYC,Seychelles,High income,2010,42.660307,3.172681
SYC,Seychelles,High income,2012,42.726176,8.290930
SYC,Seychelles,High income,2014,42.938626,-4.318320
SYC,Seychelles,High income,2019,44.004930,14.380555
TTO,Trinidad and Tobago,High income,2001,55.901019,0.416136
TTO,Trinidad and Tobago,High income,2002,55.829812,-0.979683
TTO,Trinidad and Tobago,High income,2003,55.718805,1.607622
TTO,Trinidad and Tobago,High income,2004,55.571124,-0.892733
TTO,Trinidad and Tobago,High income,2005,55.389896,-2.889220
TTO,Trinidad and Tobago,High income,2006,55.178246,0.774305
TTO,Trinidad and Tobago,High income,2007,54.939300,0.307520
TTO,Trinidad and Tobago,High income,2008,54.676186,-1.335184
TTO,Trinidad and Tobago,High income,2009,54.392030,1.074519
TTO,Trinidad and Tobago,High income,2010,54.089957,-0.962691
TTO,Trinidad and Tobago,High income,2015,53.926665,3.502152
TTO,Trinidad and Tobago,High income,2016,53.927752,-2.894993
TTO,Trinidad and Tobago,High income,2018,53.931452,6.150730
TTO,Trinidad and Tobago,High income,2019,53.934239,-3.041944
URY,Uruguay,High income,1961,80.370259,6.607550
URY,Uruguay,High income,1963,80.771378,-2.870001
URY,Uruguay,High income,1964,80.965046,-1.655085
URY,Uruguay,High income,1966,81.317279,3.543172
URY,Uruguay,High income,1967,81.482238,3.881542
URY,Uruguay,High income,1968,81.644734,-1.567010
URY,Uruguay,High income,1969,81.808502,6.265683
URY,Uruguay,High income,1970,81.977273,-1.228515
URY,Uruguay,High income,1971,82.154781,0.974192
URY,Uruguay,High income,1972,82.344757,-4.534067
URY,Uruguay,High income,1973,82.550934,-0.632312
URY,Uruguay,High income,1974,82.777045,1.029238
URY,Uruguay,High income,1975,83.027966,3.271214
URY,Uruguay,High income,1976,83.326906,6.623336
URY,Uruguay,High income,1978,84.086633,12.399284
URY,Uruguay,High income,1981,85.454335,5.438503
URY,Uruguay,High income,1983,86.384399,-0.987558
URY,Uruguay,High income,1984,86.820502,-0.346517
URY,Uruguay,High income,1985,87.219003,2.740818
URY,Uruguay,High income,1986,87.592494,0.138277
URY,Uruguay,High income,1987,87.968787,2.615448
URY,Uruguay,High income,1988,88.348168,2.895475
URY,Uruguay,High income,1991,89.446883,4.910759
URY,Uruguay,High income,1992,89.780656,8.805620
URY,Uruguay,High income,1993,90.088535,19.448961
URY,Uruguay,High income,1996,90.798717,15.622947
URY,Uruguay,High income,1997,90.952719,5.935110
URY,Uruguay,High income,1998,91.076356,18.846164
URY,Uruguay,High income,2002,91.488608,-1.614551
URY,Uruguay,High income,2003,91.626009,14.070116
URY,Uruguay,High income,2004,91.800943,3.346210
URY,Uruguay,High income,2005,92.081271,3.865665
URY,Uruguay,High income,2006,92.484548,6.495604
URY,Uruguay,High income,2007,92.960369,11.056690
URY,Uruguay,High income,2008,93.459756,6.145302
URY,Uruguay,High income,2010,94.333322,10.533525
URY,Uruguay,High income,2011,94.603682,17.614973
URY,Uruguay,High income,2012,94.760660,5.788845
USA,United States,High income,1971,73.533032,9.947640
USA,United States,High income,1972,73.562808,6.482293
USA,United States,High income,1973,73.585519,9.207542
USA,United States,High income,1976,73.635397,6.688558
USA,United States,High income,1977,73.653983,5.283509
USA,United States,High income,1978,73.677569,5.487965
USA,United States,High income,1979,73.708570,9.687809
USA,United States,High income,1983,74.016347,11.101643
USA,United States,High income,1984,74.150051,4.769430
USA,United States,High income,1985,74.302352,11.141875
USA,United States,High income,1986,74.470941,17.506962
USA,United States,High income,1993,76.299811,10.586813
USA,United States,High income,1994,76.740566,8.148450
USA,United States,High income,1995,77.197705,9.211717
USA,United States,High income,1996,77.652340,8.087599
USA,United States,High income,1997,78.085580,8.697417
USA,United States,High income,1998,78.478536,6.841779
USA,United States,High income,1999,78.812318,7.303012
USA,United States,High income,2000,79.074090,9.024608
USA,United States,High income,2003,79.777335,13.069713
USA,United States,High income,2004,79.996094,7.105152
USA,United States,High income,2005,80.196158,6.293433
USA,United States,High income,2006,80.371307,12.925170
USA,United States,High income,2009,80.685038,-1.131018
USA,United States,High income,2011,80.695755,5.340243
USA,United States,High income,2012,80.683749,3.801310
USA,United States,High income,2013,80.660889,6.722588
USA,United States,High income,2014,80.624223,4.297451
USA,United States,High income,2015,80.570799,6.043185
USA,United States,High income,2016,80.497665,11.725633
USA,United States,High income,2017,80.401868,6.134067
USA,United States,High income,2018,80.280457,6.062756
USA,United States,High income,2019,80.130479,8.677996
BFA,Burkina Faso,Low income,1982,9.716013,6.321192
BFA,Burkina Faso,Low income,1985,11.458147,6.076055
BFA,Burkina Faso,Low income,1991,13.536431,8.010234
BFA,Burkina Faso,Low income,1994,14.513148,4.590063
BFA,Burkina Faso,Low income,1996,15.319145,10.938255
BFA,Burkina Faso,Low income,1997,15.814128,9.133163
BFA,Burkina Faso,Low income,1999,17.183417,-4.945893
BFA,Burkina Faso,Low income,2003,20.563327,8.264613
BFA,Burkina Faso,Low income,2004,21.339218,10.743500
BFA,Burkina Faso,Low income,2006,22.552831,16.201076
BFA,Burkina Faso,Low income,2007,22.974176,8.734331
BFA,Burkina Faso,Low income,2009,23.745233,15.023824
BFA,Burkina Faso,Low income,2010,24.115092,12.067319
BFA,Burkina Faso,Low income,2011,24.468298,16.613686
BFA,Burkina Faso,Low income,2012,24.800191,17.369716
BFA,Burkina Faso,Low income,2013,25.106116,15.961740
BFA,Burkina Faso,Low income,2016,25.821510,17.087090
CAF,Central African Republic,Low income,1978,35.445303,6.397120
CAF,Central African Republic,Low income,1979,35.700374,1.222884
CAF,Central African Republic,Low income,1980,35.927609,6.775438
CAF,Central African Republic,Low income,1983,36.466865,-0.950812
CAF,Central African Republic,Low income,1984,36.607322,-2.128043
CAF,Central African Republic,Low income,1988,37.038180,0.477679
CAF,Central African Republic,Low income,1989,37.124378,9.618034
CAF,Central African Republic,Low income,1990,37.200801,16.950544
CAF,Central African Republic,Low income,1993,37.381706,-0.473000
CAF,Central African Republic,Low income,1994,37.430557,8.945097
CAF,Central African Republic,Low income,1995,37.476016,18.807195
CAF,Central African Republic,Low income,1996,37.519486,4.500064
CAF,Central African Republic,Low income,1999,37.651967,4.099227
CAF,Central African Republic,Low income,2003,37.886317,3.769372
CAF,Central African Republic,Low income,2005,38.044851,3.036415
CAF,Central African Republic,Low income,2006,38.134434,15.821719
CAF,Central African Republic,Low income,2007,38.234334,10.052451
CAF,Central African Republic,Low income,2008,38.347449,4.870758
CAF,Central African Republic,Low income,2009,38.476676,9.694583
CAF,Central African Republic,Low income,2010,38.624496,4.712472
CAF,Central African Republic,Low income,2011,38.803067,-4.639349
CAF,Central African Republic,Low income,2012,39.030170,-1.657140
CAF,Central African Republic,Low income,2013,39.304296,2.757413
CAF,Central African Republic,Low income,2014,39.622652,1.103295
CAF,Central African Republic,Low income,2016,40.380871,16.461209
CAF,Central African Republic,Low income,2017,40.815144,7.057378
CAF,Central African Republic,Low income,2018,41.282467,-4.235442
COD,"Congo, Dem. Rep.",Low income,1995,32.456171,-1.436800
COD,"Congo, Dem. Rep.",Low income,1996,32.926262,-0.221652
COD,"Congo, Dem. Rep.",Low income,1997,33.406325,0.191676
COD,"Congo, Dem. Rep.",Low income,1998,33.895814,11.095279
COD,"Congo, Dem. Rep.",Low income,1999,34.394180,-4.540822
COD,"Congo, Dem. Rep.",Low income,2000,34.900875,-0.467092
COD,"Congo, Dem. Rep.",Low income,2001,35.415353,0.502784
COD,"Congo, Dem. Rep.",Low income,2002,35.937064,2.094496
COD,"Congo, Dem. Rep.",Low income,2003,36.465463,1.057876
COD,"Congo, Dem. Rep.",Low income,2004,37.000000,0.418321
COD,"Congo, Dem. Rep.",Low income,2005,37.401874,0.654702
COD,"Congo, Dem. Rep.",Low income,2007,38.201781,2.877713
COD,"Congo, Dem. Rep.",Low income,2008,38.599725,1.003260
COD,"Congo, Dem. Rep.",Low income,2010,39.391364,2.760600
COD,"Congo, Dem. Rep.",Low income,2011,39.784969,10.515704
COD,"Congo, Dem. Rep.",Low income,2013,40.567526,5.522139
COD,"Congo, Dem. Rep.",Low income,2014,40.956387,8.836987
COD,"Congo, Dem. Rep.",Low income,2016,41.729048,9.748422
COD,"Congo, Dem. Rep.",Low income,2018,42.494660,11.691345
COD,"Congo, Dem. Rep.",Low income,2019,42.874709,-3.989043
GIN,Guinea,Low income,1987,27.403051,7.754503
GIN,Guinea,Low income,1988,27.683761,8.530039
GIN,Guinea,Low income,1989,27.953485,19.900823
GIN,Guinea,Low income,1990,28.215042,11.504394
GIN,Guinea,Low income,1994,29.236001,8.863964
GIN,Guinea,Low income,1995,29.499024,3.579233
GIN,Guinea,Low income,1997,30.052832,8.978663
GIN,Guinea,Low income,1999,30.630217,7.023258
GIN,Guinea,Low income,2000,30.923111,11.073574
GIN,Guinea,Low income,2001,31.217695,-2.889245
GIN,Guinea,Low income,2003,31.808602,3.393084
GIN,Guinea,Low income,2006,32.686809,3.214881
GIN,Guinea,Low income,2007,32.974039,5.269326
GIN,Guinea,Low income,2011,34.073205,5.973289
GIN,Guinea,Low income,2012,34.331394,12.153713
GIN,Guinea,Low income,2015,35.037319,15.801511
GIN,Guinea,Low income,2016,35.310028,3.148729
GIN,Guinea,Low income,2017,35.582733,-1.536033
GIN,Guinea,Low income,2018,35.855438,-4.637170
GMB,"Gambia, The",Low income,1982,29.993905,-2.843108
GMB,"Gambia, The",Low income,1985,32.454061,-1.985358
GMB,"Gambia, The",Low income,1986,33.050458,3.668885
GMB,"Gambia, The",Low income,1989,34.626476,7.361390
GMB,"Gambia, The",Low income,1990,35.176748,12.199512
GMB,"Gambia, The",Low income,1992,36.487475,9.419884
GMB,"Gambia, The",Low income,1993,37.313085,-1.996847
GMB,"Gambia, The",Low income,1995,39.566661,14.400685
GMB,"Gambia, The",Low income,2001,48.349198,6.113046
GMB,"Gambia, The",Low income,2004,51.506202,3.911572
GMB,"Gambia, The",Low income,2006,53.160329,7.962423
GMB,"Gambia, The",Low income,2007,53.919611,-4.898794
GMB,"Gambia, The",Low income,2009,55.337929,3.168161
GMB,"Gambia, The",Low income,2010,56.011090,3.598518
GMB,"Gambia, The",Low income,2011,56.669669,-3.609320
GMB,"Gambia, The",Low income,2012,57.320730,1.055283
