mun_code,mun_name,uf,regiao,population,gdp_pc_brl,ln_pop,ln_gdp_pc,residual
4314548,Pinto Bandeira - RS,RS,Sul,2785,33441.29263913824,7.932003152361385,10.417546721928156,0.16505880229743752
4314555,Pirapó - RS,RS,Sul,2255,31936.141906873614,7.720905251936779,10.371493622578072,0.12554370319678831
4314605,Piratini - RS,RS,Sul,17770,41888.63252673044,9.785266921148697,10.642769769023673,0.3328836518825593
4314704,Planalto - RS,RS,Sul,10624,30664.344879518074,9.270870871716214,10.330855854046389,0.036901309378206903
4314753,Poço das Antas - RS,RS,Sul,2224,45312.05035971223,7.707062655370473,10.72132828845179,0.47580709384522635
4314779,Pontão - RS,RS,Sul,3345,81308.81913303438,8.11522197256233,11.306009766073847,1.0478473007002975
4314787,Ponte Preta - RS,RS,Sul,1602,48887.016229712855,7.379008127628304,10.797267123432356,0.561906241078507
4314803,Portão - RS,RS,Sul,35273,51503.33115981062,10.470873077735911,10.84940176727476,0.5182814587287794
4314902,Porto Alegre - RS,RS,Sul,1388794,75420.30855548051,14.143946302602393,11.230831861966543,0.785951285734015
4315008,Porto Lucena - RS,RS,Sul,4414,29218.849116447665,8.392536586816682,10.282569297686013,0.0158180068740279
4315057,Porto Mauá - RS,RS,Sul,2173,36611.59687068569,7.6838639802564295,10.508120323592026,0.26331762473258635
4315073,Porto Vera Cruz - RS,RS,Sul,1582,30577.117572692794,7.366445148327599,10.328007216462698,0.0930354273288021
4315107,Porto Xavier - RS,RS,Sul,10127,22719.660314012046,9.222960403332285,10.03098592175554,-0.2614847680111261
4315131,Pouso Novo - RS,RS,Sul,1771,32695.652173913044,7.479299637782834,10.394997387002828,0.1565303348714142
4315149,Presidente Lucena - RS,RS,Sul,3166,117414.4030322173,8.060224240440958,11.673464862260145,1.4170057543600922
4315156,Progresso - RS,RS,Sul,5423,33472.80103263876,8.59840444684106,10.41848847856268,0.14536116924230136
4315172,Protásio Alves - RS,RS,Sul,2070,45100.48309178744,7.635303886259415,10.716648237002968,0.47334951286817706
4315206,Putinga - RS,RS,Sul,3809,40367.02546600158,8.245121966478605,10.605768529338977,0.34358287761010153
4315305,Quaraí - RS,RS,Sul,23995,30008.626797249428,10.085600754292345,10.30924017921518,-0.009947701098647954
4315313,Quatro Irmãos - RS,RS,Sul,1577,86571.337983513,7.3632795869630385,11.368724069600527,1.1338503223749097
4315321,Quevedos - RS,RS,Sul,2553,61203.68194281238,7.845024417241484,11.021962629154984,0.7721685638485649
4315354,Quinze de Novembro - RS,RS,Sul,4003,43190.35723207594,8.294799358992574,10.673372537096181,0.4096483063288847
4315404,Redentora - RS,RS,Sul,9931,20904.64203000705,9.203416456903359,9.947726519989763,-0.3441388661411491
4315453,Relvado - RS,RS,Sul,1826,41400.32858707557,7.509883061154913,10.631044096667793,0.39162983270133367
4315503,Restinga Sêca - RS,RS,Sul,15205,42303.8474186123,9.629379600111465,10.652633316420916,0.34757524987516675
4315552,Rio dos Índios - RS,RS,Sul,2866,40704.81507327285,7.960672608388117,10.614101670901649,0.36072581770893386
4315602,Rio Grande - RS,RS,Sul,198935,70911.00108075501,12.20073341718457,11.169180863822914,0.7844843363375009
4315701,Rio Pardo - RS,RS,Sul,35641,35016.38562329901,10.481251939552509,10.463571391584223,0.13212963502284758
4315750,Riozinho - RS,RS,Sul,4574,36242.23874070835,8.428143374582726,10.497980533654754,0.23012645031462142
4315800,Roca Sales - RS,RS,Sul,10646,58858.820214164945,9.272939513732704,10.982896977654624,0.6888783642202796
4315909,Rodeio Bonito - RS,RS,Sul,6831,44085.78539013321,8.82922635473185,10.693892682722154,0.4136164927718422
4315958,Rolador - RS,RS,Sul,2330,39229.61373390558,7.753623546559746,10.577187192963576,0.3302239417681161
4316006,Rolante - RS,RS,Sul,21752,43720.48547260022,9.987460986312307,10.685572046359662,0.369423693327926
4316105,Ronda Alta - RS,RS,Sul,9969,40406.8612699368,9.207235557022704,10.606754882943457,0.31477121388560647
4316204,Rondinha - RS,RS,Sul,5078,44843.639228042535,8.532672762264625,10.710937034197027,0.43984552802434607
4316303,Roque Gonzales - RS,RS,Sul,6693,59278.79874495742,8.808817483100642,10.990006995678236,0.7103628973193015
4316402,Rosário do Sul - RS,RS,Sul,37674,39770.47831395658,10.536725480342165,10.590880165133601,0.2577203146319711
4316428,Sagrada Família - RS,RS,Sul,2528,26543.51265822785,7.8351837552667485,10.18654065249028,-0.06294863361030245
4316436,Saldanha Marinho - RS,RS,Sul,2619,64944.2535318824,7.870547844507712,11.081284542924879,0.8306999810123941
4316451,Salto do Jacuí - RS,RS,Sul,10357,57441.44057159409,9.24541789858888,10.958521282996651,0.6653550528703036
4316477,Salvador das Missões - RS,RS,Sul,2955,54910.32148900169,7.991253929840199,10.913456615090995,0.6591336151626663
4316501,Salvador do Sul - RS,RS,Sul,7184,55071.82628062361,8.879611609982035,10.916393544601577,0.6345568521037226
4316600,Sananduva - RS,RS,Sul,16770,52352.83243887895,9.727346854817254,10.865761320639772,0.557669069791789
4316709,Santa Bárbara do Sul - RS,RS,Sul,8269,105884.75027210062,9.020268861722167,11.57010652001259,1.2839134736850095
4316733,Santa Cecília do Sul - RS,RS,Sul,1710,53427.48538011696,7.444248649496705,10.886080600024647,0.6486991265261643
4316758,Santa Clara do Sul - RS,RS,Sul,7079,60424.353722277156,8.86488793377419,11.009147509979147,0.7277668305374423
4316808,Santa Cruz do Sul - RS,RS,Sul,138270,96887.37976422941,11.836963574382663,11.481304549605685,1.1078744881447644
4316907,Santa Maria - RS,RS,Sul,282395,38711.818552028184,12.551062079062046,10.563900221337459,0.1683535201926567
