geo,country_code,country,population,gdp_value,gdp_per_capita,ln_pop,ln_gdp_pc
DEB23,DE,Germany,99866.0,3699.13,37040.93485270262,11.511584566367388,10.519778927445468
DEB24,DE,Germany,59389.0,2480.28,41763.289498055194,10.991864303016657,10.639772990959361
DEB25,DE,Germany,149015.0,3703.4,24852.53162433312,11.911802251001536,10.120714902566453
DEB31,DE,Germany,48007.0,2201.43,45856.43760284958,10.779102112590714,10.733270873561464
DEB32,DE,Germany,100316.0,6048.03,60289.78428166992,11.51608048266353,11.006917953465273
DEB33,DE,Germany,47455.0,2618.34,55175.21862817406,10.767537172564593,10.918269193567001
DEB34,DE,Germany,173869.0,14066.71,80904.07145609625,12.066057421081819,11.301019428802425
DEB35,DE,Germany,221516.0,19682.63,88854.21369111034,12.308250100621501,11.394752257231609
DEB36,DE,Germany,52759.0,2030.1,38478.742963285884,10.873489652898783,10.55786123697178
DEB37,DE,Germany,39324.0,1871.57,47593.58152782016,10.579590298486815,10.770453189275013
DEB38,DE,Germany,49881.0,3304.78,66253.28281309517,10.817395447708488,11.10124029451659
DEB39,DE,Germany,85378.0,3795.36,44453.60631544426,11.354843735347968,10.702201369607033
DEB3A,DE,Germany,33264.0,2173.41,65338.20346320346,10.412231010097795,11.087332189570503
DEB3B,DE,Germany,129893.0,4171.21,32112.661960228805,11.77446631360085,10.377005684931424
DEB3C,DE,Germany,134032.0,3618.0,26993.553778202222,11.80583385639359,10.203353367525924
DEB3D,DE,Germany,74854.0,2480.28,33134.90261041494,11.223294828633659,10.408342465342361
DEB3E,DE,Germany,130935.0,5777.62,44125.86397830985,11.78245629583756,10.69480137428889
DEB3F,DE,Germany,105752.0,2893.46,27360.8064150087,11.568852009259235,10.216866845534904
DEB3G,DE,Germany,70124.0,1588.34,22650.447778221438,11.158020382473765,10.027934900173667
DEB3H,DE,Germany,112907.0,3659.28,32409.682304905808,11.634319749987203,10.386212493708832
DEB3I,DE,Germany,155061.0,3673.18,23688.612868484015,11.951573866868626,10.072749741976459
DEB3J,DE,Germany,205823.0,10276.06,49926.68457849706,12.234771855126827,10.818310899897977
DEB3K,DE,Germany,90144.0,1871.24,20758.342208022717,11.409163670676099,9.940703478986357
DEC01,DE,Germany,330672.0,17113.99,51755.183384138974,12.708882226501087,10.854279868124083
DEC02,DE,Germany,109393.0,3395.1,31035.80667867231,11.602702181548095,10.342896871056185
DEC03,DE,Germany,133544.0,3969.0,29720.541544359912,11.802186290535223,10.299593720212115
DEC04,DE,Germany,205785.0,7896.61,38373.10785528586,12.234587213428375,10.555112176971233
DEC05,DE,Germany,144492.0,6853.26,47430.03072834482,11.88097942168022,10.767010866738692
DEC06,DE,Germany,88005.0,3132.78,35597.75012783364,11.38514891002807,10.480037716186644
DED21,DE,Germany,559986.0,28833.01,51488.80507726979,13.235667062398827,10.8491196858816
DED2C,DE,Germany,295917.0,10209.71,34501.938043437855,12.597834288579845,10.448770776613797
DED2D,DE,Germany,246989.0,9153.88,37061.893444647336,12.417099080205473,10.520344589863088
DED2E,DE,Germany,240519.0,8195.93,34076.01894237046,12.390554367486455,10.43634915904855
DED2F,DE,Germany,245313.0,6986.17,28478.596731522586,12.410290225173348,10.256908092244679
DED41,DE,Germany,242896.0,10795.87,44446.470917594364,12.400388647172496,10.702040843360322
DED42,DE,Germany,324070.0,9551.19,29472.613941432406,12.688714820821875,10.29121677018417
DED43,DE,Germany,297991.0,10032.36,33666.65436204449,12.60481856368919,10.424263141671393
DED44,DE,Germany,221783.0,7019.01,31648.09746463886,12.309454705334288,10.362433314063768
DED45,DE,Germany,310532.0,12205.33,39304.58052632257,12.646042234626718,10.579096343898234
DED51,DE,Germany,603578.0,29212.79,48399.36180576496,13.310630557232793,10.787241906786488
DED52,DE,Germany,259568.0,8481.78,32676.524070763735,12.46677398965018,10.39441218073331
DED53,DE,Germany,200825.0,7482.12,37256.91522469812,12.210189161042013,10.52559285019412
DEE01,DE,Germany,76042.0,2945.14,38730.43844191368,11.239041098202819,10.564381092917577
DEE02,DE,Germany,227416.0,9178.85,40361.49611285046,12.334536218421446,10.605631542978974
DEE03,DE,Germany,241753.0,10340.22,42771.83737120118,12.395671822752504,10.663635159643592
DEE04,DE,Germany,81369.0,2598.08,31929.60464058794,11.306749644073586,10.37128890356477
DEE05,DE,Germany,154366.0,5955.41,38579.80384281513,11.94708168506975,10.560484202020023
DEE06,DE,Germany,89033.0,2886.45,32420.001572450663,11.396762366506797,10.386530843792155
DEE07,DE,Germany,168952.0,6156.64,36440.17235664567,12.03736992989421,10.503427081237728
DEE08,DE,Germany,175180.0,5984.42,34161.54812193173,12.07356929571708,10.43885596660428
DEE09,DE,Germany,208634.0,6395.74,30655.310256238197,12.248336799638205,10.33056118104716
DEE0A,DE,Germany,131107.0,3733.5,28476.740372367607,11.783769062681817,10.256842905758214
DEE0B,DE,Germany,182390.0,7997.11,43846.20867372115,12.113902530558043,10.688443532801704
DEE0C,DE,Germany,183727.0,6288.78,34228.93749965982,12.12120623917263,10.44082669100917
DEE0D,DE,Germany,107462.0,3961.55,36864.659135322254,11.58489257568602,10.515008624085663
DEE0E,DE,Germany,122808.0,3818.57,31093.821249430006,11.718377439153038,10.344764404777333
DEF01,DE,Germany,96217.0,4948.08,51426.255235561286,11.474361336218225,10.847904123276471
DEF02,DE,Germany,250064.0,14647.18,58573.72512636765,12.429472164081975,10.978041498331075
DEF03,DE,Germany,216097.0,12545.04,58052.8188730061,12.283482659936793,10.969108545344245
DEF04,DE,Germany,78858.0,4464.83,56618.60559486672,11.275404045710063,10.944092930931806
DEF05,DE,Germany,133104.0,6086.02,45723.79492727491,11.798886056523669,10.730374118122816
DEF06,DE,Germany,204237.0,5820.42,28498.362196859533,12.227036363205842,10.257601897828605
DEF07,DE,Germany,168886.0,7814.17,46268.90328387196,12.036979210076785,10.742225379088731
DEF08,DE,Germany,200802.0,7108.79,35401.98802800769,12.210074626909472,10.474523256528277
DEF09,DE,Germany,321849.0,11269.05,35013.46904915038,12.681837770438495,10.463488096419212
DEF0A,DE,Germany,130494.0,3418.31,26195.15073489969,11.779082527676415,10.173329586164366
DEF0B,DE,Germany,276964.0,10435.24,37677.243251830565,12.531642812824519,10.536811563907415
DEF0C,DE,Germany,204255.0,7406.14,36259.283738464175,12.227124492226785,10.498450730624059
DEF0D,DE,Germany,279922.0,11154.2,39847.52895449447,12.542266271914587,10.592815673625593
DEF0E,DE,Germany,131712.0,4786.16,36338.07094266278,11.788372999753667,10.500621256960077
DEF0F,DE,Germany,245822.0,10456.7,42537.689873160256,12.412362975770371,10.658145782464441
DEG01,DE,Germany,218769.0,10859.15,49637.51719850619,12.295771657590855,10.812502221921566
DEG02,DE,Germany,94454.0,3466.81,36703.68645054736,11.455868222482874,10.510632477241872
DEG03,DE,Germany,110470.0,6418.62,58102.83334842038,11.612499269866321,10.969969708405166
DEG05,DE,Germany,65507.0,2435.94,37185.949593173245,11.089912286142134,10.523686269806719
DEG06,DE,Germany,99358.0,3168.37,31888.423680025764,11.506484768140242,10.36999832886788
DEG07,DE,Germany,81811.0,2637.06,32233.56272383909,11.312166987877605,10.380763509309663
DEG09,DE,Germany,100435.0,3238.65,32246.22890426644,11.51726603106865,10.381156382185658
DEG0A,DE,Germany,73022.0,2088.67,28603.297636328778,11.198516044590766,10.261277292130721
DEG0C,DE,Germany,137321.0,4698.58,34216.03396421523,11.830076529805526,10.440449642547566
DEG0D,DE,Germany,68325.0,2246.32,32876.98499817051,11.132031010796268,10.400528147829743
DEG0E,DE,Germany,61271.0,1689.72,27577.81005696006,11.02306192678775,10.224766744893744
DEG0G,DE,Germany,83148.0,3136.29,37719.367874152114,11.328377431415381,10.537928978233484
DEG0J,DE,Germany,83595.0,2601.15,31116.0954602548,11.333738988671746,10.345480503205195
DEG0K,DE,Germany,78404.0,2830.4,36100.19896944034,11.269630225445166,10.49405365592463
DEG0L,DE,Germany,95281.0,2722.89,28577.470849382353,11.464585699356137,10.260373953844557
