country_code,country_name,income_group,year,MUQ_raw,MUQ_ma5,urban_pct
TUR,Turkey,UMI,1980,,,39.8841220064036
TUR,Turkey,UMI,1981,,,40.9144550811789
TUR,Turkey,UMI,1982,,,42.0429987358218
TUR,Turkey,UMI,1983,,,43.2263878528967
TUR,Turkey,UMI,1984,,,44.4221550607045
TUR,Turkey,UMI,1985,,,45.582834481705
TUR,Turkey,UMI,1986,12.826506469278373,12.559832706375756,46.7101642352311
TUR,Turkey,UMI,1987,6.1497025305504565,12.559832706375756,47.8402720388107
TUR,Turkey,UMI,1988,18.703289119298432,12.559832706375756,48.9560069523597
TUR,Turkey,UMI,1989,,,50.0297583282219
TUR,Turkey,UMI,1990,,,51.0313960347918
TUR,Turkey,UMI,1991,,,51.9490865526896
TUR,Turkey,UMI,1992,,,52.7929785448463
TUR,Turkey,UMI,1993,14.069012694402096,,53.5827837920161
TUR,Turkey,UMI,1994,14.529043579108915,15.54796938814741,54.3347787764387
TUR,Turkey,UMI,1995,,15.54796938814741,55.0652399803539
TUR,Turkey,UMI,1996,18.04585189093121,,55.7904438860013
TUR,Turkey,UMI,1997,,,56.5266669756207
TUR,Turkey,UMI,1998,,9.560190642071733,57.2901857314518
TUR,Turkey,UMI,1999,0.7352178871584824,8.763270079947425,58.0972766357343
TUR,Turkey,UMI,2000,9.899502148125498,8.763270079947425,58.9706120006403
TUR,Turkey,UMI,2001,15.65509020455829,8.763270079947425,59.8722461417316
TUR,Turkey,UMI,2002,,13.865708444546293,60.7385342729423
TUR,Turkey,UMI,2003,,,61.5845060653258
TUR,Turkey,UMI,2004,16.042532980955084,,62.4388481173262
TUR,Turkey,UMI,2005,,,63.3302470273874
TUR,Turkey,UMI,2006,17.24195890315519,,64.2873893939536
TUR,Turkey,UMI,2007,,,65.3389618154687
TUR,Turkey,UMI,2008,,,66.513650890377
TUR,Turkey,UMI,2009,7.793719617766277,,67.8401432171223
TUR,Turkey,UMI,2010,,,69.3471253941487
TUR,Turkey,UMI,2011,7.239214742312382,10.76415145918663,71.0028723528334
TUR,Turkey,UMI,2012,,,73.7788680234324
TUR,Turkey,UMI,2013,17.259520017481222,,78.5218368384696
TUR,Turkey,UMI,2014,,,83.6024850744433
TUR,Turkey,UMI,2015,,,87.2167107972537
TUR,Turkey,UMI,2016,,,88.1020958581776
TUR,Turkey,UMI,2017,,,88.0320472717286
TUR,Turkey,UMI,2018,,,88.1655749576173
TUR,Turkey,UMI,2019,-3.5090146447117117,,88.6618152857124
TUR,Turkey,UMI,2020,,,88.9303114965222
TUR,Turkey,UMI,2021,,,89.1762048153239
TUR,Turkey,UMI,2022,,,89.0381164550781
TUR,Turkey,UMI,2023,,,89.0218446796121
USA,United States,HI,1960,,,69.9799062047416
USA,United States,HI,1961,,,70.4455872729358
USA,United States,HI,1962,,,70.9235327611362
USA,United States,HI,1963,,,71.3977756159267
USA,United States,HI,1964,,,71.8549474048995
USA,United States,HI,1965,,,72.281679695647
USA,United States,HI,1966,,,72.6646040557613
USA,United States,HI,1967,,,72.9903520528347
USA,United States,HI,1968,,,73.2455552544594
USA,United States,HI,1969,,,73.4168452282277
USA,United States,HI,1970,,,73.4952537807929
USA,United States,HI,1971,14.520448545496802,12.642645430076344,73.5330324597265
USA,United States,HI,1972,10.300990798063497,12.642645430076344,73.5628076749457
USA,United States,HI,1973,13.106496946668734,12.642645430076344,73.5855186931405
USA,United States,HI,1974,,11.874574315169466,73.6035786053068
USA,United States,HI,1975,,11.82716292497213,73.6194005024406
USA,United States,HI,1976,12.216235200776165,10.807570784580449,73.6353974755378
USA,United States,HI,1977,10.158756627471494,11.507251053738742,73.6539826155944
USA,United States,HI,1978,10.047720525493686,11.507251053738742,73.6775690136064
USA,United States,HI,1979,13.606291861213622,13.243564768696372,73.7085697605697
USA,United States,HI,1980,,14.271834149104665,73.7506044021808
USA,United States,HI,1981,19.161490060606685,15.89419183027909,73.8139615156658
USA,United States,HI,1982,,13.974517403432083,73.9035480290863
USA,United States,HI,1983,14.914793569016954,13.83613398862616,74.0163473769595
USA,United States,HI,1984,7.847268580672612,13.364892694359014,74.1500514363544
USA,United States,HI,1985,13.42098374420839,13.364892694359014,74.30235208434
USA,United States,HI,1986,17.276524883538098,12.848259069473036,74.4709411979853
USA,United States,HI,1987,,,74.6535106543594
USA,United States,HI,1988,,,74.8477523305311
USA,United States,HI,1989,,,75.0513581035696
USA,United States,HI,1990,,,75.2685508261939
USA,United States,HI,1991,,,75.543016838308
USA,United States,HI,1992,,,75.8943317611462
USA,United States,HI,1993,13.943746286305096,12.402639817373789,76.2998113365493
USA,United States,HI,1994,11.224047526264224,11.919206877019526,76.7405657773027
USA,United States,HI,1995,12.040125639552048,11.693816657294391,77.1977052961919
USA,United States,HI,1996,10.468908055956735,10.538083428400668,77.6523401060025
USA,United States,HI,1997,10.792255778393857,10.053134489272733,78.0855804195199
USA,United States,HI,1998,8.165080141836482,9.839041711836137,78.4785364495296
USA,United States,HI,1999,8.79930283062455,9.681575125805987,78.812318408817
USA,United States,HI,2000,10.969661752369058,9.31134824161003,79.0740897861327
USA,United States,HI,2001,,11.464611421932544,79.3086223667912
USA,United States,HI,2002,,11.877125172916989,79.5461039768657
USA,United States,HI,2003,14.624869682804018,11.320158072167844,79.7773350255284
USA,United States,HI,2004,10.03684408357789,12.064046212402143,79.9960936968363
USA,United States,HI,2005,9.298760450121623,12.064046212402143,80.1961581748464
USA,United States,HI,2006,14.295710633105037,11.210438388934852,80.3713066436159
USA,United States,HI,2007,,7.198993088101061,80.5153172872016
USA,United States,HI,2008,,,80.6219682896606
USA,United States,HI,2009,-1.99749181892348,,80.6850378350499
USA,United States,HI,2010,,5.279619198444007,80.6997744673366
USA,United States,HI,2011,10.505203362093129,6.516886979011032,80.6957554256024
USA,United States,HI,2012,7.331146052162373,8.833642646505943,80.6837493386238
USA,United States,HI,2013,10.228690320712108,8.627691162331157,80.660889281215
USA,United States,HI,2014,7.269530851056167,9.189924446935835,80.6242231779766
USA,United States,HI,2015,7.803885225632008,9.582678169566556,80.5707989535091
USA,United States,HI,2016,13.31636978511652,9.48636520138931,80.4976645324131
USA,United States,HI,2017,9.29491466531598,10.279707356780747,80.4018678392891
USA,United States,HI,2018,9.747125479825876,10.898662889567932,80.2804567987377
USA,United States,HI,2019,11.236241628013351,10.092760591051736,80.1304793353594
USA,United States,HI,2020,,,79.997451762548
USA,United States,HI,2021,,,80.0074765140272
USA,United States,HI,2022,,,80.0324978239707
USA,United States,HI,2023,,,80.071561119178
VNM,Vietnam,LMI,1960,,,15.2654522865939
VNM,Vietnam,LMI,1961,,,15.7222800181777
VNM,Vietnam,LMI,1962,,,16.1171198003772
VNM,Vietnam,LMI,1963,,,16.5064813685263
VNM,Vietnam,LMI,1964,,,16.9451069825263
VNM,Vietnam,LMI,1965,,,17.5364065879613
VNM,Vietnam,LMI,1966,,,18.3531587422478
VNM,Vietnam,LMI,1967,,,19.2877201330996
VNM,Vietnam,LMI,1968,,,20.1142113255002
VNM,Vietnam,LMI,1969,,,20.626316557591
VNM,Vietnam,LMI,1970,,,20.6931421380499
VNM,Vietnam,LMI,1971,,,20.6568005981446
VNM,Vietnam,LMI,1972,,,20.6000003814697
VNM,Vietnam,LMI,1973,,,20.5432001647949
VNM,Vietnam,LMI,1974,,,20.5056000213623
VNM,Vietnam,LMI,1975,,,20.5500001907349
VNM,Vietnam,LMI,1976,,,20.4269235007156
VNM,Vietnam,LMI,1977,,,19.6402443802216
VNM,Vietnam,LMI,1978,,,19.2447282689118
VNM,Vietnam,LMI,1979,,,19.1884708733747
VNM,Vietnam,LMI,1980,,,19.1594762135261
VNM,Vietnam,LMI,1981,,,19.1354009405791
VNM,Vietnam,LMI,1982,,,19.1141027989929
VNM,Vietnam,LMI,1983,,,19.0956204231262
VNM,Vietnam,LMI,1984,,,19.0799924473374
VNM,Vietnam,LMI,1985,,,19.0672575059852
VNM,Vietnam,LMI,1986,,,19.0574542334283
VNM,Vietnam,LMI,1987,,,19.0506212640251
VNM,Vietnam,LMI,1988,,,19.0467972321344
VNM,Vietnam,LMI,1989,,,19.0530524987416
VNM,Vietnam,LMI,1990,,,19.1735039651626
VNM,Vietnam,LMI,1991,,,19.4396801924029
VNM,Vietnam,LMI,1992,,,19.8252510026665
VNM,Vietnam,LMI,1993,,,20.3057679487956
VNM,Vietnam,LMI,1994,,,20.8567825836322
VNM,Vietnam,LMI,1995,,,21.4538464600183
VNM,Vietnam,LMI,1996,12.589859379619115,,22.072511130796
VNM,Vietnam,LMI,1997,16.768287526523334,,22.6883281488073
VNM,Vietnam,LMI,1998,,13.51618716958509,23.2768490668943
VNM,Vietnam,LMI,1999,,13.416346272454504,23.8212278892522
VNM,Vietnam,LMI,2000,11.19041460261282,11.522054449161942,24.3672526919772
VNM,Vietnam,LMI,2001,12.290336688227356,11.341236940928896,24.9489362725143
VNM,Vietnam,LMI,2002,11.085412056645657,12.250509410840113,25.5540925665659
VNM,Vietnam,LMI,2003,10.798784416229754,12.515533112896936,26.1745407830283
VNM,Vietnam,LMI,2004,15.88759929048498,13.74167291352236,26.8021001307977
VNM,Vietnam,LMI,2005,,13.619001535760816,27.4285898187702
VNM,Vietnam,LMI,2006,17.19489589072905,14.559073908937838,28.0458290558422
VNM,Vietnam,LMI,2007,10.594726545599489,13.783557411655542,28.6456370509099
VNM,Vietnam,LMI,2008,,14.234308000815243,29.2198330128693
VNM,Vietnam,LMI,2009,13.561049798638088,13.247445370843975,29.7581347355675
VNM,Vietnam,LMI,2010,15.586559768294354,,30.2504027258526
VNM,Vietnam,LMI,2011,,,30.6996041680996
VNM,Vietnam,LMI,2012,,,31.1222779403029
VNM,Vietnam,LMI,2013,,,31.5334201724543
VNM,Vietnam,LMI,2014,,,31.9480269945454
VNM,Vietnam,LMI,2015,7.7104961720122915,,32.3810945365679
VNM,Vietnam,LMI,2016,,,32.8476189285136
VNM,Vietnam,LMI,2017,18.65706685338033,,33.3625963003742
VNM,Vietnam,LMI,2018,,,33.9410227821412
VNM,Vietnam,LMI,2019,,,34.6239134999511
VNM,Vietnam,LMI,2020,,,35.5706676299742
VNM,Vietnam,LMI,2021,,,36.6540656426603
VNM,Vietnam,LMI,2022,,,37.5478515625
VNM,Vietnam,LMI,2023,,,38.1298904418945
