country_code,country_name,income_group,year,MUQ_raw,MUQ_ma5,urban_pct
TUR,Turkey,UMI,1970,,,30.2468080255786
TUR,Turkey,UMI,1971,15.83213540714831,,31.279319619358
TUR,Turkey,UMI,1972,13.688369446139609,,32.3225319535392
TUR,Turkey,UMI,1973,,,33.3719982251986
TUR,Turkey,UMI,1974,,,34.4070509391018
TUR,Turkey,UMI,1975,,,35.4068251205183
TUR,Turkey,UMI,1976,14.78469852905362,,36.347323423289
TUR,Turkey,UMI,1977,19.456749980134067,,37.2244889725679
TUR,Turkey,UMI,1978,,,38.0782656313228
TUR,Turkey,UMI,1979,,,38.9503219426115
