sim,rho_pooled,within_all_negative,paradox,a2_met,shift_strength,mean_gap,mean_abs_beta
191,-0.23665647108965124,True,False,False,2.4995796327054927,0.008824657396101469,0.05481832223832603
192,-0.20257599611655236,True,False,False,1.8529049159601438,0.025203136137982394,0.09933496699193886
193,-0.10329231451126464,True,False,False,1.3811817990771735,0.018363847832140994,0.10895117598740386
194,-0.22313588298760045,True,False,False,2.1621801248533137,0.015871721366876815,0.06606763523690684
195,-0.15019817514745057,True,False,False,1.736240716467305,0.01903075888054111,0.10021313283803819
196,-0.47401674927254595,False,False,False,2.6877142541690513,0.01915285934634608,0.06373741838787947
197,0.26909474573017317,True,True,False,1.2227732471658999,0.018516075253464204,0.05474733946380275
198,-0.09204193691483668,False,False,False,2.2748827776822185,0.02128646880205921,0.06249119184886675
199,-0.2264071450829461,True,False,False,2.0040209958567594,0.007082336621128358,0.07626506753090094
200,0.004418512700641738,True,True,False,2.317590772538217,0.016456576025628018,0.05556144332062847
201,-0.12223410947561841,True,False,False,1.628572490584459,0.020186019023520532,0.09586456080496375
202,0.16907197192950005,False,False,False,0.7229142872747741,0.013336328403767458,0.03844461346370055
203,-0.20384341222139077,True,False,False,0.8608058885829359,0.014426113811208577,0.07648753419235105
204,-0.17161031221881048,True,False,False,2.895023964961104,0.012914910365338537,0.10248479475416886
205,-0.5658489984545322,True,False,False,2.350212471241859,0.016691852085647572,0.10380722917312822
206,-0.23372202386411445,True,False,False,2.0020302435701067,0.011288818966462633,0.06049889782586848
207,-0.24431961966069038,True,False,False,1.9674539583903081,0.018401739356851795,0.09135874913474029
208,-0.452841991759701,True,False,False,2.24294423052521,0.0201599650210989,0.0826869224010424
209,0.09946079892669654,True,True,False,2.034131408228514,0.026421671749251415,0.08351511324456626
210,-0.599466762227515,True,False,False,1.7299255781828502,0.013092429656232698,0.09550971014600904
211,-0.02759136879206208,True,False,False,2.695567275537788,0.013912213176339741,0.10346940817092293
212,0.15070289856360292,False,False,False,2.881531056438468,0.0156075530942097,0.06243739443926442
213,-0.16594205824763317,True,False,False,1.1377514219031335,0.019169631269314542,0.06434284901254009
214,-0.23092729575183882,True,False,False,2.851859302374461,0.02140389550964815,0.09305452981711612
215,-0.2989719250720678,True,False,False,0.6779495836478531,0.018501061810745362,0.09665616437772434
216,-0.37752258421567697,True,False,False,1.9533791792516229,0.013636343199119752,0.0758101642263721
217,0.12223234057112745,True,True,False,2.466103697853997,0.01978800617631626,0.05727826815008367
218,-0.11716147691821972,True,False,False,1.368900639012025,0.019239636052251194,0.0693487751656345
219,0.23163225392836448,False,False,False,0.8990453186511476,0.023294685933231637,0.07056913522177152
220,-0.2338643730488086,True,False,False,0.6025655910070522,0.019171449449179402,0.09922646905226085
221,-0.150573320942724,True,False,False,2.963233453151589,0.015601445278821756,0.09758436497788131
222,0.4780986106929384,False,False,False,0.5183332657925295,0.023392675376547527,0.05865977801555425
223,-0.4658496504808356,True,False,False,2.191779858731996,0.013025052300809503,0.10302198392224171
224,0.0022697671090441867,True,True,False,2.716614237486893,0.017849018529496618,0.06461842971357332
225,0.43905382140338967,True,True,False,0.9058454155283758,0.02206323710518775,0.06562674971984431
